ien	name	item_text	type	package	entry_action	exit_action
3555	ORCM EDIT MENU	Edit Menu	A		D EDIT^ORCMEDIT	
3556	ORCM ADD ROW	Add Row	A		D ADDROW^ORCMEDT2	
3557	ORCM REMOVE ROW	Remove Row	A		D REMROW^ORCMEDT2	
3558	ORCM PROTOCOLS	Convert Protocols	A		D FULL^VALM1,PROTOCOL^ORCMEDT1 S VALMBCK="R"	
3559	ORCM PROMPTS	Prompts	A		D FULL^VALM1,EN^ORCMEDT4 S VALMBCK="R"	
3560	ORCM ORDERS	Generic Orders	A		D FULL^VALM1,EN^ORCMEDT3 S VALMBCK="R"	
3561	ORCM ACTIONS	Actions	A		D FULL^VALM1,ACTION^ORCMEDT3 S VALMBCK="R"	
3562	ORC ORES ORDER ACTIONS	Order action menu for ORES key holders	M		S XQORM(0)="1AD\",(XQORM("?"),XQORM("??"))="D ITEMHELP^ORCHART",VALMBCK="",ORNMBR=$P(XQORNOD(0),"=",2) D SELECT^ORCHART(ORNMBR)	D DESELECT^ORCHART(ORNMBR):'$G(OREBUILD)
3563	ORCHART COVER	Cover Sheet	A		D:ORTAB'="COVER" TAB^ORCHART("COVER")	
3564	ORCHART PROBLEMS	Problems	A		D:ORTAB'="PROBLEMS" TAB^ORCHART("PROBLEMS")	
3565	ORCHART MEDS	Meds	A		D:ORTAB'="MEDS" TAB^ORCHART("MEDS")	
3566	ORCHART ORDERS	Orders	A		D:ORTAB'="ORDERS" TAB^ORCHART("ORDERS")	
3567	ORCHART NOTES	Notes	A		D:ORTAB'="NOTES" TAB^ORCHART("NOTES")	
3568	ORCHART CONSULTS	Consults	A		D:ORTAB'="CONSULTS" TAB^ORCHART("CONSULTS")	
3569	ORCHART LABS	Labs	A		D:ORTAB'="LABS" TAB^ORCHART("LABS")	
3570	ORCHART REPORTS	Reports	A		D:ORTAB'="REPORTS" TAB^ORCHART("REPORTS")	
3571	ORCHART SUMMARIES	Summaries	A		D:ORTAB'="SUMMRIES" TAB^ORCHART("SUMMRIES")	
3572	ORC PATIENT	Select New Patient	A		D NEWPAT^ORCHART	S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3573	ORCHART ORDERS MENU	Orders Tab menu	M			
3574	ORCHART PROBLEMS MENU	Problems Tab menu	M			
3575	ORCHART XRAYS	Imaging	A		D:ORTAB'="XRAYS" TAB^ORCHART("XRAYS")	
3576	ORC ADD ORDERS	Add New Orders	A		D EN^ORCMENU S VALMBCK="R"	S:$D(^TMP("OR",$J,ORTAB,"MENU")) XQORM("HIJACK")=^("MENU")
3577	ORC CHANGE ORDERS	Change	A		D EDIT^ORCACT	D EX^ORCACT
3578	ORC SIGN ORDERS	Sign	A		D EN^ORCSIGN	D EX^ORCACT
3579	ORC RENEW ORDERS	Renew	A		D RENEW^ORCACT	D EX^ORCACT
3580	ORC WARD COMMENTS	Add Comments	A		D COMMENT^ORCACT1	
3581	ORC DETAILED DISPLAY	Detailed Display	A		D EN^ORCXPND	I $G(ORTAB)'="NEW",$D(^TMP("OR",$J,"CURRENT","MENU")) S XQORM("HIJACK")=^("MENU")
3582	ORC DISPLAY ACTIONS	Detailed Display menu	M			
3583	ORC ADD ORDERS MENU	Add Orders menu	M			
3584	ORC ADD ITEM	Add Menu Item	A		D ITEM^ORCMENU	
3585	ORCHART TABS	Chart Contents ...	M		S XQORM(0)="1AD\",VALMBCK=""	S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3586	ORC DISCONTINUE ORDERS	Discontinue	A		D DC^ORCACT2	D EX^ORCACT
3587	ORC VERIFY ORDERS	Verify	A		N ORV S ORV=$S($D(^XUSEC("ORELSE",DUZ)):"N",$D(^XUSEC("OREMAS",DUZ)):"C",1:"^") D VERIFY^ORCACT1(ORV)	D EX^ORCACT
3588	ORC HOLD ORDERS	Hold	A		D HOLD^ORCACT	D EX^ORCACT
3589	ORC FLAG ORDERS	Flag	A		D FLAG^ORCACT1	D EX^ORCACT
3590	ORC EDIT PROBLEM	Edit	A		D EDIT^ORCPROB	D EX^ORCPROB
3591	ORC COMMENT PROBLEM	Add Comment	A		D CMMT^ORCPROB	D EX^ORCPROB
3592	ORC INACTIVATE PROBLEM	Inactivate	A		D INACT^ORCPROB	D EX^ORCPROB
3593	ORC REMOVE PROBLEM	Remove	A		D REMOVE^ORCPROB	D EX^ORCPROB
3594	ORC PROBLEM ACTIONS	Problem action menu	M		S XQORM(0)="1AD",(XQORM("?"),XQORM("??"))="D ITEMHELP^ORCHART",VALMBCK="",ORNMBR=$P(XQORNOD(0),"=",2) D SELECT^ORCHART(ORNMBR)	D DESELECT^ORCHART(ORNMBR):'$G(OREBUILD) S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3595	ORC SIGN NOTE	Sign	A		D SIGN^ORCNOTE	
3596	ORC AMEND NOTE	Amend	A		D AMEND^ORCNOTE	
3597	ORC EDIT NOTE	Edit	A		D EDIT^ORCNOTE	
3598	ORCHART XRAYS MENU	Xray Tab menu	M			
3599	ORC ADD XRAY	Order New Procedures	A		S ORDIALOG="RA OERR EXAM" D ADD^ORCACT	S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3600	ORC XRAY ACTIONS	Xray action menu	X		S ORNMBR=$P(XQORNOD(0),"=",2) D SELECT^ORCHART(ORNMBR)	D DESELECT^ORCHART(ORNMBR) S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3601	OCX ORDER CHECK HL7 RECIEVE	PROCESS HL7 MESSAGES	A		Q:$G(A7RNDBI)  S:'$D(OCXDUCT) OCXDUCT="" D SILENT^OCXOHL7(.XQORMSG,.OCXDUCT) K OCXDUCT	
3602	ORC TIU ACTIONS	TIU Document action menu	M		S XQORM(0)="1AD\",(XQORM("?"),XQORM("??"))="D ITEMHELP^ORCHART",VALMBCK="",ORNMBR=$P(XQORNOD(0),"=",2) D SELECT^ORCHART(ORNMBR)	D DESELECT^ORCHART(ORNMBR):'$G(OREBUILD) S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3603	ORC COVER ACTIONS	Cover Sheet action menu	X		S ORNMBR=$P(XQORNOD(0),"=",2) D SELECT^ORCHART(ORNMBR)	D DESELECT^ORCHART(ORNMBR) S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3604	ORC NOTIFICATIONS FOLLOW UP	Act on Notifications	A		W !!,"Not available yet.",! H 1 S VALMBCK=""	
3605	ORC LAB ACTIONS	Lab action menu	M		S XQORM(0)="1AD",(XQORM("?"),XQORM("??"))="D ITEMHELP^ORCHART",VALMBCK="",ORNMBR=$P(XQORNOD(0),"=",2) D SELECT^ORCHART(ORNMBR)	D DESELECT^ORCHART(ORNMBR) S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3606	ORCHANGE LRC	Use cumulative format	A		N X S X=$P($G(^TMP("OR",$J,"LABS",0)),U,3) S $P(X,";",3)="C",$P(^TMP("OR",$J,"LABS",0),U,3,4)=X_U	
3607	ORCHANGE LRRR	Use list format	A		N X S X=$P($G(^TMP("OR",$J,"LABS",0)),U,3) S $P(X,";",3)="R",$P(^TMP("OR",$J,"LABS",0),U,3,4)=X_U	
3608	ORCHANGE GOTO HEADER	Go to Section	A		D LRSUB^ORCHANGE	
3609	ORCHANGE DATE RANGE	Date range	A		D RANGE^ORCHANGE	
3610	ORCHANGE LAB CUM	Change Lab Cumulative	M			
3611	ORCHANGE LIST	Change View ...	A		D EN^ORCHANGE	S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3612	ORCHANGE LAB LIST	Change Lab Test List	M			
3613	ORCHANGE PROBLEMS	Change Problem List	M			
3614	ORCHANGE NOTES	Change Notes List	M			
3615	ORCHANGE ORDERS SHORT	Change Short Format Orders List	M			
3616	ORCHANGE MEDS INPT	Change Inpatient Meds List	M			
3617	ORCHANGE XRAYS	Change Imaging List	M			
3618	ORCHANGE MAX ITEMS	Maximum # of items	A		D MAX^ORCHANGE	
3619	ORCHANGE DISPLAY GROUP	Service/Section	A		D DGROUP^ORCHANGE	
3620	ORCHANGE PROBLEM STATUS	Status	A		D PLIST^ORCHANG2	
3621	ORCHANGE ORDER STATUS	Status	A		D ORDERS^ORCHANG2	
3622	ORQPT CLINIC LIST	Clinic	A		D CLINIC^ORQPT1	
3623	ORQPT WARD LIST	Ward	A		D WARD^ORQPT1	
3624	ORQPT PROVIDER LIST	Primary Provider	A		D PROV^ORQPT1	
3625	ORQPT TEAM LIST	Team/Personal	A		D TEAM^ORQPT1	
3626	ORQPT SPECIALTY LIST	Specialty	A		D SPEC^ORQPT1	
3627	ORQPT SORT ORDER	Sort Order	A		D SORT^ORQPT1	
3628	ORQPT CHANGE LIST	Change View ...	M		S VALMBCK="",ORY=$$CONTEXT^ORQPT1,XQORM(0)="1AD\"	D:ORY'=$$CONTEXT^ORQPT1 REBUILD^ORQPT1 K ORY
3629	ORQPT SAVE PREFERENCE	Save as Default List	A		D SAVE^ORQPT1	
3630	ORQPT PATIENT SELECTION	Patient Selection	M		S XQORM(0)=$TR(XQORM(0),"\")	
3631	ORQPT SELECT PATIENT	Select Patient from List	A		D SELECT^ORQPT	
3632	ORQPT FIND PATIENT	Find Patient	A		D FIND^ORQPT	
3633	ORC ADD PROBLEM	Write New Problem	A		D ADD^ORCPROB	S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3634	ORC NEXT SCREEN	Next Screen	X			
3635	ORC PREVIOUS SCREEN	Previous Screen	X			
3636	ORC UP ONE LINE	Up a Line	X			
3637	ORC DOWN A LINE	Down a Line	X			
3638	ORC RIGHT	Shift View to Right	X			
3639	ORC LEFT	Shift View to Left	X			
3640	ORC FIRST SCREEN	First Screen	X			
3641	ORC LAST SCREEN	Last Screen	X			
3642	ORC GOTO PAGE	Go to Page	X			
3643	ORC REFRESH	Redisplay Screen	X			
3644	ORC PRINT SCREEN	Print Screen	X			
3645	ORC PRINT LIST	Print List	X			
3646	ORC SEARCH LIST	Search List	X			
3647	ORC TURN ON/OFF MENUS	Auto-Display On/Off	X			
3648	ORC HIDDEN ACTIONS	OE/RR Secondary menu	M			
3649	ORCHART COVER MENU	Cover Sheet menu	M			
3650	ORCHART NOTES MENU	Notes Tab menu	M			
3651	ORCHART SUMMARIES MENU	Summaries Tab menu	M			
3652	ORCHART MEDS MENU	Meds Tab menu	M			
3653	ORCHART LABS MENU	Labs Tab menu	M			
3654	ORCHART REPORTS MENU	Reports Tab menu	M			
3655	ORCHART CONSULTS MENU	Consults Tab menu	M			
3656	ORC ADD LAB	Order New Lab Tests	A		S ORDIALOG="LR OTHER LAB TESTS" D ADD^ORCACT	S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3657	ORC ADD MED	Order New Meds ...	M		S VALMBCK=""	S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3658	ORC ADD CONSULT	Consult	A		S ORDIALOG="GMRCOR CONSULT" D ADD^ORCACT	
3659	ORC ADD PROCEDURE	Procedure	A		S ORDIALOG="GMRCOR REQUEST" D ADD^ORCACT	
3660	ORC ADD ALLERGY	Enter New Allergy/ADR	A		N DFN,GMRAUSER,GMRAOUT S DFN=+$G(ORVP) D:DFN>0 FULL^VALM1,EN2^GMRAPEM0 S VALMBCK="R"	S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3661	ORC ADD NOTE	Write New Note	A		D FULL^VALM1,MAIN^TIUEDIT(3,.OREBUILD) S VALMBCK="R"	S OREBUILD=1 S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU") I +$G(OREBUILD) D TAB^ORCHART(ORTAB,1)
3662	ORC ADD SUMMARY	Write New Summary	A		D FULL^VALM1,MAIN^TIUEDIT(244,.OREBUILD) S VALMBCK="R"	S OREBUILD=1 S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU") I +$G(OREBUILD) D TAB^ORCHART(ORTAB,1)
3664	ORC CONSULT ACTIONS	Access to Consult actions	A		D EN^ORCONSLT	S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3665	ORCB NOTIFICATIONS	Notifications Follow-up action menu	M	ORDER ENTRY/RESULTS REPORTING		
3666	ORCB ACTIONS	Select follow-up action menu	A		D SELECT^ORCB	
3667	ORCB EXPIRING MENU	Follow-up on Expiring orders	M			
3668	ORCB UNSIGNED MENU	Follow-up on Unsigned orders	M			
3669	ORCB FLAGGED MENU	Follow-up on Flagged orders	M			
3670	ORCB NEW MENU	Follow-up on New orders	M			
3671	ORCHANGE MEDS OUTPT	Change Outpatient Meds List	M			
3672	ORCHANGE PSJ	List Inpatient Meds	A		N X S X=$P($G(^TMP("OR",$J,"MEDS",0)),U,3) S $P(X,";",3)=1,$P(^TMP("OR",$J,"MEDS",0),U,3,4)=X_U	
3673	ORCHANGE PSO	List Outpatient Meds	A		N X S X=$P($G(^TMP("OR",$J,"MEDS",0)),U,3) S $P(X,";",3)=0,$P(^TMP("OR",$J,"MEDS",0),U,3,4)=X_U	
3674	ORC INPT MED ACTIONS	Inpt Med action menu	M		S XQORM(0)="1AD",(XQORM("?"),XQORM("??"))="D ITEMHELP^ORCHART",VALMBCK="",ORNMBR=$P(XQORNOD(0),"=",2) D SELECT^ORCHART(ORNMBR)	D DESELECT^ORCHART(ORNMBR) S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3675	ORC TRANSFER MEDS	Transfer to In/Outpt	A		D XFER^ORCMED	D EX^ORCACT
3676	ORC PRINT LABELS	Labels	A		D LBL^ORPR01	
3677	ORC PRINT CHART COPIES	Chart Copies	A		D CHT^ORPR01	
3678	ORC PRINT SERVICE COPIES	Service Copies	A		D SRV^ORPR01	
3679	ORC PRINT REQUISITION	Requisitions	A		D REQ^ORPR01	
3680	ORC PRINT ORDERS	Print ...	M		S XQORM(0)="AD",VALMBCK="",ORRACT=1	K ORRACT
3681	ORS PRINT MENU	Print Reports	M		D FULL^VALM1 S VALMBCK="R"	D EXIT^ORPRS07 S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3682	ORC UNHOLD ORDERS	Release Hold	A		D UNHOLD^ORCACT	D EX^ORCACT
3683	ORC UNFLAG ORDERS	Unflag	A		D UNFLAG^ORCACT1	D EX^ORCACT
3684	ORC EVENT ADMISSION	Admission	A		N X S X=$$SPEC^ORCMENU1("A"),VALMBCK="R" I X S OREVENT="A",OREVENT("TS")=+X	
3685	ORC EVENT DISCHARGE	Discharge	A		S OREVENT="D",OREVENT("TS")=""	
3686	ORC EVENT TRANSFER	Transfer	A		N X S X=$$SPEC^ORCMENU1("T"),VALMBCK="R" I X S OREVENT="T",OREVENT("TS")=+X	
3687	ORC EVENT CURRENT	No Delay	A		S OREVENT="",OREVENT("TS")=""	
3688	ORC EVENT MENU	Order events menu	M		S VALMBCK="",XQORM(0)="1AD\" S:$L($G(OREVENT)) XQORM("B")=$S(OREVENT="A":"Admission",OREVENT="D":"Discharge",OREVENT="T":"Transfer",1:"No Delay")	I $G(OREVENT)'=$P(^TMP("ORMENU",$J,ORMENU,0),U,5) D INIT^ORCMENU S VALMBCK="R"
3689	ORC NEW ORDERS	Review New Orders	A		D EN^ORCMENU2	D EX^ORCMENU2
3690	OCX ORDER CHECK PATIENT MOVE.	PROCESS PATIENT MOVEMENTS	A		S:'$D(OCXDUCT) OCXDUCT="" D SILENT^OCXODGPM(.OCXDUCT)	
3691	ORCB RENEW ORDER	Renew	A		D RENEW^ORCB	
3692	ORCB REPLACE ORDER	Replace	A		D EDIT^ORCB	
3693	ORC REPORT ACTIONS	Report action menu	X		S ORNMBR=$P(XQORNOD(0),"=",2) D SELECT^ORCHART(ORNMBR)	D DESELECT^ORCHART(ORNMBR) S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3694	OR GUA EVENT PROCESSOR	Process orders on Patient Movement	A		D EN1^ORMEVNT	
3695	OR GUA EVENT PROCESSOR NOTASK	Process orders on Patient Movement (Untasked)	A		D EN^ORMEVNT	
3696	ORC TIU MAKE ADDENDUM	Make Addendum	A		D ADDENDUM^ORCNOTE	D EX^ORCNOTE
3697	ORC TIU COPY	Copy	A	TEXT INTEGRATION UTILITIES	D COPY^ORCNOTE	D EX^ORCNOTE
3698	ORC TIU SIGN DOCUMENTS	Sign	A	ORDER ENTRY/RESULTS REPORTING	D ELSIG^ORCNOTE	D EX^ORCNOTE
3699	ORC TIU EDIT DOCUMENT	Edit	A		D EDIT^ORCNOTE	D EX^ORCNOTE
3700	ORC TIU DELETE DOCUMENT	Delete	A		D DELETE^ORCNOTE	D EX^ORCNOTE
3701	ORC TIU DESIGNATE SIGNERS	Identify signers	A		D SIGNERS^ORCNOTE	D EX^ORCNOTE
3702	ORC TIU PRINT DOCUMENT	Print	A		D PRINT^ORCNOTE S VALMBCK="R"	D EX^ORCNOTE
3703	ORC TIU BROWSE DOCUMENT	Browse	A		D BROWSE^ORCNOTE	D EX^ORCNOTE
3704	ORC TIU SIGN ACTION MENU	Ready for signature	M	ORDER ENTRY/RESULTS REPORTING	S ORSIGN=0,VALMSG="+ Next Screen  - Prev Screen  ?? More Actions"	K ORSIGN S:$D(DIROUT) ORQUIT=1
3705	ORC TIU SIGN ACTION PRINT	Print	A	ORDER ENTRY/RESULTS REPORTING	D CLEAR^VALM1,PRINT1^TIURA S VALMBCK="R"	
3706	ORC TIU SIGN ACTION REJECT	No 	A	ORDER ENTRY/RESULTS REPORTING	W !,"Removed from signature list." Q	
3707	ORC TIU SIGN ACTION SEARCH	Find	A	ORDER ENTRY/RESULTS REPORTING	D FIND^VALM40	
3708	ORC TIU SIGN ACTION APPROVE	Yes	A	ORDER ENTRY/RESULTS REPORTING	D ACCEPT^ORCNOTE(.ORPICK,NMBR)	
3709	ORC TIU SIGN ACTION EDIT	Edit	A	ORDER ENTRY/RESULTS REPORTING	D CLEAR^VALM1,EDIT1^TIURA,BLDTMP^TIUBR(TIUDA) S VALMBCK="R"	
3710	ORC ADD IV MED	IV Fluids	A		N X,OREVENT S ORDIALOG="PSJI OR PAT FLUID OE",X=$$DELAY^ORCACT Q:X="^"  S OREVENT=$S(X:$$PTEVENT^OREVNT(+ORVP),1:"") Q:OREVENT="^"  D NW^ORCMED	
3711	ORC RESULTS DISPLAY	Results Display	A		D RESULTS^ORCXPND	S VALMBCK="R"
3712	ORCB NEW ORDER	New	A		D NEW^ORCB	
3713	ORC RESET MENU	Reset menu definition	A		S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")	
3714	ORRP UNVERIFIED NURSE	Nurse- Unverified Orders	A		S ORPRES="9;NURSE UNVERIFIED ORDERS"	
3715	ORRP UNVERIFIED CLERK	Clerk- Unverified Orders	A		S ORPRES="10;UNVERIFIED BY CLERK"	
3716	ORRP FLAGGED	Flagged Orders	A		S ORPRES="12;FLAGGED ORDERS"	
3717	ORU AUTOLIST CLINIC	Update OE/RR Team Lists with Clinic Autolinks	A	ORDER ENTRY/RESULTS REPORTING	D EN^ORLP3AUC	
3718	ORC PRINT WORK COPIES	Work Copies	A		D WRK^ORPR01	
3719	ORCHANGE LONG FORMAT	Long Format	A		N X S X=$P($G(^TMP("OR",$J,"ORDERS",0)),U,3),$P(X,";",5)="L",$P(^(0),U,3,4)=X_U	
3720	ORCHANGE SHORT FORMAT	Short Format	A		N X S X=$P($G(^TMP("OR",$J,"ORDERS",0)),U,3),$P(X,";",5)="S",$P(^(0),U,3,4)=X_U	
3721	ORCHANGE ORDERS LONG	Change Long Format Orders List	M			
3722	ORC OUTPT MED ACTIONS	Outpt Med action menu	M		S XQORM(0)="1AD",(XQORM("?"),XQORM("??"))="D ITEMHELP^ORCHART",VALMBCK="",ORNMBR=$P(XQORNOD(0),"=",2) D SELECT^ORCHART(ORNMBR)	D DESELECT^ORCHART(ORNMBR) S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3723	ORC ORELSE ORDER ACTIONS	Order action menu for ORELSE key holders	M		S XQORM(0)="1AD\",(XQORM("?"),XQORM("??"))="D ITEMHELP^ORCHART",VALMBCK="",ORNMBR=$P(XQORNOD(0),"=",2) D SELECT^ORCHART(ORNMBR)	D DESELECT^ORCHART(ORNMBR):'$G(OREBUILD)
3724	ORC OREMAS ORDER ACTIONS	Order action menu for OREMAS key holders	M		S XQORM(0)="1AD\",(XQORM("?"),XQORM("??"))="D ITEMHELP^ORCHART",VALMBCK="",ORNMBR=$P(XQORNOD(0),"=",2) D SELECT^ORCHART(ORNMBR)	D DESELECT^ORCHART(ORNMBR):'$G(OREBUILD)
3725	ORC ORDER ACTIONS	Order action menu	M		S XQORM(0)="1AD\",(XQORM("?"),XQORM("??"))="D ITEMHELP^ORCHART",VALMBCK="",ORNMBR=$P(XQORNOD(0),"=",2) D SELECT^ORCHART(ORNMBR)	D DESELECT^ORCHART(ORNMBR):'$G(OREBUILD)
3726	ORC NEW ORDERS MENU	Review New Orders menu	M			
3730	ORC NEW ACTIONS	New Order action menu	M		S VALMBCK="",XQORM(0)="1AD",(XQORM("?"),XQORM("??"))="D ITEMHELP^ORCHART",ORNMBR=$P(XQORNOD(0),"=",2) D SELECT^ORCHART(ORNMBR)	D DESELECT^ORCHART(ORNMBR):'$G(OREBUILD)&(VALMBCK'="Q") K ORNMBR
3731	ORRP NEW SINCE	New Since Last Review	A		S ORPRES="6;NEW SINCE LAST REVIEW"	
3732	ORRP ADMISSION	Delayed till Admission	A		S ORPRES="15;DELAYED TILL ADMISSION"	
3733	ORRP DISCHARGE	Delayed till Discharge	A		S ORPRES="16;DELAYED TILL DISCHARGE"	
3734	ORRP TRANSFER	Delayed till Transfer	A		S ORPRES="17;DELAYED TILL TRANSFER"	
3735	ORC COMPLETE ORDERS	Complete	A		D COMPLETE^ORCACT1	D EX^ORCACT
3736	ORC ALERT RESULTS	Alert Results	A		D ALERT^ORCACT1	
3737	ORCHANGE NOTES SIGNED	All Signed Notes	A		N CTXT S CTXT=$P($G(^TMP("OR",$J,ORTAB,0)),U,3),$P(CTXT,";",1,5)=";;1;;",$P(^TMP("OR",$J,ORTAB,0),U,3,4)=CTXT_U	
3738	ORCHANGE NOTES UNSIGNED	Unsigned Notes	A		N CTXT S CTXT=$P($G(^TMP("OR",$J,ORTAB,0)),U,3),$P(CTXT,";",1,5)=";;2;;",$P(^TMP("OR",$J,ORTAB,0),U,3,4)=CTXT_U	
3739	ORCHANGE NOTES UNCOSIGNED	Uncosigned Notes	A		N CTXT S CTXT=$P($G(^TMP("OR",$J,ORTAB,0)),U,3),$P(CTXT,";",1,5)=";;3;;",$P(^TMP("OR",$J,ORTAB,0),U,3,4)=CTXT_U	
3740	ORCHANGE NOTES AUTHOR	Signed Notes by Author	A		N X,CTXT S CTXT=$P($G(^TMP("OR",$J,ORTAB,0)),U,3),X=$P(CTXT,";",4),X=$$AUTHOR^ORCHANGE(X) S:X $P(CTXT,";",1,5)=";;4;"_X_";",$P(^TMP("OR",$J,ORTAB,0),U,3,4)=CTXT_U	
3741	ORCHANGE NOTES DATES	Signed Notes by Date Range	A		N OK,CTXT S OK=1 D RANGE^ORCHANGE S:OK CTXT=$P($G(^TMP("OR",$J,ORTAB,0)),U,3),$P(CTXT,";",3,5)="5;;",$P(^TMP("OR",$J,ORTAB,0),U,3,4)=CTXT_U	
3742	ORCM ASSIGN MENU	Assign to User(s)	A		D ASSIGN^ORCMEDT5	
3743	ORC CWAD DISPLAY	Display CWAD Info	X			
3744	ORC PATIENT INQUIRY	Patient Inquiry	A		N ORTAB S ORNMBR=1,ORTAB="PTINQ" D EN^VALM("OR DETAILED DISPLAY")	S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3745	ORC DELAY ACTIONS	Delayed Order action menu	M		S VALMBCK="",XQORM(0)="1AD\",(XQORM("?"),XQORM("??"))="D ITEMHELP^ORCHART",ORNMBR=$P(XQORNOD(0),"=",2) D SELECT^ORCHART(ORNMBR)	D DESELECT^ORCHART(ORNMBR):'$G(OREBUILD) K ORNMBR,OREBUILD
3748	ORC DELAY ORDERS MENU	Review Delayed Orders menu	M			
3749	ORC REWRITE ORDERS	Copy	A		D REWRITE^ORCACT	D EX^ORCACT
3750	ORCHANGE REPORTS	Change Report List	M			
3751	ORC CONSULT USER MENU	Consult action menu	M			
3752	ORC PRINT CONSULT	Print Form 513	A		D EN1^ORCONSLT("PRNT")	
3753	ORC CONSULT SERVICE MENU	Consult Service action menu	M			
3754	ORC RECEIVE CONSULT	Receive	A		D EN1^ORCONSLT("REC")	
3755	ORC DISCONTINUE CONSULT	Discontinue	A		D EN1^ORCONSLT("DC")	
3756	ORC DENY CONSULT	Deny	A		D EN1^ORCONSLT("DENY")	
3757	ORC REROUTE CONSULT	Forward	A		D EN1^ORCONSLT("RR")	
3758	ORC COMPLETE CONSULT	Complete/Update	A		D EN1^ORCONSLT("COMP")	
3759	ORC FORWARD CONSULT	Forward	A		D EN1^ORCONSLT("FWD")	
3760	ORC COMMENT CONSULT	Add Comment	A		D EN1^ORCONSLT("CMMT")	
3761	ORCHANGE CONSULTS	Change Consult List	M			
3762	ORCHANGE CONSULTS SERVICE	Service	A		D CS^ORCHANGE	
3763	ORCHANGE STATUS	Status	A		D STS^ORCHANG2	
3764	ORC NEW SIGN ALL	Sign All Orders	A		D SIGNALL^ORCMENU2	
3765	ORC EXIT	Exit	A		S VALMBCK="Q",OREXIT=1	
3766	ORC CONSULT MAKE ADDENDUM	Make Addendum	A		D EN1^ORCONSLT("ADDEND")	
3767	ORC CLOSE CHART	Close Patient Chart	A		S VALMBCK="Q"	
3768	ORC ADD GMRC	Order New Consult ...	M		S (XQORM("?"),XQORM("??"))="D NWHELP^ORCDGMRC",VALMBCK=""	S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3769	ORC ADD INPT MED	Inpatient Meds	A		N X,OREVENT S ORDIALOG="PSJ OR PAT OE",X=$$DELAY^ORCACT Q:X="^"  S OREVENT=$S(X:$$PTEVENT^OREVNT(+ORVP),1:"") Q:OREVENT="^"  D NW^ORCMED	
3770	ORC ADD OUTPT MED	Outpatient Meds	A		N X,OREVENT S ORDIALOG="PSO OERR",X=$S($G(ORWARD):$$DELAY^ORCACT,1:"") Q:X="^"  S OREVENT=$S(X:$$PTEVENT^OREVNT(+ORVP),1:"") Q:OREVENT="^"  D NW^ORCMED	
3771	ORCHANGE SAVE VIEW	Save as Preferred View	A		D SAVE^ORCHANGE	
3772	ORC ADD ALL ITEMS	Add All Menu Items	A		D ALL^ORCMENU	
3773	ORC VERIFY PROBLEM	Verify	A		D VERIFY^ORCPROB	D EX^ORCPROB
3774	ORC REFILL MEDS	Request a Refill	A		D REFILLS^ORCMED	S:$D(^TMP("OR",$J,"CURRENT","MENU")) XQORM("HIJACK")=^("MENU")
3775	ORCHANGE REMOVE VIEW	Remove Preferred View	A		D REMOVE^ORCHANGE	
3776	PSO LM PAT INFO MENU	Patient Information Menu	M	OUTPATIENT PHARMACY		
3777	PSO DETAILED ALLERGY/ADR LIST	Detailed Allergy/ADR List	A	OUTPATIENT PHARMACY	D EN^PSOLMDA	D EXIT^PSOLMDA
