protocol_name	protocol_package	action_kind	callee_tag	callee_routine	call_kind	ref_count
LR OTHER	LAB SERVICE	entry	EN	LRXO0	do	1
LR OTHER LAB TESTS	LAB SERVICE	entry	ONE	LRXO1	do	1
LR OTHER TESTS (PROVIDENCE)	LAB SERVICE	entry	EN	LRXO0	do	1
LR OVALOCYTES	LAB SERVICE	entry	EN	LRXO0	do	1
LR OVER 50 PANEL	LAB SERVICE	entry	EN	LRXO0	do	1
LR OXALATE	LAB SERVICE	entry	EN	LRXO0	do	1
LR OXAZEPAM	LAB SERVICE	entry	EN	LRXO0	do	1
LR OXYCODONE	LAB SERVICE	entry	EN	LRXO0	do	1
LR P1 PROFILE 1	LAB SERVICE	entry	EN	LRXO0	do	1
LR P2 PROFILE 2	LAB SERVICE	entry	EN	LRXO0	do	1
LR P3 (BROCT.)	LAB SERVICE	entry	EN	LRXO0	do	1
LR P3 (ROX)	LAB SERVICE	entry	EN	LRXO0	do	1
LR PAP SMEAR	LAB SERVICE	entry	EN	LRXO0	do	1
LR PAPPENHEIMER BODIES	LAB SERVICE	entry	EN	LRXO0	do	1
LR PARAFFIN BLOCK	LAB SERVICE	entry	EN	LRXO0	do	1
LR PARAFFIN BLOCK, ADDITIONAL CUT	LAB SERVICE	entry	EN	LRXO0	do	1
LR PARAINFLUENZA 1	LAB SERVICE	entry	EN	LRXO0	do	1
LR PARAINFLUENZA 2	LAB SERVICE	entry	EN	LRXO0	do	1
LR PARAINFLUENZA 3	LAB SERVICE	entry	EN	LRXO0	do	1
LR PARAMETHADIONE	LAB SERVICE	entry	EN	LRXO0	do	1
LR PARASITE EXAM	LAB SERVICE	entry	EN	LRXO0	do	1
LR PARASITOLOGY	LAB SERVICE	entry	EN	LRXO0	do	1
LR PAS WITH DIASTASE STAIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR PATIENT PHENOTYPING	LAB SERVICE	entry	EN	LRXO0	do	1
LR PCB-POLYCHLORINATED	LAB SERVICE	entry	EN	LRXO0	do	1
LR PCO2	LAB SERVICE	entry	EN	LRXO0	do	1
LR PCO2 AT PT. TEMP	LAB SERVICE	entry	EN	LRXO0	do	1
LR PEDIATRIC UNIT PREPARATION	LAB SERVICE	entry	EN	LRXO0	do	1
LR PEMA	LAB SERVICE	entry	EN	LRXO0	do	1
LR PENICILLIN G	LAB SERVICE	entry	EN	LRXO0	do	1
LR PENICILLIN V	LAB SERVICE	entry	EN	LRXO0	do	1
LR PENICILLIUM NOTATUM	LAB SERVICE	entry	EN	LRXO0	do	1
LR PENTAZOCINE	LAB SERVICE	entry	EN	LRXO0	do	1
LR PENTOBARBITAL	LAB SERVICE	entry	EN	LRXO0	do	1
LR PEPSINOGEN	LAB SERVICE	entry	EN	LRXO0	do	1
LR PEPSINOGEN 1	LAB SERVICE	entry	EN	LRXO0	do	1
LR PER CENT LD1	LAB SERVICE	entry	EN	LRXO0	do	1
LR PH 	LAB SERVICE	entry	EN	LRXO0	do	1
LR PH AT PT. TEMP	LAB SERVICE	entry	EN	LRXO0	do	1
LR PHAGOCYTIC FCTN TEST	LAB SERVICE	entry	EN	LRXO0	do	1
LR PHENACETIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR PHENCYCLIDINE  	LAB SERVICE	entry	EN	LRXO0	do	1
LR PHENCYCLIDINE (PCP)	LAB SERVICE	entry	EN	LRXO0	do	1
LR PHENCYCLIDINE (PCP)B	LAB SERVICE	entry	EN	LRXO0	do	1
LR PHENOBARBITAL	LAB SERVICE	entry	EN	LRXO0	do	1
LR PHENOL	LAB SERVICE	entry	EN	LRXO0	do	1
LR PHENOLSULFONPHTHALEIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR PHENOTHIAZINE	LAB SERVICE	entry	EN	LRXO0	do	1
LR PHENSUXIMIDE	LAB SERVICE	entry	EN	LRXO0	do	1
LR PHENYLALANINE	LAB SERVICE	entry	EN	LRXO0	do	1
LR PHENYLPROPANOLAMINE	LAB SERVICE	entry	EN	LRXO0	do	1
LR PHOSPHOLIPIDS	LAB SERVICE	entry	EN	LRXO0	do	1
LR PHYTANIC ACID	LAB SERVICE	entry	EN	LRXO0	do	1
LR PINWORM EXAM	LAB SERVICE	entry	EN	LRXO0	do	1
LR PLASMA CELLS	LAB SERVICE	entry	EN	LRXO0	do	1
LR PLASMA FREE HGB	LAB SERVICE	entry	EN	LRXO0	do	1
LR PLASTIC SECTION	LAB SERVICE	entry	EN	LRXO0	do	1
LR PLATELET AB	LAB SERVICE	entry	EN	LRXO0	do	1
LR PLATELET AGGREGATION	LAB SERVICE	entry	EN	LRXO0	do	1
LR PLATELET COUNT	LAB SERVICE	entry	EN	LRXO0	do	1
LR PLT (ESTM)	LAB SERVICE	entry	EN	LRXO0	do	1
LR PMN	LAB SERVICE	entry	EN	LRXO0	do	1
LR PO2	LAB SERVICE	entry	EN	LRXO0	do	1
LR PO2 AT PT. TEMP	LAB SERVICE	entry	EN	LRXO0	do	1
LR PO4	LAB SERVICE	entry	EN	LRXO0	do	1
LR POIKILOCYTOSIS	LAB SERVICE	entry	EN	LRXO0	do	1
LR POLIO VIRUS 1	LAB SERVICE	entry	EN	LRXO0	do	1
LR POLIO VIRUS 2	LAB SERVICE	entry	EN	LRXO0	do	1
LR POLIO VIRUS 3	LAB SERVICE	entry	EN	LRXO0	do	1
LR POLYCHROMASIA	LAB SERVICE	entry	EN	LRXO0	do	1
LR PORCINE	LAB SERVICE	entry	EN	LRXO0	do	1
LR PORPHOBILINOGEN	LAB SERVICE	entry	EN	LRXO0	do	1
LR PORPHYRINS	LAB SERVICE	entry	EN	LRXO0	do	1
LR POTASSIUM	LAB SERVICE	entry	EN	LRXO0	do	1
LR PRAZEPAM	LAB SERVICE	entry	EN	LRXO0	do	1
LR PREGNANCY TEST	LAB SERVICE	entry	EN	LRXO0	do	1
LR PREGNANEDIOL	LAB SERVICE	entry	EN	LRXO0	do	1
LR PREGNANETRIOL	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROCAINAMIDE	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROCAINAMIDES	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROFILE 3 (ROUTINE)	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROFILE 3 (STAT)	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROINSULIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROLACTIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROPERDIN FACTOR B	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROPOXYPHENE	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROPRANOLOL	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROS	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROTAMINE SULFATE	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROTEIN,PERICARDIAL	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROTEIN,PERITONEAL	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROTEIN,PLEURAL	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROTEIN,SYNOVIAL	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROTEIN,TOTAL	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROTEUS OX19	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROTEUS OX2	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROTEUS OXK	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROTIME	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROTOPORPHYRIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROTRIPTYLINE	LAB SERVICE	entry	EN	LRXO0	do	1
LR PROV URINE	LAB SERVICE	entry	EN	LRXO0	do	1
LR PSEUDOCHOLINESTERASE	LAB SERVICE	entry	EN	LRXO0	do	1
LR PSITTACOSIS	LAB SERVICE	entry	EN	LRXO0	do	1
LR PT CONTROL	LAB SERVICE	entry	EN	LRXO0	do	1
LR PT WITH MIX	LAB SERVICE	entry	EN	LRXO0	do	1
LR PT. TEMP	LAB SERVICE	entry	EN	LRXO0	do	1
LR PTH (C-TERMINAL)	LAB SERVICE	entry	EN	LRXO0	do	1
LR PTH (INTACT)	LAB SERVICE	entry	EN	LRXO0	do	1
LR PTT	LAB SERVICE	entry	EN	LRXO0	do	1
LR PTT CONTROL	LAB SERVICE	entry	EN	LRXO0	do	1
LR PYRUVATE	LAB SERVICE	entry	EN	LRXO0	do	1
LR PYRUVATE KINASE SCREEN	LAB SERVICE	entry	EN	LRXO0	do	1
LR Q-FEVER (ACUTE) TITER	LAB SERVICE	entry	EN	LRXO0	do	1
LR QUANTITATIVE CULTURE	LAB SERVICE	entry	EN	LRXO0	do	1
LR QUANTITATIVE RHEUMATOID FACTOR	LAB SERVICE	entry	EN	LRXO0	do	2
LR QUINIDINE	LAB SERVICE	entry	EN	LRXO0	do	1
LR RA PRECIPITIN AB	LAB SERVICE	entry	EN	LRXO0	do	1
LR RAJI CELL ASSAY	LAB SERVICE	entry	EN	LRXO0	do	1
LR RASHES VIRAL SCREEN	LAB SERVICE	entry	EN	LRXO0	do	1
LR RBC	LAB SERVICE	entry	EN	LRXO0	do	1
LR RBC MORPHOLOGY	LAB SERVICE	entry	EN	LRXO0	do	1
LR RBC TEST PANEL	LAB SERVICE	entry	EN	LRXO0	do	1
LR RDW	LAB SERVICE	entry	EN	LRXO0	do	1
LR REACTION PH	LAB SERVICE	entry	EN	LRXO0	do	1
LR RENAL EPITHELIAL CELLS	LAB SERVICE	entry	EN	LRXO0	do	1
LR RENAL TUBE EPITH	LAB SERVICE	entry	EN	LRXO0	do	1
LR RENIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR REPTILASE TIME	LAB SERVICE	entry	EN	LRXO0	do	1
LR RESP SYNCTIAL VIRUS TITER	LAB SERVICE	entry	EN	LRXO0	do	1
LR RESPIRATORY VIRAL BATTERY	LAB SERVICE	entry	EN	LRXO0	do	1
LR RETICULOCYTES	LAB SERVICE	entry	EN	LRXO0	do	1
LR RETINOL BINDING PROTEIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR REV T-3	LAB SERVICE	entry	EN	LRXO0	do	1
LR RH GENOTYPING	LAB SERVICE	entry	EN	LRXO0	do	1
LR RH TITER	LAB SERVICE	entry	EN	LRXO0	do	1
LR RHEUMATOID FACTOR	LAB SERVICE	entry	EN	LRXO0	do	1
LR RHEUMATOID FACTOR (OLD)	LAB SERVICE	entry	EN	LRXO0	do	1
LR RIA PANEL	LAB SERVICE	entry	EN	LRXO0	do	1
LR RIA SET	LAB SERVICE	entry	EN	LRXO0	do	1
LR ROCKY MTN SPOTTED FV. TITER	LAB SERVICE	entry	EN	LRXO0	do	1
LR ROUTINE GROSS SURGICAL	LAB SERVICE	entry	EN	LRXO0	do	1
LR RPR	LAB SERVICE	entry	EN	LRXO0	do	1
LR RUBELLA	LAB SERVICE	entry	EN	LRXO0	do	1
LR RUBELLA TITER	LAB SERVICE	entry	EN	LRXO0	do	1
LR SALICYLATE	LAB SERVICE	entry	EN	LRXO0	do	1
LR SALINE PREP	LAB SERVICE	entry	EN	LRXO0	do	1
LR SALINE TITER	LAB SERVICE	entry	EN	LRXO0	do	1
LR SALMONELLA A-H TITER	LAB SERVICE	entry	EN	LRXO0	do	1
LR SALMONELLA A-O TITER	LAB SERVICE	entry	EN	LRXO0	do	1
LR SALMONELLA AGGLUTINATION	LAB SERVICE	entry	EN	LRXO0	do	1
LR SALMONELLA B-H TITER	LAB SERVICE	entry	EN	LRXO0	do	1
LR SALMONELLA B-O TITER	LAB SERVICE	entry	EN	LRXO0	do	1
LR SALMONELLA C-H TITER	LAB SERVICE	entry	EN	LRXO0	do	1
LR SALMONELLA C-O TITER	LAB SERVICE	entry	EN	LRXO0	do	1
LR SALMONELLA D-O TITER	LAB SERVICE	entry	EN	LRXO0	do	1
LR SALMONELLA GROUP A	LAB SERVICE	entry	EN	LRXO0	do	1
LR SALMONELLA GROUP B	LAB SERVICE	entry	EN	LRXO0	do	1
LR SALMONELLA GROUP C	LAB SERVICE	entry	EN	LRXO0	do	1
LR SALMONELLA GROUP D	LAB SERVICE	entry	EN	LRXO0	do	1
LR SALMONELLA GROUP E	LAB SERVICE	entry	EN	LRXO0	do	1
LR SALMONELLA H ANTIGEN	LAB SERVICE	entry	EN	LRXO0	do	1
LR SALMONELLA O ANTIGENS	LAB SERVICE	entry	EN	LRXO0	do	1
LR SALMONELLA TYPHI-H TITER	LAB SERVICE	entry	EN	LRXO0	do	1
LR SCALE	LAB SERVICE	entry	EN	LRXO0	do	1
LR SCHISTOCYTES	LAB SERVICE	entry	EN	LRXO0	do	1
LR SCHISTOSOMA	LAB SERVICE	entry	EN	LRXO0	do	1
LR SCLERODERMA AB	LAB SERVICE	entry	EN	LRXO0	do	1
LR SCREEN, ALCOHOLS	LAB SERVICE	entry	EN	LRXO0	do	1
LR SCREEN, TOXICOLOGY	LAB SERVICE	entry	EN	LRXO0	do	1
LR SECOBARBITAL	LAB SERVICE	entry	EN	LRXO0	do	1
LR SEGS	LAB SERVICE	entry	EN	LRXO0	do	1
LR SELENIUM	LAB SERVICE	entry	EN	LRXO0	do	1
LR SEMEN ANALYSIS	LAB SERVICE	entry	EN	LRXO0	do	1
LR SEROLOGY	LAB SERVICE	entry	EN	LRXO0	do	1
LR SEROTONIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR SEROTYPE 11	LAB SERVICE	entry	EN	LRXO0	do	1
LR SEROTYPE 16	LAB SERVICE	entry	EN	LRXO0	do	1
LR SEROTYPE 2	LAB SERVICE	entry	EN	LRXO0	do	1
LR SEROTYPE 4	LAB SERVICE	entry	EN	LRXO0	do	1
LR SEX CHROMATIN TEST	LAB SERVICE	entry	EN	LRXO0	do	1
LR SGOT	LAB SERVICE	entry	EN	LRXO0	do	1
LR SGPT	LAB SERVICE	entry	EN	LRXO0	do	1
LR SIC/SBC	LAB SERVICE	entry	EN	LRXO0	do	1
LR SICKLE CELL PREP	LAB SERVICE	entry	EN	LRXO0	do	1
LR SICKLE CELLS	LAB SERVICE	entry	EN	LRXO0	do	1
LR SMUDGE CELLS	LAB SERVICE	entry	EN	LRXO0	do	1
LR SODIUM	LAB SERVICE	entry	EN	LRXO0	do	1
LR SOMATOMEDIN-C	LAB SERVICE	entry	EN	LRXO0	do	1
LR SP SPECIMEN	LAB SERVICE	entry	EN	LRXO0	do	1
LR SPECIFIC GRAVITY	LAB SERVICE	entry	EN	LRXO0	do	1
LR SPEP	LAB SERVICE	entry	EN	LRXO0	do	1
LR SPERM COUNT	LAB SERVICE	entry	EN	LRXO0	do	1
LR SPERM IN URINE	LAB SERVICE	entry	EN	LRXO0	do	1
LR SPERM MORPHOLOGY	LAB SERVICE	entry	EN	LRXO0	do	1
LR SPHEROCYTES	LAB SERVICE	entry	EN	LRXO0	do	1
LR SPINAL CULTURE	LAB SERVICE	entry	EN	LRXO0	do	1
LR SPUTUM SCREEN	LAB SERVICE	entry	EN	LRXO0	do	1
LR SQUAMOUS EPITHELIAL	LAB SERVICE	entry	EN	LRXO0	do	1
LR STERILITY TEST	LAB SERVICE	entry	EN	LRXO0	do	1
LR STOOL CULTURE	LAB SERVICE	entry	EN	LRXO0	do	1
LR STORAGE MITE	LAB SERVICE	entry	EN	LRXO0	do	1
LR STREPTOZYME	LAB SERVICE	entry	EN	LRXO0	do	1
LR STRYCHNINE	LAB SERVICE	entry	EN	LRXO0	do	1
LR SUGAR WATER TEST	LAB SERVICE	entry	EN	LRXO0	do	1
LR SULFHEMOGLOBIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR SULFONAMIDES	LAB SERVICE	entry	EN	LRXO0	do	1
LR SUPPRESSOR T CELLS	LAB SERVICE	entry	EN	LRXO0	do	1
LR SURG PATH REPORT PREP	LAB SERVICE	entry	EN	LRXO0	do	1
LR SURGICAL PATH REPORTING	LAB SERVICE	entry	EN	LRXO0	do	1
LR SURGICAL PATHOLOGY	LAB SERVICE	entry	EN	LRXO0	do	1
LR SURGICAL PATHOLOGY LOG-IN	LAB SERVICE	entry	EN	LRXO0	do	1
LR SYNERGY--MIC	LAB SERVICE	entry	EN	LRXO0	do	1
LR SYNERGY--MIC/MBC	LAB SERVICE	entry	EN	LRXO0	do	1
LR SYNOVIAL LINING CELLS	LAB SERVICE	entry	EN	LRXO0	do	1
LR T AND B LYMPHOCYTES	LAB SERVICE	entry	EN	LRXO0	do	1
LR T LYMPHOCYTES	LAB SERVICE	entry	EN	LRXO0	do	1
LR T-3 RU	LAB SERVICE	entry	EN	LRXO0	do	1
LR T-4	LAB SERVICE	entry	EN	LRXO0	do	1
LR T-4 BINDING GLOBULIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR T4, FREE & TOTAL	LAB SERVICE	entry	EN	LRXO0	do	1
LR TARGET CELLS	LAB SERVICE	entry	EN	LRXO0	do	1
LR TEARDROPS	LAB SERVICE	entry	EN	LRXO0	do	1
LR TECHNICAL ASSISTANCE SURGICAL	LAB SERVICE	entry	EN	LRXO0	do	1
LR TEGRETOL	LAB SERVICE	entry	EN	LRXO0	do	1
LR TEICHOIC ACID AB	LAB SERVICE	entry	EN	LRXO0	do	1
LR TEST CBC/DIFF	LAB SERVICE	entry	EN	LRXO0	do	1
LR TEST2	LAB SERVICE	entry	EN	LRXO0	do	1
LR TEST5	LAB SERVICE	entry	EN	LRXO0	do	1
LR TESTMICRO	LAB SERVICE	entry	EN	LRXO0	do	1
LR TESTOSTERONE	LAB SERVICE	entry	EN	LRXO0	do	1
LR TESTPANEL	LAB SERVICE	entry	EN	LRXO0	do	1
LR TESTPANEL2	LAB SERVICE	entry	EN	LRXO0	do	1
LR TETRACYCLINE	LAB SERVICE	entry	EN	LRXO0	do	1
LR THALLIUM	LAB SERVICE	entry	EN	LRXO0	do	1
LR THEOPHYLLINE	LAB SERVICE	entry	EN	LRXO0	do	1
LR THERAPEUTIC CYTAPHERESIS	LAB SERVICE	entry	EN	LRXO0	do	1
LR THERAPEUTIC PHLEBOTOMY	LAB SERVICE	entry	EN	LRXO0	do	1
LR THERAPEUTIC PLASMAPHERESIS	LAB SERVICE	entry	EN	LRXO0	do	1
LR THIAMINE	LAB SERVICE	entry	EN	LRXO0	do	1
LR THICK SECTION EM	LAB SERVICE	entry	EN	LRXO0	do	1
LR THIOCYANATE	LAB SERVICE	entry	EN	LRXO0	do	1
LR THIOPENTAL	LAB SERVICE	entry	EN	LRXO0	do	1
LR THIORIDAZINE	LAB SERVICE	entry	EN	LRXO0	do	1
LR THIORIDAZINE-MELLARI	LAB SERVICE	entry	EN	LRXO0	do	1
LR THROMBIN TIME	LAB SERVICE	entry	EN	LRXO0	do	1
LR THYROGLOBULIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR THYROID GROUP	LAB SERVICE	entry	EN	LRXO0	do	1
LR TIBC	LAB SERVICE	entry	EN	LRXO0	do	1
LR TOBRAMYCIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR TOBRAMYCIN, PEAK	LAB SERVICE	entry	EN	LRXO0	do	1
LR TOBRAMYCIN, RANDOM	LAB SERVICE	entry	EN	LRXO0	do	1
LR TOBRAMYCIN, TROUGH	LAB SERVICE	entry	EN	LRXO0	do	1
LR TOT. BILIRUBIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR TOTAL CELL COUNT	LAB SERVICE	entry	EN	LRXO0	do	1
LR TOTAL CELLS	LAB SERVICE	entry	EN	LRXO0	do	2
LR TOTAL WHITE COUNT ON CYTOPREP	LAB SERVICE	entry	EN	LRXO0	do	1
LR TOX SCREEN	LAB SERVICE	entry	EN	LRXO0	do	1
LR TOX SCREEN, URINE	LAB SERVICE	entry	EN	LRXO0	do	1
LR TOXIC GRANULATION	LAB SERVICE	entry	EN	LRXO0	do	1
LR TOXOPLASMA	LAB SERVICE	entry	EN	LRXO0	do	1
LR TRANSFERRIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR TRANSFUSION REQUEST	LAB SERVICE	entry	EN	LRXO0	do	1
LR TRANSFUSION REQUEST, PRE-OP	LAB SERVICE	entry	EN	LRXO0	do	1
LR TRANSITIONAL EPITHELIAL CELLS	LAB SERVICE	entry	EN	LRXO0	do	1
LR TRANSTHYRETIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR TRANXENE	LAB SERVICE	entry	EN	LRXO0	do	1
LR TRAZODONE	LAB SERVICE	entry	EN	LRXO0	do	1
LR TRI CYCLIC ACID	LAB SERVICE	entry	EN	LRXO0	do	1
LR TRI PHOSPHATE CRYSTALS	LAB SERVICE	entry	EN	LRXO0	do	1
LR TRICHINELLA AGGLUTINATION	LAB SERVICE	entry	EN	LRXO0	do	1
LR TRICHOMONAS	LAB SERVICE	entry	EN	LRXO0	do	1
LR TRICHOMONAS, CULTURE	LAB SERVICE	entry	EN	LRXO0	do	1
LR TRICYCLICS	LAB SERVICE	entry	EN	LRXO0	do	1
LR TRIGLYCERIDE	LAB SERVICE	entry	EN	LRXO0	do	1
LR TRIIODOTHYRONINE	LAB SERVICE	entry	EN	LRXO0	do	1
LR TRIMETHADIONE	LAB SERVICE	entry	EN	LRXO0	do	1
LR TRYPSIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR TRYPTAMINE	LAB SERVICE	entry	EN	LRXO0	do	1
LR TSH	LAB SERVICE	entry	EN	LRXO0	do	1
LR TUBE #	LAB SERVICE	entry	EN	LRXO0	do	1
LR TULAREMIA AGGLUTINATION	LAB SERVICE	entry	EN	LRXO0	do	1
LR TURBIDITY	LAB SERVICE	entry	EN	LRXO0	do	1
LR TYPE & HOLD	LAB SERVICE	entry	EN	LRXO0	do	1
LR TYPE & SCREEN	LAB SERVICE	entry	EN	LRXO0	do	1
LR TYPHOID H	LAB SERVICE	entry	EN	LRXO0	do	1
LR TYPHUS AB TITER	LAB SERVICE	entry	EN	LRXO0	do	1
LR TYROSINE CRYSTALS	LAB SERVICE	entry	EN	LRXO0	do	1
LR UIBC	LAB SERVICE	entry	EN	LRXO0	do	1
LR UNIT ABO RECHECK	LAB SERVICE	entry	EN	LRXO0	do	2
LR UNIT INVENTORY	LAB SERVICE	entry	EN	LRXO0	do	1
LR UNIT LOG-IN/SEND-OUT	LAB SERVICE	entry	EN	LRXO0	do	1
LR UNIT MODIFICATION	LAB SERVICE	entry	EN	LRXO0	do	1
LR UNIT PHENOTYPING	LAB SERVICE	entry	EN	LRXO0	do	1
LR UNIT RELEASE	LAB SERVICE	entry	EN	LRXO0	do	1
LR UNIT RELOCATION	LAB SERVICE	entry	EN	LRXO0	do	1
LR UNIT RH RECHECK	LAB SERVICE	entry	EN	LRXO0	do	2
LR UREA NITROGEN	LAB SERVICE	entry	EN	LRXO0	do	1
LR URIC ACID	LAB SERVICE	entry	EN	LRXO0	do	1
LR URIC ACID - ACA	LAB SERVICE	entry	EN	LRXO0	do	1
LR URIC ACID - SMA	LAB SERVICE	entry	EN	LRXO0	do	1
LR URIC ACID CRYSTALS	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINALYSIS	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE 5HIAA	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE BACTERIA	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE BILIRUBIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE BLOOD	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE CASTS	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE COLOR	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE CRYSTALS	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE DENSITY	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE EPI BRONX	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE EPITH CELLS	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE GLUCOSE	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE HEMOSIDERIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE KETONES	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE MUCUS	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE PH	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE PORPHOBILINOGEN	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE PROTEIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE RBC CASTS	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE RBC/HPF	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE SCREEN	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE WBC CASTS	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE WBC/HPF	LAB SERVICE	entry	EN	LRXO0	do	1
LR URINE YEAST	LAB SERVICE	entry	EN	LRXO0	do	1
LR UROBILINOGEN	LAB SERVICE	entry	EN	LRXO0	do	1
LR UROPORPHYRIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR VALPROIC ACID	LAB SERVICE	entry	EN	LRXO0	do	1
LR VANCOMYCIN	LAB SERVICE	entry	EN	LRXO0	do	1
LR VANCOMYCIN, PEAK	LAB SERVICE	entry	EN	LRXO0	do	1
LR VANCOMYCIN, RANDOM	LAB SERVICE	entry	EN	LRXO0	do	1
LR VANCOMYCIN, TROUGH	LAB SERVICE	entry	EN	LRXO0	do	1
LR VARICELLA ZOSTER(VZ) AB TITER	LAB SERVICE	entry	EN	LRXO0	do	1
LR VASO ACITVE PEPTIDE	LAB SERVICE	entry	EN	LRXO0	do	1
LR VDRL	LAB SERVICE	entry	EN	LRXO0	do	1
LR VDRL(NORTHAMPTON)	LAB SERVICE	entry	EN	LRXO0	do	1
LR VENTRICULAR LINING CELLS	LAB SERVICE	entry	EN	LRXO0	do	1
LR VIBRIO CULTURE	LAB SERVICE	entry	EN	LRXO0	do	1
LR VIRAL CULTURE	LAB SERVICE	entry	EN	LRXO0	do	1
LR VIRAL CULTURE, HERPES	LAB SERVICE	entry	EN	LRXO0	do	1
LR VIRAL SEROLOGY	LAB SERVICE	entry	EN	LRXO0	do	1
LR VISCOSITY	LAB SERVICE	entry	EN	LRXO0	do	1
LR VITAMIN A	LAB SERVICE	entry	EN	LRXO0	do	1
LR VITAMIN B-1	LAB SERVICE	entry	EN	LRXO0	do	1
LR VITAMIN B-12	LAB SERVICE	entry	EN	LRXO0	do	1
LR VITAMIN B-2	LAB SERVICE	entry	EN	LRXO0	do	1
LR VITAMIN B-6	LAB SERVICE	entry	EN	LRXO0	do	1
LR VITAMIN C	LAB SERVICE	entry	EN	LRXO0	do	1
LR VITAMIN E	LAB SERVICE	entry	EN	LRXO0	do	1
LR VMA	LAB SERVICE	entry	EN	LRXO0	do	1
LR VOLUME	LAB SERVICE	entry	EN	LRXO0	do	1
LR WAXY CASTS	LAB SERVICE	entry	EN	LRXO0	do	1
LR WBC	LAB SERVICE	entry	EN	LRXO0	do	1
LR WESTERGREN SED RATE	LAB SERVICE	entry	EN	LRXO0	do	1
LR WESTERN BLOT	LAB SERVICE	entry	EN	LRXO0	do	1
LR WHOOPING COUGH CULTURE	LAB SERVICE	entry	EN	LRXO0	do	1
LR WINTROBE ESR & CBC	LAB SERVICE	entry	EN	LRXO0	do	1
LR WINTROBE*	LAB SERVICE	entry	EN	LRXO0	do	1
LR WINTROBE, WESTERGREN, CBC	LAB SERVICE	entry	EN	LRXO0	do	1
LR WKLD CROSSMATCH	LAB SERVICE	entry	EN	LRXO0	do	1
LR XANTHURENIC ACID	LAB SERVICE	entry	EN	LRXO0	do	1
LR XYLOSE ABSORPTION	LAB SERVICE	entry	EN	LRXO0	do	1
LR YEAST	LAB SERVICE	entry	EN	LRXO0	do	1
