package	kind	file_number	chunk	entity_name	source_path	byte_size
E Claims Management Engine	file	9002313.34		BPS NCPDP PRESCRIBER PLACE OF SERVICE	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.34+BPS NCPDP PRESCRIBER PLACE OF SERVICE.zwr	4136
E Claims Management Engine	file	9002313.35		BPS NCPDP BENEFIT STAGE INDICATOR	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.35+BPS NCPDP BENEFIT STAGE INDICATOR.zwr	2110
E Claims Management Engine	file	9002313.36		BPS NCPDP LTPAC DISPENSE FREQUENCY	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.36+BPS NCPDP LTPAC DISPENSE FREQUENCY.zwr	1756
E Claims Management Engine	file	9002313.37		BPS NCPDP PATIENT PAY COMPONENT QUALIFIER	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.37+BPS NCPDP PATIENT PAY COMPONENT QUALIFIER.zwr	1933
E Claims Management Engine	file	9002313.38		BPS NCPDP OTHER PAYER PROGRAM TYPE	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.38+BPS NCPDP OTHER PAYER PROGRAM TYPE.zwr	3296
E Claims Management Engine	file	9002313.39		BPS NCPDP COMPOUND PROD ID QUALIFIER	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.39+BPS NCPDP COMPOUND PROD ID QUALIFIER.zwr	4223
E Claims Management Engine	file	9002313.4		BPS NCPDP OTHER PHARMACY ID QUALIFIER	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.4+BPS NCPDP OTHER PHARMACY ID QUALIFIER.zwr	2126
E Claims Management Engine	file	9002313.41		BPS NCPDP OTHER PRESCRIBER ID QUALIFIER	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.41+BPS NCPDP OTHER PRESCRIBER ID QUALIFIER.zwr	2288
E Claims Management Engine	file	9002313.42		BPS NCPDP INVALID PROVIDER DATA SOURCE	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.42+BPS NCPDP INVALID PROVIDER DATA SOURCE.zwr	1286
E Claims Management Engine	file	9002313.43		BPS NCPDP OTHER PAYER ID QUALIFIER	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.43+BPS NCPDP OTHER PAYER ID QUALIFIER.zwr	911
E Claims Management Engine	file	9002313.44		BPS NCPDP HELP DESK PHONE NUMBER QUALIFIER	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.44+BPS NCPDP HELP DESK PHONE NUMBER QUALIFIER.zwr	411
E Claims Management Engine	file	9002313.45		BPS NCPDP MEDICARE PART D COVERAGE CODE	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.45+BPS NCPDP MEDICARE PART D COVERAGE CODE.zwr	864
E Claims Management Engine	file	9002313.511		BPS NCPDP OVERRIDE	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.511+BPS NCPDP OVERRIDE.zwr	99
E Claims Management Engine	file	9002313.56		BPS PHARMACIES	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.56+BPS PHARMACIES.zwr	87
E Claims Management Engine	file	9002313.57		BPS LOG OF TRANSACTIONS	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.57+BPS LOG OF TRANSACTIONS.zwr	96
E Claims Management Engine	file	9002313.58		BPS STATISTICS	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.58+BPS STATISTICS.zwr	131
E Claims Management Engine	file	9002313.59		BPS TRANSACTION	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.59+BPS TRANSACTION.zwr	80
E Claims Management Engine	file	9002313.77		BPS REQUESTS	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.77+BPS REQUESTS.zwr	83
E Claims Management Engine	file	9002313.78		BPS INSURER DATA	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.78+BPS INSURER DATA.zwr	91
E Claims Management Engine	file	9002313.83		BPS RESULT CATEGORY	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.83+BPS RESULT CATEGORY.zwr	1580
E Claims Management Engine	file	9002313.89		BPS ERROR CODES	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.89+BPS ERROR CODES.zwr	3868
E Claims Management Engine	file	9002313.9		BPS NCPDP SEGMENTS	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.9+BPS NCPDP SEGMENTS.zwr	3827
E Claims Management Engine	file	9002313.91		BPS NCPDP FIELD DEFS	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.91+BPS NCPDP FIELD DEFS.zwr	358825
E Claims Management Engine	file	9002313.92		BPS NCPDP FORMATS	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.92+BPS NCPDP FORMATS.zwr	1897964
E Claims Management Engine	file	9002313.93		BPS NCPDP REJECT CODES	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.93+BPS NCPDP REJECT CODES.zwr	167115
E Claims Management Engine	file	9002313.94		BPS AUTO CLOSE REJECT CODE	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.94+BPS AUTO CLOSE REJECT CODE.zwr	104
E Claims Management Engine	file	9002313.99		BPS SETUP	/opt/VistA-M/Packages/E Claims Management Engine/Globals/9002313.99+BPS SETUP.zwr	346
EEO Complaint Tracking	file	785		EEO COMPLAINTS	/opt/VistA-M/Packages/EEO Complaint Tracking/Globals/785+EEO COMPLAINTS.zwr	188
EEO Complaint Tracking	file	785.1		EEO COMPLAINT BASIS	/opt/VistA-M/Packages/EEO Complaint Tracking/Globals/785.1+EEO COMPLAINT BASIS.zwr	1327
EEO Complaint Tracking	file	785.2		EEO CORRECTIVE ACTIONS	/opt/VistA-M/Packages/EEO Complaint Tracking/Globals/785.2+EEO CORRECTIVE ACTIONS.zwr	2101
EEO Complaint Tracking	file	785.5		EEO INFORMAL COMPLAINTS	/opt/VistA-M/Packages/EEO Complaint Tracking/Globals/785.5+EEO INFORMAL COMPLAINTS.zwr	218
EEO Complaint Tracking	file	786		EEO COMPLAINT ISSUE CODES	/opt/VistA-M/Packages/EEO Complaint Tracking/Globals/786+EEO COMPLAINT ISSUE CODES.zwr	1802
EEO Complaint Tracking	file	787.5		EEO CENTRAL INVESTIGATORS	/opt/VistA-M/Packages/EEO Complaint Tracking/Globals/787.5+EEO CENTRAL INVESTIGATORS.zwr	100
EEO Complaint Tracking	file	789.5		EEO SERVER PARAMETERS	/opt/VistA-M/Packages/EEO Complaint Tracking/Globals/789.5+EEO SERVER PARAMETERS.zwr	165
Electronic Health Modernization	file	1609		EHRM HL7 Message	/opt/VistA-M/Packages/Electronic Health Modernization/Globals/1609+EHRM HL7 Message.zwr	83
Electronic Health Modernization	file	1609.1		EHRM HL7 Message Retention	/opt/VistA-M/Packages/Electronic Health Modernization/Globals/1609.1+EHRM HL7 Message Retention.zwr	229
Emergency Department Integration Software	file	230		ED LOG	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/230+ED LOG.zwr	3915
Emergency Department Integration Software	file	230.1		ED LOG HISTORY	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/230.1+ED LOG HISTORY.zwr	828
Emergency Department Integration Software	file	231.6		TRACKING BOARD	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/231.6+TRACKING BOARD.zwr	78
Emergency Department Integration Software	file	231.7		TRACKING STAFF	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/231.7+TRACKING STAFF.zwr	79
Emergency Department Integration Software	file	231.8		TRACKING ROOM-BED	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/231.8+TRACKING ROOM-BED.zwr	262
Emergency Department Integration Software	file	231.9		TRACKING AREA	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/231.9+TRACKING AREA.zwr	281
Emergency Department Integration Software	file	232.1		EDP REPORT TEMPLATE	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/232.1+EDP REPORT TEMPLATE.zwr	88
Emergency Department Integration Software	file	232.11		EDP REPORT ELEMENTS	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/232.11+EDP REPORT ELEMENTS.zwr	5382
Emergency Department Integration Software	file	232.5		CPE ROLE	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/232.5+CPE ROLE.zwr	659
Emergency Department Integration Software	file	232.6		EDP WORKSHEET SPECIFICATION	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/232.6+EDP WORKSHEET SPECIFICATION.zwr	4936
Emergency Department Integration Software	file	232.71		EDP WORKSHEET SECTION	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/232.71+EDP WORKSHEET SECTION.zwr	5269
Emergency Department Integration Software	file	232.72		EDP WORKSHEET COMPONENT	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/232.72+EDP WORKSHEET COMPONENT.zwr	11891
Emergency Department Integration Software	file	232.73		EDP WORKSHEET COMPONENT TYPE	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/232.73+EDP WORKSHEET COMPONENT TYPE.zwr	972
Emergency Department Integration Software	file	232.74		EDP COMPONENT VALIDATORS	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/232.74+EDP COMPONENT VALIDATORS.zwr	441
Emergency Department Integration Software	file	233.1		TRACKING CODE	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/233.1+TRACKING CODE.zwr	19667
Emergency Department Integration Software	file	233.2		TRACKING CODE SET	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/233.2+TRACKING CODE SET.zwr	6310
Emergency Department Integration Software	file	233.8		NHAMCS REASON FOR VISIT	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/233.8+NHAMCS REASON FOR VISIT.zwr	97
Emergency Department Integration Software	file	233.81		NHAMCS REASON FOR VISIT DISPLAY	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/233.81+NHAMCS REASON FOR VISIT DISPLAY.zwr	114
Emergency Department Integration Software	file	233.82		ED COMPLAINT	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/233.82+ED COMPLAINT.zwr	76
Emergency Department Integration Software	file	234		CLINICAL EVENTS	/opt/VistA-M/Packages/Emergency Department Integration Software/Globals/234+CLINICAL EVENTS.zwr	76
Engineering	file	6910		ENG INIT PARAMETERS	/opt/VistA-M/Packages/Engineering/Globals/6910+ENG INIT PARAMETERS.zwr	959
Engineering	file	6910.1		ENGINEERING COMPUTER PORT	/opt/VistA-M/Packages/Engineering/Globals/6910.1+ENGINEERING COMPUTER PORT.zwr	1253
Engineering	file	6910.2		ENG SOFTWARE OPTIONS	/opt/VistA-M/Packages/Engineering/Globals/6910.2+ENG SOFTWARE OPTIONS.zwr	8214
Engineering	file	6910.3		DIVISION	/opt/VistA-M/Packages/Engineering/Globals/6910.3+DIVISION.zwr	67
Engineering	file	6910.5		ENG SYSTEM SOFTWARE CHANGES	/opt/VistA-M/Packages/Engineering/Globals/6910.5+ENG SYSTEM SOFTWARE CHANGES.zwr	143598
Engineering	file	6910.9		ENG DJ SCREEN	/opt/VistA-M/Packages/Engineering/Globals/6910.9+ENG DJ SCREEN.zwr	39818
Engineering	file	6911		EQUIPMENT CATEGORY	/opt/VistA-M/Packages/Engineering/Globals/6911+EQUIPMENT CATEGORY.zwr	189075
Engineering	file	6912		MANUFACTURER LIST FILE	/opt/VistA-M/Packages/Engineering/Globals/6912+MANUFACTURER LIST FILE.zwr	1229193
Engineering	file	6913		OWNER-DEPT	/opt/VistA-M/Packages/Engineering/Globals/6913+OWNER-DEPT.zwr	5338
Engineering	file	6914		EQUIPMENT INV.	/opt/VistA-M/Packages/Engineering/Globals/6914+EQUIPMENT INV..zwr	77
Engineering	file	6914.1		CMR	/opt/VistA-M/Packages/Engineering/Globals/6914.1+CMR.zwr	6270
Engineering	file	6914.2		PM PROCEDURES	/opt/VistA-M/Packages/Engineering/Globals/6914.2+PM PROCEDURES.zwr	3431
Engineering	file	6914.3		NX SGL	/opt/VistA-M/Packages/Engineering/Globals/6914.3+NX SGL.zwr	14443
Engineering	file	6914.4		NX BOC	/opt/VistA-M/Packages/Engineering/Globals/6914.4+NX BOC.zwr	2076
Engineering	file	6914.6		NX FUND	/opt/VistA-M/Packages/Engineering/Globals/6914.6+NX FUND.zwr	4105
Engineering	file	6914.7		NX A-O	/opt/VistA-M/Packages/Engineering/Globals/6914.7+NX A-O.zwr	965
Engineering	file	6914.8		NX DISPOSITION METHOD	/opt/VistA-M/Packages/Engineering/Globals/6914.8+NX DISPOSITION METHOD.zwr	1589
Engineering	file	6914.9		NATIONAL EIL	/opt/VistA-M/Packages/Engineering/Globals/6914.9+NATIONAL EIL.zwr	10496
Engineering	file	6915.1		FAP DOCUMENT COUNTERS	/opt/VistA-M/Packages/Engineering/Globals/6915.1+FAP DOCUMENT COUNTERS.zwr	154
Engineering	file	6915.11		AV REASON	/opt/VistA-M/Packages/Engineering/Globals/6915.11+AV REASON.zwr	1384
Engineering	file	6915.2		FA DOCUMENT LOG	/opt/VistA-M/Packages/Engineering/Globals/6915.2+FA DOCUMENT LOG.zwr	83
Engineering	file	6915.3		FB DOCUMENT LOG	/opt/VistA-M/Packages/Engineering/Globals/6915.3+FB DOCUMENT LOG.zwr	83
Engineering	file	6915.4		FC DOCUMENT LOG	/opt/VistA-M/Packages/Engineering/Globals/6915.4+FC DOCUMENT LOG.zwr	83
Engineering	file	6915.5		FD DOCUMENT LOG	/opt/VistA-M/Packages/Engineering/Globals/6915.5+FD DOCUMENT LOG.zwr	83
Engineering	file	6915.6		FR DOCUMENT LOG	/opt/VistA-M/Packages/Engineering/Globals/6915.6+FR DOCUMENT LOG.zwr	83
Engineering	file	6915.9		FAP BALANCES	/opt/VistA-M/Packages/Engineering/Globals/6915.9+FAP BALANCES.zwr	75
Engineering	file	6916		BERS SURVEY	/opt/VistA-M/Packages/Engineering/Globals/6916+BERS SURVEY.zwr	1545
Engineering	file	6916.2		HAND RECEIPT TEXT	/opt/VistA-M/Packages/Engineering/Globals/6916.2+HAND RECEIPT TEXT.zwr	2192
Engineering	file	6916.3		IT ASSIGNMENT	/opt/VistA-M/Packages/Engineering/Globals/6916.3+IT ASSIGNMENT.zwr	79
Engineering	file	6917		CATEGORY STOCK NUMBER	/opt/VistA-M/Packages/Engineering/Globals/6917+CATEGORY STOCK NUMBER.zwr	2170666
Engineering	file	6918		Y2K CATEGORY LOG	/opt/VistA-M/Packages/Engineering/Globals/6918+Y2K CATEGORY LOG.zwr	80
Engineering	file	6918.1		UTILITY SYSTEMS	/opt/VistA-M/Packages/Engineering/Globals/6918.1+UTILITY SYSTEMS.zwr	6148
Engineering	file	6919		ENG ARCHIVE LOG	/opt/VistA-M/Packages/Engineering/Globals/6919+ENG ARCHIVE LOG.zwr	540
Engineering	file	6919.1		WO ARCHIVE	/opt/VistA-M/Packages/Engineering/Globals/6919.1+WO ARCHIVE.zwr	70
Engineering	file	6919.2		2162 ACCIDENT ARCHIVE	/opt/VistA-M/Packages/Engineering/Globals/6919.2+2162 ACCIDENT ARCHIVE.zwr	94
Engineering	file	6920		WORK ORDER #	/opt/VistA-M/Packages/Engineering/Globals/6920+WORK ORDER #.zwr	108
Engineering	file	6920.1		NEW WORK ACTION	/opt/VistA-M/Packages/Engineering/Globals/6920.1+NEW WORK ACTION.zwr	8743
Engineering	file	6920.5		WORK ACTION	/opt/VistA-M/Packages/Engineering/Globals/6920.5+WORK ACTION.zwr	863
Engineering	file	6921		WORK CENTER CODE	/opt/VistA-M/Packages/Engineering/Globals/6921+WORK CENTER CODE.zwr	66674
Engineering	file	6922		ENGINEERING SECTION LIST	/opt/VistA-M/Packages/Engineering/Globals/6922+ENGINEERING SECTION LIST.zwr	3850
Engineering	file	6924		FSA-2162 REPORT	/opt/VistA-M/Packages/Engineering/Globals/6924+FSA-2162 REPORT.zwr	79
Engineering	file	6924.1		FSA-ACCIDENT ACTIVITY	/opt/VistA-M/Packages/Engineering/Globals/6924.1+FSA-ACCIDENT ACTIVITY.zwr	1133
Engineering	file	6924.2		FSA-ACCIDENT NATURE	/opt/VistA-M/Packages/Engineering/Globals/6924.2+FSA-ACCIDENT NATURE.zwr	1348
Engineering	file	6924.3		FSA-DIVISION-SERVICE	/opt/VistA-M/Packages/Engineering/Globals/6924.3+FSA-DIVISION-SERVICE.zwr	6640
Engineering	file	6925		CONSTRUCTION PROJECT	/opt/VistA-M/Packages/Engineering/Globals/6925+CONSTRUCTION PROJECT.zwr	2400
Engineering	file	6925.2		PROJECT STATUS	/opt/VistA-M/Packages/Engineering/Globals/6925.2+PROJECT STATUS.zwr	2184
Engineering	file	6925.3		PROJECT EPA CATEGORY	/opt/VistA-M/Packages/Engineering/Globals/6925.3+PROJECT EPA CATEGORY.zwr	4780
Engineering	file	6926		EMPLOYEEKEYS	/opt/VistA-M/Packages/Engineering/Globals/6926+EMPLOYEEKEYS.zwr	76
Engineering	file	6927		LOCKS	/opt/VistA-M/Packages/Engineering/Globals/6927+LOCKS.zwr	57
Engineering	file	6928		ENG SPACE	/opt/VistA-M/Packages/Engineering/Globals/6928+ENG SPACE.zwr	67
Engineering	file	6928.1		ENG SPACE FUNCTIONS	/opt/VistA-M/Packages/Engineering/Globals/6928.1+ENG SPACE FUNCTIONS.zwr	8849
Engineering	file	6928.2		ENG SPACE UTILITIES	/opt/VistA-M/Packages/Engineering/Globals/6928.2+ENG SPACE UTILITIES.zwr	2230
Engineering	file	6928.3		ENG BUILDING	/opt/VistA-M/Packages/Engineering/Globals/6928.3+ENG BUILDING.zwr	76
Engineering	file	6929		ENG EMPLOYEE	/opt/VistA-M/Packages/Engineering/Globals/6929+ENG EMPLOYEE.zwr	73
Engineering	file	6930		PENDING RTLS EVENTS	/opt/VistA-M/Packages/Engineering/Globals/6930+PENDING RTLS EVENTS.zwr	86
Engineering	file	7335.7		REGULATORY AGENCY	/opt/VistA-M/Packages/Engineering/Globals/7335.7+REGULATORY AGENCY.zwr	2276
Engineering	file	7336.3		OFM SPACE CLASSIFICATION	/opt/VistA-M/Packages/Engineering/Globals/7336.3+OFM SPACE CLASSIFICATION.zwr	1146
Engineering	file	7336.6		OFM H089 CHAPTERS	/opt/VistA-M/Packages/Engineering/Globals/7336.6+OFM H089 CHAPTERS.zwr	11469
Engineering	file	7336.8		OFM PROJ CATEGORY	/opt/VistA-M/Packages/Engineering/Globals/7336.8+OFM PROJ CATEGORY.zwr	9348
Engineering	file	7336.9		OFM BUDGET CATEGORY	/opt/VistA-M/Packages/Engineering/Globals/7336.9+OFM BUDGET CATEGORY.zwr	3494
Engineering	global			ENAR	/opt/VistA-M/Packages/Engineering/Globals/ENAR.zwr	37
Engineering	global			ENG	/opt/VistA-M/Packages/Engineering/Globals/ENG.zwr	863
Enrollment Application System	file	408.21		INDIVIDUAL ANNUAL INCOME	/opt/VistA-M/Packages/Enrollment Application System/Globals/408.21+INDIVIDUAL ANNUAL INCOME.zwr	180821
Enrollment Application System	file	408.22		INCOME RELATION	/opt/VistA-M/Packages/Enrollment Application System/Globals/408.22+INCOME RELATION.zwr	110456
Enrollment Application System	file	408.31		ANNUAL MEANS TEST	/opt/VistA-M/Packages/Enrollment Application System/Globals/408.31+ANNUAL MEANS TEST.zwr	237522
Enrollment Application System	file	408.32		MEANS TEST STATUS	/opt/VistA-M/Packages/Enrollment Application System/Globals/408.32+MEANS TEST STATUS.zwr	10408
Enrollment Application System	file	408.33		TYPE OF TEST	/opt/VistA-M/Packages/Enrollment Application System/Globals/408.33+TYPE OF TEST.zwr	390
Enrollment Application System	file	711		1010EZ MAPPING	/opt/VistA-M/Packages/Enrollment Application System/Globals/711+1010EZ MAPPING.zwr	79226
Enrollment Application System	file	712		1010EZ HOLDING	/opt/VistA-M/Packages/Enrollment Application System/Globals/712+1010EZ HOLDING.zwr	73
Enrollment Application System	file	712.5		GMT THRESHOLDS	/opt/VistA-M/Packages/Enrollment Application System/Globals/712.5+GMT THRESHOLDS.zwr	23792883
Enrollment Application System	file	712.6		GMT MSA CODE	/opt/VistA-M/Packages/Enrollment Application System/Globals/712.6+GMT MSA CODE.zwr	5011522
Enrollment Application System	file	713		EAS MT PARAMETERS	/opt/VistA-M/Packages/Enrollment Application System/Globals/713+EAS MT PARAMETERS.zwr	440
Enrollment Application System	file	713.1		EAS MT PATIENT STATUS	/opt/VistA-M/Packages/Enrollment Application System/Globals/713.1+EAS MT PATIENT STATUS.zwr	92
Enrollment Application System	file	713.2		EAS MT LETTER STATUS	/opt/VistA-M/Packages/Enrollment Application System/Globals/713.2+EAS MT LETTER STATUS.zwr	92
Enrollment Application System	file	713.3		EAS MT LETTERS	/opt/VistA-M/Packages/Enrollment Application System/Globals/713.3+EAS MT LETTERS.zwr	5586
Enrollment Application System	file	714.1		LTC CO-PAY EXEMPTION	/opt/VistA-M/Packages/Enrollment Application System/Globals/714.1+LTC CO-PAY EXEMPTION.zwr	1608
Enrollment Application System	file	714.5		EAS LTC MONTHLY MAX CALCULATIONS	/opt/VistA-M/Packages/Enrollment Application System/Globals/714.5+EAS LTC MONTHLY MAX CALCULATIONS.zwr	117
Enterprise Health Management Platform	file	800000		HMP SUBSCRIPTION	/opt/VistA-M/Packages/Enterprise Health Management Platform/Globals/800000+HMP SUBSCRIPTION.zwr	83
Enterprise Health Management Platform	file	800000.1		HMP PATIENT OBJECT	/opt/VistA-M/Packages/Enterprise Health Management Platform/Globals/800000.1+HMP PATIENT OBJECT.zwr	91
Enterprise Health Management Platform	file	800000.11		HMP OBJECT	/opt/VistA-M/Packages/Enterprise Health Management Platform/Globals/800000.11+HMP OBJECT.zwr	78
Enterprise Health Management Platform	file	800000.2		HMP LIST	/opt/VistA-M/Packages/Enterprise Health Management Platform/Globals/800000.2+HMP LIST.zwr	72
Enterprise Health Management Platform	file	800000.21		HMP LIST DOMAIN	/opt/VistA-M/Packages/Enterprise Health Management Platform/Globals/800000.21+HMP LIST DOMAIN.zwr	1080
Enterprise Health Management Platform	file	800000.22		HMP LIST ATTRIBUTE	/opt/VistA-M/Packages/Enterprise Health Management Platform/Globals/800000.22+HMP LIST ATTRIBUTE.zwr	1086
Enterprise Health Management Platform	file	800001		HMP PANEL	/opt/VistA-M/Packages/Enterprise Health Management Platform/Globals/800001+HMP PANEL.zwr	68
Enterprise Health Management Platform	file	800001.2		HMP ROSTER	/opt/VistA-M/Packages/Enterprise Health Management Platform/Globals/800001.2+HMP ROSTER.zwr	80
Enterprise Health Management Platform	file	800001.5		HMP ACTIVITY	/opt/VistA-M/Packages/Enterprise Health Management Platform/Globals/800001.5+HMP ACTIVITY.zwr	89
Enterprise Health Management Platform	file	800003		HMP EVENT	/opt/VistA-M/Packages/Enterprise Health Management Platform/Globals/800003+HMP EVENT.zwr	73
Enterprise Support Solution	file	163.99		FEE BASIS FEE SCHEDULE	/opt/VistA-M/Packages/Enterprise Support Solution/Globals/163.99+FEE BASIS FEE SCHEDULE.zwr	1558
Enterprise Terminology Services	file	129.1	1	LOINC	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.1-1+LOINC.zwr	67108832
Enterprise Terminology Services	file	129.1	2	LOINC	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.1-2+LOINC.zwr	19982684
Enterprise Terminology Services	file	129.11		LOINC COMPONENT	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.11+LOINC COMPONENT.zwr	6392739
Enterprise Terminology Services	file	129.12		LOINC AXIS CODES	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.12+LOINC AXIS CODES.zwr	1429023
Enterprise Terminology Services	file	129.13		LOINC METHOD CODES	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.13+LOINC METHOD CODES.zwr	123123
Enterprise Terminology Services	file	129.14		LOINC EXCLUDED WORDS	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.14+LOINC EXCLUDED WORDS.zwr	554
Enterprise Terminology Services	file	129.2	1	RXNORM CONCEPT NAMES AND SOURCES	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.2-1+RXNORM CONCEPT NAMES AND SOURCES.zwr	67108815
Enterprise Terminology Services	file	129.2	2	RXNORM CONCEPT NAMES AND SOURCES	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.2-2+RXNORM CONCEPT NAMES AND SOURCES.zwr	67108832
Enterprise Terminology Services	file	129.2	3	RXNORM CONCEPT NAMES AND SOURCES	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.2-3+RXNORM CONCEPT NAMES AND SOURCES.zwr	34084459
Enterprise Terminology Services	file	129.21	1	RXNORM SIMPLE CONCEPT AND ATOM ATTRIBUTES	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.21-1+RXNORM SIMPLE CONCEPT AND ATOM ATTRIBUTES.zwr	67108815
Enterprise Terminology Services	file	129.21	2	RXNORM SIMPLE CONCEPT AND ATOM ATTRIBUTES	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.21-2+RXNORM SIMPLE CONCEPT AND ATOM ATTRIBUTES.zwr	67108798
Enterprise Terminology Services	file	129.21	3	RXNORM SIMPLE CONCEPT AND ATOM ATTRIBUTES	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.21-3+RXNORM SIMPLE CONCEPT AND ATOM ATTRIBUTES.zwr	67108860
Enterprise Terminology Services	file	129.21	4	RXNORM SIMPLE CONCEPT AND ATOM ATTRIBUTES	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.21-4+RXNORM SIMPLE CONCEPT AND ATOM ATTRIBUTES.zwr	67108834
Enterprise Terminology Services	file	129.21	5	RXNORM SIMPLE CONCEPT AND ATOM ATTRIBUTES	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.21-5+RXNORM SIMPLE CONCEPT AND ATOM ATTRIBUTES.zwr	67108848
Enterprise Terminology Services	file	129.21	6	RXNORM SIMPLE CONCEPT AND ATOM ATTRIBUTES	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.21-6+RXNORM SIMPLE CONCEPT AND ATOM ATTRIBUTES.zwr	42661194
Enterprise Terminology Services	file	129.22	1	RXNORM RELATED CONCEPTS	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.22-1+RXNORM RELATED CONCEPTS.zwr	67108825
Enterprise Terminology Services	file	129.22	2	RXNORM RELATED CONCEPTS	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.22-2+RXNORM RELATED CONCEPTS.zwr	67108835
Enterprise Terminology Services	file	129.22	3	RXNORM RELATED CONCEPTS	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.22-3+RXNORM RELATED CONCEPTS.zwr	67108857
Enterprise Terminology Services	file	129.22	4	RXNORM RELATED CONCEPTS	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.22-4+RXNORM RELATED CONCEPTS.zwr	67108825
Enterprise Terminology Services	file	129.22	5	RXNORM RELATED CONCEPTS	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.22-5+RXNORM RELATED CONCEPTS.zwr	67108824
Enterprise Terminology Services	file	129.22	6	RXNORM RELATED CONCEPTS	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.22-6+RXNORM RELATED CONCEPTS.zwr	31268765
Enterprise Terminology Services	file	129.23		RXNORM SEMANTIC TYPES	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.23+RXNORM SEMANTIC TYPES.zwr	61779298
Enterprise Terminology Services	file	129.24		RXNORM SOURCE INFORMATION	/opt/VistA-M/Packages/Enterprise Terminology Services/Globals/129.24+RXNORM SOURCE INFORMATION.zwr	2316
