package	kind	file_number	chunk	entity_name	source_path	byte_size
Accounts Receivable	file	340		AR DEBTOR	/opt/VistA-M/Packages/Accounts Receivable/Globals/340+AR DEBTOR.zwr	405
Accounts Receivable	file	340.5		AR REPAYMENT PLAN	/opt/VistA-M/Packages/Accounts Receivable/Globals/340.5+AR REPAYMENT PLAN.zwr	84
Accounts Receivable	file	340.501		AR RPP AUDIT LOG COMMENT	/opt/VistA-M/Packages/Accounts Receivable/Globals/340.501+AR RPP AUDIT LOG COMMENT.zwr	48
Accounts Receivable	file	340.7		AR METRICS	/opt/VistA-M/Packages/Accounts Receivable/Globals/340.7+AR METRICS.zwr	73
Accounts Receivable	file	341		AR EVENT	/opt/VistA-M/Packages/Accounts Receivable/Globals/341+AR EVENT.zwr	391
Accounts Receivable	file	341.1		AR EVENT TYPE	/opt/VistA-M/Packages/Accounts Receivable/Globals/341.1+AR EVENT TYPE.zwr	2047
Accounts Receivable	file	342		AR SITE PARAMETER	/opt/VistA-M/Packages/Accounts Receivable/Globals/342+AR SITE PARAMETER.zwr	1485
Accounts Receivable	file	342.1		AR GROUP	/opt/VistA-M/Packages/Accounts Receivable/Globals/342.1+AR GROUP.zwr	1648
Accounts Receivable	file	342.2		AR GROUP TYPE	/opt/VistA-M/Packages/Accounts Receivable/Globals/342.2+AR GROUP TYPE.zwr	1152
Accounts Receivable	file	342.3		AR USER CUSTOMIZE	/opt/VistA-M/Packages/Accounts Receivable/Globals/342.3+AR USER CUSTOMIZE.zwr	1721
Accounts Receivable	file	343		AR FORM LETTER	/opt/VistA-M/Packages/Accounts Receivable/Globals/343+AR FORM LETTER.zwr	110068
Accounts Receivable	file	344		AR BATCH PAYMENT	/opt/VistA-M/Packages/Accounts Receivable/Globals/344+AR BATCH PAYMENT.zwr	107
Accounts Receivable	file	344.1		AR DEPOSIT	/opt/VistA-M/Packages/Accounts Receivable/Globals/344.1+AR DEPOSIT.zwr	2449
Accounts Receivable	file	344.2		AR PAYMENT TRANSACTIONS	/opt/VistA-M/Packages/Accounts Receivable/Globals/344.2+AR PAYMENT TRANSACTIONS.zwr	96
Accounts Receivable	file	344.3		EDI LOCKBOX DEPOSIT	/opt/VistA-M/Packages/Accounts Receivable/Globals/344.3+EDI LOCKBOX DEPOSIT.zwr	88
Accounts Receivable	file	344.31		EDI THIRD PARTY EFT DETAIL	/opt/VistA-M/Packages/Accounts Receivable/Globals/344.31+EDI THIRD PARTY EFT DETAIL.zwr	105
Accounts Receivable	file	344.4		ELECTRONIC REMITTANCE ADVICE	/opt/VistA-M/Packages/Accounts Receivable/Globals/344.4+ELECTRONIC REMITTANCE ADVICE.zwr	106
Accounts Receivable	file	344.49		EDI LOCKBOX EOB WORKLIST	/opt/VistA-M/Packages/Accounts Receivable/Globals/344.49+EDI LOCKBOX EOB WORKLIST.zwr	100
Accounts Receivable	file	344.5		AR EDI LOCKBOX MESSAGES	/opt/VistA-M/Packages/Accounts Receivable/Globals/344.5+AR EDI LOCKBOX MESSAGES.zwr	95
Accounts Receivable	file	344.6		RCDPE AUTO-PAY EXCLUSION	/opt/VistA-M/Packages/Accounts Receivable/Globals/344.6+RCDPE AUTO-PAY EXCLUSION.zwr	99
Accounts Receivable	file	344.61		RCDPE PARAMETER	/opt/VistA-M/Packages/Accounts Receivable/Globals/344.61+RCDPE PARAMETER.zwr	211
Accounts Receivable	file	344.62		RCDPE CARC-RARC AUTO DEC	/opt/VistA-M/Packages/Accounts Receivable/Globals/344.62+RCDPE CARC-RARC AUTO DEC.zwr	100
Accounts Receivable	file	344.7		RCDPE PARAMETER AUDIT	/opt/VistA-M/Packages/Accounts Receivable/Globals/344.7+RCDPE PARAMETER AUDIT.zwr	45
Accounts Receivable	file	344.71		RCDPE SUSPENSE AUDIT	/opt/VistA-M/Packages/Accounts Receivable/Globals/344.71+RCDPE SUSPENSE AUDIT.zwr	44
Accounts Receivable	file	344.72		RCDPE AUTO-POST AUDIT	/opt/VistA-M/Packages/Accounts Receivable/Globals/344.72+RCDPE AUTO-POST AUDIT.zwr	45
Accounts Receivable	file	344.73		RCDPE COMMENT HISTORY	/opt/VistA-M/Packages/Accounts Receivable/Globals/344.73+RCDPE COMMENT HISTORY.zwr	94
Accounts Receivable	file	344.74		RCDPE FIRST PARTY CHARGE QUEUE	/opt/VistA-M/Packages/Accounts Receivable/Globals/344.74+RCDPE FIRST PARTY CHARGE QUEUE.zwr	112
Accounts Receivable	file	344.9		RCDPE DM REPORT PARAMETERS	/opt/VistA-M/Packages/Accounts Receivable/Globals/344.9+RCDPE DM REPORT PARAMETERS.zwr	320
Accounts Receivable	file	344.91		RCDPE DM REPORT ARCHIVE	/opt/VistA-M/Packages/Accounts Receivable/Globals/344.91+RCDPE DM REPORT ARCHIVE.zwr	98
Accounts Receivable	file	345		AR EDI CARC DATA	/opt/VistA-M/Packages/Accounts Receivable/Globals/345+AR EDI CARC DATA.zwr	103570
Accounts Receivable	file	345.1		AR PLB ADJUST CODE	/opt/VistA-M/Packages/Accounts Receivable/Globals/345.1+AR PLB ADJUST CODE.zwr	3252
Accounts Receivable	file	346		AR EDI RARC DATA	/opt/VistA-M/Packages/Accounts Receivable/Globals/346+AR EDI RARC DATA.zwr	261648
Accounts Receivable	file	347		AR FMS DOCUMENT	/opt/VistA-M/Packages/Accounts Receivable/Globals/347+AR FMS DOCUMENT.zwr	104
Accounts Receivable	file	347.1		AR FMS DOCUMENT TYPE	/opt/VistA-M/Packages/Accounts Receivable/Globals/347.1+AR FMS DOCUMENT TYPE.zwr	844
Accounts Receivable	file	347.3		REVENUE SOURCE CODE	/opt/VistA-M/Packages/Accounts Receivable/Globals/347.3+REVENUE SOURCE CODE.zwr	8929
Accounts Receivable	file	347.4		AR-FMS DOCUMENTS	/opt/VistA-M/Packages/Accounts Receivable/Globals/347.4+AR-FMS DOCUMENTS.zwr	1341
Accounts Receivable	file	348		AR NATIONAL DATA BASE CRITERIA	/opt/VistA-M/Packages/Accounts Receivable/Globals/348+AR NATIONAL DATA BASE CRITERIA.zwr	9345
Accounts Receivable	file	348.1		BAD DEBT ALLOWANCE	/opt/VistA-M/Packages/Accounts Receivable/Globals/348.1+BAD DEBT ALLOWANCE.zwr	615
Accounts Receivable	file	348.2		TOP REFUND-REVERSAL CODES	/opt/VistA-M/Packages/Accounts Receivable/Globals/348.2+TOP REFUND-REVERSAL CODES.zwr	509
Accounts Receivable	file	348.4		AR DATA QUEUE	/opt/VistA-M/Packages/Accounts Receivable/Globals/348.4+AR DATA QUEUE.zwr	70
Accounts Receivable	file	348.5		TCS IAI ERROR CODES	/opt/VistA-M/Packages/Accounts Receivable/Globals/348.5+TCS IAI ERROR CODES.zwr	44530
Accounts Receivable	file	348.6		TCS IAI ACTION CODES	/opt/VistA-M/Packages/Accounts Receivable/Globals/348.6+TCS IAI ACTION CODES.zwr	641
Accounts Receivable	file	348.7		TCS IAI RECORD TYPES	/opt/VistA-M/Packages/Accounts Receivable/Globals/348.7+TCS IAI RECORD TYPES.zwr	1278
Accounts Receivable	file	349		AR TRANSMISSION RECORDS	/opt/VistA-M/Packages/Accounts Receivable/Globals/349+AR TRANSMISSION RECORDS.zwr	93
Accounts Receivable	file	349.1		AR TRANSMISSION TYPE	/opt/VistA-M/Packages/Accounts Receivable/Globals/349.1+AR TRANSMISSION TYPE.zwr	586
Accounts Receivable	file	349.2		AR CCPC STATEMENTS	/opt/VistA-M/Packages/Accounts Receivable/Globals/349.2+AR CCPC STATEMENTS.zwr	96
Accounts Receivable	file	349.3		AR RC TRANSMISSIONS	/opt/VistA-M/Packages/Accounts Receivable/Globals/349.3+AR RC TRANSMISSIONS.zwr	1717
Accounts Receivable	file	349.4		AR RC TRANSACTION CODES	/opt/VistA-M/Packages/Accounts Receivable/Globals/349.4+AR RC TRANSACTION CODES.zwr	1410
Accounts Receivable	file	349.7		CCPC STATEMENT ERRORS	/opt/VistA-M/Packages/Accounts Receivable/Globals/349.7+CCPC STATEMENT ERRORS.zwr	5430
Accounts Receivable	file	349.8		CCPC ERROR TYPE	/opt/VistA-M/Packages/Accounts Receivable/Globals/349.8+CCPC ERROR TYPE.zwr	185
Accounts Receivable	file	349.9		AR TRANSMISSION SEGMENTS	/opt/VistA-M/Packages/Accounts Receivable/Globals/349.9+AR TRANSMISSION SEGMENTS.zwr	181
Accounts Receivable	file	430		ACCOUNTS RECEIVABLE	/opt/VistA-M/Packages/Accounts Receivable/Globals/430+ACCOUNTS RECEIVABLE.zwr	2708
Accounts Receivable	file	430.2		ACCOUNTS RECEIVABLE CATEGORY	/opt/VistA-M/Packages/Accounts Receivable/Globals/430.2+ACCOUNTS RECEIVABLE CATEGORY.zwr	17534
Accounts Receivable	file	430.3		ACCOUNTS RECEIVABLE TRANS.TYPE	/opt/VistA-M/Packages/Accounts Receivable/Globals/430.3+ACCOUNTS RECEIVABLE TRANS.TYPE.zwr	12082
Accounts Receivable	file	430.5		AR RETURN REASON CODE	/opt/VistA-M/Packages/Accounts Receivable/Globals/430.5+AR RETURN REASON CODE.zwr	1969
Accounts Receivable	file	430.6		AR DEBT LIST	/opt/VistA-M/Packages/Accounts Receivable/Globals/430.6+AR DEBT LIST.zwr	5897
Accounts Receivable	file	430.7		AR DEBT COLLECTOR DATA	/opt/VistA-M/Packages/Accounts Receivable/Globals/430.7+AR DEBT COLLECTOR DATA.zwr	95
Accounts Receivable	file	430.8		AR ARCHIVE	/opt/VistA-M/Packages/Accounts Receivable/Globals/430.8+AR ARCHIVE.zwr	72
Accounts Receivable	file	433		AR TRANSACTION	/opt/VistA-M/Packages/Accounts Receivable/Globals/433+AR TRANSACTION.zwr	1692
Accounts Receivable	file	433.001		AR SUSPENSION TYPES	/opt/VistA-M/Packages/Accounts Receivable/Globals/433.001+AR SUSPENSION TYPES.zwr	1736
Accounts Receivable	file	436.1		AR MEDICARE DEDUCTIBLE ALERTS PART A	/opt/VistA-M/Packages/Accounts Receivable/Globals/436.1+AR MEDICARE DEDUCTIBLE ALERTS PART A.zwr	122
Accounts Receivable	global			PRCA	/opt/VistA-M/Packages/Accounts Receivable/Globals/PRCA.zwr	37
Accounts Receivable	global			RC	/opt/VistA-M/Packages/Accounts Receivable/Globals/RC.zwr	34
Accounts Receivable	global			RCD	/opt/VistA-M/Packages/Accounts Receivable/Globals/RCD.zwr	36
Accounts Receivable	global			RCY	/opt/VistA-M/Packages/Accounts Receivable/Globals/RCY.zwr	36
Adverse Reaction Tracking	file	120.8		PATIENT ALLERGIES	/opt/VistA-M/Packages/Adverse Reaction Tracking/Globals/120.8+PATIENT ALLERGIES.zwr	1030520
Adverse Reaction Tracking	file	120.82		GMR ALLERGIES	/opt/VistA-M/Packages/Adverse Reaction Tracking/Globals/120.82+GMR ALLERGIES.zwr	457830
Adverse Reaction Tracking	file	120.83		SIGN-SYMPTOMS	/opt/VistA-M/Packages/Adverse Reaction Tracking/Globals/120.83+SIGN-SYMPTOMS.zwr	231812
Adverse Reaction Tracking	file	120.84		GMR ALLERGY SITE PARAMETERS	/opt/VistA-M/Packages/Adverse Reaction Tracking/Globals/120.84+GMR ALLERGY SITE PARAMETERS.zwr	2416
Adverse Reaction Tracking	file	120.85		ADVERSE REACTION REPORTING	/opt/VistA-M/Packages/Adverse Reaction Tracking/Globals/120.85+ADVERSE REACTION REPORTING.zwr	88893
Adverse Reaction Tracking	file	120.86		ADVERSE REACTION ASSESSMENT	/opt/VistA-M/Packages/Adverse Reaction Tracking/Globals/120.86+ADVERSE REACTION ASSESSMENT.zwr	37604
Adverse Reaction Tracking	file	120.87		GMRA DOCUMENT	/opt/VistA-M/Packages/Adverse Reaction Tracking/Globals/120.87+GMRA DOCUMENT.zwr	33441
Adverse Reaction Tracking	file	120.88		REMOTE ALLERGY COMMENT	/opt/VistA-M/Packages/Adverse Reaction Tracking/Globals/120.88+REMOTE ALLERGY COMMENT.zwr	95
Altoona VA	global			ABS	/opt/VistA-M/Packages/Altoona VA/Globals/ABS.zwr	35
Asists	file	2260		ASISTS ACCIDENT REPORTING	/opt/VistA-M/Packages/Asists/Globals/2260+ASISTS ACCIDENT REPORTING.zwr	100
Asists	file	2261		ASISTS CHARACTERIZATION OF INJURY	/opt/VistA-M/Packages/Asists/Globals/2261+ASISTS CHARACTERIZATION OF INJURY.zwr	4378
Asists	file	2261.1		ASISTS DOL ANATOMICAL LOCATION CODES	/opt/VistA-M/Packages/Asists/Globals/2261.1+ASISTS DOL ANATOMICAL LOCATION CODES.zwr	20323
Asists	file	2261.2		ASISTS CRITICAL TRACKING ISSUES	/opt/VistA-M/Packages/Asists/Globals/2261.2+ASISTS CRITICAL TRACKING ISSUES.zwr	2690
Asists	file	2261.21		ASISTS INCIDENT WEATHER FACTORS	/opt/VistA-M/Packages/Asists/Globals/2261.21+ASISTS INCIDENT WEATHER FACTORS.zwr	921
Asists	file	2261.22		ASISTS INCIDENT SOURCE	/opt/VistA-M/Packages/Asists/Globals/2261.22+ASISTS INCIDENT SOURCE.zwr	809
Asists	file	2261.24		ASISTS PREVENTION METHODS	/opt/VistA-M/Packages/Asists/Globals/2261.24+ASISTS PREVENTION METHODS.zwr	983
Asists	file	2261.3		ASISTS PERSONAL PROTECTIVE EQUIPMENT	/opt/VistA-M/Packages/Asists/Globals/2261.3+ASISTS PERSONAL PROTECTIVE EQUIPMENT.zwr	1665
Asists	file	2261.4		ASISTS SETTING OF INJURY	/opt/VistA-M/Packages/Asists/Globals/2261.4+ASISTS SETTING OF INJURY.zwr	6174
Asists	file	2261.5		ASISTS PURPOSE FOR USING SHARPS	/opt/VistA-M/Packages/Asists/Globals/2261.5+ASISTS PURPOSE FOR USING SHARPS.zwr	3656
Asists	file	2261.6		ASISTS OCCURRENCE OF SHARPS INJURY	/opt/VistA-M/Packages/Asists/Globals/2261.6+ASISTS OCCURRENCE OF SHARPS INJURY.zwr	3010
Asists	file	2261.7		ASISTS DEVICE-EQUIPMENT	/opt/VistA-M/Packages/Asists/Globals/2261.7+ASISTS DEVICE-EQUIPMENT.zwr	8727
Asists	file	2261.8		ASISTS RESULTS	/opt/VistA-M/Packages/Asists/Globals/2261.8+ASISTS RESULTS.zwr	1797
Asists	file	2261.9		ASISTS SAFETY CHARACTERISTICS	/opt/VistA-M/Packages/Asists/Globals/2261.9+ASISTS SAFETY CHARACTERISTICS.zwr	694
Asists	file	2262		ASISTS SITE PARAMETER	/opt/VistA-M/Packages/Asists/Globals/2262+ASISTS SITE PARAMETER.zwr	173
Asists	file	2262.1		ASISTS DOL DISTRICT OFFICE	/opt/VistA-M/Packages/Asists/Globals/2262.1+ASISTS DOL DISTRICT OFFICE.zwr	1376
Asists	file	2262.2		ASISTS DEVICE SIZE	/opt/VistA-M/Packages/Asists/Globals/2262.2+ASISTS DEVICE SIZE.zwr	1606
Asists	file	2262.3		ASISTS NEEDLESTICK BRANDS	/opt/VistA-M/Packages/Asists/Globals/2262.3+ASISTS NEEDLESTICK BRANDS.zwr	2304
Asists	file	2262.4		ASISTS REASON FOR CONTROVERT	/opt/VistA-M/Packages/Asists/Globals/2262.4+ASISTS REASON FOR CONTROVERT.zwr	1444
Asists	file	2262.5		ASISTS ADDITIONAL PAY TYPES	/opt/VistA-M/Packages/Asists/Globals/2262.5+ASISTS ADDITIONAL PAY TYPES.zwr	437
Asists	file	2262.6		ASISTS STANDARD INDUSTRIAL CLASS. SIC	/opt/VistA-M/Packages/Asists/Globals/2262.6+ASISTS STANDARD INDUSTRIAL CLASS. SIC.zwr	1039
Asists	file	2262.7		ASISTS N.A. INDUSTRIAL CLASSIFICATION NAICS	/opt/VistA-M/Packages/Asists/Globals/2262.7+ASISTS N.A. INDUSTRIAL CLASSIFICATION NAICS.zwr	1417
Asists	file	2262.8		ASISTS REASON FOR DISPUTE CODES	/opt/VistA-M/Packages/Asists/Globals/2262.8+ASISTS REASON FOR DISPUTE CODES.zwr	1378
Asists	file	2263		ASISTS DOL TYPE OF INJURY CODES	/opt/VistA-M/Packages/Asists/Globals/2263+ASISTS DOL TYPE OF INJURY CODES.zwr	4967
Asists	file	2263.1		ASISTS DOL SOURCE OF INJURY CODES	/opt/VistA-M/Packages/Asists/Globals/2263.1+ASISTS DOL SOURCE OF INJURY CODES.zwr	19427
Asists	file	2263.2		ASISTS DOL CAUSE OF INJURY CODES	/opt/VistA-M/Packages/Asists/Globals/2263.2+ASISTS DOL CAUSE OF INJURY CODES.zwr	16375
Asists	file	2263.3		ASISTS DOL NATURE OF INJURY CODES	/opt/VistA-M/Packages/Asists/Globals/2263.3+ASISTS DOL NATURE OF INJURY CODES.zwr	17663
Asists	file	2263.5		ASISTS DOL PROVIDER TITLE	/opt/VistA-M/Packages/Asists/Globals/2263.5+ASISTS DOL PROVIDER TITLE.zwr	1383
Asists	file	2263.6		ASISTS OWCP CHARGEBACK CODES	/opt/VistA-M/Packages/Asists/Globals/2263.6+ASISTS OWCP CHARGEBACK CODES.zwr	51952
Asists	file	2263.7		ASISTS UNION INFORMATION	/opt/VistA-M/Packages/Asists/Globals/2263.7+ASISTS UNION INFORMATION.zwr	100
Asists	file	2263.8		ASISTS BODY PART GROUPINGS	/opt/VistA-M/Packages/Asists/Globals/2263.8+ASISTS BODY PART GROUPINGS.zwr	1837
Asists	file	2264		ASISTS COMPENSATION CLAIM CA7	/opt/VistA-M/Packages/Asists/Globals/2264+ASISTS COMPENSATION CLAIM CA7.zwr	110
Authorization Subscription	file	8930		USR CLASS	/opt/VistA-M/Packages/Authorization Subscription/Globals/8930+USR CLASS.zwr	38834
Authorization Subscription	file	8930.1		USR AUTHORIZATION-SUBSCRIPTION	/opt/VistA-M/Packages/Authorization Subscription/Globals/8930.1+USR AUTHORIZATION-SUBSCRIPTION.zwr	51299
Authorization Subscription	file	8930.2		USR ROLE	/opt/VistA-M/Packages/Authorization Subscription/Globals/8930.2+USR ROLE.zwr	1324
Authorization Subscription	file	8930.3		USR CLASS MEMBERSHIP	/opt/VistA-M/Packages/Authorization Subscription/Globals/8930.3+USR CLASS MEMBERSHIP.zwr	157518
Authorization Subscription	file	8930.4		USR SEARCH CATEGORIES	/opt/VistA-M/Packages/Authorization Subscription/Globals/8930.4+USR SEARCH CATEGORIES.zwr	530
Authorization Subscription	file	8930.6		USR RECORD STATUS	/opt/VistA-M/Packages/Authorization Subscription/Globals/8930.6+USR RECORD STATUS.zwr	5973
Authorization Subscription	file	8930.8		USR ACTION	/opt/VistA-M/Packages/Authorization Subscription/Globals/8930.8+USR ACTION.zwr	9873
Auto Replenishment Ward Stock	file	58.1		PHARMACY AOU STOCK	/opt/VistA-M/Packages/Auto Replenishment Ward Stock/Globals/58.1+PHARMACY AOU STOCK.zwr	20348
Auto Replenishment Ward Stock	file	58.16		AOU INVENTORY TYPE	/opt/VistA-M/Packages/Auto Replenishment Ward Stock/Globals/58.16+AOU INVENTORY TYPE.zwr	1977
Auto Replenishment Ward Stock	file	58.17		AOU ITEM LOCATION	/opt/VistA-M/Packages/Auto Replenishment Ward Stock/Globals/58.17+AOU ITEM LOCATION.zwr	944
Auto Replenishment Ward Stock	file	58.19		PHARMACY AOU INVENTORY	/opt/VistA-M/Packages/Auto Replenishment Ward Stock/Globals/58.19+PHARMACY AOU INVENTORY.zwr	4535
Auto Replenishment Ward Stock	file	58.2		AOU INVENTORY GROUP	/opt/VistA-M/Packages/Auto Replenishment Ward Stock/Globals/58.2+AOU INVENTORY GROUP.zwr	3737
Auto Replenishment Ward Stock	file	58.3		PHARMACY BACKORDER	/opt/VistA-M/Packages/Auto Replenishment Ward Stock/Globals/58.3+PHARMACY BACKORDER.zwr	350
Auto Replenishment Ward Stock	file	58.4		SPMP ASAP RECORD DEFINITION	/opt/VistA-M/Packages/Auto Replenishment Ward Stock/Globals/58.4+SPMP ASAP RECORD DEFINITION.zwr	666258
Auto Replenishment Ward Stock	file	58.41		SPMP STATE PARAMETERS	/opt/VistA-M/Packages/Auto Replenishment Ward Stock/Globals/58.41+SPMP STATE PARAMETERS.zwr	91
Auto Replenishment Ward Stock	file	58.42		SPMP EXPORT BATCH	/opt/VistA-M/Packages/Auto Replenishment Ward Stock/Globals/58.42+SPMP EXPORT BATCH.zwr	83
Auto Replenishment Ward Stock	file	58.5		AR-WS STATS FILE	/opt/VistA-M/Packages/Auto Replenishment Ward Stock/Globals/58.5+AR-WS STATS FILE.zwr	15226
Auto Replenishment Ward Stock	file	58.6		PADE INBOUND TRANSACTIONS	/opt/VistA-M/Packages/Auto Replenishment Ward Stock/Globals/58.6+PADE INBOUND TRANSACTIONS.zwr	97
Auto Replenishment Ward Stock	file	58.601		PADE INVENTORY SYSTEM	/opt/VistA-M/Packages/Auto Replenishment Ward Stock/Globals/58.601+PADE INVENTORY SYSTEM.zwr	93
Auto Replenishment Ward Stock	file	58.63		PADE DISPENSING DEVICE	/opt/VistA-M/Packages/Auto Replenishment Ward Stock/Globals/58.63+PADE DISPENSING DEVICE.zwr	94
Auto Replenishment Ward Stock	file	58.64		PADE USER	/opt/VistA-M/Packages/Auto Replenishment Ward Stock/Globals/58.64+PADE USER.zwr	68
Auto Replenishment Ward Stock	file	58.7		PADE SYSTEM SETUP	/opt/VistA-M/Packages/Auto Replenishment Ward Stock/Globals/58.7+PADE SYSTEM SETUP.zwr	80
Auto Replenishment Ward Stock	file	58.71		PADE SEND AREA	/opt/VistA-M/Packages/Auto Replenishment Ward Stock/Globals/58.71+PADE SEND AREA.zwr	76
Auto Replenishment Ward Stock	file	58.72		PADE OUTBOUND MESSAGES	/opt/VistA-M/Packages/Auto Replenishment Ward Stock/Globals/58.72+PADE OUTBOUND MESSAGES.zwr	94
Auto Replenishment Ward Stock	file	59.4		INPATIENT SITE	/opt/VistA-M/Packages/Auto Replenishment Ward Stock/Globals/59.4+INPATIENT SITE.zwr	824
Auto Replenishment Ward Stock	global			PSI	/opt/VistA-M/Packages/Auto Replenishment Ward Stock/Globals/PSI.zwr	35
Automated Information Collection System	file	357		ENCOUNTER FORM	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357+ENCOUNTER FORM.zwr	561613
Automated Information Collection System	file	357.08		AICS PURGE LOG	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.08+AICS PURGE LOG.zwr	80
Automated Information Collection System	file	357.09		ENCOUNTER FORM PARAMETERS	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.09+ENCOUNTER FORM PARAMETERS.zwr	648
Automated Information Collection System	file	357.1		ENCOUNTER FORM BLOCK	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.1+ENCOUNTER FORM BLOCK.zwr	3354104
Automated Information Collection System	file	357.2		SELECTION LIST	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.2+SELECTION LIST.zwr	422925
Automated Information Collection System	file	357.3		SELECTION	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.3+SELECTION.zwr	25025378
Automated Information Collection System	file	357.4		SELECTION GROUP	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.4+SELECTION GROUP.zwr	703316
Automated Information Collection System	file	357.5		DATA FIELD	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.5+DATA FIELD.zwr	1545075
Automated Information Collection System	file	357.6		PACKAGE INTERFACE	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.6+PACKAGE INTERFACE.zwr	185568
Automated Information Collection System	file	357.69		TYPE OF VISIT	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.69+TYPE OF VISIT.zwr	29465
Automated Information Collection System	file	357.7		FORM LINE	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.7+FORM LINE.zwr	48521
Automated Information Collection System	file	357.8		TEXT AREA	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.8+TEXT AREA.zwr	50783
Automated Information Collection System	file	357.91		MARKING AREA TYPE	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.91+MARKING AREA TYPE.zwr	1318
Automated Information Collection System	file	357.92		PRINT CONDITIONS	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.92+PRINT CONDITIONS.zwr	378
Automated Information Collection System	file	357.93		MULTIPLE CHOICE FIELD	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.93+MULTIPLE CHOICE FIELD.zwr	6317
Automated Information Collection System	file	357.94		ENCOUNTER FORM PRINTERS	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.94+ENCOUNTER FORM PRINTERS.zwr	298
Automated Information Collection System	file	357.95		FORM DEFINITION	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.95+FORM DEFINITION.zwr	1356413
Automated Information Collection System	file	357.96		ENCOUNTER FORM TRACKING	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.96+ENCOUNTER FORM TRACKING.zwr	50563
Automated Information Collection System	file	357.97		ENCOUNTER FORM COUNTERS	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.97+ENCOUNTER FORM COUNTERS.zwr	122
Automated Information Collection System	file	357.98		AICS DATA QUALIFIERS	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.98+AICS DATA QUALIFIERS.zwr	3310
Automated Information Collection System	file	357.99		PRINT MANAGER CLINIC GROUPS	/opt/VistA-M/Packages/Automated Information Collection System/Globals/357.99+PRINT MANAGER CLINIC GROUPS.zwr	648
Automated Information Collection System	file	358		IMP-EXP ENCOUNTER FORM	/opt/VistA-M/Packages/Automated Information Collection System/Globals/358+IMP-EXP ENCOUNTER FORM.zwr	91
Automated Information Collection System	file	358.1		IMP-EXP ENCOUNTER FORM BLOCK	/opt/VistA-M/Packages/Automated Information Collection System/Globals/358.1+IMP-EXP ENCOUNTER FORM BLOCK.zwr	107
Automated Information Collection System	file	358.2		IMP-EXP SELECTION LIST	/opt/VistA-M/Packages/Automated Information Collection System/Globals/358.2+IMP-EXP SELECTION LIST.zwr	95
Automated Information Collection System	file	358.3		IMP-EXP SELECTION	/opt/VistA-M/Packages/Automated Information Collection System/Globals/358.3+IMP-EXP SELECTION.zwr	85
Automated Information Collection System	file	358.4		IMP-EXP SELECTION GROUP	/opt/VistA-M/Packages/Automated Information Collection System/Globals/358.4+IMP-EXP SELECTION GROUP.zwr	97
Automated Information Collection System	file	358.5		IMP-EXP DATA FIELD	/opt/VistA-M/Packages/Automated Information Collection System/Globals/358.5+IMP-EXP DATA FIELD.zwr	87
Automated Information Collection System	file	358.6		IMP-EXP PACKAGE INTERFACE	/opt/VistA-M/Packages/Automated Information Collection System/Globals/358.6+IMP-EXP PACKAGE INTERFACE.zwr	12739
Automated Information Collection System	file	358.7		IMP-EXP FORM LINE	/opt/VistA-M/Packages/Automated Information Collection System/Globals/358.7+IMP-EXP FORM LINE.zwr	86
Automated Information Collection System	file	358.8		IMP-EXP TEXT AREA	/opt/VistA-M/Packages/Automated Information Collection System/Globals/358.8+IMP-EXP TEXT AREA.zwr	85
Automated Information Collection System	file	358.91		IMP-EXP MARKING AREA	/opt/VistA-M/Packages/Automated Information Collection System/Globals/358.91+IMP-EXP MARKING AREA.zwr	266
Automated Information Collection System	file	358.93		IMP-EXP MULTIPLE CHOICE FIELD	/opt/VistA-M/Packages/Automated Information Collection System/Globals/358.93+IMP-EXP MULTIPLE CHOICE FIELD.zwr	111
Automated Information Collection System	file	358.94		IMP-EXP HAND PRINT FIELD	/opt/VistA-M/Packages/Automated Information Collection System/Globals/358.94+IMP-EXP HAND PRINT FIELD.zwr	101
Automated Information Collection System	file	358.98		IMP-EXP AICS DATA QUALIFIERS	/opt/VistA-M/Packages/Automated Information Collection System/Globals/358.98+IMP-EXP AICS DATA QUALIFIERS.zwr	845
Automated Information Collection System	file	358.99		IMP-EXP AICS DATA ELEMENTS	/opt/VistA-M/Packages/Automated Information Collection System/Globals/358.99+IMP-EXP AICS DATA ELEMENTS.zwr	1118
