routine_name	package	source_path	line_count	byte_size	tag_count	comment_line_count	version_line	is_percent_routine	in_file_9_8	file_9_8_type	rpc_count	option_count	protocol_invoked_count	out_degree	in_degree	out_calls_total	in_calls_total	distinct_globals_touched	global_ref_total
ORCSEND	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORCSEND.m	191	9618	23	23	;;3.0;ORDER ENTRY/RESULTS REPORTING;**4,27,45,79,92,141,165,195,228,243,303,296,390,563,572,538**;Dec 17, 1997;Build 1	N	Y	R	0	0	0	20	21	51	24	3	54
ORCSEND1	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORCSEND1.m	234	12068	21	8	;;3.0;ORDER ENTRY/RESULTS REPORTING;**4,29,45,61,79,94,116,138,158,149,187,215,243,282,323,394,435,507,405**;Dec 17, ...	N	Y	R	0	0	0	16	2	50	2	4	49
ORCSEND2	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORCSEND2.m	119	6292	12	14	;;3.0;ORDER ENTRY/RESULTS REPORTING;**212,332,503**;Dec 17, 1997;Build 6	N	Y	R	0	0	0	10	3	21	3	4	33
ORCSEND3	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORCSEND3.m	119	5446	9	27	;;3.0;ORDER ENTRY/RESULTS REPORTING;**243,282,280,409,405**;Dec 17, 1997;Build 212	N	Y	R	0	0	0	10	2	19	2	4	29
ORCSIGN	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORCSIGN.m	168	8851	22	17	;;3.0;ORDER ENTRY/RESULTS REPORTING;**7,56,48,79,108,110,134,215**;Dec 17, 1997	N	Y	R	0	0	1	22	13	43	25	7	36
ORCSLT	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORCSLT.m	18	711	2	4	;;3.0;ORDER ENTRY/RESULTS REPORTING;**490**;July 18, 2018;Build 21	N	Y	R	0	0	0	4	1	4	1	1	1
ORCXPND	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORCXPND.m	83	3282	14	13	;;3.0;ORDER ENTRY/RESULTS REPORTING;;Dec 17, 1997	N	Y	R	0	0	2	5	8	6	62	2	16
ORCXPND1	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORCXPND1.m	293	13211	22	50	;;3.0;ORDER ENTRY/RESULTS REPORTING;**26,67,75,89,92,94,148,159,188,172,215,243,280,340,306,350,423,514,527,539,513,5...	N	Y	R	0	0	0	32	6	57	7	6	74
ORCXPND2	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORCXPND2.m	164	8428	20	14	;;3.0;ORDER ENTRY/RESULTS REPORTING;**34,53,75,94,141,216**;Dec 17, 1997	N	Y	R	0	0	0	9	3	30	4	3	75
ORCXPND3	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORCXPND3.m	166	6633	13	18	;;3.0;ORDER ENTRY/RESULTS REPORTING;**25,30,43,85,172,243,280,527**;Dec 17, 1997;Build 19	N	Y	R	0	0	0	13	2	60	14	1	57
ORCXPND4	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORCXPND4.m	77	5308	5	4	;;3.0;ORDER ENTRY/RESULTS REPORTING;**67,306**;Dec 17, 1997;Build 43	N	Y	R	0	0	0	6	1	15	1	2	17
ORCXPNDR	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORCXPNDR.m	180	5722	27	10	;;3.0;ORDER ENTRY/RESULTS REPORTING;**25,85,215**;Dec 17, 1997	N	Y	R	0	0	0	12	3	40	32	2	40
ORD1	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD1.m	48	2262	14	2		N	N		0	0	0	12	0	15	0	1	1
ORD11	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD11.m	31	1160	2	1		N	N		0	0	0	3	1	6	2	1	15
ORD110	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD110.m	13	364	6	1		N	N		0	0	0	1	2	1	2	1	3
ORD111	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD111.m	15	402	6	1		N	N		0	0	0	2	2	2	2	1	3
ORD112	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD112.m	15	487	6	1		N	N		0	0	0	0	2	0	2	1	6
ORD12	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD12.m	25	668	6	1		N	N		0	0	0	2	2	6	2	1	4
ORD13	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD13.m	19	529	6	1		N	N		0	0	0	3	2	3	2	1	4
ORD14	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD14.m	13	361	6	1		N	N		0	0	0	1	2	1	2	1	3
ORD15	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD15.m	15	399	6	1		N	N		0	0	0	2	2	2	2	1	3
ORD16	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD16.m	15	482	6	1		N	N		0	0	0	0	2	0	2	1	6
ORD17	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD17.m	35	1374	2	1		N	N		0	0	0	3	1	6	3	2	17
ORD18	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD18.m	37	1341	6	1		N	N		0	0	0	2	2	6	2	2	16
ORD19	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD19.m	19	526	6	1		N	N		0	0	0	3	2	3	2	1	4
ORD2	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD2.m	60	2934	14	2		N	N		0	0	0	22	0	25	0	1	1
ORD21	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD21.m	62	1548	5	1		N	N		0	0	0	3	1	9	2	2	16
ORD210	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD210.m	14	502	7	1		N	N		0	0	0	1	2	1	2	1	4
ORD211	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD211.m	14	509	7	1		N	N		0	0	0	0	2	0	2	1	4
ORD212	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD212.m	62	1573	5	1		N	N		0	0	0	3	1	9	3	2	18
ORD213	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD213.m	15	400	6	1		N	N		0	0	0	2	2	2	2	1	3
ORD214	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD214.m	13	421	6	1		N	N		0	0	0	1	2	1	2	1	4
ORD215	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD215.m	48	1379	9	1		N	N		0	0	0	3	2	6	2	1	9
ORD216	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD216.m	31	726	9	1		N	N		0	0	0	1	2	1	2	1	7
ORD217	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD217.m	13	337	6	1		N	N		0	0	0	1	2	1	2	1	3
ORD218	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD218.m	13	336	6	1		N	N		0	0	0	1	2	1	2	1	3
ORD219	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD219.m	13	329	6	1		N	N		0	0	0	1	2	1	2	1	3
ORD22	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD22.m	15	397	6	1		N	N		0	0	0	2	2	2	2	1	3
ORD220	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD220.m	14	517	7	1		N	N		0	0	0	1	2	1	2	1	4
ORD221	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD221.m	14	503	7	1		N	N		0	0	0	1	2	1	2	1	4
ORD222	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD222.m	14	510	7	1		N	N		0	0	0	0	2	0	2	1	4
ORD23	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD23.m	13	418	6	1		N	N		0	0	0	1	2	1	2	1	4
ORD24	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD24.m	46	1306	9	1		N	N		0	0	0	3	2	6	2	1	8
ORD25	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD25.m	33	775	9	1		N	N		0	0	0	1	2	1	2	1	7
ORD26	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD26.m	13	334	6	1		N	N		0	0	0	1	2	1	2	1	3
ORD27	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD27.m	13	333	6	1		N	N		0	0	0	1	2	1	2	1	3
ORD28	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD28.m	13	326	6	1		N	N		0	0	0	1	2	1	2	1	3
ORD29	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORD29.m	14	515	7	1		N	N		0	0	0	1	2	1	2	1	4
ORDD1	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDD1.m	40	2145	10	1	;;3.0;ORDER ENTRY/RESULTS REPORTING;;Dec 17, 1997	N	Y	R	0	0	0	0	6	0	8	2	26
ORDD100	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDD100.m	133	5061	21	12	;;3.0;ORDER ENTRY/RESULTS REPORTING;**27,157,255**;Dec 17, 1997	N	Y	R	0	0	0	4	19	5	47	1	47
ORDD100A	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDD100A.m	81	2718	7	7	;;3.0;ORDER ENTRY/RESULTS REPORTING;**24,138,157,350**;Dec 17, 1997;Build 77	N	Y	R	0	0	0	1	11	9	18	1	17
ORDD101	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDD101.m	64	3693	15	3	;;3.0;ORDER ENTRY/RESULTS REPORTING;;Dec 17, 1997	N	Y	R	0	0	0	1	6	3	18	4	42
ORDD41	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDD41.m	83	3655	15	13	;;3.0;ORDER ENTRY/RESULTS REPORTING;**4,46,57**;Dec 17, 1997	N	Y	R	0	0	0	1	2	1	4	2	34
ORDD43	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDD43.m	159	6329	21	21	;;3.0;ORDER ENTRY/RESULTS REPORTING;**26,68,94,164,190**;Dec 17, 1997	N	Y	R	0	0	0	5	4	17	4	2	61
ORDDPAPI	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDDPAPI.m	38	985	6	7	;;3.0;ORDER ENTRY/RESULTS REPORTING;**243,377**;Dec 17, 1997;Build 582	N	Y	R	3	0	0	2	0	5	0	1	7
ORDEA	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDEA.m	317	13266	22	57	;;3.0;ORDER ENTRY/RESULTS REPORTING;**306,374,377,499,607**;Dec 17, 1997;Build 7	N	Y	R	10	0	0	14	17	50	24	5	36
ORDEA01	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDEA01.m	165	7106	7	5	;;3.0;ORDER ENTRY/RESULTS REPORTING;**218,374,350,499,607**;Dec 17, 1997;Build 7	N	Y	R	0	16	0	8	2	28	6	2	9
ORDEA01A	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDEA01A.m	273	12570	10	13	;;3.0;ORDER ENTRY/RESULTS REPORTING;**218,350,499**;Dec 17, 1997;Build 165	N	Y	R	0	0	0	7	1	64	2	2	6
ORDEA01B	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDEA01B.m	258	12980	7	10	;;3.0;ORDER ENTRY/RESULTS REPORTING;**218,350,499**;Dec 17, 1997;Build 165	N	Y	R	0	0	0	10	0	69	0	4	28
ORDEA02	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDEA02.m	61	2626	5	14	;;3.0;ORDER ENTRY/RESULTS REPORTING;**371,465**;Dec 17, 1997;Build 7	N	Y	R	0	1	0	6	0	7	0	4	19
ORDEAAUD	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDEAAUD.m	9	250	2	2	;;3.0;ORDER ENTRY/RESULTS REPORTING;**306**;Dec 17, 1997;Build 43	N	Y	R	0	0	0	0	0	0	0	1	1
ORDEBUG	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDEBUG.m	86	3600	5	28	;;3.0;ORDER ENTRY/RESULTS REPORTING;**350,498**;Dec 17, 1997;Build 38	N	Y	R	2	0	0	5	0	7	0	2	7
ORDEBUG1	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDEBUG1.m	65	2700	3	25	;;3.0;ORDER ENTRY/RESULTS REPORTING;**350**;Dec 17, 1997;Build 77	N	Y	R	0	0	0	2	0	2	0	1	1
ORDEBUG2	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDEBUG2.m	48	1759	4	5	;;3.0;ORDER ENTRY/RESULTS REPORTING;**350,443**;Dec 17, 1997;Build 5	N	Y	R	0	0	0	1	0	1	0	2	9
ORDOTP	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDOTP.m	207	8348	14	32	;;3.0;ORDER ENTRY/RESULTS REPORTING;**618**;;Build 14	N	Y	R	0	1	0	9	1	24	1	3	41
ORDOTP1	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDOTP1.m	26	815	2	13	;;3.0;ORDER ENTRY/RESULTS REPORTING;**618**;Sep 19, 2024;Build 14	N	Y	R	0	0	0	1	1	2	1	1	2
ORDSGCHK	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDSGCHK.m	258	10739	10	31	;;3.0;ORDER ENTRY/RESULTS REPORTING;**280,352,345,311,384,395,382,481,413,405**;Dec 17, 1997;Build 212	N	Y	R	0	0	0	12	3	27	4	3	41
ORDV01	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV01.m	82	4500	4	7	;;3.0;ORDER ENTRY/RESULTS REPORTING;**109,160,180,208,215,274**;Dec 17, 1997;Build 20	N	Y	R	0	0	0	7	0	18	0	1	14
ORDV02	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV02.m	169	8854	5	14	;;3.0;ORDER ENTRY/RESULTS REPORTING;**109,118,146,141,208,318,350**;Dec 17, 1997;Build 77	N	Y	R	0	0	0	4	0	26	0	2	76
ORDV02A	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV02A.m	70	3001	5	10	;;3.0;ORDER ENTRY/RESULTS REPORTING;**243,377,498**;Dec 17, 1997;Build 38	N	Y	R	0	0	0	4	0	7	0	2	17
ORDV02B	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV02B.m	124	7581	4	8	;;3.0;ORDER ENTRY/RESULTS REPORTING;**350,423,377,534,610**;Dec 17, 1997;Build 11	N	Y	R	0	0	0	4	0	10	0	2	74
ORDV02C	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV02C.m	85	5394	3	12	;;3.0;ORDER ENTRY/RESULTS REPORTING;**350,423,377,534,603,610**;Dec 17, 1997;Build 11	N	Y	R	0	0	0	4	0	6	0	2	45
ORDV02D	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV02D.m	120	5911	13	2	;;3.0;ORDER ENTRY/RESULTS REPORTING;**423,377,603**;Dec 17, 1997;Build 14	N	Y	R	0	0	0	3	0	4	0	8	43
ORDV03	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV03.m	152	8156	7	10	;;3.0;ORDER ENTRY/RESULTS REPORTING;**109,208,215,243,402**;Dec 17, 1997;Build 3	N	Y	R	0	0	0	4	0	21	0	1	91
ORDV04	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV04.m	189	7935	16	13	;;3.0;ORDER ENTRY/RESULTS REPORTING;**109,148,160,208,195,241,215,274,256,243,306,361,395**;Dec 17,1997;Build 11	N	Y	R	0	0	0	9	0	29	0	2	62
ORDV04A	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV04A.m	144	6657	7	18	;;3.0;ORDER ENTRY/RESULTS REPORTING;**109,243**;Dec 17,1997;Build 242	N	Y	R	0	0	0	7	1	14	2	4	69
ORDV05	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV05.m	37	1701	2	5	;;3.0;ORDER ENTRY/RESULTS REPORTING;**109,208**;Dec 17, 1997	N	Y	R	0	0	0	3	0	3	0	1	21
ORDV05E	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV05E.m	118	4891	14	13	;;3.0;ORDER ENTRY/RESULTS REPORTING;**109,208,315**;Dec 17, 1997;Build 20	N	Y	R	0	0	0	8	0	11	0	4	36
ORDV05T	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV05T.m	32	1527	3	4	;;3.0;ORDER ENTRY/RESULTS REPORTING;**109,208**;Dec 17, 1997	N	Y	R	0	0	0	1	1	1	1	2	12
ORDV05X	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV05X.m	99	4546	9	9	;;3.0;ORDER ENTRY/RESULTS REPORTING;**109,208**;Dec 17, 1997	N	Y	R	0	0	0	2	0	6	0	4	55
ORDV06	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV06.m	138	6440	8	11	;;3.0;ORDER ENTRY RESULTS REPORTING;**109,118,167,208,215,274,243,312,405**;Dec 17, 1997;Build 212	N	Y	R	0	0	0	3	0	12	0	2	57
ORDV06A	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV06A.m	47	2458	3	8	;;3.0;ORDER ENTRY RESULTS REPORTING;**215,243,312**;Dec 17, 1997;Build 31	N	Y	R	0	0	0	3	0	5	0	1	18
ORDV06B	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV06B.m	123	6946	5	15	;;3.0;ORDER ENTRY RESULTS REPORTING;**312,350,424,428,377,498**;Dec 17, 1997;Build 38	N	Y	R	0	0	0	6	0	18	0	3	50
ORDV06C	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV06C.m	85	4830	5	2	;;3.0;ORDER ENTRY RESULTS REPORTING;**377**;Dec 17, 1997;Build 582	N	Y	R	0	0	0	6	0	12	0	3	53
ORDV06D	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV06D.m	176	9665	8	25	;;3.0;ORDER ENTRY RESULTS REPORTING;**539**;Dec 17, 1997;Build 41	N	Y	R	0	0	0	8	0	21	0	4	76
ORDV07	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV07.m	173	8661	10	48	;;3.0;ORDER ENTRY/RESULTS REPORTING;**109,120,159,558**;Dec 17,1997;Build 15	N	Y	R	0	0	0	7	0	18	0	6	79
ORDV08	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV08.m	95	4166	7	7	;;3.0;ORDER ENTRY/RESULTS REPORTING;**109,120,243**;Dec 17,1997;Build 242	N	Y	R	0	0	0	8	1	15	1	1	51
ORDV08A	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV08A.m	72	2990	9	2	;;3.0;ORDER ENTRY/RESULTS REPORTING;**109**;Dec 17,1997	N	Y	R	0	0	0	1	1	2	1	2	19
ORDV09	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDV09.m	57	2193	13	14	;;3.0;ORDER ENTRY/RESULTS REPORTING;**191,298**;Dec 17,1997;Build 14	N	Y	R	0	0	0	1	0	6	0	1	6
ORDVU	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDVU.m	65	2383	10	18	;;3.0;ORDER ENTRY/RESULTS REPORTING;**109**;Dec 17, 1997	N	Y	R	0	0	0	2	22	5	96	1	1
ORDVX1	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORDVX1.m	48	2155	7	9	;;3.0;ORDER ENTRY/RESULTS REPORTING;**243,315,377**;Dec 17, 199;Build 582	N	Y	R	0	0	0	3	0	3	0	2	26
ORECS01	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORECS01.m	43	1324	7	7	;;3.0;ORDER ENTRY/RESULTS REPORTING;**141,149**;Dec 17, 1997	N	Y	R	6	0	0	4	0	7	0	1	1
ORELR	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORELR.m	8	181	3	1	;;3.0;ORDER ENTRY/RESULTS REPORTING;**42**;Dec 17, 1997	N	Y	R	0	0	0	2	0	2	0	0	0
ORELR1	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORELR1.m	79	4905	6	3	;;3.0;ORDER ENTRY/RESULTS REPORTING;**20,42,323**;Dec 17, 1997;Build 10	N	Y	R	0	0	0	7	1	11	1	2	2
ORELR2	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORELR2.m	71	5423	3	8	;;3.0;ORDER ENTRY/RESULTS REPORTING;**20,42,169,323**;Dec 17, 1997;Build 10	N	Y	R	0	0	0	3	2	18	3	4	32
ORELR3	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORELR3.m	47	2190	6	1	;;3.0;ORDER ENTRY/RESULTS REPORTING;**20,42,169**;Dec 17, 1997	N	Y	R	0	0	0	3	1	5	6	3	22
ORELR5	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORELR5.m	103	5288	7	8	;;3.0;ORDER ENTRY/RESULTS REPORTING;**42,453**;Dec 17, 1997;Build 47	N	Y	R	0	0	0	7	1	12	1	6	40
OREOR0	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/OREOR0.m	60	2695	8	1	;;3.0;ORDER ENTRY/RESULTS REPORTING;;Dec 17, 1997	N	Y	R	0	0	0	4	0	6	0	4	13
OREORV	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/OREORV.m	106	4151	31	49	;;3.0;ORDER ENTRY/RESULTS REPORTING;**217**;Dec 17, 1997	N	Y	R	0	2	0	6	0	6	0	1	2
OREORV1	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/OREORV1.m	188	8163	6	127	;;3.0;ORDER ENTRY/RESULTS REPORTING;**217**;Dec 17,1997	N	Y	R	0	0	0	4	1	7	1	2	29
OREORV2	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/OREORV2.m	229	8305	53	86	;;3.0;ORDER ENTRY/RESULTS REPORTING;**217**;Dec 17, 1997	N	Y	R	0	0	0	2	1	4	1	1	20
ORERR	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORERR.m	51	1963	5	16	;;3.0;ORDER ENTRY/RESULTS REPORTING;;Dec 17, 1997	N	Y	R	0	0	0	1	22	2	52	1	5
ORERRH	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORERRH.m	83	2870	5	25	;;3.0;ORDER ENTRY/RESULTS REPORTING;**377,588**;Dec 17, 1997;Build 29	N	Y	R	0	0	0	3	1	5	2	1	13
OREV	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/OREV.m	161	8436	15	31	;;3.0;ORDER ENTRY/RESULTS REPORTING;**142,141**;Dec 17, 1997	N	Y	R	0	3	10	11	3	35	5	3	23
OREV1	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/OREV1.m	182	9563	15	33	;;3.0;ORDER ENTRY/RESULTS REPORTING;**142,141,165**;Dec 17, 1997	N	Y	R	0	0	2	8	3	18	10	6	41
OREV2	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/OREV2.m	196	9156	12	27	;;3.0;ORDER ENTRY/RESULTS REPORTING;**142,141,208**;Dec 17, 1997	N	Y	R	0	0	4	9	0	32	0	3	79
OREV3	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/OREV3.m	223	9452	13	41	;;3.0;ORDER ENTRY/RESULTS REPORTING;**141,165**;Dec 17, 1997	N	Y	R	0	3	2	14	3	46	5	4	23
OREV4	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/OREV4.m	211	7414	17	38	;;3.0;ORDER ENTRY/RESULTS REPORTING;**141,367,377**;Dec 17, 1997;Build 582	N	Y	R	0	3	0	10	2	18	3	3	23
OREVNT	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/OREVNT.m	195	9601	24	19	;;3.0;ORDER ENTRY/RESULTS REPORTING;**141,177,195**;Dec 17, 1997	N	Y	R	0	0	5	19	8	38	13	7	55
OREVNT1	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/OREVNT1.m	127	7040	15	12	;;3.0;ORDER ENTRY/RESULTS REPORTING;**141,195**;Dec 17, 1997	N	Y	R	0	0	2	19	0	48	0	7	25
OREVNTX	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/OREVNTX.m	219	9826	27	34	;;3.0;ORDER ENTRY/RESULTS REPORTING;**141,243,280**;Dec 17, 1997;Build 85	N	Y	R	3	0	0	5	28	13	70	4	104
OREVNTX1	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/OREVNTX1.m	313	9491	44	35	;;3.0;ORDER ENTRY/RESULTS REPORTING;**141,165,149,243,280,347,367**;Dec 17, 1997;Build 3	N	Y	R	39	0	0	8	2	26	2	6	69
ORFEDT	Order Entry Results Reporting	/opt/VistA-M/Packages/Order Entry Results Reporting/Routines/ORFEDT.m	167	5729	9	21	;;3.0;ORDER ENTRY/RESULTS REPORTING;**405,625**;Dec 17, 1997;Build 10	N	Y	R	3	0	0	4	5	7	17	0	0
