routine_name	package	source_path	line_count	byte_size	tag_count	comment_line_count	version_line	is_percent_routine	in_file_9_8	file_9_8_type	rpc_count	option_count	protocol_invoked_count	out_degree	in_degree	out_calls_total	in_calls_total	distinct_globals_touched	global_ref_total
DVBCREDT	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCREDT.m	113	4344	8	20	;;2.7;AMIE;**193,214,225**;Apr 10, 1995;Build 5	N	Y	R	0	1	0	10	0	19	0	2	22
DVBCRELS	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCRELS.m	54	3372	9	14	;;2.7;AMIE;**83,193**;Apr 10, 1995;Build 84	N	Y	R	0	1	0	7	0	11	0	4	15
DVBCREPT	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCREPT.m	234	9710	17	14	;;2.7;AMIE;**226,227,243**;Apr 10, 1995;Build 13	N	Y	R	1	0	0	6	0	18	0	3	33
DVBCREQ1	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCREQ1.m	65	3494	7	7	;;2.7;AMIE;**19,29,126**;Apr 10, 1995;Build 8	N	Y	R	0	0	0	6	1	11	2	6	20
DVBCREQ2	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCREQ2.m	36	2311	7	11	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	3	1	16	1	4	8
DVBCREQ3	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCREQ3.m	20	876	6	7	;;2.7;AMIE;**193**;Apr 10, 1995;Build 84	N	Y	R	0	0	0	2	1	2	1	1	4
DVBCREQM	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCREQM.m	9	717	2	2	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	0	0	0	0	0	0
DVBCREQP	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCREQP.m	83	4582	16	17	;;2.7;AMIE;**193**;;Build 84	N	Y	R	0	1	0	12	0	20	0	4	24
DVBCRLST	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCRLST.m	30	1651	5	7	;;2.7;AMIE;;Apr 10, 1995	N	N		0	1	0	5	0	5	0	0	0
DVBCRMCK	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCRMCK.m	22	1814	4	3	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	1	0	1	0	0	0
DVBCROP1	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCROP1.m	8	544	2	3	;;2.7;AMIE;**193**;Apr 10, 1995;Build 84	N	Y	R	0	0	0	1	1	1	2	0	0
DVBCROPN	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCROPN.m	86	4869	16	10	;;2.7;AMIE;**42,193**;Apr 10, 1995;Build 84	N	Y	R	0	1	0	11	0	18	0	7	35
DVBCRPON	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCRPON.m	66	3522	11	14	;;2.7;AMIE;**2,32,193**;Apr 10, 1995;Build 84	N	Y	R	0	1	0	11	0	13	0	3	6
DVBCRPR1	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCRPR1.m	44	2344	5	9	;;2.7;AMIE;**2,119,156,200**;Apr 10, 1995;Build 2	N	Y	R	0	0	0	3	1	4	8	2	2
DVBCRPRT	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCRPRT.m	81	4137	14	7	;;2.7;AMIE;**31,42,119,192,196,193**;Apr 10, 1995;Build 84	N	Y	R	0	0	0	6	2	22	5	5	40
DVBCSCCK	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCSCCK.m	23	2180	4	3	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	1	0	1	0	0	0
DVBCSCHD	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCSCHD.m	62	3492	13	20	;;2.7;AMIE;**17,193**;Apr 10, 1995;Build 84	N	Y	R	0	1	0	8	0	13	0	2	13
DVBCSDEV	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCSDEV.m	42	1684	2	23	;;2.7;AMIE;**1,208**;Apr 10, 1995;Build 1	N	Y	R	0	0	1	3	0	6	0	0	0
DVBCSECK	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCSECK.m	116	2173	5	99	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	1	0	1	0	0	0
DVBCSIS	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCSIS.m	34	1466	4	3	;;2.7;AMIE;**70,80**;Apr 10, 1995	N	Y	R	0	0	0	1	0	1	0	2	5
DVBCSKCK	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCSKCK.m	27	2521	4	3	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	1	0	1	0	0	0
DVBCSMCK	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCSMCK.m	23	1771	4	3	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	1	0	1	0	0	0
DVBCSPCK	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCSPCK.m	25	2183	4	3	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	1	0	1	0	0	0
DVBCSRCK	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCSRCK.m	22	1749	4	3	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	1	0	1	0	0	0
DVBCST1	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCST1.m	119	4026	2	117	;;2.7;AMIE;**70**;Apr 10, 1995	N	Y	R	0	0	0	0	0	0	0	0	0
DVBCST2	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCST2.m	177	6618	2	175	;;2.7;AMIE;**70**;Apr 10, 1995	N	Y	R	0	0	0	0	0	0	0	0	0
DVBCSTCK	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCSTCK.m	25	1907	4	3	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	1	0	1	0	0	0
DVBCSYCK	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCSYCK.m	24	2033	4	3	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	1	0	1	0	0	0
DVBCTBI1	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCTBI1.m	28	1054	4	3	;;2.7;AMIE;**125**;Apr 10, 1995;Build 9	N	Y	R	0	0	0	1	0	1	0	2	5
DVBCTBI2	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCTBI2.m	95	4748	2	93	;;2.7;AMIE;**125**;Apr 10, 1995;Build 9	N	Y	R	0	0	0	0	0	0	0	0	0
DVBCTBI3	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCTBI3.m	108	5931	2	106	;;2.7;AMIE;**125**;Apr 10, 1995;Build 9	N	Y	R	0	0	0	0	0	0	0	0	0
DVBCTBI4	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCTBI4.m	28	1065	4	3	;;2.7;AMIE;**134**;Apr 10, 1995;Build 1	N	Y	R	0	0	0	1	0	1	0	2	5
DVBCTBI5	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCTBI5.m	173	9635	2	171	;;2.7;AMIE;**134**;Apr 10, 1995;Build 1	N	Y	R	0	0	0	0	0	0	0	0	0
DVBCTBI6	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCTBI6.m	165	9802	2	163	;;2.7;AMIE;**134**;Apr 10, 1995;Build 1	N	Y	R	0	0	0	0	0	0	0	0	0
DVBCTBI7	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCTBI7.m	62	3123	2	60	;;2.7;AMIE;**134**;Apr 10, 1995;Build 1	N	Y	R	0	0	0	0	0	0	0	0	0
DVBCTOG	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCTOG.m	84	4409	6	14	;;2.7;AMIE;**238**;Apr 10, 1995;Build 16	N	Y	R	3	1	0	7	0	20	0	1	10
DVBCTPD2	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCTPD2.m	213	9506	7	27	;;2.7;AMIE;**250,252,254**;Apr 10, 1995;Build 41	N	Y	R	5	0	0	6	2	31	5	2	39
DVBCTPDF	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCTPDF.m	266	12161	12	49	;;2.7;AMIE;**252,254,255**;Apr 10, 1995;Build 21	N	Y	R	9	0	0	9	4	44	4	3	48
DVBCTPST	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCTPST.m	23	857	2	3	;;2.7;AMIE;**1**;Apr 10, 1995	N	N		0	0	0	3	0	5	0	1	1
DVBCTRN	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCTRN.m	98	4742	4	43	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	3	3	4	6	2	3
DVBCTRN1	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCTRN1.m	38	1726	3	7	;;2.7;AMIE;**12,193**;Apr 10, 1995;Build 84	N	Y	R	0	0	0	1	1	1	2	1	8
DVBCTRNN	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCTRNN.m	17	641	4	10	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	3	1	3	1	1	1
DVBCTSCK	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCTSCK.m	23	1851	4	3	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	1	0	1	0	0	0
DVBCTTCK	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCTTCK.m	24	1775	4	3	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	1	0	1	0	0	0
DVBCTXM2	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCTXM2.m	42	1459	6	4	;;2.7;AMIE;**250,252**;Apr 10, 1995;Build 92	N	Y	R	5	0	0	1	0	11	0	1	2
DVBCTXML	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCTXML.m	187	7922	12	22	;;2.7;AMIE;**250,252,254,255**;Apr 10, 1995;Build 21	N	Y	R	7	0	0	9	0	27	0	2	30
DVBCULAP	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCULAP.m	122	4328	4	21	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	6	1	12	2	5	28
DVBCUTA1	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCUTA1.m	128	4855	6	27	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	5	10	9	10	3	15
DVBCUTA2	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCUTA2.m	121	4366	9	12	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	5	1	9	4	3	41
DVBCUTA3	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCUTA3.m	116	4069	5	8	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	5	6	11	7	3	20
DVBCUTA4	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCUTA4.m	49	1605	5	8	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	2	6	2	14	2	14
DVBCUTIL	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCUTIL.m	168	7982	13	45	;;2.7;AMIE;**17,126,143,149,184**;Apr 10, 1995;Build 10	N	Y	R	0	0	0	6	41	7	81	6	31
DVBCUTL2	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCUTL2.m	100	5092	11	31	;;2.7;AMIE;**168***;Apr 10, 1995;Build 3	N	Y	R	0	0	0	4	10	6	13	4	25
DVBCUTL3	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCUTL3.m	91	4381	11	12	;;2.7;AMIE;**132,193**;Apr 10, 1995;Build 84	N	Y	R	0	0	0	5	6	6	11	5	29
DVBCUTL4	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCUTL4.m	151	4696	17	26	;;2.7;AMIE;**57**;Apr 10, 1995	N	Y	R	0	0	0	11	42	17	108	2	16
DVBCUTL5	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCUTL5.m	124	4312	12	38	;;2.7;AMIE;**193**;Apr 10, 1995;Build 84	N	Y	R	0	0	0	3	8	4	23	4	22
DVBCUTL6	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCUTL6.m	154	4539	9	25	;;2.7;AMIE;**1**;Apr 10, 1995	N	N		0	0	0	5	3	7	4	5	34
DVBCUTL7	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCUTL7.m	66	3053	4	26	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	0	1	0	6	2	27
DVBCUTL8	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCUTL8.m	346	11498	17	93	;;2.7;AMIE;**193,227**;Apr 10, 1995;Build 21	N	Y	R	7	0	0	11	30	36	43	5	64
DVBCVSC1	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCVSC1.m	77	2982	2	73	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	1	1	1	1	0	0
DVBCVSC2	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCVSC2.m	52	1785	2	48	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	0	0	0	0	0	0
DVBCVSCK	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCVSCK.m	34	2133	5	12	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	2	1	2	1	0	0
DVBCVW2	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCVW2.m	89	2581	9	37	;;2.7;AMIE;;Apr 10, 1995	N	N		0	0	0	5	0	7	0	1	3
DVBCWAC	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCWAC.m	28	960	4	3	;;2.7;AMIE;**12**;Apr 10, 1995	N	Y	R	0	0	0	1	0	1	0	2	5
DVBCWAC1	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCWAC1.m	71	1356	2	69	;;2.7;AMIE;**12**;Apr 10, 1995	N	Y	R	0	0	0	0	0	0	0	0	0
DVBCWAC2	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCWAC2.m	28	970	4	3	;;2.7;AMIE;**183**;Apr 10, 1995;Build 8	N	Y	R	0	0	0	1	0	1	0	2	5
DVBCWAC3	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCWAC3.m	65	2184	2	63	;;2.7;AMIE;**183**;Apr 10, 1995;Build 8	N	Y	R	0	0	0	0	0	0	0	0	0
DVBCWAH	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCWAH.m	28	1041	4	3	;;2.7;AMIE;**12**;Apr 10, 1995	N	Y	R	0	0	0	1	0	1	0	2	5
DVBCWAH1	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCWAH1.m	147	5053	2	145	;;2.7;AMIE;**12**;Apr 10, 1995	N	Y	R	0	0	0	0	0	0	0	0	0
DVBCWAH2	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCWAH2.m	28	1051	4	3	;;2.7;AMIE;**183**;Apr 10, 1995;Build 8	N	Y	R	0	0	0	1	0	1	0	2	5
DVBCWAH3	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCWAH3.m	134	6641	2	132	;;2.7;AMIE;**183**;Apr 10, 1995;Build 8	N	Y	R	0	0	0	0	0	0	0	0	0
DVBCWAM	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCWAM.m	28	971	4	3	;;2.7;AMIE;**16**;Apr 10, 1995	N	Y	R	0	0	0	1	0	1	0	2	5
DVBCWAM1	Automated Medical Information Exchange	/opt/VistA-M/Packages/Automated Medical Information Exchange/Routines/DVBCWAM1.m	78	3643	2	76	;;2.7;AMIE;**16**;Apr 10, 1995	N	Y	R	0	0	0	0	0	0	0	0	0
