caller_routine	caller_package	callee_tag	callee_routine	kind	ref_count
DGUAMWS	Registration	POST	XOBWLIB	func	1
DGUAMWS	Registration	UPPER	DGUTL	func	1
DGUTL	Registration		DGRPE	do	1
DGUTL	Registration		DIR	do	1
DGUTL	Registration	C	%DTC	do	1
DGUTL	Registration	DIVISION	VAUTOMA	do	1
DGUTL	Registration	DT	DICRW	do	2
DGUTL	Registration	H	XUS	goto	2
DGUTL	Registration	INSUR	IBBAPI	func	1
DGUTL	Registration	S	%ZTLOAD	func	1
DGUTL1	Registration		DIR	do	1
DGUTL1	Registration	EN	DIKZ	do	1
DGUTL2	Registration		%DTC	do	3
DGUTL3	Registration	ELIG	VADPT	do	1
DGUTL3	Registration	FILE	DIE	do	1
DGUTL3	Registration	UPPER	VALM1	func	2
DGUTQ	Registration		%ZIS	do	1
DGUTQ	Registration		%ZISC	do	1
DGUTQ	Registration		%ZTLOAD	do	1
DGUTQ	Registration	KILL	%ZTLOAD	do	1
DGUTQ	Registration	YMD	%DTC	do	1
DGV50PP	Registration		DIE	do	1
DGV50PR	Registration		DIE	do	1
DGV50PR	Registration		DIK	do	1
DGV50PT	Registration		DGV50PT3	do	1
DGV50PT	Registration		DGV50PT4	do	1
DGV50PT	Registration		DIE	do	2
DGV50PT	Registration	FILE	DICN	do	1
DGV50PT	Registration	NOW	%DTC	do	1
DGV50PT1	Registration		DIK	do	1
DGV50PT2	Registration		DIC	do	2
DGV50PT2	Registration		DIE	do	3
DGV50PT2	Registration	EN	DIK	do	1
DGV50PT2	Registration	REDO	DGCRBR	do	1
DGV50PT3	Registration		DIE	do	1
DGV51PR	Registration	EN	DIU2	do	2
DGV51PT	Registration		DIC	do	3
DGV51PT	Registration		DIE	do	4
DGV51PT	Registration		DIK	do	1
DGV51PT	Registration	A	GECSX5	do	1
DGV51PT	Registration	DEL	DGV51PT1	do	1
DGV51PT1	Registration		DIK	do	1
DGV52PC	Registration		DIE	do	2
DGV52PC	Registration		DIK	do	1
DGV52PC	Registration	DT	DICRW	do	1
DGV52PC	Registration	PID	VADPT	do	1
DGV52PC	Registration	PID	VADPT6	do	1
DGV52PC1	Registration	PID	VADPT6	do	1
DGV52PT	Registration		DGV52PT2	do	1
DGV52PT	Registration		DGV52PT3	do	1
DGV52PT	Registration		DIE	do	1
DGV52PT	Registration		VASITE1	do	1
DGV52PT	Registration	DEL	DGV52PT1	do	1
DGV52PT	Registration	FILE	DICN	do	1
DGV52PT1	Registration		DIK	do	1
DGV52PT2	Registration		DIK	do	4
DGV52PT2	Registration	EN	DIU2	do	2
DGV52PT3	Registration		DIE	do	4
DGV52PT3	Registration	EN	DIEZ	do	1
DGV53PP	Registration	LINE	DGVPP	do	2
DGV53PP1	Registration	YN	DICN	do	1
DGV53PR	Registration	EN	DIU2	do	2
DGV53PR	Registration	LINE	DGVPP	do	2
DGV53PT	Registration		DIE	do	1
DGV53PT	Registration		DIK	do	2
DGV53PT	Registration	ENDTIME	DGYPREG	do	1
DGV53PT	Registration	LINE	DGVPP	do	8
DGV53PT	Registration	STTIME	DGYPREG	do	1
DGV53PT1	Registration		DIE	do	2
DGV53PT1	Registration		XMD	do	1
DGV53PT1	Registration	CON2	DGV53PT2	do	1
DGV53PT1	Registration	DD	%DT	do	4
DGV53PT1	Registration	FILE	DICN	do	1
DGV53PT1	Registration	NOW	%DTC	do	5
DGV53PT2	Registration		DIE	do	2
DGV53PT2	Registration	ADDPC	DGV53PT1	do	1
DGV53PT2	Registration	CFL	DGYPREG	do	1
DGV53PT2	Registration	DISPZIP	DGYPREG5	do	1
DGV53PT2	Registration	DONE	DGV53PT1	do	1
DGV53PT2	Registration	ENDLOOP	DGYPREG3	do	1
DGV53PT2	Registration	INITLOOP	DGYPREG	do	1
DGV53PT2	Registration	MAKEZIP4	DGYPREG5	do	1
DGV53PT2	Registration	NEWFILE	DGV53PT1	do	1
DGV53PT2	Registration	NOW	%DTC	do	1
DGV53PT2	Registration	TOTVAAMT	DGYPREG	do	1
DGV53PT2	Registration	WRERROR	DGV53PT1	do	2
DGV53PT3	Registration		DIE	do	2
DGV53PT3	Registration	ADDPC	DGV53PT1	do	1
DGV53PT3	Registration	DONE	DGV53PT1	do	1
DGV53PT3	Registration	NEWFILE	DGV53PT1	do	1
DGV53PT3	Registration	NOW	%DTC	do	1
DGV53PT3	Registration	WRERROR	DGV53PT1	do	2
DGV53PT4	Registration		DIE	do	2
DGV53PT4	Registration	ADDPC	DGV53PT1	do	2
DGV53PT4	Registration	DONE	DGV53PT1	do	2
DGV53PT4	Registration	NEWFILE	DGV53PT1	do	2
DGV53PT4	Registration	NOW	%DTC	do	2
DGV53PT4	Registration	WRERROR	DGV53PT1	do	2
DGV53PT5	Registration		DIE	do	2
DGV53PT5	Registration	ADDPC	DGV53PT1	do	2
DGV53PT5	Registration	DONE	DGV53PT1	do	2
DGV53PT5	Registration	NEWFILE	DGV53PT1	do	1
DGV53PT5	Registration	NOW	%DTC	do	2
DGV53PT5	Registration	WRERROR	DGV53PT1	do	2
DGV53PT6	Registration		DIE	do	2
DGV53PT6	Registration	ADDPC	DGV53PT1	do	1
DGV53PT6	Registration	DONE	DGV53PT1	do	1
DGV53PT6	Registration	NEWFILE	DGV53PT1	do	1
DGV53PT6	Registration	NOW	%DTC	do	1
DGV53PT6	Registration	WRERROR	DGV53PT1	do	2
DGV53PTA	Registration		DIC	do	1
DGV53PTA	Registration		DIE	do	2
DGV53PTB	Registration	IXALL	DIK	do	1
DGV53PTB	Registration	RMK	DGV53PTC	do	1
DGV53PTB	Registration	WAIT	DICD	do	2
DGV53PTC	Registration	ENT1	XMD	do	1
DGV53PTC	Registration	XMZ	XMA2	do	3
DGV53PTE	Registration		DIE	do	2
DGV53PTE	Registration		DIK	do	2
DGV53PTE	Registration	%XY	%RCR	do	1
DGV53PTE	Registration	EN	DIU2	do	1
DGV53PTE	Registration	FILE	DICN	do	2
DGV53PTI	Registration		DIE	do	1
DGV53PTS	Registration		%ZTLOAD	do	1
DGV53PTS	Registration		DIE	do	1
DGV53PTS	Registration		XMD	do	1
DGV53PTS	Registration	KILL	%ZTLOAD	do	1
DGV53PTS	Registration	NOW	%DTC	do	1
DGV53PTS	Registration	YN	DICN	do	1
DGVINT1	Registration		DGVINT2	goto	1
DGVINT2	Registration		DGVINT3	goto	1
DGVINT3	Registration		DGVINT4	goto	1
DGVLT	Registration		DGVLT1	goto	1
DGVLT	Registration		DIK	do	6
DGVLT	Registration	FILE	DICN	do	5
DGVLT	Registration	IX1	DIK	do	5
DGVLT1	Registration		DGVLT2	goto	1
DGVLT1	Registration		DIK	do	5
DGVLT1	Registration	FILE	DICN	do	6
DGVLT1	Registration	IX1	DIK	do	6
DGVLT2	Registration		DGVLT3	goto	1
DGVLT2	Registration		DIK	do	6
DGVLT2	Registration	FILE	DICN	do	6
DGVLT2	Registration	IX1	DIK	do	6
DGVPC	Registration	EN	DGMTCQ	do	1
DGVPC	Registration	EN	DGV52PC	do	1
DGVPC	Registration	EN	DGV52PC1	do	1
DGVPP	Registration		%ZIS	do	1
DGVPP	Registration	EN	DGV53PP	do	1
DGVPP	Registration	H	DGUTL	do	1
DGVPP	Registration	YN	DICN	do	1
DGVPR	Registration		DIC	do	1
DGVPR	Registration		DIE	do	1
DGVPR	Registration	EN	DGV53PR	do	1
DGVPR	Registration	EN	DIU2	do	1
DGVPR	Registration	H	DGUTL	do	1
DGVPR	Registration	LINE	DGVPP	do	2
DGVPR1	Registration		DIE	do	1
DGVPR1	Registration	NOW	%DTC	do	1
DGVPT	Registration		DGINITY	do	1
DGVPT	Registration		DGONIT	do	1
DGVPT	Registration		DGVLT	do	1
DGVPT	Registration		DGVPT1	do	2
DGVPT	Registration		DIC	do	1
DGVPT	Registration		DIE	do	2
DGVPT	Registration	EN	DGV53PT	do	1
DGVPT	Registration	LINE	DGVPP	do	9
DGVPT	Registration	Q	DGVPP	goto	1
DGVPT	Registration	RES	DGVPR1	do	1
DGVPT	Registration	STAN	DGTEMP	do	1
DGVPT	Registration	TIME	DGVPR	do	2
DGVPT	Registration	VERS	DGVPP	do	1
DGVPT1	Registration		DIK	do	2
DGVPT1	Registration	FILE	DICN	do	1
DGVPT1	Registration	REL	DGVPP	func	1
DGVPT1	Registration	VERS	DGVPP	do	1
DGVPT1	Registration	YN	DICN	do	1
DGVPTDV1	Registration	AAA	DVBHQM2	do	1
DGVPTDV1	Registration	EN	DIQ1	do	1
DGVPTDV1	Registration	SCRHD	DVBHUTIL	do	1
DGVPTDV2	Registration	EN	DIQ1	do	1
DGVPTDV2	Registration	SCRHD	DVBHUTIL	do	1
DGVPTDV3	Registration	EN	DIQ1	do	1
DGVPTDV3	Registration	MM	DVBHQM11	do	3
DGVPTDV3	Registration	SCRHD	DVBHUTIL	do	1
DGVPTDV4	Registration	EN	DIQ1	do	1
DGVPTDV4	Registration	SCRHD	DVBHUTIL	do	1
DGVPTIB1	Registration		IBAERR	do	9
DGVPTIB1	Registration		IBAFIL	do	2
DGVPTIB1	Registration	ADD	IBAUTL	do	1
DGVPTIB1	Registration	APPT	IBECEA3	do	1
DGVPTIB1	Registration	ARPARM	IBAUTL	do	2
DGVPTIB1	Registration	BIL	DGMTUB	func	1
DGVPTIB1	Registration	BILLNO	IBAUTL	do	1
DGVPTIB1	Registration	CANCHG	IBECEA2	do	1
DGVPTIB1	Registration	CANCP	IBECEA3	do	1
DGVPTIB1	Registration	CLADD	IBAUTL3	do	1
DGVPTIB1	Registration	DT	DICRW	do	1
DGVPTIB1	Registration	IGN	IBEFUNC	func	1
DGVPTIB1	Registration	IX	DIK	do	1
DGVPTIB1	Registration	SITE	IBAUTL	do	1
DGVPTIB1	Registration	STATUS	SDAM1	func	1
DGVPTIB1	Registration	TYPE	IBAUTL2	do	1
DGVPTIB2	Registration		DIE	do	2
DGVPTIB2	Registration		DIK	do	1
DGVPTIB2	Registration		DIR	do	5
DGVPTIB2	Registration	CANCHG	IBECEA2	do	1
DGVPTIB2	Registration	DD	%DT	do	1
DGVPTIB2	Registration	EN	IBECEA4	do	1
DGVPTIB2	Registration	PAUSE	IBECEA1	do	2
DGVPTIB2	Registration	STATUS	SDAM1	func	1
DGVPTIB2	Registration	YN	DICN	do	2
DGVPTIB3	Registration		DIC	do	2
DGVPTIB3	Registration		DIE	do	2
DGVPTIB3	Registration	DISP	DGCRNS	do	1
DGVPTIB3	Registration	DISP	IBCNS	do	1
DGVPTIB4	Registration		DIC	do	1
DGVPTIB4	Registration		DIE	do	1
DGVPTIB5	Registration	BIL	DGMTUB	func	3
DGVPTIB5	Registration	DAT1	IBOUTL	func	2
DGVPTIB5	Registration	PAUSE	IBOUTL	do	3
DGVPTIB5	Registration	PT	IBEFUNC	func	1
DGVPTIB5	Registration	STATUS	SDAM1	func	1
DGVPTIB5	Registration	Y	DIQ	do	3
DGVPTIB6	Registration	DAT1	IBOUTL	func	2
DGVPTIB6	Registration	HOME	%ZIS	do	1
DGVREL	Registration		%ZIS	do	1
DGVREL	Registration		DIE	do	1
DGVREL	Registration	CHK	DGVREL1	do	1
DGVREL	Registration	CLOSE	DGUTQ	do	1
DGVREL	Registration	DT	DICRW	do	1
DGVREL	Registration	IN	DGHELP	do	1
DGVREL	Registration	REL	DGVPP	func	1
DGVREL	Registration	T	DGVREL2	goto	1
DGVREL	Registration	YN	DICN	do	2
DGVREL	Registration	ZIS	DGUTQ	do	1
DGVREL2	Registration		DGVREL3	do	2
DGVREL2	Registration		XMD	do	1
DGVREL2	Registration	H	DGUTL	do	1
DGVREL2	Registration	Q	DGVREL	goto	1
DGVREL3	Registration		DGVREL4	goto	2
DGVREL3	Registration	DT	DICRW	do	1
DGVREL3	Registration	H	%DTC	do	2
DGVTS00	Registration		DIE	do	1
DGVTS00	Registration	CLOSE	%ZISH	do	6
DGVTS00	Registration	GETICN	MPIF001	func	1
DGVTS00	Registration	OPEN	%ZISH	do	3
DGVTS00	Registration	SITE	VASITE	func	1
DGVTS00	Registration	STATUS	%ZISH	func	1
DGVTSA28	Registration	BLDPID	VAFCQRY	do	1
DGVTSA28	Registration	CREATE	HLTF	do	1
DGVTSA28	Registration	EN	VAFHLPD1	func	1
DGVTSA28	Registration	EN1	VAFHLZPD	func	1
DGVTSA28	Registration	EVN	VAFHLEVN	func	1
DGVTSA28	Registration	GENERATE	HLMA	do	1
DGVTSA28	Registration	INIT	HLFNC2	do	1
DGVTSFS	Registration		DIE	do	1
DGVTSFS	Registration	A28	DGVTSA28	do	1
DGVTSFS	Registration	GET1	DIQ	func	1
DGVTSFS	Registration	GETPAT	DGRPTU	do	1
DGVTSFS	Registration	YN	DICN	do	1
DGWAIT	Registration		DIC	do	4
DGWAIT	Registration		DIE	do	1
DGWAIT	Registration		DIK	do	1
DGWAIT	Registration	YN	DICN	do	1
DGWIN	Registration		DIC	do	1
DGWIN	Registration		DIE	do	1
DGWIN	Registration	C	%DTC	do	1
DGWIN	Registration	FMTE	XLFDT	func	1
DGWPT	Registration	CWAD	DGQPT2	func	1
DGWPT	Registration	ELIG	VADPT	do	1
DGWPT	Registration	EN1	DGQPT2	func	2
DGWPT	Registration	GET	XPAR	func	1
DGWPT	Registration	GETICN	MPIF001	func	1
DGWPT	Registration	HTFM	XLFDT	func	5
DGWPT	Registration	SAVDFLT	DGWPT1	goto	1
DGWPT1	Registration	DEL	XPAR	do	1
DGWPT1	Registration	DW	%DTC	do	1
DGWPT1	Registration	EN	XPAR	do	16
DGWPT1	Registration	NOW	%DTC	do	1
DGWPT1	Registration	OUTPTAP	SDUTL3	func	1
DGWPT1	Registration	OUTPTPR	SDUTL3	func	2
DGWPT1	Registration	OUTPTTM	SDUTL3	func	2
DGX4	Registration		DIE17	goto	1
DGX4	Registration	AST	DIED	goto	1
DGX4	Registration	CENSUS	DGPTIC10	do	1
DGX4	Registration	CODESYS	DGPTIC10	func	1
DGX4	Registration	E	DIE0	do	2
DGX4	Registration	EZBLD	DIALOG	func	2
DGX4	Registration	F	DIE17	do	2
DGX4	Registration	FIREREC	DIE17	do	2
DGX4	Registration	GETTMP	DIKC1	func	1
DGX4	Registration	LABEL	DIALOGZ	func	1
DGX4	Registration	M	DIE17	goto	1
DGX4	Registration	N	DIE17	goto	1
DGX4	Registration	NOSCR	DIED	do	1
DGX4	Registration	OUT	DIE17	goto	2
DGX4	Registration	OUTPUT	DIETLIBF	func	1
DGX4	Registration	RW	DIR2	goto	1
DGX4	Registration	SET	DIED	do	1
DGX4	Registration	SET	DIQ	func	1
DGX4	Registration	UNIQFERR	DIE17	goto	1
DGX4	Registration	VALEXT	DIETLIBF	func	1
DGX4	Registration	VALEXTS	DIETLIBF	func	1
DGX4	Registration	Z	DIE17	goto	1
DGX4	Registration	Z	DIE2	goto	1
DGX41	Registration		%DT	do	1
DGX41	Registration		DGX42	goto	1
DGX41	Registration		DIE17	goto	1
DGX41	Registration	AST	DIED	goto	1
DGX41	Registration	CREF	DILF	func	8
DGX41	Registration	DT401	DGPTUTL1	do	1
DGX41	Registration	E	DIE0	do	1
DGX41	Registration	EZBLD	DIALOG	func	1
DGX41	Registration	F	DIE17	do	37
DGX41	Registration	FIREREC	DIE17	do	29
DGX41	Registration	GETAPI	DGICDGT	do	7
DGX41	Registration	LABEL	DIALOGZ	func	13
DGX41	Registration	M	DIE17	goto	1
DGX41	Registration	NOSCR	DIED	do	1
DGX41	Registration	OREF	DILF	func	8
DGX41	Registration	OUT	DIE17	goto	29
DGX41	Registration	OUTPUT	DIETLIBF	func	1
DGX41	Registration	RW	DIR2	goto	1
DGX41	Registration	SET	DIED	do	1
DGX41	Registration	SET	DIQ	func	1
DGX41	Registration	UNIQFERR	DIE17	goto	1
DGX41	Registration	VALEXT	DIETLIBF	func	1
DGX41	Registration	VALEXTS	DIETLIBF	func	1
DGX41	Registration	Z	DIE17	goto	1
DGX41	Registration	Z	DIE2	goto	1
DGX42	Registration		DGX43	do	1
DGX42	Registration		DGX44	goto	1
DGX42	Registration		DIE17	goto	1
DGX42	Registration	AST	DIED	goto	1
DGX42	Registration	CREF	DILF	func	10
DGX42	Registration	E	DIE0	do	1
DGX42	Registration	EZBLD	DIALOG	func	1
DGX42	Registration	F	DIE17	do	41
DGX42	Registration	FIREREC	DIE17	do	30
DGX42	Registration	GETAPI	DGICDGT	do	10
DGX42	Registration	LABEL	DIALOGZ	func	10
DGX42	Registration	M	DIE17	goto	1
DGX42	Registration	NOSCR	DIED	do	1
DGX42	Registration	OREF	DILF	func	10
DGX42	Registration	OUT	DIE17	goto	30
DGX42	Registration	OUTPUT	DIETLIBF	func	1
DGX42	Registration	RW	DIR2	goto	1
DGX42	Registration	SET	DIED	do	1
DGX42	Registration	SET	DIQ	func	1
DGX42	Registration	UNIQFERR	DIE17	goto	1
DGX42	Registration	VALEXT	DIETLIBF	func	1
DGX42	Registration	VALEXTS	DIETLIBF	func	1
DGX42	Registration	Z	DIE17	goto	1
DGX42	Registration	Z	DIE2	goto	1
DGX44	Registration		DIE17	goto	1
DGX44	Registration	AST	DIED	goto	1
DGX44	Registration	CREF	DILF	func	8
DGX44	Registration	E	DIE0	do	1
DGX44	Registration	EZBLD	DIALOG	func	1
DGX44	Registration	F	DIE17	do	35
DGX44	Registration	FIREREC	DIE17	do	26
DGX44	Registration	GETAPI	DGICDGT	do	8
DGX44	Registration	LABEL	DIALOGZ	func	9
DGX44	Registration	M	DIE17	goto	1
DGX44	Registration	NOSCR	DIED	do	1
DGX44	Registration	OREF	DILF	func	8
DGX44	Registration	OUT	DIE17	goto	26
DGX44	Registration	OUTPUT	DIETLIBF	func	1
DGX44	Registration	RW	DIR2	goto	1
DGX44	Registration	SCAN	DGPTSCAN	do	1
DGX44	Registration	SET	DIED	do	1
DGX44	Registration	SET	DIQ	func	1
DGX44	Registration	UNIQFERR	DIE17	goto	1
DGX44	Registration	VALEXT	DIETLIBF	func	1
DGX44	Registration	VALEXTS	DIETLIBF	func	1
DGX44	Registration	Z	DIE17	goto	1
DGX44	Registration	Z	DIE2	goto	1
DGX45	Registration	KPTFP	DGPTDDCR	do	25
DGX45	Registration	NOTIFYP	DGPTDD	do	2
DGX45	Registration	SPTFP	DGPTDDCR	do	25
DGX5	Registration		DIE17	goto	1
DGX5	Registration	AST	DIED	goto	1
DGX5	Registration	CENSUS	DGPTIC10	do	1
DGX5	Registration	CODESYS	DGPTIC10	func	1
DGX5	Registration	E	DIE0	do	2
DGX5	Registration	EZBLD	DIALOG	func	2
DGX5	Registration	F	DIE17	do	9
DGX5	Registration	FIREREC	DIE17	do	9
DGX5	Registration	GETTMP	DIKC1	func	1
DGX5	Registration	LABEL	DIALOGZ	func	1
DGX5	Registration	M	DIE17	goto	1
DGX5	Registration	N	DIE17	goto	1
DGX5	Registration	NOSCR	DIED	do	1
DGX5	Registration	OUT	DIE17	goto	9
DGX5	Registration	RW	DIR2	goto	1
DGX5	Registration	SET	DIED	do	1
DGX5	Registration	SET	DIQ	func	1
DGX5	Registration	UNIQFERR	DIE17	goto	1
DGX5	Registration	Z	DIE17	goto	1
DGX5	Registration	Z	DIE2	goto	1
DGX51	Registration		DGX52	do	1
DGX51	Registration		DGX53	do	1
DGX51	Registration		DGX54	goto	1
DGX51	Registration		DICR	do	6
DGX51	Registration		DIE17	goto	1
DGX51	Registration	AST	DIED	goto	1
DGX51	Registration	CREF	DILF	func	4
DGX51	Registration	E	DIE0	do	2
DGX51	Registration	EZBLD	DIALOG	func	1
DGX51	Registration	F	DIE17	do	41
DGX51	Registration	FIREREC	DIE17	do	36
DGX51	Registration	GETAPI	DGICDGT	do	4
DGX51	Registration	LABEL	DIALOGZ	func	11
DGX51	Registration	M	DIE17	goto	1
DGX51	Registration	N	DIE17	goto	1
DGX51	Registration	NOSCR	DIED	do	1
DGX51	Registration	OREF	DILF	func	4
DGX51	Registration	OUT	DIE17	goto	36
DGX51	Registration	POA501	DGPTFUT1	func	4
DGX51	Registration	RW	DIR2	goto	1
DGX51	Registration	SET	DIED	do	1
DGX51	Registration	SET	DIQ	func	1
DGX51	Registration	UNIQFERR	DIE17	goto	1
DGX51	Registration	Z	DIE17	goto	1
DGX51	Registration	Z	DIE2	goto	1
DGX510	Registration		DGX511	goto	1
DGX510	Registration		DIE17	goto	1
DGX510	Registration	AST	DIED	goto	1
DGX510	Registration	CHQUES	DGPTSPQ	do	1
DGX510	Registration	CREF	DILF	func	1
DGX510	Registration	DRUG	DGPTSC01	do	1
DGX510	Registration	E	DIE0	do	6
DGX510	Registration	EZBLD	DIALOG	func	1
DGX510	Registration	F	DIE17	do	37
DGX510	Registration	FIREREC	DIE17	do	35
DGX510	Registration	GETAPI	DGICDGT	do	1
DGX510	Registration	LABEL	DIALOGZ	func	14
DGX510	Registration	M	DIE17	goto	1
DGX510	Registration	N	DIE17	goto	5
DGX510	Registration	NOSCR	DIED	do	1
DGX510	Registration	OREF	DILF	func	1
DGX510	Registration	OUT	DIE17	goto	35
DGX510	Registration	POA501	DGPTFUT1	func	1
DGX510	Registration	RW	DIR2	goto	1
DGX510	Registration	SCAN	DGPTSCAN	do	1
DGX510	Registration	SET	DIED	do	1
DGX510	Registration	SET	DIQ	func	1
DGX510	Registration	UNIQFERR	DIE17	goto	1
DGX510	Registration	Z	DIE17	goto	1
DGX510	Registration	Z	DIE2	goto	1
DGX511	Registration		DIE17	goto	1
DGX511	Registration	AST	DIED	goto	1
DGX511	Registration	E	DIE0	do	3
DGX511	Registration	EZBLD	DIALOG	func	1
DGX511	Registration	F	DIE17	do	4
DGX511	Registration	FILEHNC	DGNTAPI1	func	1
DGX511	Registration	FIREREC	DIE17	do	4
DGX511	Registration	LABEL	DIALOGZ	func	2
DGX511	Registration	M	DIE17	goto	1
DGX511	Registration	N	DIE17	goto	2
DGX511	Registration	NOSCR	DIED	do	1
DGX511	Registration	OUT	DIE17	goto	4
DGX511	Registration	RW	DIR2	goto	1
DGX511	Registration	SET	DIED	do	1
DGX511	Registration	SET	DIQ	func	1
DGX511	Registration	UNIQFERR	DIE17	goto	1
DGX511	Registration	Z	DIE17	goto	1
DGX511	Registration	Z	DIE2	goto	1
DGX512	Registration	KPTFMD	DGPTDDCR	do	25
DGX512	Registration	NOTIFY	DGPTDD	do	2
DGX512	Registration	SPTFMD	DGPTDDCR	do	25
DGX52	Registration		DICR	do	1
DGX53	Registration		DICR	do	1
DGX54	Registration		DGX55	do	1
DGX54	Registration		DGX56	do	1
DGX54	Registration		DGX57	goto	1
DGX54	Registration		DICR	do	8
DGX54	Registration		DIE17	goto	1
DGX54	Registration	AST	DIED	goto	1
DGX54	Registration	CREF	DILF	func	5
DGX54	Registration	E	DIE0	do	1
DGX54	Registration	EZBLD	DIALOG	func	1
DGX54	Registration	F	DIE17	do	37
DGX54	Registration	FIREREC	DIE17	do	31
DGX54	Registration	GETAPI	DGICDGT	do	5
DGX54	Registration	LABEL	DIALOGZ	func	10
DGX54	Registration	M	DIE17	goto	1
DGX54	Registration	NOSCR	DIED	do	1
DGX54	Registration	OREF	DILF	func	5
DGX54	Registration	OUT	DIE17	goto	31
DGX54	Registration	POA501	DGPTFUT1	func	5
DGX54	Registration	RW	DIR2	goto	1
DGX54	Registration	SET	DIED	do	1
DGX54	Registration	SET	DIQ	func	1
DGX54	Registration	UNIQFERR	DIE17	goto	1
DGX54	Registration	Z	DIE17	goto	1
DGX54	Registration	Z	DIE2	goto	1
DGX55	Registration		DICR	do	1
DGX56	Registration		DICR	do	1
DGX57	Registration		DGX58	goto	1
DGX57	Registration		DIE17	goto	1
DGX57	Registration	AST	DIED	goto	1
DGX57	Registration	CREF	DILF	func	5
DGX57	Registration	E	DIE0	do	1
DGX57	Registration	EZBLD	DIALOG	func	1
DGX57	Registration	F	DIE17	do	36
DGX57	Registration	FIREREC	DIE17	do	30
DGX57	Registration	GETAPI	DGICDGT	do	5
DGX57	Registration	LABEL	DIALOGZ	func	10
DGX57	Registration	M	DIE17	goto	1
DGX57	Registration	NOSCR	DIED	do	1
DGX57	Registration	OREF	DILF	func	5
DGX57	Registration	OUT	DIE17	goto	30
DGX57	Registration	POA501	DGPTFUT1	func	5
DGX57	Registration	RW	DIR2	goto	1
DGX57	Registration	SET	DIED	do	1
DGX57	Registration	SET	DIQ	func	1
DGX57	Registration	UNIQFERR	DIE17	goto	1
DGX57	Registration	Z	DIE17	goto	1
DGX57	Registration	Z	DIE2	goto	1
DGX58	Registration		DGX59	goto	1
DGX58	Registration		DIE17	goto	1
DGX58	Registration	AST	DIED	goto	1
DGX58	Registration	CREF	DILF	func	5
DGX58	Registration	E	DIE0	do	1
DGX58	Registration	EZBLD	DIALOG	func	1
DGX58	Registration	F	DIE17	do	36
DGX58	Registration	FIREREC	DIE17	do	30
DGX58	Registration	GETAPI	DGICDGT	do	5
DGX58	Registration	LABEL	DIALOGZ	func	10
DGX58	Registration	M	DIE17	goto	1
DGX58	Registration	NOSCR	DIED	do	1
DGX58	Registration	OREF	DILF	func	5
DGX58	Registration	OUT	DIE17	goto	30
DGX58	Registration	POA501	DGPTFUT1	func	5
DGX58	Registration	RW	DIR2	goto	1
DGX58	Registration	SET	DIED	do	1
DGX58	Registration	SET	DIQ	func	1
DGX58	Registration	UNIQFERR	DIE17	goto	1
DGX58	Registration	Z	DIE17	goto	1
