routine_name	tag	data
DDGFASUB	EDIT	
DDGFASUB	UC	
DDGFBK	ADD	
DDGFBK	ADDQ	
DDGFBK	DDGFBK	
DDGFBK	DDS	
DDGFBK	DELETE	
DDGFBK	EDIT	
DDGFBK	EDITQ	
DDGFBK	RC	
DDGFBSEL	COVER	
DDGFBSEL	DDGFBSEL	
DDGFBSEL	OVERLAP	
DDGFBSEL	SELECT	
DDGFEL	CLEAR	
DDGFEL	COVER	
DDGFEL	DDGFEL	
DDGFEL	EDIT	
DDGFEL	GETELEM	
DDGFEL	OVERLAP	
DDGFEL	RC	
DDGFEL	SELECT	
DDGFFLD	DDGFFLD	
DDGFFLD	DDS	
DDGFFLD	EDIT	
DDGFFLD	EDITQ	
DDGFFLD	RC	
DDGFFLDA	ADD	
DDGFFLDA	ADDQ	
DDGFFLDA	DDGFFLDA	
DDGFFLDA	KILLPGS	
DDGFFLDA	LOADF	
DDGFFLDA	RC	
DDGFFLDA	SAVE	
DDGFFM	ADD	
DDGFFM	ADDQ	
DDGFFM	ADDQQ	
DDGFFM	DDGFFM	
DDGFFM	EDIT	
DDGFFM	EDITQ	
DDGFFM	FIL	
DDGFFM	GFT	
DDGFFM	HEADER	
DDGFFM	RC	
DDGFFM	SEL	
DDGFFM	SELPAGE	
DDGFH	DDGFH	
DDGFH	HLP	
DDGFH	RC	
DDGFHBK	ADD	
DDGFHBK	ADDQ	
DDGFHBK	DDGFHBK	
DDGFHBK	DDS	
DDGFHBK	EDIT	
DDGFHBK	RC	
DDGFLOAD	BK	
DDGFLOAD	DDGFLOAD	
DDGFLOAD	PG	
DDGFORD	DDGFORD	
DDGFORD	EN	
DDGFPG	ADD	
DDGFPG	ADDQ	
DDGFPG	CLSPG	
DDGFPG	DDGFPG	
DDGFPG	EDIT	
DDGFPG	LOADPG	
DDGFPG	NXTPRV	
DDGFPG	NXTPRVQ	
DDGFPG	PGSEL	
DDGFPG	RC	
DDGFPG	SUBPG	
DDGFPG	SUBPG1	
DDGFSV	BK	
DDGFSV	DDGFSV	
DDGFSV	FD	
DDGFSV	PG	
DDGFSV	SAVE	
DDGFSV	STPU	
DDGFU	CAPNULL	
DDGFU	COMPCAP	
DDGFU	DDCAP	
DDGFU	DDGFU	
DDGFU	FOCAP	
DDGFU	HBVAL	
DDGFU	L	
DDGFU	LENGTH	
DDGFU	OTHPG	
DDGFU	POSTCH1	
DDGFU	UPDDC	
DDGFU	VAL1	
DDGFUPDB	BK	
DDGFUPDB	BLK	
DDGFUPDB	DDGFUPDB	
DDGFUPDB	FD	
DDGFUPDP	BRC	
DDGFUPDP	DDGFUPDP	
DDGFUPDP	PAGE	
DDGFUPDP	TOP	
DDGLBXA	CREATE	
DDGLBXA	CUP	
DDGLBXA	DDGLBXA	
DDGLBXA	DESTROY	
DDGLBXA	DISP	
DDGLBXA	GETKEY	
DDGLBXA	INIT	
DDGLBXA	LIST	
DDGLBXA	MAP	
DDGLBXA	READ	
DDGLBXA	SETCID	
DDGLBXA	SETPARM	
DDGLBXA	UPDATE	
DDGLBXA1	BOT	
DDGLBXA1	C	
DDGLBXA1	C1	
DDGLBXA1	CUP	
DDGLBXA1	DDGLBXA1	
DDGLBXA1	DISP	
DDGLBXA1	DN	
DDGLBXA1	FLUSH	
DDGLBXA1	PDN	
DDGLBXA1	PUP	
DDGLBXA1	QT	
DDGLBXA1	READ	
DDGLBXA1	SEL	
DDGLBXA1	SHIFTDN	
DDGLBXA1	SHIFTUP	
DDGLBXA1	TO	
DDGLBXA1	TOP	
DDGLBXA1	UP	
DDGLCBOX	CBOX	
DDGLCBOX	DDGLCBOX	
DDGLCBOX	EEXIT	
DDGLCBOX	EKDN	
DDGLCBOX	EQUIT	
DDGLCBOX	INIT	
DDGLCBOX	LKDN	
DDGLCBOX	LTAB	
DDGLIB0	ABT	
DDGLIB0	ASKIOSL	
DDGLIB0	ATT	
DDGLIB0	DDGLIB0	
DDGLIB0	INIT	
DDGLIB0	KILL	
DDGLIB0	MOUSEOFF	
DDGLIB0	MOUSEON	
DDGLIB0	SET	
DDGLIB0	TRMERR	
DDGLIB0	ZIS	
DDGLIBH	DDGLIBH	
DDGLIBH	DEVICE	
DDGLIBH	DISP	
DDGLIBH	DN	
DDGLIBH	FLUSH	
DDGLIBH	GETCH	
DDGLIBH	GETKEY	
DDGLIBH	HLP	
DDGLIBH	MAP	
DDGLIBH	MNE	
DDGLIBH	MNELOOP	
DDGLIBH	PRINT	
DDGLIBH	PT	
DDGLIBH	QT	
DDGLIBH	READ	
DDGLIBH	TO	
DDGLIBH	UP	
DDGLIBP	DDGLIBP	
DDGLIBP	DEVICE	
DDGLIBP	EOPREAD	
DDGLIBP	FINISH	
DDGLIBP	FORMAT	
DDGLIBP	HDR	
DDGLIBP	NONQUEUE	
DDGLIBP	PRINT	
DDGLIBP	PRINTQ	
DDGLIBP	PT	
DDGLIBP	YNREAD	
DDGLIBW	1	
DDGLIBW	2	
DDGLIBW	4	
DDGLIBW	8	
DDGLIBW	ABSAREA	
DDGLIBW	AREA	
DDGLIBW	B	
DDGLIBW	BOX	
DDGLIBW	CLEAR	
DDGLIBW	CLOSE	
DDGLIBW	CLOSEALL	
DDGLIBW	CODE	
DDGLIBW	CREATE	
DDGLIBW	DDGLIBW	
DDGLIBW	DECODE	
DDGLIBW	DESTALL	
DDGLIBW	DESTROY	
DDGLIBW	EXIST	
DDGLIBW	FOCUS	
DDGLIBW	G	
DDGLIBW	OPEN	
DDGLIBW	R	
DDGLIBW	RELAREA	
DDGLIBW	REPAINT	
DDGLIBW	REPALL	
DDGLIBW	U	
DDGLIBW	WRITE	
DDGLIBW1	ABSAREA	
DDGLIBW1	AREA	
DDGLIBW1	CLEAR	
DDGLIBW1	CLEAR1	
DDGLIBW1	CLOSE	
DDGLIBW1	CLOSE1	
DDGLIBW1	CREATE	
DDGLIBW1	CREATE1	
DDGLIBW1	DDGLIBW1	
DDGLIBW1	FOCUS	
DDGLIBW1	FOCUS1	
DDGLIBW1	INTSECT	
DDGLIBW1	LEN	
DDGLIBW1	MAX	
DDGLIBW1	OPEN	
DDGLIBW1	OPEN1	
DDGLIBW1	RELAREA	
DDIOL	DDIOL	
DDIOL	EN	
DDIOL	LD	
DDIOL	LD1	
DDIOL	SM	
DDIOL	SMQ	
DDMAP	ADD	
DDMAP	ADD0	
DDMAP	ADD1	
DDMAP	DDMAP	
DDMAP	DDPCK	
DDMAP	EN1	
DDMAP	END	
DDMAP	EXIT	
DDMAP	EXIT1	
DDMAP	EXIT2	
DDMAP	GET	
DDMAP	GO	
DDMAP	HLP	
DDMAP	HLP1	
DDMAP	INFO	
DDMAP	KILL	
DDMAP	LIST	
DDMAP	REM	
DDMAP	ST	
DDMAP1	DDMAP1	
DDMAP1	END	
DDMAP1	FSHORT	
DDMAP1	NXF	
DDMAP1	NXFL	
DDMAP1	NXFLD	
DDMAP1	NXPT	
DDMAP1	NXUP	
DDMAP1	OUT	
DDMAP1	REV	
DDMAP1	SHORT	
DDMAP1	TO	
DDMAP1	TOOK	
DDMAP1	TOUP	
DDMAP2	DDMAP2	
DDMAP2	GETFR	
DDMAP2	GETTO	
DDMAP2	HDR	
DDMAP2	NOT	
DDMAP2	NOT1	
DDMAP2	NXF	
DDMAP2	NXFLD	
DDMAP2	NXTF	
DDMAP2	SETF	
DDMAP2	SETV	
DDMAP2	ST	
DDMAP2	SUB	
DDMAP2	VIIVA	
DDMOD	CREIXN	
DDMOD	DDMOD	
DDMOD	DELIX	
DDMOD	DELIXN	
DDMOD	FILESEC	
DDMP	DDMP	
DDMP	FDASET	
DDMP	FILE	
DDMP	FLDBLD	
DDMP	OUT	
DDMP	PARSE	
DDMP	PUTDRVR	
DDMP	RECERR	
DDMP	RECPROC	
DDMP	TASK	
DDMP	TOT	
DDMP1	DDMP1	
DDMP1	FILENUM	
DDMP1	FLDVAL	
DDMP1	GETFMT	
DDMP1	GETSRC	
DDMP1	INFILE	
DDMP1	RQIDOK	
DDMP1	TMP2DR	
DDMP1	TMPL2DR	
DDMP1	TMPL2SQ	
DDMP1	TODR	
DDMP2	BROWSET	
DDMP2	DDMP2	
DDMP2	DEV	
DDMP2	HDR	
DDMP2	HDR1	
DDMP2	LDXTMP	
DDMP2	LN1	
DDMP2	LN2	
DDMP2	PRNT	
DDMP2	PRNTHM	
DDMP2	QUE	
DDMP2	REP1	
DDMP2	REP2	
DDMP2	SETIOP	
DDMP2	SETQTIME	
DDMPSM	CHNGFILE	
DDMPSM	DDMPSM	
DDMPSM	DELFLD	
DDMPSM	FDPROC	
DDMPSM	FF	
DDMPSM	FILESEL	
DDMPSM	IXF	
DDMPSM	PATHNM	
DDMPSM	TMPLSCR	
DDMPSM	UP1	
DDMPSM	VAL	
DDMPSM	VALERR	
DDMPSM1	DDMPSM1	
DDMPSM1	GETHOSTS	
DDMPSM1	HOSTHELP	
DDMPSM1	LENCHK	
DDMPSM1	PAGE2	
DDMPU	CKDLT	
DDMPU	DDMPU	
DDMPU	DUPNAME	
DDMPU	EN	
DDMPU	MKTMPL	
DDR	11	
DDR	31	
DDR	DDR	
DDR	DIC	
DDR	END	
DDR	ERROR	
DDR	FLDS	
DDR	IENS	
DDR	IX1	
DDR	LISTC	
DDR	PARSE	
DDR	SET	
DDR	UNPACKED	
DDR	V0	
DDR	V1	
DDR	WID	
DDR	Z	
DDR0	1	
DDR0	3	
DDR0	4	
DDR0	DDR0	
DDR0	ERROR	
DDR0	FINDC	
DDR0	FINDI	
DDR0	PARSE	
DDR0	UNPACKED	
DDR0	Z	
DDR1	DDR1	
DDR1	DIKC	
DDR1	FILENOC	
DDR1	GLCNT	
DDR1	IFNODE	
DDR1	LOCKC	
DDR1	NODEC	
DDR2	1	
DDR2	11	
DDR2	2	
DDR2	21	
DDR2	DDR2	
DDR2	ERROR	
DDR2	FIND1C	
DDR2	GETHLPC	
DDR2	GETSC	
DDR2	HELP	
DDR2	HLP	
DDR2	PARSE	
DDR2	SET	
DDR3	DDR3	
DDR3	ERROR	
DDR3	FDASET	
DDR3	FILEC	
DDR3	HELP	
DDR3	SET	
DDR3	VALC	
DDR4	DDR4	
DDR4	FDASET2	
DDR4	KEYVAL	
DDS	1	
DDS	B1	
DDS	BLDDA	
DDS	BLK	
DDS	CLONE	
DDS	CLRMSG	
DDS	D0	
DDS	DBLK	
DDS	DDS	
DDS	DFRM	
DDS	DIE	
DDS	P1	
DDS	PA	
DDS	PG	
DDS	PRINT	
DDS	PROC	
DDS	PTB	
DDS	RESET	
DDS	RUN	
DDS	SEL	
DDS0	COMPILED	
DDS0	DDS0	
DDS0	DDSHBX	
DDS0	DDSREFT	
DDS0	EGP	
DDS0	EN	
DDS0	END	
DDS0	FORM	
DDS0	FRSTPG	
DDS0	INIT	
DDS0	IXF	
DDS0	MOUSEOFF	
DDS0	MOUSEON	
DDS0	OLDREF	
DDS0	REC	
DDS0	REF	
DDS0	UNLOCK	
DDS01	CHK	
DDS01	CL	
DDS01	CURSOR	
DDS01	DDS01	
DDS01	EX	
DDS01	EXT	
DDS01	HITE	
DDS01	IN	
DDS01	MOUSE	
DDS01	NB	
DDS01	NF	
DDS01	NP	
DDS01	PP	
DDS01	PRNT	
DDS01	QT	
DDS01	RF	
DDS01	SEL	
DDS01	SV	
DDS01	UNED	
DDS02	CHECKEY	
DDS02	DDS02	
DDS02	DEC	
DDS02	EXT	
DDS02	PT	
DDS02	PTFO	
DDS02	REFRESH	
DDS02	REPNT	
DDS02	SV	
DDS1	ACT	
DDS1	BLK	
DDS1	D0	
DDS1	DDS1	
DDS1	DISV	
DDS1	EN	
DDS1	END	
DDS1	F	
DDS1	GETD0	
DDS1	GFT	
DDS1	NOFILE	
DDS1	REP	
DDS1	REPLD	
DDS10	BK	
DDS10	DDS10	
DDS10	DDSDA	
DDS10	GDA	
DDS10	GL	
DDS10	SET	
DDS10	SUBER	
DDS10	SUBGL	
DDS11	BEGIN	
DDS11	DDS11	
DDS11	DEF	
DDS11	EN	
DDS11	EXT	
DDS11	L1	
DDS11	L2	
DDS11	L22	
DDS11	L3	
DDS11	LD	
DDS11	MUMPS	
DDS11	XFORM	
DDS2	BK	
DDS2	BR	
DDS2	CAP	
DDS2	CKUNED	
DDS2	DDO	
DDS2	DDS2	
DDS2	DX	
DDS2	ERR	
DDS2	ERR1	
DDS2	F	
DDS2	FD	
DDS2	FILL	
DDS2	FINDXY	
DDS2	JMP	
DDS2	KILL	
DDS2	MOUSE	
DDS2	NO	
DDS2	NP	
DDS2	OUT	
DDS2	PG	
DDS2	POSTACT	
DDS2	UNED	
DDS2	UPA	
DDS2	UPCASE	
DDS2	XCAP	
DDS3	C	
DDS3	CL	
DDS3	DDS3	
DDS3	E	
DDS3	ERR3	
DDS3	EX	
DDS3	MSG1	
DDS3	N	
DDS3	P	
DDS3	Q	
DDS3	QT	
DDS3	R	
DDS3	S	
DDS3	TO	
DDS4	DDS4	
DDS4	FLD	
DDS4	FORMONLY	
DDS4	GDA	
DDS4	REC	
DDS4	TRIG	
DDS4	WP	
DDS4	XR	
DDS41	DAS	
DDS41	DDS41	
DDS41	END	
DDS41	EOP	
DDS41	LDALL	
DDS41	LDERR	
DDS41	LP	
DDS41	PRNT	
DDS41	VF	
DDS41	VR	
DDS41	WLIN	
DDS5	DDA	
DDS5	DDS5	
DDS5	LST	
DDS5	MULT	
DDS5	NB	
DDS5	NP	
DDS5	PP	
DDS5	SEL	
DDS5	UDA	
DDS6	B	
DDS6	D	
DDS6	DDS6	
DDS6	DEL	
DDS6	DELP	
DDS6	DM	
DDS6	K	
DDS6	SUB	
DDS7	DDS7	
DDS7	RPB	
DDS7	RPF	
DDS7	RPF1	
DDSBOX	BOUNDS	
DDSBOX	CLEAR	
DDSBOX	DDSBOX	
DDSBOX	EN	
DDSCAP	DDSCAP	
DDSCAP	DUP	
DDSCAP	FUNC	
DDSCAP	L	
DDSCAP	T	
DDSCAP	U	
DDSCAP	UPCASE	
DDSCLONE	DDSCLONE	
DDSCLONE	DICW	
DDSCLONE	DONE	
DDSCLONE	EGP	
DDSCLONE	FORM	
DDSCLONE	FORMQ	
DDSCLONE	GETBLKS	
DDSCLONE	NAME	
DDSCLONE	QUIT	
DDSCLONE	RENAME	
DDSCLONE	RENBLK	
DDSCLONE	RENFORM	
DDSCLONE	RENMSP	
DDSCLONE	REPORT	
DDSCLONF	ASKCONT	
DDSCLONF	CREATBK	
DDSCLONF	CREATFM	
DDSCLONF	DDSCLONF	
DDSCLONF	EDITFM	
DDSCLONF	INDEXFM	
DDSCOM	BOT	
DDSCOM	CHLP	
DDSCOM	COM	
DDSCOM	DDSCOM	
DDSCOM	EXSANEXR	
DDSCOM	HC	
DDSCOM	HE	
DDSCOM	HN	
DDSCOM	HP	
DDSCOM	HQ	
DDSCOM	HR	
DDSCOM	HS	
DDSCOM	SETUP	
DDSCOM	TRANS	
DDSCOMP	DA	
DDSCOMP	DDSCOMP	
DDSCOMP	DDSDA	
DDSCOMP	EVAL	
DDSCOMP	GETDA	
DDSCOMP	PARSE	
DDSCOMP	RPCF	
DDSCOMP	RPCF1	
DDSCOMP	VAL	
DDSDBLK	ALL	
DDSDBLK	ASKCONT	
DDSDBLK	ASKDEL	
DDSDBLK	DDSDBLK	
DDSDBLK	DELNPR	
DDSDBLK	DELPR	
DDSDBLK	EGP	
DDSDBLK	FILE	
DDSDBLK	FILEQ	
DDSDBLK	FINDALL	
DDSDBLK	FINDB	
DDSDBLK	INIT	
DDSDBLK	PROC	
DDSDBLK	QUIT	
DDSDBLK	REPORT	
DDSDBLK	SUB	
DDSDEL	DD	
DDSDEL	DDSDEL	
DDSDEL	DELBLK	
DDSDEL	FORM	
DDSDEL	GETFORMS	
DDSDEL	OTHER	
DDSDEL	QUIT	
DDSDEL	SETBLK	
DDSDEL	SETUP	
DDSDFRM	ASKCONT	
DDSDFRM	ASKDEL	
DDSDFRM	COMMON	
DDSDFRM	DDSDFRM	
DDSDFRM	DELNPR	
DDSDFRM	DELPR	
DDSDFRM	DICW	
DDSDFRM	EGP	
DDSDFRM	EN	
DDSDFRM	FORM	
DDSDFRM	FORMQ	
DDSDFRM	GETBLKS	
DDSDFRM	INIT	
DDSDFRM	QUIT	
DDSDFRM	REPORT	
DDSFO	DDSFO	
DDSFO	DIR	
DDSIT	CEXPR	
DDSIT	DDSIT	
DDSIT	PFIELD	
DDSIT	PLINK	
DDSIT	QUIT	
DDSLIB	AFTQ	
DDSLIB	BK	
DDSLIB	DDSLIB	
DDSLIB	FD	
DDSLIB	FIELD	
DDSLIB	FIND	
DDSLIB	GETFLD	
DDSLIB	PG	
DDSLIB	PIECE	
DDSLIB	QT	
DDSLIB	RPAR	
DDSLIB	UPCASE	
DDSLIB	UQT	
DDSM	ADD	
DDSM	DDSM	
DDSM	END	
DDSM	GFT	
DDSM	MAX	
DDSM	MDA	
DDSM	MDN	
DDSM	MIN	
DDSM	MNAV	
DDSM	MUP	
DDSM	PGDN	
DDSM	PGUP	
DDSM	POSDA	
DDSM	POSSN	
DDSM	SEL	
DDSM	STUFF	
DDSM1	DDSM1	
DDSM1	DEL	
DDSM1	DIR0	
DDSM1	DIR01	
DDSM1	DIR02	
DDSM1	LOAD	
DDSM1	MDEL	
DDSM1	MDELONE	
DDSM1	MLOAD	
DDSMSG	DDSMSG	
DDSMSG	ERR	
DDSMSG	HLP	
DDSMSG	LD	
DDSMSG	MSG	
DDSMSG	SETDDH	
DDSMSG	WP	
DDSMSG	WRAP	
DDSOPT	0	
DDSOPT	1	
DDSOPT	2	
DDSOPT	3	
DDSOPT	4	
DDSOPT	5	
DDSOPT	6	
DDSOPT	7	
DDSOPT	CREATE	
DDSOPT	DDSOPT	
DDSOPT	EN	
DDSOPT	OPT	
DDSOPT	Q	
DDSPRNT	DDSPRNT	
DDSPRNT	END	
DDSPRNT	FORM	
DDSPRNT	HDR1	
DDSPRNT	HDR2	
DDSPRNT	HEADER	
DDSPRNT	INIT	
DDSPRNT	PAGEBRK	
DDSPRNT	PCOL	
DDSPRNT	PRINT	
DDSPRNT	SELFORM	
DDSPRNT	W	
DDSPRNT	WP	
DDSPRNT	WR	
DDSPRNT1	BLOCK	
DDSPRNT1	DDSPRNT1	
DDSPRNT1	HBLKS	
DDSPRNT1	PAGE	
DDSPRNT1	PCOL	
DDSPRNT1	W	
DDSPRNT1	WR	
DDSPRNT2	BLOCK	
DDSPRNT2	DDSPRNT2	
DDSPRNT2	FIELD	
DDSPRNT2	PCOL	
DDSPRNT2	W	
DDSPRNT2	WR	
DDSPTR	COMPTR	
DDSPTR	DD	
DDSPTR	DDSPTR	
DDSPTR	FO	
DDSPTR	GETFF	
DDSPTR	LKPARM	
DDSPTR	LOOP	
DDSPTR	LOOP1	
DDSPTR	PT	
DDSR	DB	
DDSR	DDSR	
DDSR	DF	
DDSR	DMULT	
DDSR	DMULT1	
DDSR	DMULTN	
DDSR	GFT	
DDSR	HITE	
DDSR	LAST	
DDSR	PAINT	
DDSR	PLUSSIGN	
DDSR	R	
DDSR	RP	
DDSR	XCAP	
DDSR	XCAPQ	
DDSR1	CAP	
DDSR1	DDSR1	
DDSR1	EGP	
DDSRP	BLKS	
DDSRP	CAP	
DDSRP	DB	
DDSRP	DDSRP	
DDSRP	DF	
DDSRP	DMULT	
DDSRP	DMULT1	
DDSRP	EN	
DDSRP	ENQ	
DDSRP	GFT	
DDSRP	PRINT	
DDSRP	PUT	
DDSRP	XCAP	
DDSRP	XCAPQ	
DDSRSEL	ASKSAVE	
DDSRSEL	CLRDAT	
DDSRSEL	DDSRSEL	
DDSRSEL	GDA	
DDSRSEL	GFT	
DDSRSEL	KILL	
DDSRSEL	PG	
DDSRSEL	UNLOCK	
DDSRUN	DDSRUN	
DDSRUN	EGP	
DDSRUN	GO	
DDSRUN	MULSELPG	
DDSRUN	PAGE	
DDSRUN	REC	
DDSRUN	RUNQ	
DDSSTK	DDSSTK	
DDSSTK	POPUP	
DDSSTK	UP	
DDSU	ASK	
DDSU	CHOICE	
DDSU	DDSU	
DDSU	FM	
DDSU	H	
DDSU	HIGH	
DDSU	LIST	
DDSU	MORE	
DDSU	Q	
DDSU	Q2	
DDSU	QQ	
DDSU	READ	
DDSU	SC	
DDSU	SC1	
DDSU	SC2	
DDSU	STP	
DDSU	SV	
DDSU	T	
DDSU	W	
DDSU	WR	
DDSU	WRITMOUS	
DDSU	Y	
DDSU	Z	
DDSUTL	ADD	
DDSUTL	DDSDA	
DDSUTL	DDSUTL	
DDSUTL	DESTROY	
DDSUTL	HLP	
DDSUTL	MDEL	
DDSUTL	MLOAD	
DDSUTL	MSG	
DDSUTL	PROC	
DDSUTL	REFRESH	
DDSUTL	REQ	
DDSUTL	REQID	
DDSUTL	SETATT	
DDSUTL	UNED	
DDSVAL	DDSVAL	
DDSVAL	FIELD	
DDSVAL	GDIE	
DDSVAL	GET	
DDSVAL	GETQ	
DDSVAL	GNDPC	
DDSVAL	GVAL	
DDSVAL	HITE	
DDSVAL	PUT	
DDSVAL	PUTQ	
DDSVAL	UPDATE	
DDSVAL	VALPUT	
DDSVALF	DDSVALF	
DDSVALF	DEF	
DDSVALF	GET	
DDSVALF	GETQ	
DDSVALF	HITE	
DDSVALF	PUT	
DDSVALF	PUTQ	
DDSVALM	DDSVALM	
DDSVALM	ERR	
DDSVALM	GETWP	
DDSVALM	MULT	
DDSVALM	PUTMULT	
DDSVALM	PUTWP	
DDSVALM	REL	
DDSWP	DDSWP	
DDSWP	EDIT	
DDSWP	EDITQ	
DDSWP	EGP	
DDSWP	HELP	
DDSWP	MOUSEOFF	
DDSWP	MOUSEON	
DDSWP	WP	
DDSWP	WPLUS	
DDSZ	ALL	
DDSZ	BLDLST	
DDSZ	BLK	
DDSZ	DDSZ	
DDSZ	DEL	
DDSZ	DELALL	
DDSZ	DELGRP	
DDSZ	EN	
DDSZ	END	
DDSZ	ENGRP	
DDSZ	ENLIST	
DDSZ	ERR	
DDSZ	FRMLST	
DDSZ	IND	
DDSZ	PG	
DDSZ1	CAPS	
DDSZ1	DDSZ1	
DDSZ1	EN	
DDSZ1	FLD	
DDSZ1	HITE	
DDSZ1	KILL	
DDSZ1	LOOP	
DDSZ1	UP	
DDSZ2	DDSZ2	
DDSZ2	EN	
DDSZ2	FIRST	
DDSZ2	NAV	
DDSZ2	NAV1	
DDSZ2	ORD	
DDSZ2	RNAV	
DDSZ2	SCR	
DDSZ3	ASUB	
DDSZ3	DDSZ3	
DDSZ3	PGRP	
DDU	0	
DDU	1	
DDU	2	
DDU	3	
DDU	4	
DDU	5	
DDU	DDU	
DDU	EN	
DDU	OPT	
DDU	Q	
DDUCHK	A	
DDUCHK	CHK	
DDUCHK	CHKHDR	
DDUCHK	DDAC	
DDUCHK	DDUCHK	
DDUCHK	DQ	
DDUCHK	EN	
DDUCHK	EN1	
DDUCHK	EXIT	
DDUCHK	PAGE	
DDUCHK	WFI	
DDUCHK	ZIS	
DDUCHK1	AC	
DDUCHK1	AC1	
DDUCHK1	AC2	
DDUCHK1	AC3	
DDUCHK1	ACM	
DDUCHK1	DDUCHK1	
DDUCHK1	ID	
DDUCHK1	ID1	
DDUCHK1	IX	
DDUCHK1	IX1	
DDUCHK1	IX2	
DDUCHK1	IXDUP	
DDUCHK1	M1	
DDUCHK1	M2	
DDUCHK1	MN	
DDUCHK1	NM	
DDUCHK1	PT	
DDUCHK1	PT1	
DDUCHK1	PTM	
DDUCHK1	WFE	
DDUCHK1	WFI	
DDUCHK1	WHO	
DDUCHK1	WMS	
DDUCHK2	CHK6	
DDUCHK2	CHKGL	
DDUCHK2	CHKSB	
DDUCHK2	CHKSBA	
DDUCHK2	DDUCHK2	
DDUCHK2	FIELD	
DDUCHK2	FIVE	
DDUCHK2	MULT	
DDUCHK2	POP	
DDUCHK2	PT	
DDUCHK2	PT1	
DDUCHK2	PUSH	
DDUCHK2	Q	
DDUCHK2	VP	
DDUCHK2	WHO	
DDUCHK3	COMP	
DDUCHK3	DDUCHK3	
DDUCHK3	DXREF	
DDUCHK3	TRIG	
DDUCHK3	TRIGM	
DDUCHK3	WFE	
DDUCHK3	WFI	
DDUCHK3	WHO	
DDUCHK3	XREF	
DDUCHK3	XREF1	
DDUCHK3	XREFM	
DDUCHK4	CHKAC	
DDUCHK4	CHKBB	
DDUCHK4	CHKF	
DDUCHK4	CHKIX	
DDUCHK4	CRV	
DDUCHK4	DDUCHK4	
DDUCHK4	FFILE	
DDUCHK4	FNM	
DDUCHK4	FON	
DDUCHK4	FRF	
DDUCHK4	INDEX	
DDUCHK4	IXID	
DDUCHK4	KILL	
DDUCHK4	OID	
DDUCHK4	SET	
DDUCHK4	WCHK	
DDUCHK4	WEN	
DDUCHK4	WFMS	
DDUCHK4	WMS	
DDUCHK4	WNE	
DDUCHK4	WNM	
DDUCHK4	WNOIX	
DDUCHK4	WRITE	
DDUCHK5	CHKAP	
DDUCHK5	CHKBB	
DDUCHK5	CHKF	
DDUCHK5	CHKKEY	
DDUCHK5	DDUCHK5	
DDUCHK5	FFILE	
DDUCHK5	FLD	
DDUCHK5	FNM	
DDUCHK5	FPRI	
DDUCHK5	KEY	
DDUCHK5	KEYID	
DDUCHK5	KILL	
DDUCHK5	SET	
DDUCHK5	WCHK	
DDUCHK5	WEN	
DDUCHK5	WFMS	
DDUCHK5	WINC	
DDUCHK5	WMS	
DDUCHK5	WNE	
DDUCHK5	WNM	
DDUCHK5	WNOKEY	
DDUCHK5	WPRI	
DDUCHK5	WRITE	
DDW	CLR	
DDW	DDW	
DDW	EDIT	
DDW	END	
DDW	ERR	
DDW	FERR	
DDW	INIT	
DDW	MAIN	
DDW	MAR	
DDW	MSG	
DDW	RESET	
DDW1	AUTOSV	
DDW1	AUTOTM	
DDW1	AUTOVAL	
DDW1	BOX	
DDW1	CTRL	
DDW1	CTRLREM	
DDW1	CUP	
DDW1	DDW1	
DDW1	LOAD	
DDW1	MIN	
DDW1	NTS	
DDW1	POS	
DDW1	QUIT	
DDW1	QUITVAL	
DDW1	SAVE	
DDW1	SV	
DDW1	TR	
DDW2	CUP	
DDW2	DDW2	
DDW2	ERR	
DDW2	LSET	
DDW2	POS	
DDW2	REPLM	
DDW2	RSET	
DDW2	RULER	
DDW2	SCR	
DDW2	STAT	
DDW2	TSALL	
DDW2	TSALLVAL	
DDW2	TSET	
DDW2	WRAPM	
DDW3	BOT	
DDW3	CUP	
DDW3	DDW3	
DDW3	ERR	
DDW3	LINE	
DDW3	MAX	
DDW3	MIN	
DDW3	MVBCK	
DDW3	MVFWD	
DDW3	POS	
DDW3	RULER	
DDW3	SCR	
DDW3	SCRDN	
DDW3	SCRUP	
DDW3	SHFTDN	
DDW3	SHFTUP	
DDW3	SHIFT	
DDW3	TOP	
DDW4	CUP	
DDW4	DDW4	
DDW4	DELW	
DDW4	DEOL	
DDW4	ERR	
DDW4	JLEFT	
DDW4	JRIGHT	
DDW4	LBEG	
DDW4	LEND	
DDW4	MAX	
DDW4	MIN	
DDW4	PGDN	
DDW4	PGUP	
DDW4	POS	
DDW4	PUNC	
DDW4	SCR	
DDW4	TAB	
DDW4	WORDL	
DDW4	WORDR	
DDW4	WRPOS	
DDW5	BREAK	
DDW5	CUP	
DDW5	DDW5	
DDW5	ILINE	
DDW5	LD	
DDW5	MIN	
DDW5	POS	
DDW5	SCR	
DDW5	TR	
DDW5	WRAP	
DDW5	WRAPI	
DDW5	WRAPW	
DDW5	XLINE	
DDW5	XLINEP	
DDW6	ADJMAR	
DDW6	AMINCJ	
DDW6	AMLOOP	
DDW6	AMSHIFT	
DDW6	CUP	
DDW6	DDW6	
DDW6	JOIN	
DDW6	JOIN2	
DDW6	LD	
DDW6	MAX	
DDW6	MIN	
DDW6	POS	
