routine_name	ref	location_list
DIEVS	DIOU DTYP	0
DIEZ	DIALOG $$EZBLD	0
DIEZ	DIALOG BLD	0
DIEZ	DIALOG MSG	0
DIEZ	DIC 	0
DIEZ	DICRW DT	0
DIEZ	DIEFU CALLOUT	0
DIEZ	DIEFU INIZE	0
DIEZ	DIEZ0 	0
DIEZ	DIEZ2 L	0
DIEZ	DIEZ2 QFF	0
DIEZ	DII OS	0
DIEZ	DIKC1 $$GETTMP	0
DIEZ	DILIBF $$ROUEXIST	0
DIEZ	DIPZ0 RNM	0
DIEZ	DIPZ0 SIZ	0
DIEZ	DIR 	0
DIEZ0	DIETLIBF $$VALEXT	0
DIEZ0	DIETLIBF $$VALEXTS	0
DIEZ0	DIEZ NEWROU	0
DIEZ0	DIEZ1 	0
DIEZ0	DIEZ2 	0
DIEZ0	DIEZ2 AF	0
DIEZ0	DIEZ2 DIERN	0
DIEZ0	DIEZ2 DU	0
DIEZ0	DIEZ2 K	0
DIEZ0	DIEZ2 MUL	0
DIEZ0	DIEZ2 O	0
DIEZ0	DIEZ2 PR	0
DIEZ0	DIEZ2 QFF	0
DIEZ0	DIEZ2 XREF	0
DIEZ1	DIALOG $$EZBLD	0
DIEZ1	DIALOG BLD	0
DIEZ1	DIEZ2 QF	0
DIEZ1	DII OS	0
DIEZ2	%RCR %XY	0
DIEZ2	DIEZ NEWROU	0
DIEZ2	DIEZ0 NX	0
DIEZ2	DIEZ0 PR	0
DIEZ2	DIEZ1 SAVE	0
DIEZ2	DIEZ3 GETKEY	0
DIEZ2	DIEZ4 RECXR	0
DIEZ2	DIKC1 LOADFLD	0
DIEZ3	DIKCU2 XRINFO	0
DIEZ4	DIEZ1 SAVE	0
DIEZ4	DIKCU2 XRINFO	0
DIFG	DICN FILE	0
DIFG	DICRW DT	0
DIFG	DIE 	0
DIFG	DIFG0A SWITCH	0
DIFG	DIFG0B BASEFILE	0
DIFG	DIFG1 	0
DIFG	DIFG2 	0
DIFG	DIFG5 EOJ	0
DIFG	DIFG6 	0
DIFG0	%DT 	0
DIFG0	DIFG ERROR	0
DIFG0A	DIFG FILE	0
DIFG0A	DIFG0 BASE	0
DIFG0A	DIFG0 FUNC	0
DIFG0A	DIFG3 	0
DIFG0B	DIFG ERROR	0
DIFG0B	DIFG0 BASE	0
DIFG0B	DIFG0 FUNC	0
DIFG0B	DIFG0A KILLVAR0	0
DIFG0B	DIFG0A SET	0
DIFG0B	DIFG3 	0
DIFG1	DIFG ERROR	0
DIFG1	DIFG3 	0
DIFG2	DIFG FILE	0
DIFG2	DIFG0 BASE	0
DIFG2	DIFG0 FUNC	0
DIFG2	DIFG3 	0
DIFG2	DIFG4 ENADD	0
DIFG3	DIFG ERROR	0
DIFG3	DIFG0 	0
DIFG3	DIFG3A MVFIELD	0
DIFG3	DIFG3A SET	0
DIFG3	DIFG4 	0
DIFG3	DIFG5 ARRAY	0
DIFG3	DIFG5 CHECKY	0
DIFG3	DIFG5 DOLO	0
DIFG3	DIFG5 IDENSPEC	0
DIFG3	DIFG5 KEY	0
DIFG3	DIFG5 LINK	0
DIFG3A	DIC IX	0
DIFG3A	DIFG3 CALLDIC	0
DIFG4	DIFG ERROR	0
DIFG4	DIFG4A 	0
DIFG4A	DIC 	0
DIFG4A	DIFG ERROR	0
DIFG5	DIFG ERROR	0
DIFG5	DIFG3 RCR	0
DIFG5	DIFG4 	0
DIFG5	DIK 	0
DIFG6	DIFG ERROR	0
DIFG6	DIFG7 CALLDIC	0
DIFG6	DIFG7 CALLDIE	0
DIFG6	DIFG7 CALLDIK	0
DIFG6	DIFG7 WP	0
DIFG7	DIC 	0
DIFG7	DIE 	0
DIFG7	DIFG ERROR	0
DIFG7	DIFG1 PARSE	0
DIFG7	DIK 	0
DIFGA	DIAXM EN2	0
DIFGA	DIAXMS 	0
DIFGA	DIAXMS F1	0
DIFGA	DIC 	0
DIFGA	DIC IX	0
DIFGA	DICN YN	0
DIFGA	DICOMPW 	0
DIFGA	DIFGA1 INIT	0
DIFGA	DIFGA1 Q	0
DIFGA	DIFGB 	0
DIFGA	DIFGB GET	0
DIFGA	DIFGB TEM	0
DIFGA	DIR2 RW	0
DIFGA1	DIAXMS Q1	0
DIFGA1	DIC 	0
DIFGB	DIC IX	0
DIFGB	DICN YN	0
DIFGB	DIE 	0
DIFGB	DIFGG START	0
DIFGB	DIR 	0
DIFGB	DIWP 	0
DIFGB	DIWW 	0
DIFGG	DIC 	0
DIFGG	DIC IX	0
DIFGG	DIFGG2 	0
DIFGG	DIFGG4 	0
DIFGG	DIFGG4 DIFGG3	0
DIFGG	DIFGGI 	0
DIFGG	DIFGGI FVARS	0
DIFGG	DIFGGU INCSET	0
DIFGG	DIFGGU LOOKUP	0
DIFGG	XMD 	0
DIFGG2	DIFGGSB 	0
DIFGG2	DIFGGU INCSET	0
DIFGG2	DIFGGU KILLLL	0
DIFGG2	DIQ1 EN	0
DIFGG4	DIFGG NEXTLVL	0
DIFGG4	DIFGG2 	0
DIFGG4	DIFGG2 EN	0
DIFGG4	DIFGGU INCSET	0
DIFGG4	DIFGGU LOOKUP	0
DIFGGSB	DIFGGSB1 BODY	0
DIFGGSB	DIFGGU INCSET	0
DIFGGSB1	DIFGGSB2 PTRCHK	0
DIFGGSB1	DIFGGSB2 SPSPEC	0
DIFGGSB1	DIFGGU INCSET	0
DIFGGSB1	DIQ1 EN	0
DIFGGSB2	DIFGGSB START	0
DIFGGSB2	DIFGGSB1 FIELDS	0
DIFGGSB2	DIFGGU KILLLL	0
DIFGGU	DIFGGSB 	0
DIFGGU	DIQ1 EN	0
DIFGO	%ZIS 	0
DIFGO	%ZIS HOME	0
DIFGO	DIC 	0
DIFGO	DICRW 	0
DIFGO	DIFG 	0
DIFGO	DIFGA EN	0
DIFGO	DIFGG 	0
DIFGO	DIK IXALL	0
DIFGO	DIQ EN	0
DIFGO	DIR 	0
DIFGO	DIU 99	0
DIFGO	DIWP 	0
DIFGO	DIWW 0	0
DIFGSRV	DIFGG LOG	0
DIFMEDT1	DDS 	0
DIFMEDT1	DIC 	0
DIFMEDT1	DIE 	0
DIFMEDT1	DIFMEDT1 ENP81	0
DIFMEDT1	DIFMEDT1 ENP86	0
DIFMEDT1	DIFMEDT1 ENP87	0
DIFMEDT1	DIK IXALL	0
DIFMEDT1	DIR 	0
DIFROM	DIC 	0
DIFROM	DIC IX	0
DIFROM	DIE 	0
DIFROM	DIFROM0 	0
DIFROM	DIFROM11 Q	0
DIFROM	DIFROM12 VER	0
DIFROM	DIFROMH1 L	0
DIFROM	DII OS	0
DIFROM	DIR 	0
DIFROM0	%RCR %XY	0
DIFROM0	DICD WAIT	0
DIFROM0	DICN YN	0
DIFROM0	DIFROM1 	0
DIFROM0	DIFROM11 Q	0
DIFROM0	DIFROM12 PKG	0
DIFROM0	DIR 	0
DIFROM1	%RCR %XY	0
DIFROM1	DIFROM11 	0
DIFROM1	DIFROM11 EQ	0
DIFROM1	DIFROM3 FILE	0
DIFROM1	DIFROMS DDOUT	0
DIFROM11	%RCR %XY	0
DIFROM11	DIFROM1 %XY	0
DIFROM11	DIFROM2 	0
DIFROM11	DIFROM3 FILE	0
DIFROM12	%DT DD	0
DIFROM12	%RCR %XY	0
DIFROM12	DIE 	0
DIFROM12	DIR 	0
DIFROM2	DIFROM3 	0
DIFROM2	DIFROM3 ZI	0
DIFROM3	%DTC YX	0
DIFROM3	DIFROM4 	0
DIFROM3	DII OS	0
DIFROM4	DIFROM3 ZI	0
DIFROM4	DIFROM41 	0
DIFROM4	DIFROM42 	0
DIFROM42	DIFROM3 ZI	0
DIFROM42	DIFROM5 	0
DIFROM5	DIFROM3 ZI	0
DIFROM5	DIFROM6 	0
DIFROM6	DI VERSION	0
DIFROM6	DIFROM3 2	0
DIFROM6	DIFROM7 SETUP	0
DIFROM7	DII OS	0
DIFROMH	DICQ DQ	0
DIFROMH1	DICD WAIT	0
DIFROMH1	DIP EN1	0
DIFROMS	DICRW DT	0
DIFROMS	DIEFU CALLOUT	0
DIFROMS	DIFROMS1 EN	0
DIFROMS	DIFROMS2 EN	0
DIFROMS	DIFROMS3 EN	0
DIFROMS	DIFROMS4 EN	0
DIFROMS1	%RCR XY	0
DIFROMS1	DIALOG BLD	0
DIFROMS1	DIFROMSX DDIXOUT	0
DIFROMS1	DIFROMSY DDKEYOUT	0
DIFROMS1	DILF $$OREF	0
DIFROMS2	DIALOG BLD	0
DIFROMS2	DICATTA UPDATED	0
DIFROMS2	DIFROMSS $$HDR2P	0
DIFROMS2	DIFROMSX DDIXIN	0
DIFROMS2	DIFROMSY DDKEYIN	0
DIFROMS2	DIK IXALL	0
DIFROMS2	DIKZ EN2	0
DIFROMS3	DIALOG BLD	0
DIFROMS3	DIFROMSP PGL	0
DIFROMS3	DILF $$OREF	0
DIFROMS3	DILFD $$ROOT	0
DIFROMS3	DIQ $$GET1	0
DIFROMS4	DIALOG BLD	0
DIFROMS4	DIFROMSP $$TL	0
DIFROMS4	DIK IX1	0
DIFROMS4	DILF $$OREF	0
DIFROMS4	DITR I	0
DIFROMS5	DIALOG BLD	0
DIFROMS5	DILFD $$ROOT	0
DIFROMSB	DIALOG BLD	0
DIFROMSB	DIC 	0
DIFROMSB	DIEFU CALLOUT	0
DIFROMSB	DIK IX1	0
DIFROMSC	DIALOG BLD	0
DIFROMSC	DIC 	0
DIFROMSC	DICRW DT	0
DIFROMSC	DIEFU CALLOUT	0
DIFROMSC	DIK IX1	0
DIFROMSD	DDIOL EN	0
DIFROMSE	DIFROMSP FSF	0
DIFROMSI	DDSZ ENGRP	0
DIFROMSI	DIALOG BLD	0
DIFROMSI	DICN FILE	0
DIFROMSI	DICRW DT	0
DIFROMSI	DIEFU CALLOUT	0
DIFROMSI	DIFROMSC FPOST	0
DIFROMSI	DIFROMSC FPRE	0
DIFROMSI	DIFROMSS $$VAL	0
DIFROMSI	DII OS	0
DIFROMSI	DIK 	0
DIFROMSI	DIK IX1	0
DIFROMSI	DILFD $$ROOT	0
DIFROMSI	DIQGU $$CREF	0
DIFROMSI	DIQGU $$ROOT	0
DIFROMSK	DDSDFRM EN	0
DIFROMSK	DIALOG BLD	0
DIFROMSK	DICRW DT	0
DIFROMSK	DIEFU CALLOUT	0
DIFROMSK	DIK 	0
DIFROMSK	DILFD $$ROOT	0
DIFROMSO	DIALOG BLD	0
DIFROMSO	DICRW DT	0
DIFROMSO	DIEFU CALLOUT	0
DIFROMSO	DIFROMS5 EDEOUT	0
DIFROMSP	DIQGU $$Q	0
DIFROMSR	DIALOG BLD	0
DIFROMSR	DIC 	0
DIFROMSR	DIC $$FIND1	0
DIFROMSR	DICRW DT	0
DIFROMSR	DIEFU CALLOUT	0
DIFROMSR	DIK IXALL	0
DIFROMSR	DILF $$OREF	0
DIFROMSS	DIC 	0
DIFROMSU	DIALOG BLD	0
DIFROMSU	DICRW DT	0
DIFROMSU	DIEFU CALLOUT	0
DIFROMSU	DIFROMSS SB	0
DIFROMSU	DIQGU $$UP	0
DIFROMSX	DIALOG BLD	0
DIFROMSX	DICN FILE	0
DIFROMSX	DICR TRMOD	0
DIFROMSX	DIK 	0
DIFROMSX	DIK IX1	0
DIFROMSX	DILIBF $$FNO	0
DIFROMSY	DIALOG BLD	0
DIFROMSY	DICN FILE	0
DIFROMSY	DIFROMSX ERR1	0
DIFROMSY	DIFROMSX ERR3	0
DIFROMSY	DIFROMSX ERR4	0
DIFROMSY	DIK 	0
DIFROMSY	DIK IX1	0
DIFROMSY	DILIBF $$FNO	0
DIG	%DTC H	0
DIG	%ZIS 	0
DIG	%ZTLOAD 	0
DIG	DIO4 CLOSE	0
DIG	DIQ $$SET	0
DIG	DIR 	0
DIG	DIUTL $$DATE	0
DIH	%ZIS 	0
DIH	%ZTLOAD 	0
DIH	DIALOG $$EZBLD	0
DIH	DIALOG EN	0
DIH	DIALOGZ $$LABEL	0
DIH	DIO4 CLOSE	0
DIH	DIQ $$SET	0
DIH	DIUTL $$DATE	0
DII	%ZIS 	0
DII	DI Q	0
DII	DI VERSION	0
DII	DIALOG $$EZBLD	0
DII	DIALOG BLD	0
DII	DIALOG MSG	0
DII	DIARB Q	0
DII	DIB Q	0
DII	DIBT1 S2	0
DII	DIC 	0
DII	DICATT2 Q	0
DII	DICN YN	0
DII	DICRW 	0
DII	DICRW DT	0
DII	DIK IXALL	0
DII	DIP Q	0
DII	DIP1 N	0
DII	DIQ CAPTION	0
DII	DIQ GUY	0
DII	DIQ LF	0
DII	DIR 	0
DII	DIUCANON $$FIND	0
DII1	DDBR 	0
DII1	DDEOPT 	0
DII1	DDMPU EN	0
DII1	DDSOPT 	0
DII1	DDXP NOKL	0
DII1	DIACOPT 	0
DII1	DIAR NOKL	0
DII1	DIAU 	0
DII1	DIAX 	0
DII1	DIC 	0
DII1	DIFGO 	0
DII1	DIFMEDT1 	0
DII1	DIK IXALL	0
DII1	DIX 	0
DIK	DIK1 	0
DIK	DIK1 1	0
DIK	DIK1 CNT	0
DIK	DIKC INDEX	0
DIK	DIKZ2 CRT	0
DIK	DILIBF $$GLO	0
DIK	DILIBF $$ROUEXIST	0
DIK1	%RCR STORLIST	0
DIK1	DIET ADD	0
DIK1	DIKC INDEX	0
DIK1	DIQ S	0
DIKC	DIEFU CALLOUT	0
DIKC	DIEFU INIZE	0
DIKC	DIKC1 $$GETTMP	0
DIKC	DIKC1 LOADALL	0
DIKC	DIKC1 LOADFLD	0
DIKC	DIKC1 LOADXREF	0
DIKC	DIKC2 CHK	0
DIKC	DIKCU $$IENS	0
DIKC	DIKCU POPDA	0
DIKC	DIKCU PUSHDA	0
DIKC	DIKCU SBINFO	0
DIKC	DIKCU2 ERR	0
DIKC	DIKK2 $$UNIQUE	0
DIKC1	DIKC2 CRV	0
DIKC1	DIKC2 KW	0
DIKC1	DIKC2 LOG	0
DIKC1	DIKCU SUBFILES	0
DIKC2	DIKCU $$FLEV	0
DIKC2	DIKCU $$FLEVDIFF	0
DIKC2	DIKCU $$FNUM	0
DIKC2	DIKCU $$FROOTDA	0
DIKC2	DIKCU1 $$VDA	0
DIKC2	DIKCU1 $$VFLAG	0
DIKC2	DIKCU1 $$VFNUM	0
DIKC2	DIKCU2 ERR	0
DIKC2	DILF $$CREF	0
DIKC2	DILF $$IENS	0
DIKC2	DILF $$OREF	0
DIKC2	DILF DA	0
DIKCBLD	%DTC NOW	0
DIKCBLD	DIALOG $$EZBLD	0
DIKCBLD	DICRW W	0
DIKCBLD	DII OS	0
DIKCBLD	DIKCU $$SUB	0
DIKCBLD	DIKCUTL2 $$CHOOSE	0
DIKCBLD	DIKCUTL2 GETXR	0
DIKCBLD	DIKCUTL2 LIST	0
DIKCBLD	DIR 	0
DIKCDD	DDSVAL $$GET	0
DIKCDD	DIC 	0
DIKCDD	DICQ DQ	0
DIKCFORM	DDSUTL HLP	0
DIKCFORM	DDSUTL MSG	0
DIKCFORM	DDSUTL REQ	0
DIKCFORM	DDSUTL UNED	0
DIKCFORM	DDSVAL $$GET	0,1
DIKCFORM	DDSVAL PUT	0
DIKCFORM	DIKCFORM BLDLOG	0
DIKCFORM	DIKCU $$FLEVDIFF	0
DIKCFORM	DIKCU $$FROOTDA	0
DIKCFORM	DILIBF $$FNO	0
DIKCP	DIKCP1 PRINDEX	0
DIKCP	DIKCP2 LFILE	0
DIKCP	DIKCP3 PRFILE	0
DIKCP	DIKCU SUBFILES	0
DIKCP1	DIKCP INIT	0
DIKCP1	DIKCU2 WRAP	0
DIKCP1	DILFD $$EXTERNAL	0
DIKCP1	DIWP 	0
DIKCP2	DIKCU2 WRAP	0
DIKCP2	DILFD $$EXTERNAL	0
DIKCP3	DIKCP FHDR	0
DIKCP3	DIKCP INIT	0
DIKCP3	DIKCP1 WLP	0
DIKCP3	DIKCP1 WRPHI	0
DIKCP3	DIKCP1 WRWP	0
DIKCR	DDMOD DELIXN	0
DIKCR	DIALOG MSG	0
DIKCR	DICR TRIG	0
DIKCR	DIE CHK	0
DIKCR	DIE UPDATE	0
DIKCR	DIE WP	0
DIKCR	DIEFU CALLOUT	0
DIKCR	DIEFU INIZE	0
DIKCR	DIKC INDEX	0
DIKCR	DIKCU $$FLEVDIFF	0
DIKCR	DIKCU $$FROOTDA	0
DIKCR	DIKCU1 $$VFNUM	0
DIKCR	DIKCU2 ERR	0
DIKCR	DIKCUTL GETFLIST	0
DIKCR	DIKD DIKZ	0
DIKCR	DIKD2 DIEZ	0
DIKCR	DILIBF $$FNO	0
DIKCU	DIALOG $$EZBLD	0
DIKCU	DIB DIE	0
DIKCU	DIC 	0
DIKCU	DICRW D	0
DIKCU	DIKCU $$SUB	0
DIKCU	DIKCU1 $$VFNUM	0
DIKCU	DIKCU2 ERR	0
DIKCU1	DDSVAL $$GET	0
DIKCU1	DIKCU2 ERR	0
DIKCU1	DILF DA	0
DIKCU1	DILFD $$EXTERNAL	0
DIKCU2	DIALOG BLD	0
DIKCU2	DIKCU $$FLEVDIFF	0
DIKCU2	DIKCU $$FROOTDA	0
DIKCU2	DILF $$OREF	0
DIKCUTL	DDS 	0
DIKCUTL	DICD RD	0
DIKCUTL	DIK 	0
DIKCUTL	DIKC1 LOADXREF	0
DIKCUTL	DIKCU SELFILE	0
DIKCUTL	DIKCU2 $$GCMP	0
DIKCUTL	DIKCUTL1 CREATE	0
DIKCUTL	DIKCUTL2 $$CHOOSE	0
DIKCUTL	DIKCUTL2 BLDLOG	0
DIKCUTL	DIKCUTL2 GETXR	0
DIKCUTL	DIKCUTL2 LIST	0
DIKCUTL	DIKCUTL2 PRTMSG	0
DIKCUTL	DIKCUTL3 KSC	0
DIKCUTL	DIR 	0
DIKCUTL1	DDS 	0
DIKCUTL1	DIALOG MSG	0
DIKCUTL1	DICR TRIG	0
DIKCUTL1	DIE UPDATE	0
DIKCUTL1	DIK 	0
DIKCUTL1	DIKC1 LOADXREF	0
DIKCUTL1	DIKCU1 FINFO	0
DIKCUTL1	DIKCUTL GETFLIST	0
DIKCUTL1	DIKCUTL3 DIEZ	0
DIKCUTL1	DIKCUTL3 KSC	0
DIKCUTL1	DIR 	0
DIKCUTL2	DIALOG $$EZBLD	0
DIKCUTL2	DIE FILE	0
DIKCUTL2	DIKCU $$FLEVDIFF	0
DIKCUTL2	DIKCU $$FROOTDA	0
DIKCUTL2	DIKCU SUBFILES	0
DIKCUTL2	DIKCU2 WRAP	0
DIKCUTL2	DIR 	0
DIKCUTL3	DIEZ EN	0
DIKCUTL3	DIEZ UNC	0
DIKCUTL3	DIKC INDEX	0
DIKCUTL3	DIKZ EN	0
DIKCUTL3	DIR 	0
DIKD	DICATTA XA	0
DIKD	DIEFU CALLOUT	0
DIKD	DIEFU INIZE	0
DIKD	DIEZ EN2	0
DIKD	DIK 	0
DIKD	DIKCU1 $$VFLAG	0
DIKD	DIKCU1 $$VFLD	0
DIKD	DIKCU1 $$VFNUM	0
DIKD	DIKCU1 FINFO	0
DIKD	DIKCU2 ERR	0
DIKD	DIKD1 KILL	0
DIKD	DIKZ EN2	0
DIKD	DILF $$ROUSIZE	0
DIKD1	DIEFU CALLOUT	0
DIKD1	DIEFU INIZE	0
DIKD1	DIKC2 $$DEC	0
DIKD1	DIKCU POPDA	0
DIKD1	DIKCU PUSHDA	0
DIKD1	DIKCU SBINFO	0
DIKD1	DIKCU1 $$VFLAG	0
DIKD1	DIKCU1 $$VFLD	0
DIKD1	DIKCU2 ERR	0
DIKD1	DILF $$CREF	0
DIKD2	DIEFU CALLOUT	0
DIKD2	DIEFU INIZE	0
DIKD2	DIK 	0
DIKD2	DIKC INDEX	0
DIKD2	DIKC1 LOADXREF	0
DIKD2	DIKCU1 $$VFLAG	0
DIKD2	DIKCU2 ERR	0
DIKD2	DIKCUTL GETFLIST	0
DIKD2	DIKD DIEZ	0
DIKD2	DIKD DIKZ	0
DIKK	DIEFU CALLOUT	0
DIKK	DIEFU INIZE	0
DIKK	DIKCU POPDA	0
DIKK	DIKCU PUSHDA	0
DIKK	DIKCU SBINFO	0
DIKK	DIKCU2 XRINFO	0
DIKK	DIKK1 LOADALL	0
DIKK	DIKK1 LOADFLD	0
DIKK	DIKK1 LOADKEY	0
DIKK	DIKK2 CHECK	0
DIKK	DIKK2 INIT	0
DIKK1	DIKCU $$FLEVDIFF	0
DIKK1	DIKCU $$FROOTDA	0
DIKK1	DIKCU SUBFILES	0
DIKK2	DIKC SETXARR	0
DIKK2	DIKC1 LOADXREF	0
DIKK2	DIKCU $$FLEV	0
DIKK2	DIKCU $$FNUM	0
DIKK2	DIKCU $$FROOTDA	0
DIKK2	DIKCU1 $$VDA	0
DIKK2	DIKCU1 $$VFLAG	0
DIKK2	DIKCU1 $$VFNUM	0
DIKK2	DIKCU2 ERR	0
DIKK2	DIKCU2 XRINFO	0
DIKK2	DIKK SETK	0
DIKK2	DIKK SETN	0
DIKK2	DILF $$CREF	0
DIKK2	DILF DA	0
DIKKDD	DDSVAL $$GET	0
DIKKDD	DIC 	0
DIKKDD	DICQ DQ	0
DIKKFORM	DDSUTL HLP	0
DIKKFORM	DDSUTL MSG	0
DIKKFORM	DDSVAL $$GET	0
DIKKFORM	DDSVAL PUT	0
DIKKP	DIKCU SUBFILES	0
DIKKP	DIKCU2 WRAP	0
DIKKP	DILFD $$EXTERNAL	0
DIKKUTL	DDS 	0
DIKKUTL	DIALOG MSG	0
DIKKUTL	DIE UPDATE	0
DIKKUTL	DIK 	0
DIKKUTL	DIKC1 LOADXREF	0
DIKKUTL	DIKCU $$SUB	0
DIKKUTL	DIKCU2 $$GCMP	0
DIKKUTL	DIKCU2 WRAP	0
DIKKUTL	DIKCUTL DELETE	0
DIKKUTL	DIKCUTL GETFLIST	0
DIKKUTL	DIKCUTL3 KSC	0
DIKKUTL	DIKK $$INTEG	0
DIKKUTL	DIKKUTL1 CREATE	0
DIKKUTL	DIKKUTL1 UICREATE	0
DIKKUTL	DIKKUTL1 UIMOD	0
DIKKUTL	DIKKUTL2 $$CHOOSE	0
DIKKUTL	DIKKUTL2 GET	0
DIKKUTL	DIKKUTL2 GETFLD	0
DIKKUTL	DIKKUTL2 LIST	0
DIKKUTL	DIKKUTL3 VERIFY	0
DIKKUTL	DIKKUTL4 $$EDORC	0
DIKKUTL	DIKKUTL4 $$EDORI	0
DIKKUTL	DIKKUTL4 $$EORD	0
DIKKUTL	DIKKUTL4 $$RORM	0
DIKKUTL	DIR 	0
DIKKUTL1	DIALOG MSG	0
DIKKUTL1	DICN FILE	0
DIKKUTL1	DIE FILE	0
DIKKUTL1	DIE UPDATE	0
DIKKUTL1	DIK 	0
DIKKUTL1	DIKC1 LOADXREF	0
DIKKUTL1	DIKCU $$FLEVDIFF	0
DIKKUTL1	DIKCU $$FROOTDA	0
DIKKUTL1	DIKCU2 WRAP	0
DIKKUTL1	DIKCUTL GETFLIST	0
DIKKUTL1	DIKCUTL1 $$NAME	0
DIKKUTL1	DIKCUTL3 KSC	0
DIKKUTL1	DIKKUTL EDIT	0
DIKKUTL1	DIR 	0
DIKKUTL2	DIKCUTL2 $$FSTR	0
DIKKUTL2	DILFD $$EXTERNAL	0
DIKKUTL2	DIR 	0
DIKKUTL3	%DTC YX	0
DIKKUTL3	%ZIS 	0
DIKKUTL3	%ZTLOAD 	0
DIKKUTL3	%ZTLOAD $$S	0
DIKKUTL3	DIALOG MSG	0
DIKKUTL3	DIBT1 S2	0
DIKKUTL3	DIKCU $$FROOTDA	0
DIKKUTL3	DIKK INTEG	0
DIKKUTL3	DILFD $$EXTERNAL	0
DIKKUTL3	DIR 	0
DIKKUTL4	DIKCU2 WRAP	0
DIKKUTL4	DIR 	0
DIKZ	DIALOG $$EZBLD	0
DIKZ	DIALOG BLD	0
DIKZ	DIALOG MSG	0
DIKZ	DIC 	0
DIKZ	DICD WAIT	0
DIKZ	DICRW DT	0
DIKZ	DIEFU CALLOUT	0
DIKZ	DIEFU INIZE	0
DIKZ	DIEZ DELETROU	0
DIKZ	DII OS	0
DIKZ	DIKC1 LOADALL	0
DIKZ	DIKZ0 	0
DIKZ	DIKZ1 	0
DIKZ	DIPZ0 RNM	0
DIKZ	DIPZ0 SIZ	0
DIKZ	DIR 	0
DIKZ	DIU21 A	0
DIKZ0	DIK DD	0
DIKZ0	DIK DD1	0
DIKZ0	DIK E	0
DIKZ0	DIKZ SV	0
DIKZ0	DIKZ2 	0
DIKZ1	DIKZ SAVE	0
DIKZ1	DIKZ11 OVFL	0
DIKZ2	DIKCU $$FLEV	0
DIKZ2	DIKZ0 DOTLINE	0
DIKZ2	DIKZ0 LINE	0
DIL	DIALOG $$EZBLD	0
DIL	DIL0 	0
DIL	DIL0 DIWR	0
DIL	DIL0 DN	0
DIL	DIL1 	0
DIL	DIL11 	0
DIL	DIPZ1 DE	0
DIL	DIPZ1 PX	0
DIL	DIPZ1 UP	0
DIL	DIUTL $$NOW	0
DIL0	DIALOGZ $$LABEL	0
DIL0	DIL DX	0
DIL0	DIL PX	0
DIL0	DIL W	0
DIL0	DIL1 STATS	0
DIL0	DILIBF $$CONVQQ	0
DIL0	DILL EN	0
DIL0	DILL W	0
DIL0	DIPZ1 DIWR	0
DIL1	DIALOG $$EZBLD	0
DIL1	DIALOGZ $$LABEL	0
DIL1	DIL DE	0
DIL1	DIL PX	0
DIL1	DIL T	0
DIL1	DIL UP	0
DIL1	DIL0 DN	0
DIL1	DIL0 W	0
DIL1	DIL0 WR	0
DIL1	DIL0 XDUY	0
DIL1	DILL CLC	0
DIL1	DILL EN	0
DIL1	DILL W	0
DIL11	DIL D	0
DIL11	DIPZ1 DREL	0
DIL2	DIL 	0
DIL2	DIL PX	0
DIL2	DIL UNSTACK	0
DIL2	DIO 	0
DIL2	DIP5 INIT	0
DILF	DICU1 ERR	0
DILF	DIEF1 LOADX	0
DILF	DIEFU CLEAN	0
DILF	DIEFU DAX	0
DILF	DIEFU DTX	0
DILF	DIEFU IENX	0
DILF	DIQGU ENCREF	0
DILF	DIQGU ENOREF	0
DILFD	DICU RECALLX	0
DILFD	DIDU XTRNLX	0
DILFD	DIEF1 FLDNUMX	0
DILFD	DIEFU VFIELDX	0
DILFD	DIEFU VFILEX	0
DILFD	DIFROMSV EN	0
DILFD	DIQGU ENROOT	0
DILIBF	DIALOG BLD	0
DILIBF	DIALOGU $$OUT	0
DILIBF	DII OS	0
DILIBF	DILF $$CREF	0
DILL	DDXP4 $$DJTOPY	0
DILL	DIETLIBF $$OUTPUT	0
DIM	DIM1 	0
DIM	DIM3 DG	0
DIM	DIM3 FR	0
DIM	DIM3 HN	0
DIM	DIM3 KL	0
DIM	DIM3 LK	0
DIM	DIM3 OP	0
DIM	DIM4 BK	0
DIM	DIM4 CL	0
DIM	DIM4 IX	0
DIM	DIM4 RD	0
DIM	DIM4 ST	0
DIM	DIM4 WR	0
DIM1	DIM2 AR	0
DIM1	DIM2 BINOP	0
DIM1	DIM2 DATA	0
DIM1	DIM2 ERR	0
DIM1	DIM2 FINISH	0
DIM1	DIM2 GLO	0
DIM1	DIM2 IND	0
DIM1	DIM2 MTHOP	0
DIM1	DIM2 PAT	0
DIM1	DIM2 SEL	0
DIM1	DIM2 SUB	0
DIM1	DIM2 UNOP	0
DIM1	DIM2 UP	0
DIM1	DIM2 VAR	0
DIM1	DIM3 LABEL	0
DIM2	DIM1 GG	0
DIM2	DIM1 GG1	0
DIM3	DIM ER	0
DIM3	DIM GC	0
DIM3	DIM1 	0
DIM3	DIM1 GG	0
DIM4	DIM ER	0
DIM4	DIM GC	0
DIM4	DIM1 	0
DINIT	%ZTLOAD 	0
DINIT	DIC 	0
DINIT	DICRW DT	0
DINIT	DIFROMSX DDIXIN	0
DINIT	DIFROMSY DDKEYIN	0
DINIT	DIK 	0
DINIT	DINIT0 	0
