routine_name	ref	location_list
A2APAT1	DIC 	0
A2APATC1	%DTC NOW	0
A2APATC1	DIC IX	0
A2APATC2	DIC 	0
A2APATCK	%ZIS 	0
A2APATCK	%ZISC 	0
A2APATCK	%ZTLOAD 	0
A2APATCK	A2APATC1 5	0
A2APATCK	A2APATC2 A	0
A2APATCK	A2APATC2 GET	0
A2APATCK	A2APATC2 P	0
A2APATCK	A2APSTU 	0
A2APATCK	DIR 	0
A2APSTU	%ZTLOAD 	0
A2APSTU	DIR 	0
A2APSTU	XLFDT $$FMDIFF	0
A2APSTU	XLFDT $$FMTE	0
A2APSTU	XMD 	0
A2APSTU	XPDUTL $$VER	0
A2APSTU	XPDUTL BMES	0
A4A7B	%ZTLOAD 	0
A4A7B	A4A7B0 	0
A4A7B	A4A7B0 NODE	0
A4A7B	A4A7B0 PARTIAL	0
A4A7B0	A4A7B Q	0
A4A7B0	A4A7B TASK	0
A4A7B1	%ZIS 	0
A4A7B1	%ZIS HOME	0
A4A7B1	%ZISC 	0
A4A7B1	%ZTLOAD 	0
A4A7KILL	DIK 	0
A4A7KILL	DIR 	0
A4A7KILL	DIU2 EN	0
A7RXDRPT	A7RDUP EN	0
ABSV4P45	%ZTLOAD 	0
ABSV4P45	DIC $$FIND1	0
ABSV4P45	DIE FILE	0
ABSV4P45	DILF $$CREF	0
ABSV4P45	DILFD $$ROOT	0
ABSV4P45	DILFD $$VFILE	0
ABSV4P45	DIU2 EN	0
ABSV4P45	XLFDT $$FMTE	0
ABSV4P45	XLFDT $$NOW	0
ABSV4P45	XMD 	0
ABSV4P45	XPDUTL MES	0
ACKQ316P	DIEZ EN	0
ACKQ316P	DILF $$ROUSIZE	0
ACKQ316P	DIPZ EN	0
ACKQ316P	XPDUTL BMES	0
ACKQ316P	XPDUTL MES	0
ACKQ3P21	DICN FILE	0
ACKQ3P21	DIK 	0
ACKQ3P21	ICDEX $$CODEN	0
ACKQ3P21	ICDEX $$CSI	0
ACKQ3P21	XPDUTL BMES	0
ACKQ3P21	XPDUTL MES	0
ACKQAG01	ACKQAG06 GETDATA	0
ACKQAG01	DIQ1 EN	0
ACKQAG01	VADPT DEM	0
ACKQAG01	XLFDT $$FMTE	0
ACKQAG02	ACKQAG01 $$TITLE	0
ACKQAG02	DIQ1 EN	0
ACKQAG02	XLFDT $$FMTE	0
ACKQAG03	ACKQAG04 EN	0
ACKQAG03	ACKQAG05 $$ACKEXIST	0
ACKQAG03	ACKQAG05 $$DFNIN	0
ACKQAG03	ACKQAG05 $$NEWMSG	0
ACKQAG03	DIE 	0
ACKQAG03	MPIF001 $$GETICN	0
ACKQAG03	XMD EN1	0
ACKQAG03	XMXSEC1 CHKLINES	0
ACKQAG03	XUSRB1 $$ENCRYP	0
ACKQAG04	ACKQAG01 $$TITLE	0
ACKQAG04	VADPT DEM	0
ACKQAG04	VADPT ELIG	0
ACKQAG04	XLFDT $$FMTE	0
ACKQAG05	MPIF001 $$GETICN	0
ACKQAG05	XLFDT $$FMTE	0
ACKQAG05	XMA2 XMZ	0
ACKQAG05	XMD EN1	0
ACKQAG05	XMXSEC1 CHKLINES	0
ACKQAG05	XUSRB1 $$ENCRYP	0
ACKQAG08	DIK ENALL	0
ACKQAICD	LEXU $$IMPDATE	0
ACKQAS	%DT 	0
ACKQAS	%DT DD	0
ACKQAS	%ZISS KILL	0
ACKQAS	ACKQAS5 EDIT	0
ACKQAS	ACKQASU $$DUPEDATA	0
ACKQAS	ACKQASU $$ELIGCHK	0
ACKQAS	ACKQASU $$GETPCETM	0
ACKQAS	ACKQASU DISP	0
ACKQAS	ACKQASU KILL	0
ACKQAS	ACKQASU1 $$CLIN	0
ACKQAS	ACKQASU1 $$DUPCHK	0
ACKQAS	ACKQASU1 $$PCEVST1	0
ACKQAS	ACKQASU2 $$POST	0
ACKQAS	ACKQASU2 UTLAUD	0
ACKQAS	ACKQASU3 $$PCESEND	0
ACKQAS	ACKQASU4 $$COPYPCE	0
ACKQAS	ACKQASU7 $$ACKAPMNT	0
ACKQAS	ACKQASU7 $$SHOWPCE	0
ACKQAS	ACKQUTL2 $$DIV	0
ACKQAS	ACKQUTL4 $$AUDIO	0
ACKQAS	ACKQUTL4 $$PCE	0
ACKQAS	DIC 	0
ACKQAS	DIC LIST	0
ACKQAS	DICN FILE	0
ACKQAS	DIE 	0
ACKQAS	DIE FILE	0
ACKQAS	DIK 	0
ACKQAS	DIQ $$GET1	0
ACKQAS	DIR 	0
ACKQAS	PXAPI $$VISITLST	0
ACKQAS	VADPT DEM	0
ACKQAS	VADPT SDA	0
ACKQAS1	ACKQCP1 PULL2	0
ACKQAS1	ACKQUTL $$NUMDT	0
ACKQAS1	DIR 	0
ACKQAS2	%ZISS KILL	0
ACKQAS2	ACKQASU1 EXCEPT	0
ACKQAS2	ACKQASU2 $$EXPT	0
ACKQAS2	ACKQASU2 $$POST	0
ACKQAS2	ACKQASU2 UTLAUD	0
ACKQAS2	ACKQASU3 $$DATACHK	0
ACKQAS2	ACKQASU3 $$PCESEND	0
ACKQAS2	ACKQUTL4 $$PCE	0
ACKQAS2	DIC 	0
ACKQAS2	DIE 	0
ACKQAS2	DIQ $$GET1	0
ACKQAS3	ACKQASU4 $$PROVCHK	0
ACKQAS3	ACKQUTL $$STACT	0
ACKQAS3	ACKQUTL8 $$PROCTXT	0
ACKQAS3	DIC 	0
ACKQAS3	DIE 	0
ACKQAS3	DIR 	0
ACKQAS4	ACKQPCE $$KILLPCE	0
ACKQAS4	ACKQUTL3 PROBLIST	0
ACKQAS4	ACKQUTL6 $$FMT	0
ACKQAS4	DIC 	0
ACKQAS4	DIE FILE	0
ACKQAS4	DIQ $$GET1	0
ACKQAS4	DIR 	0
ACKQAS4	VADPT DEM	0
ACKQAS5	ACKQAS HEADING	0
ACKQAS5	ACKQAS UNLOCK	0
ACKQAS5	ACKQAS VEXIT	0
ACKQAS5	ACKQASU1 EXCEPT	0
ACKQAS5	ACKQASU2 $$EXPT	0
ACKQAS5	ACKQASU2 $$POST	0
ACKQAS5	ACKQASU2 UTLAUD	0
ACKQAS5	ACKQASU3 $$DATACHK	0
ACKQAS5	ACKQASU3 $$PCESEND	0
ACKQAS5	DIE 	0
ACKQAS5	DIQ $$GET1	0
ACKQASU	%DT DD	0
ACKQASU	%DTC NOW	0
ACKQASU	%ZISS ENS	0
ACKQASU	ACKQUTL6 $$FMT	0
ACKQASU	ACKQUTL8 $$DIAGTXT	0
ACKQASU	DICN FILE	0
ACKQASU	DIE 	0
ACKQASU	DIQ $$GET1	0
ACKQASU	DIR 	0
ACKQASU	ICDEX $$CODEC	0
ACKQASU	PXAPI ENCEVENT	0
ACKQASU	VADPT DEM	0
ACKQASU	VADPT ELIG	0
ACKQASU1	%DT DD	0
ACKQASU1	%DTC C	0
ACKQASU1	ACKQHLP 	0
ACKQASU1	ACKQSEL SELECT	0
ACKQASU1	ACKQUTL6 $$FMT	0
ACKQASU1	DIC $$FIND1	0
ACKQASU1	DIC LIST	0
ACKQASU1	DICN YN	0
ACKQASU1	DILFD $$EXTERNAL	0
ACKQASU1	DILFD RECALL	0
ACKQASU1	DIQ $$GET1	0
ACKQASU1	DIQ GETS	0
ACKQASU1	DIR 	0
ACKQASU1	DIWP 	0
ACKQASU1	DIWW 	0
ACKQASU2	ACKQUTL4 $$PROB	0
ACKQASU2	ACKQUTL8 CHKVST	0
ACKQASU2	DIE FILE	0
ACKQASU2	DIK 	0
ACKQASU2	DIQ $$GET1	0
ACKQASU2	DIQ GETS	0
ACKQASU2	DIR 	0
ACKQASU2	VADPT ELIG	0
ACKQASU3	ACKQPCE $$SENDPCE	0
ACKQASU3	ACKQUTL3 $$PCECHKV	0
ACKQASU3	ACKQUTL6 $$FMT	0
ACKQASU3	DIE FILE	0
ACKQASU3	DIQ $$GET1	0
ACKQASU3	DIQ GETS	0
ACKQASU3	DIR 	0
ACKQASU4	ACKQASU5 $$SETDIAG	0
ACKQASU4	ACKQASU5 $$SETMDFR	0
ACKQASU4	ACKQASU5 $$SETPROC	0
ACKQASU4	ACKQASU6 $$SETPRIM	0
ACKQASU4	ACKQASU6 $$SETSCND	0
ACKQASU4	ACKQASU6 $$SETSTUD	0
ACKQASU4	ACKQUTL $$STACT	0
ACKQASU4	DIC FIND	0
ACKQASU4	DIE FILE	0
ACKQASU4	DIE UPDATE	0
ACKQASU4	DIQ $$GET1	0
ACKQASU4	ICDEX $$CODEC	0
ACKQASU4	ICPTCOD $$CPT	0
ACKQASU4	ICPTMOD $$MOD	0
ACKQASU4	PXAPI ENCEVENT	0
ACKQASU5	DIC $$FIND1	0
ACKQASU5	DIC LIST	0
ACKQASU5	DIE UPDATE	0
ACKQASU5	DIQ $$GET1	0
ACKQASU6	DIE FILE	0
ACKQASU6	DIE UPDATE	0
ACKQASU6	DIQ $$GET1	0
ACKQASU7	DIR 	0
ACKQASU7	VADPT SDA	0
ACKQCD2	DIC 	0
ACKQCD2	DICN FILE	0
ACKQCD2	DIE 	0
ACKQCD2	DIK 	0
ACKQCD2	DIR 	0
ACKQCD2	VASITE $$SITE	0
ACKQCD3	ACKQUTL CNTR	0
ACKQCD3	ACKQUTL PAUSE	0
ACKQCD3	DID FIELD	0
ACKQCDD	%DTC NOW	0
ACKQCDD	%ZIS 	0
ACKQCDD	%ZIS HOME	0
ACKQCDD	%ZISC 	0
ACKQCDD	%ZTLOAD 	0
ACKQCDD	ACKQCDD2 CLINH	0
ACKQCDD	ACKQCDD2 DISREM	0
ACKQCDD	ACKQCDD2 INDCAT	0
ACKQCDD	ACKQCDD2 INDEX	0
ACKQCDD	ACKQCDD2 PASS	0
ACKQCDD	ACKQCDD2 PERCENT	0
ACKQCDD	ACKQCDD2 SAVE	0
ACKQCDD	ACKQCDD2 TPH	0
ACKQCDD	ACKQCDD3 PRINT	0
ACKQCDD	ACKQUTL $$FTIME	0
ACKQCDD	ACKQUTL $$NUMDT	0
ACKQCDD	ACKQUTL $$PAD	0
ACKQCDD	ACKQUTL $$XDAT	0
ACKQCDD	ACKQUTL PAUSE	0
ACKQCDD	ACKQUTL2 $$DIV	0
ACKQCDD	DIQ $$GET1	0
ACKQCDD	DIR 	0
ACKQCDD2	DIC 	0
ACKQCDD2	DICN FILE	0
ACKQCDD2	DIE 	0
ACKQCDD2	DIK 	0
ACKQCDD2	DIQ $$GET1	0
ACKQCDD2	DIR 	0
ACKQCDD2	VASITE $$SITE	0
ACKQCDD3	ACKQUTL CNTR	0
ACKQCDD3	ACKQUTL PAUSE	0
ACKQCDD3	DID FIELD	0
ACKQCDD3	DIQ $$GET1	0
ACKQCDR	%DTC NOW	0
ACKQCDR	%ZIS 	0
ACKQCDR	%ZIS HOME	0
ACKQCDR	%ZISC 	0
ACKQCDR	%ZTLOAD 	0
ACKQCDR	ACKQCD2 CLINH	0
ACKQCDR	ACKQCD2 DISREM	0
ACKQCDR	ACKQCD2 INDCAT	0
ACKQCDR	ACKQCD2 INDEX	0
ACKQCDR	ACKQCD2 PASS	0
ACKQCDR	ACKQCD2 PERCENT	0
ACKQCDR	ACKQCD2 SAVE	0
ACKQCDR	ACKQCD2 TPH	0
ACKQCDR	ACKQCD3 PRINT	0
ACKQCDR	ACKQCDD 	0
ACKQCDR	ACKQUTL $$FTIME	0
ACKQCDR	ACKQUTL $$NUMDT	0
ACKQCDR	ACKQUTL $$PAD	0
ACKQCDR	ACKQUTL $$XDAT	0
ACKQCDR	DIQ $$GET1	0
ACKQCDR	DIR 	0
ACKQCDRP	%DTC NOW	0
ACKQCDRP	%ZIS 	0
ACKQCDRP	%ZIS HOME	0
ACKQCDRP	%ZISC 	0
ACKQCDRP	%ZTLOAD 	0
ACKQCDRP	ACKQUTL $$BFY	0
ACKQCDRP	ACKQUTL $$FTIME	0
ACKQCDRP	ACKQUTL $$NUMDT	0
ACKQCDRP	ACKQUTL $$XDAT	0
ACKQCDRP	ACKQUTL CNTR	0
ACKQCDRP	ACKQUTL PAUSE	0
ACKQCDRP	ACKQUTL2 $$DIV	0
ACKQCDRP	DIC $$FIND1	0
ACKQCDRP	DIC LIST	0
ACKQCDRP	DIQ $$GET1	0
ACKQCDRP	DIR 	0
ACKQCDRP	VASITE $$SITE	0
ACKQCLED	%DTC NOW	0
ACKQCLED	DIC 	0
ACKQCLED	DIC FIND	0
ACKQCLED	DIC1 DO	0
ACKQCLED	DICN FILE	0
ACKQCLED	DICN YN	0
ACKQCLED	DIE 	0
ACKQCLED	DIK EN1	0
ACKQCLED	DIQ $$GET1	0
ACKQCLED	DIQ GETS	0
ACKQCP	%ZIS 	0
ACKQCP	%ZIS HOME	0
ACKQCP	%ZISC 	0
ACKQCP	%ZTLOAD 	0
ACKQCP	ACKQASU4 $$PROVCHK	0
ACKQCP	ACKQCP SIG	0
ACKQCP	ACKQCP1 CP	0
ACKQCP	ACKQCP1 PULL	0
ACKQCP	ACKQCPL 	0
ACKQCP	ACKQHLP 	0
ACKQCP	ACKQUTL $$NUMDT	0
ACKQCP	ACKQUTL $$STACT	0
ACKQCP	ACKQUTL CNTR	0
ACKQCP	ACKQUTL PAUSE	0
ACKQCP	ACKQUTL4 $$CONVERT1	0
ACKQCP	DICN YN	0
ACKQCP	DIE 	0
ACKQCP	DIE FILE	0
ACKQCP	DIQ $$GET1	0
ACKQCP	DIR 	0
ACKQCP	DVBCTRN $$EN1	0
ACKQCP	DVBCTRN $$EN2	0
ACKQCP	XUSHSHP HASH	0
ACKQCP1	DIC 	0
ACKQCP1	DIQ $$GET1	0
ACKQCP1	VADPT DEM	0
ACKQCPL	ACKQASU4 $$PROVCHK	0
ACKQCPL	ACKQUTL PAUSE	0
ACKQCPL	DIQ $$GET1	0
ACKQCPL	DIR 	0
ACKQCPL	DVBCTRN $$EN1	0
ACKQDWB	ACKQUTL4 $$CONVERT1	0
ACKQDWB	XMD 	0
ACKQDWL	%DT DD	0
ACKQDWL	%DTC NOW	0
ACKQDWL	%ZTLOAD 	0
ACKQDWL	ACKQDWB ABORT	0
ACKQDWL	ACKQDWB BUILD	0
ACKQDWL	ACKQDWL1 	0
ACKQDWL	ACKQDWLU $$STAQES	0
ACKQDWL	ACKQDWLU $$STAQES1	0
ACKQDWL	ACKQDWLU $$WLSTATUS	0
ACKQDWL	ACKQDWLU CREATE	0
ACKQDWL	ACKQUTL $$BFY	0
ACKQDWL	ACKQUTL $$HTIM	0
ACKQDWL	ACKQUTL $$XDAT	0
ACKQDWL	ACKQUTL2 $$DIV	0
ACKQDWL	DIE FILE	0
ACKQDWL	DIR 	0
ACKQDWL	VASITE $$SITE	0
ACKQDWL1	DICN FILE	0
ACKQDWL1	DIE FILE	0
ACKQDWL1	DIQ $$GET1	0
ACKQDWL1	VADPT ADD	0
ACKQDWLP	%DTC NOW	0
ACKQDWLP	%ZIS 	0
ACKQDWLP	%ZIS HOME	0
ACKQDWLP	%ZISC 	0
ACKQDWLP	%ZTLOAD 	0
ACKQDWLP	ACKQDWLR SUMCPT	0
ACKQDWLP	ACKQDWLR SUMEC	0
ACKQDWLP	ACKQDWLR SUMICD	0
ACKQDWLP	ACKQDWLR SUMZIP	0
ACKQDWLP	ACKQDWLU ECSTAT	0
ACKQDWLP	ACKQUTL $$FTIME	0
ACKQDWLP	ACKQUTL $$NUMDT	0
ACKQDWLP	ACKQUTL $$XDAT	0
ACKQDWLP	ACKQUTL CNTR	0
ACKQDWLP	ACKQUTL PAUSE	0
ACKQDWLP	ACKQUTL2 $$DIV	0
ACKQDWLP	ACKQWL GETDT	0
ACKQDWLP	ACKQWL INIT	0
ACKQDWLP	DIQ $$GET1	0
ACKQDWLP	ICDEX $$CODEC	0
ACKQDWLR	ACKQUTL $$XDAT	0
ACKQDWLR	ACKQUTL CNTR	0
ACKQDWLR	ACKQUTL PAUSE	0
ACKQDWLR	DIQ $$GET1	0
ACKQDWLU	DICD WAIT	0
ACKQDWLU	DICN FILE	0
ACKQDWLU	DIE FILE	0
ACKQDWLU	DIR 	0
ACKQENV	DIQ $$GET1	0
ACKQENV	XPDUTL BMES	0
ACKQENV	XPDUTL MES	0
ACKQFIL	ACKQASU4 $$PROVCHK	0
ACKQFIL	ACKQFIL1 	0
ACKQFIL	ACKQUTL $$STACT	0
ACKQFIL	ACKQUTL CNTR	0
ACKQFIL	ACKQUTL6 LONG	0
ACKQFIL	DIC 	0
ACKQFIL	DIR 	0
ACKQFIL1	ACKQFIL EXIT	0
ACKQFIL1	ACKQFIL FILE	0
ACKQFIL1	ACKQUTL CNTR	0
ACKQFIL1	ACKQUTL6 LONG	0
ACKQFIL1	DIC 	0
ACKQFIL1	DIE 	0
ACKQFIL1	DIK 	0
ACKQFIL1	DIR 	0
ACKQFIL1	ICDEX $$CSI	0
ACKQFILP	%ZIS 	0
ACKQFILP	%ZISC 	0
ACKQFILP	DIP EN1	0
ACKQFILP	DIR 	0
ACKQHLP	ACKQUTL CNTR	0
ACKQHLP	DIR 	0
ACKQIPRE	DIE 	0
ACKQIPRE	DIK 	0
ACKQIPRE	DIU2 EN	0
ACKQIPRE	XPDUTL $$NEWCP	0
ACKQIPRE	XPDUTL $$VERSION	0
ACKQIPRE	XPDUTL BMES	0
ACKQIPRE	XPDUTL MES	0
ACKQIPS1	DIE FILE	0
ACKQIPS1	DIK ENALL	0
ACKQIPS1	XPDUTL BMES	0
ACKQIPST	DIC LIST	0
ACKQIPST	DICN FILE	0
ACKQIPST	DIE FILE	0
ACKQIPST	DIE UPDATE	0
ACKQIPST	DIQ $$GET1	0
ACKQIPST	DIQ GETS	0
ACKQIPST	XPDMENU $$ADD	0
ACKQIPST	XPDUTL $$NEWCP	0
ACKQIPST	XPDUTL $$PARCP	0
ACKQIPST	XPDUTL $$UPCP	0
ACKQIPST	XPDUTL BMES	0
ACKQIPST	XPDUTL MES	0
ACKQITMP	XPDUTL $$VERSION	0
ACKQNQ	%ZIS 	0
ACKQNQ	%ZIS HOME	0
ACKQNQ	%ZISC 	0
ACKQNQ	%ZISS ENS	0
ACKQNQ	%ZISS KILL	0
ACKQNQ	%ZTLOAD 	0
ACKQNQ	ACKQR3 BRKDESC	0
ACKQNQ	ACKQUTL $$NUMDT	0
ACKQNQ	ACKQUTL CNTR	0
ACKQNQ	ACKQUTL3 PROBLIST	0
ACKQNQ	ACKQUTL4 STATUS	0
ACKQNQ	ACKQUTL7 NOT	0
ACKQNQ	ACKQUTL8 $$DIAGTXT	0
ACKQNQ	DIC 	0
ACKQNQ	DICD WAIT	0
ACKQNQ	DIR 	0
ACKQNQ	ICDEX $$CSI	0
ACKQNQ	ICDXCODE $$ICDDATA	0
ACKQNQ	VADPT DEM	0
ACKQNQ	VADPT ELIG	0
ACKQNQ	VADPT INP	0
ACKQNQ	XLFSTR $$REPEAT	0
ACKQPCE	ACKQPCE1 $$SENDPCE	0
ACKQPCE	ACKQPCE3 $$KILLPCE	0
ACKQPCE	DIC FIND	0
ACKQPCE	DIC LIST	0
ACKQPCE	DIE FILE	0
ACKQPCE	DIE UPDATE	0
ACKQPCE1	%DTC NOW	0
ACKQPCE1	ACKQPCE CLEAR	0
ACKQPCE1	ACKQPCE FILERSN	0
ACKQPCE1	ACKQPCE2 ADDRSN	0
ACKQPCE1	ACKQPCE2 CONVERT	0
ACKQPCE1	ACKQUTL3 $$PCECHK	0
ACKQPCE1	ACKQUTL4 $$CONVERT1	0
ACKQPCE1	ACKQUTL6 $$PLIST	0
ACKQPCE1	ACKQUTL8 $$LDIAGTXT	0
ACKQPCE1	DIE FILE	0
ACKQPCE1	DIQ $$GET1	0
ACKQPCE1	DIQ GETS	0
ACKQPCE1	ICDEX $$CSI	0
ACKQPCE1	PXAPI $$DATA2PCE	0
ACKQPCE1	PXAPI $$DELVFILE	0
ACKQPCE1	PXAPI ENCEVENT	0
ACKQPCE2	%DT DD	0
ACKQPCE2	DIQ $$GET1	0
ACKQPCE3	%DTC NOW	0
ACKQPCE3	ACKQPCE CLEAR	0
ACKQPCE3	ACKQPCE FILERSN	0
ACKQPCE3	ACKQPCE2 ADDRSN	0
ACKQPCE3	DIE FILE	0
ACKQPCE3	DIQ $$GET1	0
ACKQPCE3	PXAPI $$DELVFILE	0
ACKQPCX	%DT DD	0
ACKQPCX	%DTC C	0
ACKQPCX	%DTC NOW	0
ACKQPCX	%ZIS 	0
ACKQPCX	%ZIS HOME	0
ACKQPCX	%ZISC 	0
ACKQPCX	%ZTLOAD 	0
ACKQPCX	ACKQRU DTRANGE	0
ACKQPCX	ACKQUTL $$FTIME	0
ACKQPCX	ACKQUTL $$NUMDT	0
ACKQPCX	ACKQUTL CNTR	0
ACKQPCX	ACKQUTL PAUSE	0
ACKQPCX	ACKQUTL2 $$DIV	0
ACKQPCX	ACKQUTL3 PCEERR	0
ACKQPCX	ACKQUTL6 $$FMT	0
ACKQPCX	DIQ $$GET1	0
ACKQPCX	DIR 	0
ACKQPCX	VADPT DEM	0
ACKQPOST	%DTC NOW	0
ACKQPOST	%ZTLOAD 	0
ACKQPOST	XPDMENU $$ADD	0
ACKQPOST	XPDUTL $$NEWCP	0
ACKQPOST	XPDUTL BMES	0
ACKQPOST	XPDUTL MES	0
ACKQR1	%DTC NOW	0
ACKQR1	%ZIS 	0
ACKQR1	%ZIS HOME	0
ACKQR1	%ZISC 	0
ACKQR1	%ZTLOAD 	0
ACKQR1	ACKQRU $$STOPNM	0
ACKQR1	ACKQRU $$STOPSORT	0
ACKQR1	ACKQRU DTRANGE	0
ACKQR1	ACKQUTL $$FTIME	0
ACKQR1	ACKQUTL $$NUMDT	0
ACKQR1	ACKQUTL CNTR	0
ACKQR1	ACKQUTL PAUSE	0
ACKQR1	ACKQUTL2 $$DIV	0
ACKQR1	DIQ $$GET1	0
ACKQR1	VADPT ADD	0
ACKQR2	%DTC NOW	0
ACKQR2	%ZIS 	0
ACKQR2	%ZIS HOME	0
ACKQR2	%ZISC 	0
ACKQR2	%ZTLOAD 	0
ACKQR2	ACKQRU $$STOPNM	0
ACKQR2	ACKQRU $$STOPSORT	0
ACKQR2	ACKQRU DTRANGE	0
ACKQR2	ACKQRU PARAMS	0
ACKQR2	ACKQUTL $$FTIME	0
ACKQR2	ACKQUTL $$MIXC	0
ACKQR2	ACKQUTL $$NUMDT	0
ACKQR2	ACKQUTL CNTR	0
ACKQR2	ACKQUTL PAUSE	0
ACKQR2	ACKQUTL2 $$DIV	0
ACKQR2	ACKQUTL2 $$LEADROLE	0
ACKQR2	ACKQUTL4 $$CONVERT	0
ACKQR2	ACKQUTL8 $$PROCTXT	0
ACKQR2	DIQ $$GET1	0
ACKQR2	ICPTCOD $$CPT	0
ACKQR3	%DT 	0
ACKQR3	%DTC NOW	0
ACKQR3	%ZIS 	0
ACKQR3	%ZIS HOME	0
ACKQR3	%ZISC 	0
ACKQR3	%ZTLOAD 	0
ACKQR3	ACKQAICD $$ICDSYS	0
ACKQR3	ACKQRU $$STOPNM	0
ACKQR3	ACKQRU $$STOPSORT	0
ACKQR3	ACKQRU DTRANGE	0
ACKQR3	ACKQRU PARAMS	0
ACKQR3	ACKQUTL $$FTIME	0
ACKQR3	ACKQUTL $$MIXC	0
ACKQR3	ACKQUTL $$NUMDT	0
ACKQR3	ACKQUTL CNTR	0
ACKQR3	ACKQUTL PAUSE	0
ACKQR3	ACKQUTL2 $$DIV	0
ACKQR3	ACKQUTL2 $$LEADROLE	0
ACKQR3	ACKQUTL4 $$CONVERT	0
ACKQR3	ACKQUTL8 $$DIAGTXT	0
ACKQR3	DIQ $$GET1	0
ACKQR3	DIQ GETS	0
ACKQR3	ICDEX $$CSI	0
ACKQR3	ICDXCODE $$ICDDATA	0
ACKQR3	LEXU $$IMPDATE	0
ACKQR3	XLFSTR $$UP	0
ACKQR4	%DTC NOW	0
ACKQR4	%ZIS 	0
ACKQR4	%ZIS HOME	0
ACKQR4	%ZISC 	0
ACKQR4	%ZTLOAD 	0
ACKQR4	ACKQRU DTRANGE	0
ACKQR4	ACKQUTL $$FTIME	0
ACKQR4	ACKQUTL $$NUMDT	0
ACKQR4	ACKQUTL CNTR	0
ACKQR4	ACKQUTL PAUSE	0
ACKQR4	ACKQUTL2 $$DIV	0
ACKQR4	ACKQUTL8 $$PROCTXT	0
ACKQR4	DIQ $$GET1	0
ACKQR5	%DTC NOW	0
ACKQR5	%ZIS 	0
ACKQR5	%ZIS HOME	0
ACKQR5	%ZISC 	0
ACKQR5	%ZTLOAD 	0
ACKQR5	ACKQRU $$STOPNM	0
ACKQR5	ACKQRU $$STOPSORT	0
ACKQR5	ACKQRU DTRANGE	0
ACKQR5	ACKQRU PARAMS	0
ACKQR5	ACKQUTL $$FTIME	0
ACKQR5	ACKQUTL $$MIXC	0
ACKQR5	ACKQUTL $$NUMDT	0
ACKQR5	ACKQUTL CNTR	0
ACKQR5	ACKQUTL PAUSE	0
ACKQR5	ACKQUTL2 $$DIV	0
ACKQR5	ACKQUTL2 $$LEADROLE	0
ACKQR5	ACKQUTL4 $$CONVERT	0
ACKQR5	DIQ $$GET1	0
ACKQR5	DIQ GETS	0
ACKQRU	ACKQUTL $$NUMDT	0
ACKQRU	ACKQUTL4 $$CONVERT1	0
ACKQRU	DIC 	0
ACKQRU	DIC LIST	0
ACKQRU	DIQ $$GET1	0
ACKQRU	DIR 	0
ACKQSEL	DIR 	0
ACKQSEL	DIWP 	0
ACKQSEL	DIWW 	0
ACKQUT1	%DTC NOW	0
ACKQUT1	ACKQAICD $$ICDSYS	0
ACKQUT1	ICDXCODE $$ICDDATA	0
ACKQUT1	ICPTCOD $$CPT	0
ACKQUTL	%DT 	0
ACKQUTL	%DT DD	0
ACKQUTL	%ZIS 	0
ACKQUTL	%ZIS HOME	0
ACKQUTL	DIC LIST	0
ACKQUTL	DIE UPDATE	0
ACKQUTL	DIQ $$GET1	0
ACKQUTL	DIR 	0
ACKQUTL1	%DTC NOW	0
ACKQUTL1	ACKQUTL9 $$CHECK	0
ACKQUTL1	DIE FILE	0
ACKQUTL1	DIE UPDATE	0
ACKQUTL1	DIR 	0
ACKQUTL2	ACKQRU GETDIV	0
ACKQUTL2	ACKQSEL SELECT	0
ACKQUTL2	DIC $$FIND1	0
ACKQUTL2	DIC FIND	0
ACKQUTL2	DIC LIST	0
ACKQUTL2	DILFD $$EXTERNAL	0
ACKQUTL2	DILFD RECALL	0
ACKQUTL2	DIQ $$GET1	0
ACKQUTL2	DIQ GETS	0
ACKQUTL2	DIWP 	0
ACKQUTL2	DIWW 	0
ACKQUTL3	ACKQUTL6 $$FMT	0
ACKQUTL3	DIE FILE	0
ACKQUTL3	DIE UPDATE	0
ACKQUTL3	DIQ $$GET1	0
ACKQUTL3	DIQ GETS	0
ACKQUTL3	PXAPI ENCEVENT	0
ACKQUTL4	%ZISS ENS	0
ACKQUTL4	ACKQNQ $$PAGE	0
ACKQUTL4	ACKQNQ CLASDIS	0
ACKQUTL4	ACKQNQ RATDIS	0
ACKQUTL4	ACKQUTL5 $$EVENT	0
ACKQUTL4	ACKQUTL6 LONG	0
ACKQUTL4	ACKQUTL8 $$DIAGTXT	0
ACKQUTL4	ACKQUTL8 $$MODTXT	0
ACKQUTL4	DGCV $$CVEDT	0
ACKQUTL4	DGMSTAPI $$GETSTAT	0
ACKQUTL4	DGNTAPI GETCUR	0
ACKQUTL4	DIC LIST	0
ACKQUTL4	DIE FILE	0
ACKQUTL4	DIQ $$GET1	0
ACKQUTL4	DIQ GETS	0
ACKQUTL4	DVBCTRN $$EN1	0
ACKQUTL4	ICDEX $$CODEC	0
ACKQUTL4	ICPTMOD $$MOD	0
ACKQUTL4	VADPT ELIG	0
ACKQUTL4	VADPT SVC	0
ACKQUTL4	XPDUTL $$PATCH	0
ACKQUTL5	%DTC NOW	0
ACKQUTL5	%ZISS ENS	0
