routine_name	package	source_path	line_count	byte_size	first_line_comment	version_line	tag_count	comment_line_count	is_percent_routine
RCDMCR8B	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDMCR8B.m	121	6468	RCDMCR8B ;ALB/LB - Pension Report Exempt Charge Reconciliation Report - Input/output; Jun 16, 2021@14:23	;;4.5;Accounts Receivable;**384**;JUN 16, 2021;Build 29	3	18	N
RCDMCR8C	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDMCR8C.m	89	3708	RCDMCR8C ;ALB/LB - Pension Report Exempt Charge Reconciliation Report - Input/output; Jun 16, 2021@14:23	;;4.5;Accounts Receivable;**384**;JUN 16, 2021;Build 29	3	24	N
RCDMCUT1	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDMCUT1.m	232	8064	RCDMCUT1 ;HEC/SBW - Utility Functions for Hold Debt to DMC Project ;30/AUG/2007	;;4.5;Accounts Receivable;**253,347**;Mar 20, 1995;Build 47	7	97	N
RCDMCUT2	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDMCUT2.m	344	10923	RCDMCUT2 ;HEC/SBW - Utility Functions for Hold Debt to DMC Project ;30/AUG/2007	;;4.5;Accounts Receivable;**253,347**;Mar 20, 1995;Build 47	19	142	N
RCDPAPL1	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPAPL1.m	327	11218	RCDPAPL1 ;WISC/RFJ-account profile listmanager options ;1 Jun 99	;;4.5;Accounts Receivable;**114,315**;Mar 20, 1995;Build 67	23	85	N
RCDPAPLI	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPAPLI.m	200	8195	RCDPAPLI ;WISC/RFJ-account profile top list manager init ;1 Jun 99	;;4.5;Accounts Receivable;**114,141,241,303,301,315,350**;Mar 20, 1995;Build 66	4	53	N
RCDPAPLM	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPAPLM.m	120	4248	RCDPAPLM ;WISC/RFJ-account profile top list manager routine ;1 Jun 99	;;4.5;Accounts Receivable;**114**;Mar 20, 1995	8	35	N
RCDPAPST	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPAPST.m	130	4712	RCDPAPST ;WISC/RFJ-account profile bill status select ;1 Jun 99	;;4.5;Accounts Receivable;**114,168**;Mar 20, 1995	8	42	N
RCDPARC	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPARC.m	327	17497	RCDPARC ;ALB/TJB - CARC REPORT ON PAYER OR CARC CODE ;9/15/14 3:00pm	;;4.5;Accounts Receivable;**303,321,326,432**;Mar 20, 1995;Build 16	12	70	N
RCDPARC1	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPARC1.m	29	2080	RCDPARC1 ;AITC/CJE - CARC REPORT ON PAYER OR CARC CODE ;9/15/14 3:00pm	;;4.5;Accounts Receivable;**326**;Mar 20, 1995;Build 26	2	4	N
RCDPAYER	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPAYER.m	161	5546	RCDPAYER ;ALB/PJH - TPJI Utility ;Jun 06, 2014@19:11:19	;;4.5;Accounts Receivable;**269,276,298,326,332**;Mar 20, 1995;Build 40	4	74	N
RCDPBPL1	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPBPL1.m	44	970	RCDPBPL1 ;WISC/RFJ-bill profile options ;1 Jun 99	;;4.5;Accounts Receivable;**114,462**;Mar 20, 1995;Build 12	5	14	N
RCDPBPL2	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPBPL2.m	101	4167	RCDPBPL2 ;EDE/YMG - bill profile eligibility screen; 08/21/2025	;;4.5;Accounts Receivable;**462**;Mar 20, 1995;Build 12	5	15	N
RCDPBPL3	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPBPL3.m	88	3777	RCDPBPL3 ;EDE/YMG - bill profile special authority screen; 08/21/2025	;;4.5;Accounts Receivable;**462**;Mar 20, 1995;Build 12	4	9	N
RCDPBPLI	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPBPLI.m	205	10077	RCDPBPLI ;WISC/RFJ - bill profile (build array cont employee/vendor) ;1 Jun 99	;;4.5;Accounts Receivable;**114,153,301,315,350,372,388,389**;Mar 20, 1995;Build 36	13	38	N
RCDPBPLM	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPBPLM.m	221	9372	RCDPBPLM ;WISC/RFJ - bill profile ;1 Jun 99	;;4.5;Accounts Receivable;**114,153,159,241,276,303,301,315,388,389**;Mar 20, 1995;Build 36	7	73	N
RCDPBTL1	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPBTL1.m	59	1482	RCDPBTL1 ;WISC/RFJ-bill transaction options ;1 Jun 99	;;4.5;Accounts Receivable;**114**;Mar 20, 1995	4	23	N
RCDPBTLM	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPBTLM.m	214	8613	RCDPBTLM ;WISC/RFJ - bill transactions List Manager top routine ;1 Jun 99	;;4.5;Accounts Receivable;**114,148,153,168,169,198,247,271,276,315,372**;Mar 20, 1995;Build 9	9	71	N
RCDPCON	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPCON.m	25	1417	RCDPCON ;WASH-ISC@ALTOONA,PA/RGY-CONFIRM A DEPOSIT TICKET ;8/26/96  10:49 AM		5	1	N
RCDPCRR	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPCRR.m	341	15852	RCDPCRR ;ALB/TJB - CARC/RARC DATA TABLE REPORT ;11/03/14 1:00pm	;;4.5;Accounts Receivable;**303**;Mar 20, 1995;Build 84	26	70	N
RCDPCSA	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPCSA.m	140	6569	RCDPCSA ;UNY/RGB-CROSS-SERVICING STATUS FIX ;03/15/14 3:34 PM	;;4.5;Accounts Receivable;**325,336,343**;Mar 20, 1995;Build 59	16	20	N
RCDPDEPT	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPDEPT.m	117	3952	RCDPDEPT ;WISC/RFJ-deposit (process) a deposit ticket ;1 Oct 97	;;4.5;Accounts Receivable;**90**;Mar 20, 1995	6	32	N
RCDPDPL1	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPDPL1.m	179	5109	RCDPDPL1 ;WISC/RFJ-deposit profile listmanager options ;1 Jun 99	;;4.5;Accounts Receivable;**114,148,172,173**;Mar 20, 1995	10	55	N
RCDPDPLM	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPDPLM.m	152	6383	RCDPDPLM ;WISC/RFJ - deposit profile listmanager top routine ;1 Jun 99	;;4.5;Accounts Receivable;**114,149,304**;Mar 20, 1995;Build 104	7	35	N
RCDPDPLU	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPDPLU.m	66	1930	RCDPDPLU ;WISC/RFJ-deposit profile utilities ;1 Jun 99	;;4.5;Accounts Receivable;**114,173**;Mar 20, 1995	5	24	N
RCDPE215	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPE215.m	240	10348	RCDPE215 ;ALB/TMK- SF215 EDI Lockbox Summary Report ;1 Jun 99	;;4.5;Accounts Receivable;**114,173,220,321**;Mar 20, 1995;Build 48	10	39	N
RCDPE8NZ	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPE8NZ.m	291	15060	RCDPE8NZ ;ALB/TMK/KML/JCH - Unapplied EFT Deposits report ;Jun 06, 2014@19:11:19	;;4.5;Accounts Receivable;**173,212,208,269,276,283,293,298,317,318,326,375,371,432**;Mar 20, 1995;Build 16	11	80	N
RCDPEAA1	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAA1.m	398	16859	RCDPEAA1 ;ALB/KML - AUTO POST AWAITING RESOLUTION (APAR) - LIST OF UNPOSTED EEOBS ;Jun 06, 2014@19:11:19	;;4.5;Accounts Receivable;**298,304,317,321,326,432**;Mar 20, 1995;Build 16	20	137	N
RCDPEAA2	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAA2.m	347	17283	RCDPEAA2 ;ALB/KML - APAR Screen - SELECTED EOB ;Jun 06, 2014@19:11:19	;;4.5;Accounts Receivable;**298,304,318,321,326,332**;Mar 20, 1995;Build 40	24	99	N
RCDPEAA3	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAA3.m	320	13276	RCDPEAA3 ;ALB/KML - APAR Screen - callable entry points ;Nov 24, 2014@23:32:24	;;4.5;Accounts Receivable;**298,304,318,332,439**;Mar 20, 1995;Build 29	19	77	N
RCDPEAA4	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAA4.m	217	9399	RCDPEAA4 ;AITC/CJE - AUTO POST AWAITING RESOLUTION (APAR) - LIST OF UNPOSTED EEOBS ;Jun 06, 2014@19:11:19	;;4.5;Accounts Receivable;**321**;;Build 48;Build 99	6	86	N
RCDPEAC	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAC.m	365	17181	RCDPEAC ;ALB/TMK/PJH - ACTIVE BILLS WITH EEOB ON FILE ;Jun 06, 2014@19:11:19	;;4.5;Accounts Receivable;**208,269,276,298,303,326,332,432**;Mar 20, 1995;Build 16	18	117	N
RCDPEAD	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAD.m	398	17469	RCDPEAD ;ALB/PJH - AUTO DECREASE ;Jun 06, 2014@19:11:19	;;4.5;Accounts Receivable;**298,304,318,326,332,345,349**;Mar 20, 1995;Build 44	11	150	N
RCDPEAD1	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAD1.m	307	14381	RCDPEAD1 ;OIFO-BAYPINES/PJH - AUTO-DECREASE REPORT ;Nov 23, 2014@12:48:50	;;4.5;Accounts Receivable;**298,318,326,345,349,432**;Mar 20, 1995;Build 16	11	124	N
RCDPEAD2	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAD2.m	123	4722	RCDPEAD2 ;AITC/CJE - AUTO-DECREASE REPORT ;Nov 23, 2014@12:48:50	;;4.5;Accounts Receivable;**326,345,349**;Mar 20, 1995;Build 44	6	41	N
RCDPEAD3	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAD3.m	401	16774	RCDPEAD3 ;ALB/PJH - AUTO DECREASE ; 6/27/19 2:43pm	;;4.5;Accounts Receivable;**345,349,450**;Mar 20, 1995;Build 15	17	144	N
RCDPEAD4	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAD4.m	66	2959	RCDPEAD4 ;AITC/CJE - AUTO DECREASE ;Jun 06, 2014@19:11:19	;;4.5;Accounts Receivable;**349**;Mar 20, 1995;Build 44	2	11	N
RCDPEAD5	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAD5.m	104	4531	RCDPEAD5 ;TAS/CJE - 1ST PARTY AUTO DECREASE ; 6/27/19 2:43pm	;;4.5;Accounts Receivable;**450**;Mar 20, 1995;Build 15	5	24	N
RCDPEADP	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEADP.m	424	19008	RCDPEADP ;OIFO-BAYPINES/PJH - AUTO-DECREASE REPORT ;Nov 23, 2014@12:48:50	;;4.5;Accounts Receivable;**298,318,326,432**;Mar 20, 1995;Build 16	15	190	N
RCDPEAP	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAP.m	437	19479	RCDPEAP ;ALB/PJH - AUTO POST MATCHING EFT ERA PAIR ;Oct 15, 2014@12:36:51	;;4.5;Accounts Receivable;**298,304,318,321,326,424,432**;Mar 20, 1995;Build 16	24	146	N
RCDPEAP1	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAP1.m	402	19058	RCDPEAP1 ;ALB/KML - AUTO POST MATCHING EFT ERA PAIR - CONT. ;Jun 06, 2014@19:11:19	;;4.5;Accounts Receivable;**298,304,318,321,326,345,349,424,432**;Mar 20, 1995;Build 16	13	199	N
RCDPEAP2	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAP2.m	57	2343	RCDPEAP2 ;AITC/CJE - AUTO POST MATCHING EFT ERA PAIR - CONT. ;Jun 06, 2014@19:11:19	;;4.5;Accounts Receivable;**424**;Mar 20, 1995;Build 11	3	24	N
RCDPEAPP	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAPP.m	478	19349	RCDPEAPP ;OIFO-BAYPINES/PJH - AUTO POST REPORT ;Dec 20, 2014@18:42	;;4.5;Accounts Receivable;**298,304,326,345,424,432**;Mar 20, 1995;Build 16	21	147	N
RCDPEAPQ	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAPQ.m	229	11008	RCDPEAPQ ;AITC/CJE - AUTO POST REPORT -CONTINUED ;Dec 20, 2014@18:42	;;4.5;Accounts Receivable;**298,304,326,345,424**;Mar 20, 1995;Build 11	6	68	N
RCDPEAPS	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAPS.m	183	5355	RCDPEAPS ;ALB/DMB - ERA STATUS CHANGE AUDIT REPORT ;Nov 25, 2015	;;4.5;Accounts Receivable;**304,326,432,439**;Mar 20, 1995;Build 29	13	53	N
RCDPEAR	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAR.m	33	1164	RCDPEAR ;ALB/TMK - ELECTRONIC ERA AGING REPORTS FROM NIGHTLY JOB ;04-NOV-02	;;4.5;Accounts Receivable;**173,276**;Mar 20, 1995;Build 87	3	11	N
RCDPEAR1	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAR1.m	445	18800	RCDPEAR1 ;ALB/TMK/PJH - ERA Unmatched Aging Report (file #344.4) ;Dec 20, 2014@18:41:35	;;4.5;Accounts Receivable;**173,269,276,284,293,298,321,326,371,409,432**;Mar 20, 1995;Build 16	13	126	N
RCDPEAR2	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAR2.m	280	13252	RCDPEAR2 ;ALB/TMK/PJH - EFT Unmatched Aging Report - FILE 344.3 ;Nov 24, 2014@18:31:57	;;4.5;Accounts Receivable;**173,269,276,284,283,293,298,318,321,326,432**;Mar 20, 1995;Build 16	10	93	N
RCDPEAR3	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAR3.m	50	2107	RCDPEAR3 ;AITC/CJE - ERA Unmatched Aging Report ;	;;4.5;Accounts Receivable;**321**;;Build 48	3	24	N
RCDPEAR4	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEAR4.m	55	2772	RCDPEAR4 ;ALB/TMK/PJH - ERA Unmatched Aging Report (file #344.4) ;Dec 20, 2014@18:41:35	;;4.5;Accounts Receivable;**409**;Mar 20, 1995;Build 17	2	18	N
RCDPEARL	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEARL.m	238	8922	RCDPEARL ;ALB/HRUBOVCAK - Misc. Report utilities for ListMan, etc. ;Jun 06, 2014@19:11:19	;;4.5;Accounts Receivable;**298,321,332,432**;15 April 2014;Build 16	25	99	N
RCDPECH	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPECH.m	92	2991	RCDPECH ;ALB/PJH - RECEIPT COMMENT HISTORY ;24-FEB-03	;;4.5;Accounts Receivable;**173,276,321**;Mar 20, 1995;Build 48	4	38	N
RCDPEDA1	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEDA1.m	6	250	RCDPEDA1 ;ALB/TMK/PJH - ACTIVITY REPORT HEADER ;Jun 06, 2014@19:11:19	;;4.5;Accounts Receivable;**173,269,276,284,283,298**;Mar 20, 1995;Build 121	1	4	N
RCDPEDA2	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEDA2.m	359	18755	RCDPEDA2 ;AITC/DW - ACTIVITY REPORT ;Feb 17, 2017@10:37:00	;;4.5;Accounts Receivable;**318,321,326,380,432,439**;Mar 20, 1995;Build 29	7	142	N
RCDPEDA3	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEDA3.m	390	18670	RCDPEDA3 ;AITC/DW - ACTIVITY REPORT ;Feb 17, 2017@10:37:00	;;4.5;Accounts Receivable;**318,321,326,432,439**;Mar 20, 1995;Build 29	6	164	N
RCDPEDA4	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEDA4.m	329	13358	RCDPEDA4 ;AITC/DW - ACTIVITY REPORT ;Feb 17, 2017@10:37:00	;;4.5;Accounts Receivable;**318,321,326,432,439,446**;Mar 20, 1995;Build 15	12	130	N
RCDPEDAR	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEDAR.m	396	19341	RCDPEDAR ;ALB/TMK - ACTIVITY REPORT ;Jun 06, 2014@19:11:19	;;4.5;Accounts Receivable;**173,276,284,283,298,304,318,321,326,432,439**;Mar 20, 1995;Build 29	11	118	N
RCDPEDS	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEDS.m	120	6201	RCDPEDS ;ALB/TMK/DWA - Display EEOB detail from receipt ;07/30/10	;;4.5;Accounts Receivable;**173,269**;Mar 20, 1995;Build 113	8	36	N
RCDPEE	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEE.m	396	16176	RCDPEE ;AITC/FA -Select Partially Matched EFTs ; 29-MAY-2018	;;4.5;Accounts Receivable;**332**;Mar 20, 1995;Build 40	17	150	N
RCDPEFA1	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEFA1.m	404	18875	RCDPEFA1 ;AITC/FA - FIRST PARTY AUTO-DECREASE REPORT ; 6/12/19 7:36am	;;4.5;Accounts Receivable;**345,349**;Mar 20, 1995;Build 44	13	132	N
RCDPEFA2	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEFA2.m	257	9105	RCDPEFA2 ;AITC/FA - FIRST PARTY AUTO-DECREASE REPORT, cont. ; 5/29/19 12:31pm	;;4.5;Accounts Receivable;**345,349**;Mar 20, 1995;Build 44	16	86	N
RCDPEFA3	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEFA3.m	439	19177	RCDPEFA3 ;AITC/CJE - 1ST PARTY AUTO DECREASE VS MANUAL DECREASE REPORT;Jun 06, 2014@19:11:19 ; 7/3/19 8:41am	;;4.5;Accounts Receivable;**345,349**;Mar 20, 1995;Build 44	15	141	N
RCDPEFA4	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEFA4.m	99	4408	RCDPEFA4 ;AITC/CJE - 1ST PARTY AUTO VS MANUAL DECREASE REPORT CONT.;Jun 06, 2014@19:11:19 ; 6/27/19 10:06am	;;4.5;Accounts Receivable;**345,349**;Mar 20, 1995;Build 44	4	20	N
RCDPEFTL	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEFTL.m	248	11011	RCDPEFTL ;EDE/FA - LIST LOCKED EFT REPORT ;18 July 2018 11:19:25	;;4.5;Accounts Receivable;**332**;Mar 20, 1995;Build 40	14	88	N
RCDPELA1	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPELA1.m	412	16528	RCDPELA1 ;EDE/FA - LIST ALL AUTO-POSTED RECEIPTS REPORT ;Nov 17, 2016	;;4.5;Accounts Receivable;**318,326,432**;Mar 20, 1995;Build 16	11	152	N
RCDPELAR	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPELAR.m	430	19385	RCDPELAR ;EDE/FA - LIST ALL AUTO-POSTED RECEIPTS REPORT ;Nov 17, 2016	;;4.5;Accounts Receivable;**318,321,326,432**;Mar 20, 1995;Build 16	17	169	N
RCDPEM	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEM.m	223	10084	RCDPEM ;ALB/TMK/PJH - POST EFT, ERA MATCHING TO EFT ;Jun 06, 2014@19:11:19	;;4.5;Accounts Receivable;**173,255,269,276,283,298,304,318,321,326,345,349,424**;Mar 20, 1995;Build 11	9	61	N
RCDPEM0	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEM0.m	254	11425	RCDPEM0 ;ALB/TMK - ERA MATCHING TO EFT (cont) ;Jun 11, 2014@13:04:03	;;4.5;Accounts Receivable;**173,208,220,298,304,345,375,349,409,424,439**;Mar 20, 1995;Build 29	6	58	N
RCDPEM1	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEM1.m	158	7866	RCDPEM1 ;ALB/TMK,DWA,PJH - ERA MATCH TO EFT (cont) ; 5/5/11 1:25pm	;;4.5;Accounts Receivable;**173,269,318,321,380**;Mar 20, 1995;Build 14	8	43	N
RCDPEM2	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEM2.m	330	13845	RCDPEM2 ;ALB/TMK/PJH - MANUAL ERA AND EFT MATCHING ;Jun 11, 2014@13:24:36	;;4.5;Accounts Receivable;**173,208,276,284,293,298,303,304,321,326,332,409,439**;Mar 20, 1995;Build 29	20	71	N
RCDPEM21	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEM21.m	179	5953	RCDPEM21 ;ALB/TMK/PJH - MANUAL MATCH TO PAPER EOB ;Jun 11, 2014@13:24:36	;;4.5;Accounts Receivable;**173,208,276,284,293,298,303,304,321,326**;Mar 20, 1995;Build 26	12	50	N
RCDPEM3	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEM3.m	481	19431	RCDPEM3 ;OIFO-BAYPINES/RBN - ERA AUDIT REPORT and return EFT function ;Jun 06, 2014@19:11:19	;;4.5;Accounts Receivable;**276,284,298,326,375,371,432**;Mar 20, 1995;Build 16	17	148	N
RCDPEM4	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEM4.m	449	16693	RCDPEM4 ;OIFO-BAYPINES/PJH - EPAYMENTS AUDIT REPORTS ;Nov 17, 2014@17:00:41	;;4.5;Accounts Receivable;**276,284,298,304,321,326,332,432**;Mar 20, 1995;Build 16	25	126	N
RCDPEM41	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEM41.m	78	2969	RCDPEM41 ;OIFO-BAYPINES/MR - EPAYMENTS AUDIT REPORTS - Cont. ;Jul 01, 2014@02:11:19	;;4.5;Accounts Receivable;**298**;Mar 20, 1995;Build 121	4	34	N
RCDPEM5	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEM5.m	482	17260	RCDPEM5 ;ALB/PJH - EPAYMENTS MOVE EEOB TO NEW CLAIM ;Oct 29, 2014@16:43:51	;;4.5;Accounts Receivable;**173,208,276,298,321,332**;Mar 20, 1995;Build 40	19	208	N
RCDPEM6	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEM6.m	277	11658	RCDPEM6 ;OIFO-BAYPINES/RBN - DUPLICATE EFT DEPOSITS AUDIT REPORT ;Jun 11, 2014@18:03:49	;;4.5;Accounts Receivable;**276,298,326,375,432**;Mar 20, 1995;Build 16	13	115	N
RCDPEM7	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEM7.m	292	11331	RCDPEM7 ;OIFO-BAYPINES/PJH - OVERDUE EFT AND ERA BULLETINS ; 6/7/19 7:24am	;;4.5;Accounts Receivable;**276,298,303,304,321,326,345,349,439**;Mar 20, 1995;Build 29	10	58	N
RCDPEM8	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEM8.m	192	5801	RCDPEM8 ;OIFO-BAYPINES/PJH - EOB MOVE/COPY BULLETINS ;Jun 06, 2014@19:11:19	;;4.5;Accounts Receivable;**276,298**;Mar 20, 1995;Build 121	9	73	N
RCDPEM9	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEM9.m	287	12483	RCDPEM9 ;OIFO-BAYPINES/PJH - PAYER SELECTION ;10/18/11 6:17pm	;;4.5;Accounts Receivable;**276,284,318,326,332**;Mar 20, 1995;Build 40	8	104	N
RCDPEMA	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEMA.m	146	6823	RCDPEMA ;ALB/PJH - AUTO-POSTING RECEIPT CREATION ;Oct 15, 2014@12:37:52	;;4.5;Accounts Receivable;**298,304,318,321,326**;Mar 20, 1995;Build 26	6	44	N
RCDPEMA1	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEMA1.m	303	11759	RCDPEMA1 ;EDE/FA - LIST ALL AUTO-POSTED RECEIPTS REPORT ;Nov 17, 2016	;;4.5;Accounts Receivable;**332,432**;Mar 20, 1995;Build 16	10	87	N
RCDPEMAP	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEMAP.m	338	13662	RCDPEMAP ;AITC/FA - LIST ALL AUTO-POSTED RECEIPTS REPORT ;Nov 17, 2016	;;4.5;Accounts Receivable;**332,432**;Mar 20, 1995;Build 16	14	112	N
RCDPEMAR	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEMAR.m	441	15501	RCDPEMAR ;ALB/CNF - MANUAL AUDIT REPORT ;12/31/24	;;4.5;Accounts Receivable;**446**;Mar 20, 1995;Build 15	17	143	N
RCDPEMB	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEMB.m	14	469	RCDPEMB ;AITC/CJE - CONTINUE MANUAL ERA AND EFT MATCHING ;Jun 11, 2014@13:24:36	;;4.5;Accounts Receivable;**326**;Mar 20, 1995;Build 26	2	6	N
RCDPEMSG	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPEMSG.m	168	7902	RCDPEMSG ;ALB/TMK - Server interface to CARC/RARC data from Austin ;01/20/15	;;4.5;Accounts Receivable;**303,316**;Mar 20, 1995;Build 2	15	47	N
RCDPENE1	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPENE1.m	114	5311	RCDPENE1 ;AITC/CJE - NEGATIVE ERA LINE REPORT ;Dec 20, 2014@18:42	;;4.5;Accounts Receivable;**424**;Mar 20, 1995;Build 11	3	46	N
RCDPENER	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPENER.m	215	9091	RCDPENER ;AITC/CJE - NEGATIVE ERA LINE REPORT ;Dec 20, 2014@18:42	;;4.5;Accounts Receivable;**424**;Mar 20, 1995;Build 11	7	63	N
RCDPENR1	Accounts Receivable	/opt/VistA-M/Packages/Accounts Receivable/Routines/RCDPENR1.m	520	17584	RCDPENR1 ;ALB/SAB - EPay National Reports ;12/10/14	;;4.5;Accounts Receivable;**304,359,349**;Mar 20, 1995;Build 44	22	222	N
