routine_name	package	source_path	line_count	byte_size	first_line_comment	version_line	tag_count	comment_line_count	is_percent_routine
IBDEI11U	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI11U.m	144	3876	IBDEI11U ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI11V	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI11V.m	142	3849	IBDEI11V ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI11W	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI11W.m	140	3875	IBDEI11W ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI11X	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI11X.m	140	3890	IBDEI11X ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI11Y	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI11Y.m	138	3851	IBDEI11Y ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	135	N
IBDEI11Z	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI11Z.m	142	3871	IBDEI11Z ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI120	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI120.m	142	3892	IBDEI120 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI121	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI121.m	140	3884	IBDEI121 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI122	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI122.m	134	3864	IBDEI122 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	131	N
IBDEI123	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI123.m	134	3900	IBDEI123 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	131	N
IBDEI124	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI124.m	136	3890	IBDEI124 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	133	N
IBDEI125	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI125.m	132	3842	IBDEI125 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	129	N
IBDEI126	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI126.m	134	3894	IBDEI126 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	131	N
IBDEI127	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI127.m	134	3841	IBDEI127 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	131	N
IBDEI128	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI128.m	134	3894	IBDEI128 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	131	N
IBDEI129	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI129.m	128	3838	IBDEI129 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	125	N
IBDEI12A	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12A.m	130	3858	IBDEI12A ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	127	N
IBDEI12B	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12B.m	140	3873	IBDEI12B ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI12C	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12C.m	144	3894	IBDEI12C ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI12D	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12D.m	142	3867	IBDEI12D ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI12E	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12E.m	140	3891	IBDEI12E ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI12F	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12F.m	130	3844	IBDEI12F ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	127	N
IBDEI12G	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12G.m	128	3897	IBDEI12G ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	125	N
IBDEI12H	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12H.m	142	3860	IBDEI12H ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI12I	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12I.m	136	3865	IBDEI12I ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	133	N
IBDEI12J	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12J.m	144	3884	IBDEI12J ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI12K	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12K.m	138	3887	IBDEI12K ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	135	N
IBDEI12L	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12L.m	140	3875	IBDEI12L ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI12M	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12M.m	140	3866	IBDEI12M ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI12N	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12N.m	142	3892	IBDEI12N ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI12O	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12O.m	142	3880	IBDEI12O ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI12P	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12P.m	140	3877	IBDEI12P ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI12Q	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12Q.m	146	3886	IBDEI12Q ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	143	N
IBDEI12R	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12R.m	144	3875	IBDEI12R ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI12S	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12S.m	146	3898	IBDEI12S ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	143	N
IBDEI12T	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12T.m	140	3853	IBDEI12T ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI12U	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12U.m	142	3869	IBDEI12U ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI12V	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12V.m	144	3888	IBDEI12V ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI12W	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12W.m	144	3852	IBDEI12W ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI12X	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12X.m	138	3870	IBDEI12X ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	135	N
IBDEI12Y	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12Y.m	142	3868	IBDEI12Y ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI12Z	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI12Z.m	142	3888	IBDEI12Z ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI130	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI130.m	134	3848	IBDEI130 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	131	N
IBDEI131	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI131.m	140	3878	IBDEI131 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI132	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI132.m	142	3897	IBDEI132 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI133	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI133.m	140	3864	IBDEI133 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI134	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI134.m	136	3856	IBDEI134 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	133	N
IBDEI135	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI135.m	136	3901	IBDEI135 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	133	N
IBDEI136	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI136.m	142	3868	IBDEI136 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI137	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI137.m	144	3862	IBDEI137 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI138	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI138.m	138	3880	IBDEI138 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	135	N
IBDEI139	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI139.m	142	3868	IBDEI139 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI13A	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13A.m	142	3860	IBDEI13A ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI13B	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13B.m	144	3895	IBDEI13B ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI13C	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13C.m	144	3856	IBDEI13C ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI13D	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13D.m	144	3860	IBDEI13D ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI13E	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13E.m	142	3865	IBDEI13E ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI13F	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13F.m	140	3924	IBDEI13F ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI13G	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13G.m	138	3863	IBDEI13G ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	135	N
IBDEI13H	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13H.m	142	3867	IBDEI13H ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI13I	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13I.m	144	3882	IBDEI13I ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI13J	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13J.m	142	3879	IBDEI13J ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI13K	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13K.m	142	3879	IBDEI13K ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI13L	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13L.m	142	3867	IBDEI13L ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI13M	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13M.m	142	3888	IBDEI13M ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI13N	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13N.m	140	3873	IBDEI13N ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI13O	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13O.m	140	3852	IBDEI13O ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI13P	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13P.m	140	3855	IBDEI13P ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI13Q	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13Q.m	144	3890	IBDEI13Q ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI13R	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13R.m	142	3862	IBDEI13R ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI13S	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13S.m	138	3861	IBDEI13S ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	135	N
IBDEI13T	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13T.m	140	3865	IBDEI13T ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI13U	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13U.m	142	3918	IBDEI13U ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI13V	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13V.m	142	3895	IBDEI13V ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI13W	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13W.m	140	3855	IBDEI13W ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI13X	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13X.m	140	3850	IBDEI13X ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI13Y	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13Y.m	140	3850	IBDEI13Y ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI13Z	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI13Z.m	148	3915	IBDEI13Z ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	145	N
IBDEI140	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI140.m	144	3883	IBDEI140 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI141	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI141.m	146	3890	IBDEI141 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	143	N
IBDEI142	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI142.m	144	3870	IBDEI142 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI143	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI143.m	142	3891	IBDEI143 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI144	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI144.m	142	3868	IBDEI144 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI145	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI145.m	144	3881	IBDEI145 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI146	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI146.m	138	3845	IBDEI146 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	135	N
IBDEI147	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI147.m	146	3879	IBDEI147 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	143	N
IBDEI148	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI148.m	144	3853	IBDEI148 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI149	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI149.m	144	3884	IBDEI149 ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI14A	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14A.m	142	3903	IBDEI14A ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI14B	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14B.m	142	3894	IBDEI14B ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI14C	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14C.m	140	3874	IBDEI14C ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI14D	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14D.m	138	3886	IBDEI14D ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	135	N
IBDEI14E	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14E.m	136	3868	IBDEI14E ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	133	N
IBDEI14F	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14F.m	144	3909	IBDEI14F ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI14G	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14G.m	140	3863	IBDEI14G ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI14H	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14H.m	144	3895	IBDEI14H ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI14I	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14I.m	140	3872	IBDEI14I ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI14J	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14J.m	138	3870	IBDEI14J ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	135	N
IBDEI14K	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14K.m	138	3850	IBDEI14K ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	135	N
IBDEI14L	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14L.m	142	3868	IBDEI14L ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI14M	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14M.m	142	3887	IBDEI14M ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI14N	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14N.m	140	3856	IBDEI14N ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI14O	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14O.m	142	3895	IBDEI14O ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI14P	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14P.m	142	3890	IBDEI14P ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI14Q	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14Q.m	140	3859	IBDEI14Q ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	137	N
IBDEI14R	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14R.m	144	3862	IBDEI14R ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	141	N
IBDEI14S	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14S.m	142	3872	IBDEI14S ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI14T	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14T.m	142	3862	IBDEI14T ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI14U	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14U.m	142	3888	IBDEI14U ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	139	N
IBDEI14V	Automated Information Collection System	/opt/VistA-M/Packages/Automated Information Collection System/Routines/IBDEI14V.m	138	3886	IBDEI14V ; ; 06-AUG-2015	;;3.0;IB ENCOUNTER FORM IMP/EXP;;JUN 29, 2015	2	135	N
