routine_name	package	global_name	ref_count
A1A1EXT	Albany OIFO	DD	1
A1A1EXT	Albany OIFO	DIC	2
A1A1EXT	Albany OIFO	PS	1
A1A1EXT	Albany OIFO	PSNDF	27
A1A1EXT	Albany OIFO	TMP	9
A1A1EXT	Albany OIFO	VA	4
A1A1EXT	Albany OIFO	XUSEC	1
A1A1EXT1	Albany OIFO	DG	1
A1A1EXT1	Albany OIFO	DIC	1
A1A1EXT1	Albany OIFO	DPT	9
A1A1EXT1	Albany OIFO	PSDRUG	2
A1A1EXT1	Albany OIFO	PSRX	9
A1A1EXT1	Albany OIFO	SC	1
A1A1EXT1	Albany OIFO	SOWK	1
A1A1EXT1	Albany OIFO	TMP	1
A1A1EXT1	Albany OIFO	VA	2
A1A1FMT0	Albany OIFO	DG	1
A1A1FMT0	Albany OIFO	TMP	1
A1A1FMT0	Albany OIFO	VA	3
A1A1FMT1	Albany OIFO	TMP	16
A1A1MAIL	Albany OIFO	DG	1
A1A1MAIL	Albany OIFO	TMP	2
A1A1NTEG	Albany OIFO	%ZOSF	3
A1A1NTEG	Albany OIFO	UTILITY	1
A1A1OIG	Albany OIFO	DD	1
A1A1OIG	Albany OIFO	DG	1
A1A1OIG	Albany OIFO	DGPM	3
A1A1OIG	Albany OIFO	DGPT	2
A1A1OIG	Albany OIFO	DIC	2
A1A1OIG	Albany OIFO	DPT	3
A1A1OIG	Albany OIFO	ICD9	1
A1A1OIG	Albany OIFO	TMP	5
A1A1OIG	Albany OIFO	VA	1
A1A1OIG1	Albany OIFO	TMP	1
A1A3GRP	Albany OIFO	ICPT	2
A1A3GRP	Albany OIFO	SD	2
A1A3POST	Albany OIFO	DD	1
A1A3POST	Albany OIFO	DG	1
A1A3POST	Albany OIFO	DIC	3
A1A3POST	Albany OIFO	DPT	1
A1A3POST	Albany OIFO	ICPT	2
A1A3POST	Albany OIFO	SDV	4
A1A3PRE	Albany OIFO	DD	1
A1A3PRE	Albany OIFO	DIC	2
A1AAE1	Albany OIFO	DD	1
A1AAE1	Albany OIFO	UTILITY	1
A1AAE2	Albany OIFO	%ZIS	1
A1AAE2	Albany OIFO	DD	1
A1AAE2	Albany OIFO	DIC	1
A1AAE2	Albany OIFO	DIZ	18
A1AAE2	Albany OIFO	UTILITY	11
A1AAE3	Albany OIFO	%ZIS	1
A1AAE3	Albany OIFO	DD	1
A1AAE3	Albany OIFO	DIC	1
A1AAE3	Albany OIFO	DIZ	18
A1AAE3	Albany OIFO	UTILITY	10
A1AIDATA	Albany OIFO	DD	1
A1AIEXT	Albany OIFO	UTILITY	8
A1AIFD	Albany OIFO	DIZ	9
A1AIFD	Albany OIFO	UTILITY	7
A1AIGC	Albany OIFO	UTILITY	8
A1AJAS	Albany OIFO	%ZOSF	1
A1AJAS	Albany OIFO	A1AJAS	12
A1AJAS	Albany OIFO	DIC	1
A1AJAS	Albany OIFO	XTV	1
A1AJASN	Albany OIFO	DIC	1
A1AJASN	Albany OIFO	XTV	1
A1AT1	Albany OIFO	DIZ	6
A1AT1	Albany OIFO	UTILITY	16
A1AT2	Albany OIFO	%ZIS	1
A1AT2	Albany OIFO	DIZ	6
A1AT2	Albany OIFO	UTILITY	19
A1AT3	Albany OIFO	%ZIS	1
A1AT3	Albany OIFO	DIZ	6
A1AT3	Albany OIFO	UTILITY	19
A1ATRAT	Albany OIFO	UTILITY	2
A1ATRAT2	Albany OIFO	UTILITY	2
A1ATSUM	Albany OIFO	UTILITY	2
A1ATSUM2	Albany OIFO	UTILITY	2
A1AVSRCH	Albany OIFO	DIC	2
A1AXAC	Ext Rev Track	DIZ	1
A1AXACD	Ext Rev Track	DIPT	1
A1AXACD	Ext Rev Track	DIZ	18
A1AXACD	Ext Rev Track	UTILITY	1
A1AXACF	Ext Rev Track	DIPT	1
A1AXACF	Ext Rev Track	DIZ	18
A1AXACF	Ext Rev Track	UTILITY	1
A1AXACO	Ext Rev Track	DIPT	1
A1AXACO	Ext Rev Track	DIZ	18
A1AXACO	Ext Rev Track	UTILITY	1
A1AXAPCO	Ext Rev Track	DD	1
A1AXAPCO	Ext Rev Track	DIC	1
A1AXAPCO	Ext Rev Track	DIZ	4
A1AXAPCO	Ext Rev Track	UTILITY	7
A1AXAPCO	Ext Rev Track	XMB	4
A1AXAPRD	Ext Rev Track	DD	2
A1AXAPRD	Ext Rev Track	DIC	2
A1AXAPRD	Ext Rev Track	DIZ	12
A1AXAPRD	Ext Rev Track	UTILITY	22
A1AXAPRD	Ext Rev Track	XMB	4
A1AXCAT	Ext Rev Track	%ZIS	1
A1AXCAT	Ext Rev Track	DIZ	15
A1AXCAT	Ext Rev Track	UTILITY	8
A1AXCAT1	Ext Rev Track	DIZ	11
A1AXCAT1	Ext Rev Track	UTILITY	3
A1AXCAT2	Ext Rev Track	DIZ	7
A1AXCAT2	Ext Rev Track	UTILITY	8
A1AXCN	Ext Rev Track	%ZIS	1
A1AXCN	Ext Rev Track	%ZTSK	1
A1AXCN	Ext Rev Track	DIZ	5
A1AXCN	Ext Rev Track	UTILITY	2
A1AXCNP1	Ext Rev Track	DIZ	1
A1AXCNP2	Ext Rev Track	UTILITY	22
A1AXCNRK	Ext Rev Track	UTILITY	12
A1AXCNSM	Ext Rev Track	UTILITY	23
A1AXCNST	Ext Rev Track	DIZ	16
A1AXCNST	Ext Rev Track	UTILITY	19
A1AXCRRD	Ext Rev Track	DD	1
A1AXCRRD	Ext Rev Track	DIC	1
A1AXCRRD	Ext Rev Track	DIZ	9
A1AXCRRD	Ext Rev Track	UTILITY	13
A1AXCRRD	Ext Rev Track	XMB	2
A1AXCRST	Ext Rev Track	DIC	1
A1AXCRST	Ext Rev Track	DIZ	1
A1AXCRST	Ext Rev Track	UTILITY	1
A1AXCRST	Ext Rev Track	XMB	2
A1AXCTS	Ext Rev Track	%ZIS	1
A1AXCTS	Ext Rev Track	DIZ	9
A1AXCTS	Ext Rev Track	UTILITY	6
A1AXCTS1	Ext Rev Track	DIZ	12
A1AXCTS1	Ext Rev Track	UTILITY	3
A1AXCTS2	Ext Rev Track	DIZ	6
A1AXCTS2	Ext Rev Track	UTILITY	7
A1AXED	Ext Rev Track	DIC	1
A1AXED	Ext Rev Track	DIZ	8
A1AXEDAC	Ext Rev Track	DIC	1
A1AXEDAC	Ext Rev Track	DIZ	4
A1AXEDAP	Ext Rev Track	DIC	1
A1AXEDAP	Ext Rev Track	DIZ	4
A1AXEDIT	Ext Rev Track	DIC	1
A1AXEDIT	Ext Rev Track	DIZ	7
A1AXEDQK	Ext Rev Track	DIC	1
A1AXEDQK	Ext Rev Track	DIZ	8
A1AXEDRD	Ext Rev Track	DIC	1
A1AXEDRD	Ext Rev Track	DIZ	8
A1AXFS	Ext Rev Track	%ZIS	1
A1AXFS	Ext Rev Track	DIZ	15
A1AXFS	Ext Rev Track	UTILITY	11
A1AXFS1	Ext Rev Track	DIZ	11
A1AXFS1	Ext Rev Track	UTILITY	23
A1AXFS2	Ext Rev Track	DIZ	3
A1AXFS2	Ext Rev Track	UTILITY	10
A1AXFSS	Ext Rev Track	%ZIS	1
A1AXFSS	Ext Rev Track	DIZ	14
A1AXFSS	Ext Rev Track	UTILITY	11
A1AXFSS1	Ext Rev Track	DIZ	12
A1AXFSS1	Ext Rev Track	UTILITY	23
A1AXFSS2	Ext Rev Track	DIZ	2
A1AXFSS2	Ext Rev Track	UTILITY	9
A1AXGACO	Ext Rev Track	DIZ	18
A1AXGARD	Ext Rev Track	DIZ	18
A1AXLREC	Ext Rev Track	DIZ	7
A1AXPL	Ext Rev Track	%ZIS	1
A1AXPL	Ext Rev Track	DIZ	12
A1AXPL	Ext Rev Track	UTILITY	4
A1AXPL1	Ext Rev Track	DIZ	13
A1AXPL1	Ext Rev Track	UTILITY	3
A1AXPL2	Ext Rev Track	DIZ	2
A1AXPL2	Ext Rev Track	UTILITY	5
A1AXPOST	Ext Rev Track	DIC	4
A1AXPOST	Ext Rev Track	DIZ	3
A1AXPQ	Ext Rev Track	DIPT	1
A1AXPQ	Ext Rev Track	DIZ	22
A1AXPQ	Ext Rev Track	UTILITY	1
A1AXPQ1	Ext Rev Track	DIZ	5
A1AXPQ1	Ext Rev Track	UTILITY	1
A1AXRA	Ext Rev Track	DIZ	1
A1AXRAD	Ext Rev Track	DIPT	1
A1AXRAD	Ext Rev Track	DIZ	16
A1AXRAD	Ext Rev Track	UTILITY	1
A1AXRAND	Ext Rev Track	DIZ	1
A1AXRAO	Ext Rev Track	DIPT	1
A1AXRAO	Ext Rev Track	DIZ	16
A1AXRAO	Ext Rev Track	UTILITY	1
A1AXREC1	Ext Rev Track	%ZIS	1
A1AXREC1	Ext Rev Track	DIZ	13
A1AXREC2	Ext Rev Track	DIZ	4
A1AXREL	Ext Rev Track	DIZ	3
A1AXRL	Ext Rev Track	%ZIS	1
A1AXRL	Ext Rev Track	UTILITY	2
A1AXRL1	Ext Rev Track	DIZ	17
A1AXRL1	Ext Rev Track	UTILITY	1
A1AXRL2	Ext Rev Track	DIZ	3
A1AXRL2	Ext Rev Track	UTILITY	9
A1AXSCN	Ext Rev Track	DIZ	4
A1AXSEC	Ext Rev Track	DIZ	2
A1AXSU	Ext Rev Track	DIZ	1
A1AXSUP	Ext Rev Track	DIPT	1
A1AXSUP	Ext Rev Track	DIZ	12
A1AXSUP	Ext Rev Track	UTILITY	1
A1AXTAR	Ext Rev Track	%ZIS	1
A1AXTAR	Ext Rev Track	DIZ	3
A1AXTAR	Ext Rev Track	UTILITY	2
A1AXTAR1	Ext Rev Track	DIZ	19
A1AXTAR2	Ext Rev Track	DIZ	19
A1AXTAR2	Ext Rev Track	UTILITY	7
A1AXTAR3	Ext Rev Track	%ZIS	1
A1AXTAR3	Ext Rev Track	DIZ	5
A1AXTAR3	Ext Rev Track	UTILITY	2
A1AXTKRD	Ext Rev Track	DD	2
A1AXTKRD	Ext Rev Track	DIC	1
A1AXTKRD	Ext Rev Track	DIZ	14
A1AXTKRD	Ext Rev Track	UTILITY	16
A1AXTKRD	Ext Rev Track	XMB	2
A1AXTKST	Ext Rev Track	DD	2
A1AXTKST	Ext Rev Track	DIC	2
A1AXTKST	Ext Rev Track	DIZ	15
A1AXTKST	Ext Rev Track	UTILITY	17
A1AXTKST	Ext Rev Track	XMB	2
A1AXUTL	Ext Rev Track	%ZIS	2
A1B2ADM	ODS	DD	1
A1B2ADM	ODS	DIC	1
A1B2ADM	ODS	DPT	1
A1B2BGJ	ODS	A1B2	5
A1B2BGJ	ODS	DG	1
A1B2BGJ	ODS	DGPM	6
A1B2BGJ	ODS	DIC	4
A1B2BGJ	ODS	DPT	5
A1B2CD	ODS	A1B2	23
A1B2CD	ODS	DD	7
A1B2CD	ODS	DISV	2
A1B2CO	ODS	A1B2	11
A1B2CO	ODS	DD	2
A1B2CO	ODS	DGCR	1
A1B2CO	ODS	DIPT	1
A1B2CO	ODS	ICD0	1
A1B2CO	ODS	ICD9	1
A1B2CO	ODS	UTILITY	1
A1B2COH	ODS	A1B2	4
A1B2COH	ODS	UTILITY	1
A1B2CP	ODS	A1B2	5
A1B2CP	ODS	DD	7
A1B2CP	ODS	DISV	2
A1B2CS	ODS	A1B2	5
A1B2CS	ODS	DD	7
A1B2CS	ODS	DISV	2
A1B2MAIN	ODS	A1B2	5
A1B2MAIN	ODS	DGP	1
A1B2MAIN	ODS	DGPT	7
A1B2MSP	ODS	DGCR	2
A1B2MSP	ODS	DGPT	3
A1B2MSP	ODS	DIC	1
A1B2MSP	ODS	UTILITY	8
A1B2MUT	ODS	A1B2	2
A1B2MUT	ODS	DGPM	4
A1B2MUT	ODS	DGPT	1
A1B2MUT	ODS	UTILITY	1
A1B2MUT1	ODS	%ZOSF	1
A1B2MUT1	ODS	A1B2	4
A1B2MUT1	ODS	DGPT	3
A1B2NTEG	ODS	DD	2
A1B2OLC	ODS	DOPT	3
A1B2OSR	ODS	%ZIS	1
A1B2OSR	ODS	UTILITY	1
A1B2OSR1	ODS	A1B2	13
A1B2OSR1	ODS	DIC	1
A1B2OSR1	ODS	UTILITY	28
A1B2OSR2	ODS	DIC	1
A1B2OSR2	ODS	UTILITY	14
A1B2OSR3	ODS	DIC	1
A1B2OSR3	ODS	UTILITY	11
A1B2OSR4	ODS	%ZIS	1
A1B2OSR4	ODS	DIC	1
A1B2OSR4	ODS	UTILITY	2
A1B2PRE	ODS	DIC	4
A1B2PST	ODS	%ZOSF	3
A1B2PST	ODS	A1B2	1
A1B2PST	ODS	DD	1
A1B2PST	ODS	DIC	4
A1B2PST	ODS	DIE	2
A1B2PST	ODS	XMB	3
A1B2Q	ODS	A1B2	6
A1B2Q	ODS	DD	2
A1B2Q	ODS	DG	1
A1B2Q	ODS	DIC	5
A1B2Q1	ODS	%ZIS	1
A1B2STAT	ODS	A1B2	6
A1B2STAT	ODS	DD	1
A1B2STAT	ODS	DIC	2
A1B2SUP	ODS	A1B2	3
A1B2SUP	ODS	DG	1
A1B2SUP	ODS	DIC	4
A1B2SUP	ODS	DOPT	3
A1B2T1	ODS	A1B2	11
A1B2T1	ODS	DIC	1
A1B2T1	ODS	UTILITY	17
A1B2T1	ODS	XMB	1
A1B2T2	ODS	UTILITY	28
A1B2T2	ODS	XMB	4
A1B2T3	ODS	A1B2	7
A1B2T3	ODS	UTILITY	8
A1B2T4	ODS	DIC	1
A1B2T4	ODS	XMB	3
A1B2UTL	ODS	A1B2	1
A1B2UTL	ODS	DG	2
A1B2UTL	ODS	DIC	2
A1B2XFR	ODS	A1B2	8
A1B2XFR	ODS	DD	3
A1B2XFR	ODS	DGPM	5
A1B2XFR	ODS	DPT	1
A1B8NDF	Albany OIFO	PSDRUG	4
A1B8PL	Albany OIFO	PS	5
A1BFCHK1	A1BF Response Time	%ZIS	7
A1BFCHK1	A1BF Response Time	A1BF	13
A1BFCHK1	A1BF Response Time	VA	5
A1BFCHK1	A1BF Response Time	XMB	6
A1BFEX0	A1BF Response Time	A1BF	2
A1BFEX0	A1BF Response Time	UTILITY	1
A1BFEX1	A1BF Response Time	A1BF	13
A1BFEX1	A1BF Response Time	DIC	1
A1BFEX1	A1BF Response Time	UTILITY	7
A1BFEX2	A1BF Response Time	A1BF	2
A1BFEX2	A1BF Response Time	UTILITY	21
A1BFEX3	A1BF Response Time	A1BF	2
A1BFEX3	A1BF Response Time	DIC	1
A1BFEX3	A1BF Response Time	UTILITY	14
A1BFJOBR	A1BF Response Time	A1BF	4
A1BFLOG1	A1BF Response Time	%ZIS	1
A1BFLOG1	A1BF Response Time	%ZOSF	3
A1BFLOG1	A1BF Response Time	A1BF	6
A1BFLOG1	A1BF Response Time	ZZEF	1
A1BFLOG2	A1BF Response Time	%ZTSCH	1
A1BFLOG2	A1BF Response Time	A1BF	4
A1BFLOG3	A1BF Response Time	XMB	14
A1BFMAI0	A1BF Response Time	A1BF	7
A1BFMAI0	A1BF Response Time	UTILITY	3
A1BFMAI1	A1BF Response Time	UTILITY	34
A1BFMAI2	A1BF Response Time	A1BF	3
A1BFMAI2	A1BF Response Time	DD	4
A1BFMAI2	A1BF Response Time	DIC	3
A1BFMSG1	A1BF Response Time	A1BF	4
A1BFMSG1	A1BF Response Time	DD	1
A1BFMSG1	A1BF Response Time	VA	1
A1BFMSG1	A1BF Response Time	XMB	7
A1BFSRV0	A1BF Response Time	A1BF	2
A1BFSRV0	A1BF Response Time	DIC	1
A1BFTRR1	A1BF Response Time	A1BF	8
A1BFTRR1	A1BF Response Time	UTILITY	11
A1BFTRR2	A1BF Response Time	UTILITY	68
A1BFTRR3	A1BF Response Time	UTILITY	24
A1BFTRR6	A1BF Response Time	UTILITY	36
A1BFTRR7	A1BF Response Time	UTILITY	47
A1BFTRR9	A1BF Response Time	UTILITY	5
A1BFVER	A1BF Response Time	A1BF	4
A1BFVER	A1BF Response Time	VA	5
A1BGCLN	Albany OIFO	DIC	2
A1BGCLN	Albany OIFO	XMB	2
A1BGPOST	Albany OIFO	DG	1
A1BGPOST	Albany OIFO	VA	1
A1BGPOST	Albany OIFO	XMB	7
A1BGS	Albany OIFO	%ZOSF	1
A1BGS	Albany OIFO	DD	2
A1BGS	Albany OIFO	DPT	3
A1BGS	Albany OIFO	TMP	6
A1BGS	Albany OIFO	XMB	4
A1BHLDRS	Albany OIFO	A1BH	13
A1BHLDRS	Albany OIFO	DD	2
A1BHLDRS	Albany OIFO	DIC	1
A1BHLDRS	Albany OIFO	VA	1
A1BHLDRS	Albany OIFO	XMB	1
A1BHRESO	Albany OIFO	A1BH	11
A1BHRESO	Albany OIFO	DD	1
A1BHRESO	Albany OIFO	DIC	1
A1BHRESO	Albany OIFO	VA	1
A1BHRESO	Albany OIFO	XMB	1
A1BHSER1	Albany OIFO	A1BH	13
A1BHSER1	Albany OIFO	JAS	1
A1BHSERV	Albany OIFO	A1BH	11
A1BM1	MCCR Backbilling	A1BM	3
A1BM1	MCCR Backbilling	DG	1
A1BM1	MCCR Backbilling	DGCR	12
A1BM1	MCCR Backbilling	DGPM	5
A1BM1	MCCR Backbilling	DIC	1
A1BM1	MCCR Backbilling	DPT	10
A1BM1	MCCR Backbilling	SC	5
A1BM1	MCCR Backbilling	SDV	2
A1BMCRP	MCCR Backbilling	%ZTSK	1
A1BMCRP	MCCR Backbilling	DD	1
A1BMCRP	MCCR Backbilling	DIC	3
A1BMCRP	MCCR Backbilling	DPT	7
A1BTRCLN	Albany OIFO	FBAA	13
A1BULOOK	Albany OIFO	RPE	2
A1BULOOK	Albany OIFO	VA	1
A1BULOOK	Albany OIFO	XMB	3
A1CB1	Albany OIFO	%A1CB	10
A1CB1	Albany OIFO	%ZOSF	1
A1CB2	Albany OIFO	%A1CB	1
A1CBBACK	Albany OIFO	%ZTSCH	10
A1CBBACK	Albany OIFO	%ZTSK	1
A1CBBACK	Albany OIFO	A1CB	2
A1CBCLN	Albany OIFO	%A1CB	4
A1CBCLN	Albany OIFO	DD	2
A1CBCNT	Albany OIFO	%A1CB	2
A1CBCNT	Albany OIFO	DD	2
A1CBD	Albany OIFO	%A1CB	3
A1CBD	Albany OIFO	VA	1
A1CBD1	Albany OIFO	%A1CB	3
A1CBDESC	Albany OIFO	%A1CB	3
A1CBLABL	Albany OIFO	%A1CB	3
A1CBRPT	Albany OIFO	%A1CB	6
A1CBRPT	Albany OIFO	VA	1
A1CBRPT1	Albany OIFO	%A1CB	8
A1CBRPT1	Albany OIFO	VA	1
A1CBSET	Albany OIFO	%A1CB	3
A1CBSET	Albany OIFO	%ZTSCH	10
A1CBSET	Albany OIFO	%ZTSK	1
A1CBTRND	Albany OIFO	%A1CB	2
A1CGCMP	Albany OIFO	%ZIS	2
A1CGCMP	Albany OIFO	%ZTSK	1
A1CGCMP	Albany OIFO	DD	1
A1CGCMP	Albany OIFO	DIC	5
A1CGCMP	Albany OIFO	UTILITY	15
A1CGCMP1	Albany OIFO	DD	3
A1CGCMP1	Albany OIFO	UTILITY	6
A1CGCMP2	Albany OIFO	DD	2
A1CGCMP2	Albany OIFO	UTILITY	7
A1CGCMP3	Albany OIFO	UTILITY	5
A1CGCMPJ	Albany OIFO	UTILITY	5
A1CHASK	Albany OIFO	UTILITY	9
A1CHIP1	Albany OIFO	%ZIS	1
A1CHIP1	Albany OIFO	DD	1
A1CHIP1	Albany OIFO	DG	10
A1CHIP1	Albany OIFO	DGPT	7
A1CHIP1	Albany OIFO	DIC	17
A1CHIP1	Albany OIFO	DPT	6
A1CHIP1	Albany OIFO	UTILITY	11
A1CHIP2	Albany OIFO	DD	3
A1CHIP2	Albany OIFO	UTILITY	38
A1CHISM	Albany OIFO	DD	2
A1CHISM	Albany OIFO	UTILITY	36
A1CHISM1	Albany OIFO	UTILITY	40
A1CHOP1	Albany OIFO	%ZIS	1
A1CHOP1	Albany OIFO	DD	1
A1CHOP1	Albany OIFO	DG	1
A1CHOP1	Albany OIFO	DPT	2
A1CHOP1	Albany OIFO	SDASF	8
A1CHOP1	Albany OIFO	UTILITY	8
A1CHOP2	Albany OIFO	DD	3
A1CHOP2	Albany OIFO	UTILITY	32
A1CHOSM	Albany OIFO	DD	2
A1CHOSM	Albany OIFO	UTILITY	36
A1CHOSM1	Albany OIFO	UTILITY	41
A1CHRVW	Albany OIFO	%ZIS	1
A1CHRVW	Albany OIFO	DG	5
A1CHRVW	Albany OIFO	UTILITY	12
A1CHTOT	Albany OIFO	DD	2
A1CHTOT	Albany OIFO	UTILITY	43
A1CHUTL	Albany OIFO	DG	2
A1CHUTL	Albany OIFO	UTILITY	31
A1CIOPC	Albany OIFO	DG	1
A1CIOPC	Albany OIFO	DPT	1
A1CIOPC	Albany OIFO	UTILITY	3
A1CKC	Albany OIFO	DD	31
A1CKC	Albany OIFO	DIC	1
A1CKC	Albany OIFO	DIE	1
A1CKC	Albany OIFO	DISV	2
A1CKC	Albany OIFO	DPT	24
A1CKC	Albany OIFO	XUSEC	2
A1CKC1	Albany OIFO	DD	3
A1CKC1	Albany OIFO	DPT	2
A1CKC10	Albany OIFO	DD	4
A1CKC10	Albany OIFO	DISV	2
A1CKC10	Albany OIFO	DPT	10
A1CKC2	Albany OIFO	DD	3
A1CKC2	Albany OIFO	DPT	2
A1CKC3	Albany OIFO	DD	3
A1CKC3	Albany OIFO	DPT	2
A1CKC4	Albany OIFO	DD	3
A1CKC4	Albany OIFO	DPT	2
A1CKC5	Albany OIFO	DD	1
A1CKC5	Albany OIFO	DPT	1
A1CKC6	Albany OIFO	DD	3
A1CKC6	Albany OIFO	DIC	1
A1CKC6	Albany OIFO	DPT	2
A1CKC8	Albany OIFO	DD	1
A1CKC9	Albany OIFO	DD	27
A1CKC9	Albany OIFO	DISV	2
A1CKC9	Albany OIFO	DPT	20
A1CRCOM	Albany OIFO	%ZIS	1
A1CRCOM	Albany OIFO	%ZOSF	1
A1CRCOM	Albany OIFO	UTILITY	25
A2APAT1	Silver Sprint OIFO Applications	A2AP	4
A2APAT1	Silver Sprint OIFO Applications	DIC	2
A2APAT1	Silver Sprint OIFO Applications	TMP	1
A2APATC1	Silver Sprint OIFO Applications	%ZOSF	2
A2APATC1	Silver Sprint OIFO Applications	A2AP	3
A2APATC1	Silver Sprint OIFO Applications	DD	1
A2APATC2	Silver Sprint OIFO Applications	A2AP	4
A2APATC2	Silver Sprint OIFO Applications	DIC	7
A2APATC2	Silver Sprint OIFO Applications	TMP	1
A2APATCK	Silver Sprint OIFO Applications	%ZOSF	1
A2APATCK	Silver Sprint OIFO Applications	A2AP	1
A2APATCK	Silver Sprint OIFO Applications	DD	1
A2APATCK	Silver Sprint OIFO Applications	TMP	2
A2APATCK	Silver Sprint OIFO Applications	UTILITY	4
A2APCOPY	Silver Sprint OIFO Applications	A1AE	8
A2APCOPY	Silver Sprint OIFO Applications	A2AP	15
A2APSTU	Silver Sprint OIFO Applications	%ZOSF	2
A2APSTU	Silver Sprint OIFO Applications	DIC	1
A2APSTU	Silver Sprint OIFO Applications	VA	1
A2APSTU	Silver Sprint OIFO Applications	XMB	2
A2APSTU	Silver Sprint OIFO Applications	XPD	6
A3ADRG	Birmingham CIOFO	ICD	15
A3ADRG	Birmingham CIOFO	TEMPICD	5
A3AFLBK	Birmingham CIOFO	DIZ	5
A3AGAOGT	Birmingham CIOFO	DD	2
A3AGAOGT	Birmingham CIOFO	DIC	2
A3AGAOGT	Birmingham CIOFO	DPT	2
A3AGAOGT	Birmingham CIOFO	PSDRUG	4
A3AGAOGT	Birmingham CIOFO	PSRX	9
A3AGAOGT	Birmingham CIOFO	TMP	21
A3AGAOGT	Birmingham CIOFO	XMB	2
A3FBNO	Birmingham CIOFO	%ZIS	1
A3FBNO	Birmingham CIOFO	DIZ	10
A3FBPR	Birmingham CIOFO	DIZ	4
A3FDUP	Birmingham CIOFO	%ZIS	1
A3FDUP	Birmingham CIOFO	DIC	1
A3FDUP	Birmingham CIOFO	DIZ	19
A3FEDIT	Birmingham CIOFO	%ZIS	1
A3FEDIT	Birmingham CIOFO	DIC	1
A3FEDIT	Birmingham CIOFO	DIZ	10
A3FHIRE	Birmingham CIOFO	DD	1
A3FHIRE	Birmingham CIOFO	DIZ	2
A3FLIST	Birmingham CIOFO	%ZIS	1
A3FLIST	Birmingham CIOFO	DIZ	11
A3FLTR1	Birmingham CIOFO	DIC	1
A3FLTR1	Birmingham CIOFO	DIZ	4
A3FLTR2	Birmingham CIOFO	DIC	1
A3FLTR2	Birmingham CIOFO	DIZ	5
A3FLTR3	Birmingham CIOFO	DIC	1
A3FLTR3	Birmingham CIOFO	DIZ	5
A3FMO	Birmingham CIOFO	%ZIS	1
A3FMO	Birmingham CIOFO	DIZ	4
A3FOUT	Birmingham CIOFO	%ZIS	1
A3FOUT	Birmingham CIOFO	DIZ	11
A3FQTR	Birmingham CIOFO	%ZIS	1
A3FQTR	Birmingham CIOFO	DIZ	14
A3FSMBIN	Birmingham CIOFO	%ZIS	1
A3FSMBIN	Birmingham CIOFO	DIZ	18
A3FSTAT	Birmingham CIOFO	%ZIS	1
A3FSTAT	Birmingham CIOFO	DIC	1
A3FSTAT	Birmingham CIOFO	DIZ	16
A3FSTIN1	Birmingham CIOFO	DD	3
A3FSTIN1	Birmingham CIOFO	DIC	1
A3FSTIN1	Birmingham CIOFO	DIZ	8
A3FSTIN2	Birmingham CIOFO	DD	1
A3FSTIN2	Birmingham CIOFO	DIZ	9
A3FSTIN2	Birmingham CIOFO	UTILITY	4
A3FSTSHO	Birmingham CIOFO	%ZIS	1
A3FSTSHO	Birmingham CIOFO	DIC	1
A3FSTSHO	Birmingham CIOFO	DIZ	14
A4A7161	Kernel	DIC	17
A4A7161	Kernel	UTILITY	7
A4A7161	Kernel	VA	3
A4A7162	Kernel	DIC	8
A4A7162	Kernel	VA	3
A4A7163	Kernel	DIC	8
A4A7163	Kernel	UTILITY	8
A4A7163	Kernel	VA	1
A4A7164	Kernel	DIC	22
A4A7164	Kernel	VA	3
A4A7166	Kernel	DD	7
A4A7166	Kernel	VA	1
A4A7B	Kernel	DD	8
A4A7B	Kernel	DIC	1
A4A7B	Kernel	UTILITY	28
A4A7B0	Kernel	UTILITY	11
A4A7B1	Kernel	DD	2
A4A7B1	Kernel	UTILITY	4
A4A7CHK	Kernel	DIC	6
A4A7CHK	Kernel	VA	3
A4A7CHKA	Kernel	DIC	7
A4A7CHKA	Kernel	VA	4
A4A7CHKB	Kernel	DIC	6
A4A7CHKB	Kernel	VA	1
A4A7CHKB	Kernel	XUSEC	1
A4A7KILL	Kernel	DD	5
A4A7PCH5	Kernel	DD	1
A4A7PCH5	Kernel	DIC	11
A4A7PCH5	Kernel	VA	5
A4A7PCH6	Kernel	DD	3
A4A7PCH6	Kernel	DIC	5
A4A7PCH6	Kernel	VA	7
A4A7PCH8	Kernel	VA	2
A4AA350	Hines OIFO	DPT	1
A4AA350	Hines OIFO	IB	3
A4AA350	Hines OIFO	IBE	1
A4AA350	Hines OIFO	PRCA	6
A4AA350	Hines OIFO	RCD	1
A4AA399	Hines OIFO	DGCR	3
A4AA399	Hines OIFO	DPT	1
A4AA399	Hines OIFO	PRCA	2
A4AA430	Hines OIFO	DGCR	2
A4AA430	Hines OIFO	DPT	2
A4AA430	Hines OIFO	IB	3
A4AA430	Hines OIFO	PRCA	6
A4AA430	Hines OIFO	RCD	1
A4AA433	Hines OIFO	IB	2
A4AA433	Hines OIFO	PRCA	7
A4AA433	Hines OIFO	RCD	1
A4AADMC	Hines OIFO	PRCA	7
A4AADMC	Hines OIFO	RCD	5
A4AADMC	Hines OIFO	TMP	5
A4AADMC1	Hines OIFO	PRCA	2
A4AADMC1	Hines OIFO	RCD	8
A4AADMC1	Hines OIFO	XTMP	11
A4AADP1	Hines OIFO	PRCA	12
A4AADP1	Hines OIFO	RCD	1
A4AADP3	Hines OIFO	PRCA	22
