routine	entry_index	line_text	tag_offset	error_text
ISIIMP03	1	2	ISIIMP03+2	S - 2nd line of routine violates the SAC.
ISIIMP03	2	10	VALIDATE+5	S - Read command doesn't have a timeout.
ISIIMP03	3	22	IMPORTPT	W - Null line (no commands or comment).
ISIIMP03	4	54	INDIVIDUAL+19	W - Blank(s) at end of line.
ISIIMP03	5	56	INDIVIDUAL+21	W - Blank(s) at end of line.
ISIIMP03	6	64	INDIVIDUAL+29	I - QUIT Command followed by only one space.
ISIIMP03	7	64	INDIVIDUAL+29	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMP03	8	104	PREPVAL+9	W - Blank(s) at end of line.
ISIIMP03	9	119	CREATEPNT+1	W - Blank(s) at end of line.
ISIIMP03	10	121	CREATEPNT+3	W - Blank(s) at end of line.
ISIIMP03	11	168	CREATEPNT+50	W - Blank(s) at end of line.
ISIIMP03	12	171	CREATEPNT+53	W - Blank(s) at end of line.
ISIIMP03	13	174	CREATEPNT+56	W - Blank(s) at end of line.
ISIIMP03	14	179	CREATEPNT+61	W - Blank(s) at end of line.
ISIIMP03	15	180	CREATEPNT+62	W - Blank(s) at end of line.
ISIIMP03	16	193	MASK+2	W - Blank(s) at end of line.
ISIIMP03	17	196	MASK+5	W - Blank(s) at end of line.
ISIIMP03	18	199	MASK+8	W - Blank(s) at end of line.
ISIIMP03	19	202	MASK+11	W - Blank(s) at end of line.
ISIIMP03	20	203	MASK+12	W - Blank(s) at end of line.
ISIIMP03	21	205	MASK+14	W - Blank(s) at end of line.
ISIIMP03	22	221	EVALSSNMASK+2	W - Blank(s) at end of line.
ISIIMP03	23	223	EVALSSNMASK+4	W - Blank(s) at end of line.
ISIIMP03	24	232	DOB+3	W - Blank(s) at end of line.
ISIIMP03	25	276	STATE	W - Null line (no commands or comment).
ISIIMP04	1	2	ISIIMP04+2	S - 2nd line of routine violates the SAC.
ISIIMP05	1	1	ISIIMP05	S - First line of routine violates the SAC.
ISIIMP05	2	2	ISIIMP05+2	S - 2nd line of routine violates the SAC.
ISIIMP05	3	4	VALIDATE	W - Null line (no commands or comment).
ISIIMP05	4	12	VALIDATE+8	S - Read command doesn't have a timeout.
ISIIMP05	5	24	APPT	W - Null line (no commands or comment).
ISIIMP05	6	33	APPT+9	W - Blank(s) at end of line.
ISIIMP05	7	34	APPT+10	W - Blank(s) at end of line.
ISIIMP05	8	87	DIAG	W - Null line (no commands or comment).
ISIIMP06	1	2	ISIIMP06+2	S - 2nd line of routine violates the SAC.
ISIIMP07	1	1	ISIIMP07	S - First line of routine violates the SAC.
ISIIMP07	2	2	ISIIMP07+2	S - 2nd line of routine violates the SAC.
ISIIMP07	3	4	VALIDATE	W - Null line (no commands or comment).
ISIIMP07	4	6	VALIDATE+2	W - Blank(s) at end of line.
ISIIMP07	5	9	VALIDATE+5	S - Read command doesn't have a timeout.
ISIIMP07	6	14	MAKEPROB	W - Null line (no commands or comment).
ISIIMP07	7	19	CREATE	W - Null line (no commands or comment).
ISIIMP07	8	32	CREATE+13	W - Blank(s) at end of line.
ISIIMP08	1	2	ISIIMP08+2	S - 2nd line of routine violates the SAC.
ISIIMP09	1	1	ISIIMP09	S - First line of routine violates the SAC.
ISIIMP09	2	2	ISIIMP09+2	S - 2nd line of routine violates the SAC.
ISIIMP09	3	26	PREP	W - Null line (no commands or comment).
ISIIMP09	4	52	GEN+6	W - Blank(s) at end of line.
ISIIMP09	5	55	GEN+9	W - Blank(s) at end of line.
ISIIMP09	6	61	GEN+15	W - Null line (no commands or comment).
ISIIMP10	1	2	ISIIMP10+2	S - 2nd line of routine violates the SAC.
ISIIMP11	1	1	ISIIMP11	S - First line of routine violates the SAC.
ISIIMP11	2	2	ISIIMP11+2	S - 2nd line of routine violates the SAC.
ISIIMP11	3	29	PREP	W - Null line (no commands or comment).
ISIIMP11	4	36	PREP+7	W - Blank(s) at end of line.
ISIIMP11	5	45	ALLERGY+2	I - QUIT Command followed by only one space.
ISIIMP12	1	2	ISIIMP12+2	S - 2nd line of routine violates the SAC.
ISIIMP13	1	2	ISIIMP13+2	S - 2nd line of routine violates the SAC.
ISIIMP13	2	26	IMPRTLAB+11	S - 'OPEN' command should be invoked through ^%ZIS.
ISIIMP13	3	35	PREP	W - Null line (no commands or comment).
ISIIMP13	4	37	PREP+2	W - Blank(s) at end of line.
ISIIMP13	5	40	PREP+5	S - Read command doesn't have a timeout.
ISIIMP13	6	80	L5+5	W - Blank(s) at end of line.
ISIIMP14	1	2	ISIIMP14+2	S - 2nd line of routine violates the SAC.
ISIIMP15	1	2	ISIIMP15+2	S - 2nd line of routine violates the SAC.
ISIIMP15	2	37	PREP	W - Null line (no commands or comment).
ISIIMP15	3	56	MAKETIU	W - Null line (no commands or comment).
ISIIMP15	4	62	INSTXT	W - Null line (no commands or comment).
ISIIMP15	5	70	SIGN	W - Null line (no commands or comment).
ISIIMP16	1	2	ISIIMP16+2	S - 2nd line of routine violates the SAC.
ISIIMP17	1	2	ISIIMP17+2	S - 2nd line of routine violates the SAC.
ISIIMP17	2	38	PREP	W - Null line (no commands or comment).
ISIIMP17	3	46	PREP+8	W - Blank(s) at end of line.
ISIIMP17	4	72	CREATE	W - Null line (no commands or comment).
ISIIMP17	5	78	CREATE+6	I - QUIT Command followed by only one space.
ISIIMP17	6	78	CREATE+6	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMP18	1	2	ISIIMP18+2	S - 2nd line of routine violates the SAC.
ISIIMP19	1	2	ISIIMP19+2	S - 2nd line of routine violates the SAC.
ISIIMP19	2	40	PREP	W - Null line (no commands or comment).
ISIIMP19	3	70	CREATE	W - Null line (no commands or comment).
ISIIMP19	4	79	SIGN	W - Null line (no commands or comment).
ISIIMP20	1	2	ISIIMP20+2	S - 2nd line of routine violates the SAC.
ISIIMP21	1	2	ISIIMP21+2	S - 2nd line of routine violates the SAC.
ISIIMP21	2	42	PREP	W - Null line (no commands or comment).
ISIIMP21	3	57	CREATE	W - Null line (no commands or comment).
ISIIMP21	4	63	REGISTER	W - Null line (no commands or comment).
ISIIMP21	5	88	COMPLETE	W - Null line (no commands or comment).
ISIIMPER	1	1	ISIIMPER	S - First line of routine violates the SAC.
ISIIMPER	2	2	ISIIMPER+2	S - 2nd line of routine violates the SAC.
ISIIMPL1	1	2	ISIIMPL1+2	S - 2nd line of routine violates the SAC.
ISIIMPL1	2	33	NEXT+21	I - QUIT Command followed by only one space.
ISIIMPL1	3	33	NEXT+21	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPL1	4	75	YN+1	I - QUIT Command followed by only one space.
ISIIMPL1	5	75	YN+1	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPL2	1	2	ISIIMPL2+2	S - 2nd line of routine violates the SAC.
ISIIMPL2	2	91	MAX+4	I - QUIT Command followed by only one space.
ISIIMPL2	3	91	MAX+4	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPL2	4	123	PRAC+1	I - QUIT Command followed by only one space.
ISIIMPL3	1	2	ISIIMPL3+2	S - 2nd line of routine violates the SAC.
ISIIMPL3	2	4	LRZOS	W - Null line (no commands or comment).
ISIIMPL3	3	32	TEST+5	I - QUIT Command followed by only one space.
ISIIMPL3	4	93	WAIT	I - QUIT Command followed by only one space.
ISIIMPL3	5	93	WAIT	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPL3	6	103	OERR+2	I - QUIT Command followed by only one space.
ISIIMPL3	7	103	OERR+2	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPL4	1	2	ISIIMPL4+2	S - 2nd line of routine violates the SAC.
ISIIMPL4	2	4	LRZOE2	W - Null line (no commands or comment).
ISIIMPL5	1	2	ISIIMPL5+2	S - 2nd line of routine violates the SAC.
ISIIMPL6	1	2	ISIIMPL6+2	S - 2nd line of routine violates the SAC.
ISIIMPL6	2	9	V3A+1	I - QUIT Command followed by only one space.
ISIIMPL6	3	9	V3A+1	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPL6	4	11	V4+1	S - Lock missing Timeout.
ISIIMPL7	1	2	ISIIMPL7+2	S - 2nd line of routine violates the SAC.
ISIIMPL7	2	15	V1+3	I - QUIT Command followed by only one space.
ISIIMPL7	3	15	V1+3	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPL7	4	130	CHG+19	I - QUIT Command followed by only one space.
ISIIMPL7	5	130	CHG+19	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPL8	1	2	ISIIMPL8+2	S - 2nd line of routine violates the SAC.
ISIIMPL8	2	25	LOOP+16	F - Block structure mismatch.
ISIIMPL8	3	51	LOOP+42	I - QUIT Command followed by only one space.
ISIIMPL8	4	51	LOOP+42	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPL8	5	266	PG+1	I - QUIT Command followed by only one space.
ISIIMPL8	6	266	PG+1	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPL9	1	2	ISIIMPL9+2	S - 2nd line of routine violates the SAC.
ISIIMPR1	1	2	ISIIMPR1+2	S - 2nd line of routine violates the SAC.
ISIIMPR1	2	4	PNTIMPRT	W - Null line (no commands or comment).
ISIIMPR1	3	16	PNTIMPRT+12	W - Blank(s) at end of line.
ISIIMPR1	4	25	APPMAKE	W - Null line (no commands or comment).
ISIIMPR1	5	37	APPMAKE+12	W - Blank(s) at end of line.
ISIIMPR1	6	39	APPMAKE+14	W - Blank(s) at end of line.
ISIIMPR1	7	51	PROBMAKE	W - Null line (no commands or comment).
ISIIMPR1	8	63	PROBMAKE+12	W - Blank(s) at end of line.
ISIIMPR1	9	72	VITMAKE	W - Null line (no commands or comment).
ISIIMPR1	10	84	VITMAKE+12	W - Blank(s) at end of line.
ISIIMPR1	11	86	VITMAKE+14	W - Blank(s) at end of line.
ISIIMPR1	12	98	RADOMAKE	W - Null line (no commands or comment).
ISIIMPR1	13	110	RADOMAKE+12	W - Blank(s) at end of line.
ISIIMPR1	14	112	RADOMAKE+14	W - Blank(s) at end of line.
ISIIMPR2	1	2	ISIIMPR2+2	S - 2nd line of routine violates the SAC.
ISIIMPR2	2	4	ALGMAKE	W - Null line (no commands or comment).
ISIIMPR2	3	18	ALGMAKE+14	W - Blank(s) at end of line.
ISIIMPR2	4	29	LABMAKE	W - Null line (no commands or comment).
ISIIMPR2	5	42	LABMAKE+13	W - Blank(s) at end of line.
ISIIMPR2	6	53	NOTEMAKE	W - Null line (no commands or comment).
ISIIMPR2	7	67	NOTEMAKE+14	W - Blank(s) at end of line.
ISIIMPR2	8	78	MEDMAKE	W - Null line (no commands or comment).
ISIIMPR2	9	92	MEDMAKE+14	W - Blank(s) at end of line.
ISIIMPR2	10	103	TABLEGET	W - Null line (no commands or comment).
ISIIMPR2	11	115	CONMAKE	W - Null line (no commands or comment).
ISIIMPR2	12	129	CONMAKE+14	W - Blank(s) at end of line.
ISIIMPR2	13	140	ICD9GET	W - Null line (no commands or comment).
ISIIMPU1	1	2	ISIIMPU1+2	S - 2nd line of routine violates the SAC.
ISIIMPU1	2	53	PNTMISC	W - Null line (no commands or comment).
ISIIMPU1	3	67	PNTMISC1	W - Null line (no commands or comment).
ISIIMPU1	4	74	PNTMISC1+7	W - Blank(s) at end of line.
ISIIMPU1	5	83	PNTMISC1+16	W - Blank(s) at end of line.
ISIIMPU1	6	87	PNTMISC1+20	W - Blank(s) at end of line.
ISIIMPU1	7	90	PNTMISC1+23	W - Blank(s) at end of line.
ISIIMPU1	8	93	PNTMISC1+26	W - Blank(s) at end of line.
ISIIMPU1	9	109	TEMPLATE	W - Null line (no commands or comment).
ISIIMPU1	10	111	TEMPLATE+2	W - Blank(s) at end of line.
ISIIMPU1	11	130	VALIDATE	W - Null line (no commands or comment).
ISIIMPU1	12	151	VALIDATE+21	W - Blank(s) at end of line.
ISIIMPU1	13	164	VALIDATE+34	W - Blank(s) at end of line.
ISIIMPU1	14	174	VALIDATE+44	W - Blank(s) at end of line.
ISIIMPU1	15	181	VALIDATE+51	W - Blank(s) at end of line.
ISIIMPU1	16	189	VALIDATE+59	W - Blank(s) at end of line.
ISIIMPU1	17	193	VALIDATE+63	W - Blank(s) at end of line.
ISIIMPU1	18	199	VALIDATE+69	W - Blank(s) at end of line.
ISIIMPU1	19	203	VALIDATE+73	W - Blank(s) at end of line.
ISIIMPU1	20	210	VALIDATE+80	W - Blank(s) at end of line.
ISIIMPU1	21	217	VALIDATE+87	W - Blank(s) at end of line.
ISIIMPU1	22	224	VALIDATE+94	W - Blank(s) at end of line.
ISIIMPU1	23	234	VALIDATE+104	W - Blank(s) at end of line.
ISIIMPU1	24	249	VALIDATE+119	W - Null line (no commands or comment).
ISIIMPU1	25	250	VALIDATE+120	W - Blank(s) at end of line.
ISIIMPU1	26	258	VALIDATE+128	W - Blank(s) at end of line.
ISIIMPU1	27	265	VALIDATE+135	W - Blank(s) at end of line.
ISIIMPU1	28	272	VALIDATE+142	W - Blank(s) at end of line.
ISIIMPU1	29	279	VALIDATE+149	W - Blank(s) at end of line.
ISIIMPU1	30	286	VALIDATE+156	W - Blank(s) at end of line.
ISIIMPU1	31	293	VALIDATE+163	W - Blank(s) at end of line.
ISIIMPU1	32	300	VALIDATE+170	W - Blank(s) at end of line.
ISIIMPU1	33	307	VALIDATE+177	W - Blank(s) at end of line.
ISIIMPU1	34	314	VALIDATE+184	W - Blank(s) at end of line.
ISIIMPU1	35	321	VALIDATE+191	W - Blank(s) at end of line.
ISIIMPU1	36	330	VALIDATE+200	W - Blank(s) at end of line.
ISIIMPU1	37	332	VALIDATE+202	W - Blank(s) at end of line.
ISIIMPU1	38	337	VALIDATE+207	W - Blank(s) at end of line.
ISIIMPU1	39	340	VALIDATE+210	W - Blank(s) at end of line.
ISIIMPU2	1	2	ISIIMPU2+2	S - 2nd line of routine violates the SAC.
ISIIMPU2	2	26	APPTMISC	W - Null line (no commands or comment).
ISIIMPU2	3	42	APPTMISC1	W - Null line (no commands or comment).
ISIIMPU2	4	50	APPTMISC1+8	W - Blank(s) at end of line.
ISIIMPU2	5	72	VALAPPT	W - Null line (no commands or comment).
ISIIMPU2	6	87	VALAPPT+15	F - Block structure mismatch.
ISIIMPU3	1	2	ISIIMPU3+2	S - 2nd line of routine violates the SAC.
ISIIMPU3	2	4	CHNGNAME	W - Null line (no commands or comment).
ISIIMPU3	3	27	ADDALIAS+11	W - Null line (no commands or comment).
ISIIMPU4	1	2	ISIIMPU4+2	S - 2nd line of routine violates the SAC.
ISIIMPU4	2	29	PROBMISC	W - Null line (no commands or comment).
ISIIMPU4	3	43	PROBMISC1	W - Null line (no commands or comment).
ISIIMPU4	4	51	PROBMISC1+8	W - Blank(s) at end of line.
ISIIMPU4	5	70	VALPROB	W - Null line (no commands or comment).
ISIIMPU4	6	86	VALPROB+16	W - Blank(s) at end of line.
ISIIMPU4	7	105	VALPROB+35	W - Blank(s) at end of line.
ISIIMPU4	8	112	VALPROB+42	W - Blank(s) at end of line.
ISIIMPU4	9	116	VALPROB+46	W - Blank(s) at end of line.
ISIIMPU4	10	131	VALPROB+61	W - Blank(s) at end of line.
ISIIMPU5	1	2	ISIIMPU5+2	S - 2nd line of routine violates the SAC.
ISIIMPU5	2	3	ISIIMPU5+2	W - Blank(s) at end of line.
ISIIMPU5	3	15	VITMISC	W - Null line (no commands or comment).
ISIIMPU5	4	28	VITMISC1	W - Null line (no commands or comment).
ISIIMPU5	5	36	VITMISC1+8	W - Blank(s) at end of line.
ISIIMPU5	6	57	VALVITAL	W - Null line (no commands or comment).
ISIIMPU5	7	79	VALVITAL+22	W - Blank(s) at end of line.
ISIIMPU5	8	94	VALVITAL+37	W - Blank(s) at end of line.
ISIIMPU5	9	117	VALVITAL+60	W - Blank(s) at end of line.
ISIIMPU6	1	1	ISIIMPU6	S - First line of routine violates the SAC.
ISIIMPU6	2	2	ISIIMPU6+2	S - 2nd line of routine violates the SAC.
ISIIMPU6	3	3	ISIIMPU6+2	W - Blank(s) at end of line.
ISIIMPU6	4	16	ALGMISC	W - Null line (no commands or comment).
ISIIMPU6	5	29	ALGMISC1	W - Null line (no commands or comment).
ISIIMPU6	6	37	ALGMISC1+8	W - Blank(s) at end of line.
ISIIMPU6	7	58	VALALG	W - Null line (no commands or comment).
ISIIMPU6	8	73	VALALG+15	W - Blank(s) at end of line.
ISIIMPU6	9	97	VALALG+39	W - Blank(s) at end of line.
ISIIMPU6	10	132	VALALG+74	W - Blank(s) at end of line.
ISIIMPU7	1	1	ISIIMPU7	S - First line of routine violates the SAC.
ISIIMPU7	2	2	ISIIMPU7+2	S - 2nd line of routine violates the SAC.
ISIIMPU7	3	3	ISIIMPU7+2	W - Blank(s) at end of line.
ISIIMPU7	4	14	LABMISC	W - Null line (no commands or comment).
ISIIMPU7	5	27	LABMISC1	W - Null line (no commands or comment).
ISIIMPU7	6	35	LABMISC1+8	W - Blank(s) at end of line.
ISIIMPU7	7	56	VALLAB	W - Null line (no commands or comment).
ISIIMPU7	8	71	VALLAB+15	W - Blank(s) at end of line.
ISIIMPU7	9	81	VALLAB+25	W - Blank(s) at end of line.
ISIIMPU7	10	98	VALLAB+42	W - Blank(s) at end of line.
ISIIMPU7	11	124	VALLAB+68	W - Blank(s) at end of line.
ISIIMPU8	1	1	ISIIMPU8	S - First line of routine violates the SAC.
ISIIMPU8	2	2	ISIIMPU8+2	S - 2nd line of routine violates the SAC.
ISIIMPU8	3	3	ISIIMPU8+2	W - Blank(s) at end of line.
ISIIMPU8	4	15	NOTMISC	W - Null line (no commands or comment).
ISIIMPU8	5	28	NOTMISC1	W - Null line (no commands or comment).
ISIIMPU8	6	36	NOTMISC1+8	W - Blank(s) at end of line.
ISIIMPU8	7	57	VALNOTE	W - Null line (no commands or comment).
ISIIMPU8	8	71	VALNOTE+14	W - Blank(s) at end of line.
ISIIMPU8	9	82	VALNOTE+25	W - Blank(s) at end of line.
ISIIMPU8	10	87	VALNOTE+30	I - QUIT Command followed by only one space.
ISIIMPU8	11	87	VALNOTE+30	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPU8	12	88	VALNOTE+31	I - QUIT Command followed by only one space.
ISIIMPU8	13	88	VALNOTE+31	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPU8	14	94	VALNOTE+37	W - Blank(s) at end of line.
ISIIMPU8	15	98	VALNOTE+41	W - Blank(s) at end of line.
ISIIMPU8	16	113	VALNOTE+56	W - Blank(s) at end of line.
ISIIMPU8	17	128	VALNOTE+71	W - Blank(s) at end of line.
ISIIMPU9	1	1	ISIIMPU9	S - First line of routine violates the SAC.
ISIIMPU9	2	2	ISIIMPU9+2	S - 2nd line of routine violates the SAC.
ISIIMPU9	3	3	ISIIMPU9+2	W - Blank(s) at end of line.
ISIIMPU9	4	18	MEDMISC	W - Null line (no commands or comment).
ISIIMPU9	5	31	MEDMISC1	W - Null line (no commands or comment).
ISIIMPU9	6	39	MEDMISC1+8	W - Blank(s) at end of line.
ISIIMPU9	7	45	MEDMISC1+14	W - Blank(s) at end of line.
ISIIMPU9	8	65	VALMEDS	W - Null line (no commands or comment).
ISIIMPU9	9	79	VALMEDS+14	W - Blank(s) at end of line.
ISIIMPU9	10	89	VALMEDS+24	W - Blank(s) at end of line.
ISIIMPU9	11	92	VALMEDS+27	I - QUIT Command followed by only one space.
ISIIMPU9	12	92	VALMEDS+27	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPU9	13	93	VALMEDS+28	I - QUIT Command followed by only one space.
ISIIMPU9	14	93	VALMEDS+28	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPU9	15	94	VALMEDS+29	I - QUIT Command followed by only one space.
ISIIMPU9	16	94	VALMEDS+29	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPU9	17	97	VALMEDS+32	W - Blank(s) at end of line.
ISIIMPU9	18	101	VALMEDS+36	W - Blank(s) at end of line.
ISIIMPU9	19	105	VALMEDS+40	W - Blank(s) at end of line.
ISIIMPU9	20	111	VALMEDS+46	I - QUIT Command followed by only one space.
ISIIMPU9	21	111	VALMEDS+46	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPU9	22	128	VALMEDS+63	W - Blank(s) at end of line.
ISIIMPU9	23	135	VALMEDS+70	W - Blank(s) at end of line.
ISIIMPU9	24	136	VALMEDS+71	I - QUIT Command followed by only one space.
ISIIMPU9	25	136	VALMEDS+71	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPU9	26	139	VALMEDS+74	W - Blank(s) at end of line.
ISIIMPU9	27	141	VALMEDS+76	I - QUIT Command followed by only one space.
ISIIMPUA	1	2	ISIIMPUA+2	S - 2nd line of routine violates the SAC.
ISIIMPUA	2	7	PARAM	W - Null line (no commands or comment).
ISIIMPUA	3	40	ENTRY	W - Null line (no commands or comment).
ISIIMPUA	4	70	ENTRY+30	I - QUIT Command followed by only one space.
ISIIMPUA	5	71	ENTRY+31	I - QUIT Command followed by only one space.
ISIIMPUA	6	83	TIULIST+3	W - Blank(s) at end of line.
ISIIMPUA	7	87	TIULIST+7	I - QUIT Command followed by only one space.
ISIIMPUA	8	87	TIULIST+7	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPUA	9	88	TIULIST+8	I - QUIT Command followed by only one space.
ISIIMPUA	10	88	TIULIST+8	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPUA	11	96	DRUGLIST+3	W - Blank(s) at end of line.
ISIIMPUA	12	98	DRUGLIST+5	I - QUIT Command followed by only one space.
ISIIMPUA	13	98	DRUGLIST+5	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPUA	14	99	DRUGLIST+6	I - QUIT Command followed by only one space.
ISIIMPUA	15	99	DRUGLIST+6	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPUA	16	100	DRUGLIST+7	I - QUIT Command followed by only one space.
ISIIMPUA	17	100	DRUGLIST+7	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPUA	18	109	SIGLIST+3	W - Blank(s) at end of line.
ISIIMPUA	19	110	SIGLIST+4	W - Blank(s) at end of line.
ISIIMPUA	20	111	SIGLIST+5	I - QUIT Command followed by only one space.
ISIIMPUA	21	111	SIGLIST+5	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPUA	22	120	PROVLIST+3	W - Blank(s) at end of line.
ISIIMPUA	23	121	PROVLIST+4	W - Blank(s) at end of line.
ISIIMPUA	24	122	PROVLIST+5	I - QUIT Command followed by only one space.
ISIIMPUA	25	122	PROVLIST+5	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPUA	26	125	PROVLIST+8	I - QUIT Command followed by only one space.
ISIIMPUA	27	125	PROVLIST+8	F - UNDEFINED COMMAND (rest of line not checked).
ISIIMPUA	28	134	USERLIST+3	W - Blank(s) at end of line.
ISIIMPUA	29	135	USERLIST+4	W - Blank(s) at end of line.
ISIIMPUA	30	146	RACE+4	W - Blank(s) at end of line.
ISIIMPUA	31	147	RACE+5	W - Blank(s) at end of line.
ISIIMPUA	32	157	ETHNICITY+3	W - Blank(s) at end of line.
ISIIMPUA	33	158	ETHNICITY+4	W - Blank(s) at end of line.
ISIIMPUA	34	168	EMPLOYSTAT+3	W - Blank(s) at end of line.
ISIIMPUA	35	179	INSURANCE+3	W - Blank(s) at end of line.
ISIIMPUA	36	180	INSURANCE+4	W - Blank(s) at end of line.
ISIIMPUA	37	190	LOCATION+3	W - Blank(s) at end of line.
ISIIMPUA	38	191	LOCATION+4	W - Blank(s) at end of line.
ISIIMPUA	39	215	ICDFIND+1	W - Blank(s) at end of line.
ISIIMPUA	40	226	ICDFIND1+4	W - Blank(s) at end of line.
ISIIMPUA	41	236	ICD9CHK	W - Null line (no commands or comment).
ISIIMPUA	42	256	VITALTYPE+3	W - Blank(s) at end of line.
ISIIMPUA	43	265	ALLERGEN+3	W - Blank(s) at end of line.
ISIIMPUA	44	273	SYMPTOM+3	W - Blank(s) at end of line.
ISIIMPUA	45	281	LABTESTS+3	W - Blank(s) at end of line.
ISIIMPUA	46	297	BOOLEEN	W - Null line (no commands or comment).
ISIIMPUA	47	302	PROBSTAT	W - Null line (no commands or comment).
ISIIMPUA	48	307	PROBTYPE	W - Null line (no commands or comment).
ISIIMPUA	49	323	RAPROC+3	W - Blank(s) at end of line.
ISIIMPUA	50	325	RAPROC+5	I - QUIT Command followed by only one space.
ISIIMPUA	51	335	IMAGLOC+3	W - Blank(s) at end of line.
ISIIMPUA	52	337	IMAGLOC+5	I - QUIT Command followed by only one space.
ISIIMPUB	1	1	ISIIMPUB	S - First line of routine violates the SAC.
ISIIMPUB	2	2	ISIIMPUB+2	S - 2nd line of routine violates the SAC.
ISIIMPUB	3	3	ISIIMPUB+2	W - Blank(s) at end of line.
ISIIMPUB	4	14	CONMISC	W - Null line (no commands or comment).
