entity_id	entity_type	canonical_name	mention_count	vista_tsv	vista_key_column	vista_key_value	join_method	join_confidence
build:DG*5.3*1029	build	DG*5.3*1029	1				none	undetermined
build:DG*5.3*538	build	DG*5.3*538	1				none	undetermined
build:DG*5.3*557	build	DG*5.3*557	1				none	undetermined
build:DG*5.3*589	build	DG*5.3*589	1				none	undetermined
build:DG*5.3*615	build	DG*5.3*615	1				none	undetermined
build:DG*5.3*620	build	DG*5.3*620	1				none	undetermined
build:DG*5.3*707	build	DG*5.3*707	1				none	undetermined
build:DG*5.3*821	build	DG*5.3*821	1				none	undetermined
build:DG*5.3*825	build	DG*5.3*825	2				none	undetermined
build:DG*5.3*837	build	DG*5.3*837	2				none	undetermined
build:DG*5.3*857	build	DG*5.3*857	2				none	undetermined
build:DG*5.3*876	build	DG*5.3*876	1				none	undetermined
build:DG*5.3*902	build	DG*5.3*902	2				none	undetermined
build:DG*5.3*91	build	DG*5.3*91	1				none	undetermined
build:DG*5.3*952	build	DG*5.3*952	1				none	undetermined
build:DG*5.3*977	build	DG*5.3*977	2				none	undetermined
build:DI*21*38	build	DI*21*38	1				none	undetermined
build:DI*22.2*2	build	DI*22.2*2	2				none	undetermined
build:DI*22.2*3	build	DI*22.2*3	1				none	undetermined
build:DI*22.2*4	build	DI*22.2*4	2				none	undetermined
build:DI*22.2*6	build	DI*22.2*6	1				none	undetermined
build:EDP*2*20	build	EDP*2*20	2				none	undetermined
build:EDP*2.0*6	build	EDP*2.0*6	2				none	undetermined
build:FH*5*41	build	FH*5*41	1				none	undetermined
build:GMPL*2*36	build	GMPL*2*36	1				none	undetermined
build:GMPL*2.0*26	build	GMPL*2.0*26	1				none	undetermined
build:GMPL*2.0*49	build	GMPL*2.0*49	1				none	undetermined
build:GMRA*4.0*26	build	GMRA*4.0*26	1				none	undetermined
build:GMRA*4.0*37	build	GMRA*4.0*37	1				none	undetermined
build:GMRC*3*16	build	GMRC*3*16	3				none	undetermined
build:GMRC*3.0*123	build	GMRC*3.0*123	8				none	undetermined
build:GMRC*3.0*15	build	GMRC*3.0*15	1				none	undetermined
build:GMRC*3.0*18	build	GMRC*3.0*18	1				none	undetermined
build:GMRC*3.0*60	build	GMRC*3.0*60	2				none	undetermined
build:GMRV*5*22	build	GMRV*5*22	2				none	undetermined
build:GMRV*5.0*23	build	GMRV*5.0*23	1				none	undetermined
build:GMRV*5.0*3	build	GMRV*5.0*3	1				none	undetermined
build:GMTS*2.7*101	build	GMTS*2.7*101	4				none	undetermined
build:HBH*1*19	build	HBH*1*19	2				none	undetermined
build:HBH*1*6	build	HBH*1*6	5				none	undetermined
build:HBH*1*8	build	HBH*1*8	4				none	undetermined
build:HL*1.6*49	build	HL*1.6*49	2				none	undetermined
build:IB*2*488	build	IB*2*488	1				none	undetermined
build:IB*2.0*687	build	IB*2.0*687	1				none	undetermined
build:LA*5.2*64	build	LA*5.2*64	1				none	undetermined
build:LA*5.2*87	build	LA*5.2*87	1				none	undetermined
build:LA*5.2*90	build	LA*5.2*90	1				none	undetermined
build:LR*5.2*286	build	LR*5.2*286	1				none	undetermined
build:LR*5.2*425	build	LR*5.2*425	1				none	undetermined
build:LR*5.2*468	build	LR*5.2*468	1				none	undetermined
build:LR*5.2*474	build	LR*5.2*474	1				none	undetermined
build:LR*5.2*481	build	LR*5.2*481	1				none	undetermined
build:LR*5.2*548	build	LR*5.2*548	1				none	undetermined
build:LR*5.2*568	build	LR*5.2*568	1				none	undetermined
build:LR*5.2*97	build	LR*5.2*97	1				none	undetermined
build:MAG*3.0*104	build	MAG*3.0*104	1				none	undetermined
build:MAG*3.0*121	build	MAG*3.0*121	3				none	undetermined
build:MAG*3.0*130	build	MAG*3.0*130	1				none	undetermined
build:MAG*3.0*185	build	MAG*3.0*185	1				none	undetermined
build:MAG*3.0*189	build	MAG*3.0*189	1				none	undetermined
build:MAG*3.0*34	build	MAG*3.0*34	6				none	undetermined
build:MAG*3.0*83	build	MAG*3.0*83	1				none	undetermined
build:MD*1*16	build	MD*1*16	1				none	undetermined
build:MD*1.0*1	build	MD*1.0*1	1				none	undetermined
build:MD*1.0*11	build	MD*1.0*11	1				none	undetermined
build:MD*1.0*14	build	MD*1.0*14	1				none	undetermined
build:MD*1.0*2	build	MD*1.0*2	1				none	undetermined
build:MD*1.0*5	build	MD*1.0*5	2				none	undetermined
build:MD*1.0*6	build	MD*1.0*6	3				none	undetermined
build:MPI*1*38	build	MPI*1*38	6				none	undetermined
build:MPI*1*40	build	MPI*1*40	1				none	undetermined
build:MPIF*1*21	build	MPIF*1*21	2				none	undetermined
build:MPIF*1*33	build	MPIF*1*33	4				none	undetermined
build:MPIF*1*43	build	MPIF*1*43	6				none	undetermined
build:MPIF*1*44	build	MPIF*1*44	1				none	undetermined
build:MPIF*1*52	build	MPIF*1*52	2				none	undetermined
build:MPIF*1.0*63	build	MPIF*1.0*63	1				none	undetermined
build:OR*2.5*46	build	OR*2.5*46	2				none	undetermined
build:OR*3.0*215	build	OR*3.0*215	1				none	undetermined
build:OR*3.0*232	build	OR*3.0*232	1				none	undetermined
build:OR*3.0*238	build	OR*3.0*238	1				none	undetermined
build:OR*3.0*243	build	OR*3.0*243	2				none	undetermined
build:OR*3.0*267	build	OR*3.0*267	1				none	undetermined
build:OR*3.0*391	build	OR*3.0*391	2				none	undetermined
build:OR*3.0*405	build	OR*3.0*405	1				none	undetermined
build:OR*3.0*407	build	OR*3.0*407	1				none	undetermined
build:OR*3.0*437	build	OR*3.0*437	1				none	undetermined
build:OR*3.0*542	build	OR*3.0*542	1				none	undetermined
build:OR*3.0*546	build	OR*3.0*546	2				none	undetermined
build:OR*3.0*608	build	OR*3.0*608	1				none	undetermined
build:PIMS*5.3*1004	build	PIMS*5.3*1004	2				none	undetermined
build:PRC*5*237	build	PRC*5*237	2				none	undetermined
build:PRC*5*244	build	PRC*5*244	1				none	undetermined
build:PRC*5.1*167	build	PRC*5.1*167	4				none	undetermined
build:PRC*5.1*194	build	PRC*5.1*194	1				none	undetermined
build:PRC*5.1*238	build	PRC*5.1*238	1				none	undetermined
build:PRC*5.1*81	build	PRC*5.1*81	5				none	undetermined
build:PRC*5.1*83	build	PRC*5.1*83	13				none	undetermined
build:PRC*5.1*98	build	PRC*5.1*98	2				none	undetermined
build:PRCA*4.5*90	build	PRCA*4.5*90	1				none	undetermined
build:PSB*2*17	build	PSB*2*17	2				none	undetermined
build:PSB*2*20	build	PSB*2*20	1				none	undetermined
build:PSB*3*2	build	PSB*3*2	1				none	undetermined
build:PSB*3*28	build	PSB*3*28	3				none	undetermined
build:PSB*3*32	build	PSB*3*32	1				none	undetermined
build:PSB*3*42	build	PSB*3*42	2				none	undetermined
build:PSB*3*47	build	PSB*3*47	4				none	undetermined
build:PSB*3*70	build	PSB*3*70	1				none	undetermined
build:PSB*3*8	build	PSB*3*8	1				none	undetermined
build:PSJ*5*111	build	PSJ*5*111	3				none	undetermined
build:PSJ*5*112	build	PSJ*5*112	2				none	undetermined
build:PSJ*5*120	build	PSJ*5*120	2				none	undetermined
build:PSJ*5*134	build	PSJ*5*134	1				none	undetermined
build:PSJ*5*145	build	PSJ*5*145	2				none	undetermined
build:PSJ*5*146	build	PSJ*5*146	2				none	undetermined
build:PSJ*5*160	build	PSJ*5*160	2				none	undetermined
build:PSJ*5*175	build	PSJ*5*175	2				none	undetermined
build:PSJ*5*196	build	PSJ*5*196	1				none	undetermined
build:PSJ*5*215	build	PSJ*5*215	1				none	undetermined
build:PSN*4*22	build	PSN*4*22	1				none	undetermined
build:PSN*4*261	build	PSN*4*261	1				none	undetermined
build:PSN*4*53	build	PSN*4*53	1				none	undetermined
build:PSN*4*58	build	PSN*4*58	1				none	undetermined
build:PSN*4*64	build	PSN*4*64	1				none	undetermined
build:PSO*7*190	build	PSO*7*190	2				none	undetermined
build:PSO*7*454	build	PSO*7*454	6				none	undetermined
build:PSO*7*625	build	PSO*7*625	1				none	undetermined
build:PSO*7*71	build	PSO*7*71	1				none	undetermined
build:PSS*1*117	build	PSS*1*117	2				none	undetermined
build:PSS*1*129	build	PSS*1*129	1				none	undetermined
build:PSS*1*136	build	PSS*1*136	2				none	undetermined
build:PSS*1*140	build	PSS*1*140	1				none	undetermined
build:PSS*1*141	build	PSS*1*141	2				none	undetermined
build:PSS*1*155	build	PSS*1*155	1				none	undetermined
build:PSS*1.0*163	build	PSS*1.0*163	1				none	undetermined
build:PSS*1.0*68	build	PSS*1.0*68	2				none	undetermined
build:PX*1.5*2	build	PX*1.5*2	1				none	undetermined
build:PXRM*1.5*18	build	PXRM*1.5*18	1				none	undetermined
build:PXRM*2*1	build	PXRM*2*1	1				none	undetermined
build:PXRM*2*3	build	PXRM*2*3	1				none	undetermined
build:PXRM*2.0*4	build	PXRM*2.0*4	1				none	undetermined
build:PXRM*2.0*6	build	PXRM*2.0*6	1				none	undetermined
build:RA*5*12	build	RA*5*12	2				none	undetermined
build:RA*5*18	build	RA*5*18	1				none	undetermined
build:RA*5*19	build	RA*5*19	1				none	undetermined
build:RA*5*25	build	RA*5*25	1				none	undetermined
build:RA*5*3	build	RA*5*3	1				none	undetermined
build:RA*5*34	build	RA*5*34	1				none	undetermined
build:RA*5*41	build	RA*5*41	1				none	undetermined
build:RA*5*45	build	RA*5*45	3				none	undetermined
build:RA*5*47	build	RA*5*47	2				none	undetermined
build:RA*5*56	build	RA*5*56	3				none	undetermined
build:RA*5*57	build	RA*5*57	3				none	undetermined
build:RA*5*64	build	RA*5*64	6				none	undetermined
build:RA*5*67	build	RA*5*67	2				none	undetermined
build:RA*5*79	build	RA*5*79	3				none	undetermined
build:RA*5*81	build	RA*5*81	1				none	undetermined
build:RA*5*97	build	RA*5*97	3				none	undetermined
build:RA*5.0*113	build	RA*5.0*113	1				none	undetermined
build:RA*5.0*116	build	RA*5.0*116	1				none	undetermined
build:RA*5.0*158	build	RA*5.0*158	1				none	undetermined
build:RG*1*43	build	RG*1*43	13				none	undetermined
build:RG*1*45	build	RG*1*45	1				none	undetermined
build:RG*1.0*62	build	RG*1.0*62	4				none	undetermined
build:RMPR*3*168	build	RMPR*3*168	1				none	undetermined
build:RMPR*3*182	build	RMPR*3*182	2				none	undetermined
build:RMPR*3*51	build	RMPR*3*51	6				none	undetermined
build:RMPR*3*59	build	RMPR*3*59	2				none	undetermined
build:RMPR*3*61	build	RMPR*3*61	53				none	undetermined
build:RMPR*3*62	build	RMPR*3*62	1				none	undetermined
build:RMPR*3*71	build	RMPR*3*71	1				none	undetermined
build:RMPR*3*80	build	RMPR*3*80	13				none	undetermined
build:RMPR*3*90	build	RMPR*3*90	6				none	undetermined
build:RMPR*3*96	build	RMPR*3*96	3				none	undetermined
build:RMPR*3.0*62	build	RMPR*3.0*62	4				none	undetermined
build:ROR*1.5*10	build	ROR*1.5*10	5				none	undetermined
build:ROR*1.5*13	build	ROR*1.5*13	1				none	undetermined
build:ROR*1.5*14	build	ROR*1.5*14	1				none	undetermined
build:ROR*1.5*15	build	ROR*1.5*15	4				none	undetermined
build:ROR*1.5*17	build	ROR*1.5*17	3				none	undetermined
build:ROR*1.5*18	build	ROR*1.5*18	5				none	undetermined
build:ROR*1.5*19	build	ROR*1.5*19	10				none	undetermined
build:ROR*1.5*21	build	ROR*1.5*21	2				none	undetermined
build:ROR*1.5*24	build	ROR*1.5*24	4				none	undetermined
build:ROR*1.5*25	build	ROR*1.5*25	3				none	undetermined
build:ROR*1.5*26	build	ROR*1.5*26	4				none	undetermined
build:ROR*1.5*27	build	ROR*1.5*27	3				none	undetermined
build:ROR*1.5*28	build	ROR*1.5*28	3				none	undetermined
build:ROR*1.5*29	build	ROR*1.5*29	3				none	undetermined
build:ROR*1.5*3	build	ROR*1.5*3	1				none	undetermined
build:ROR*1.5*30	build	ROR*1.5*30	3				none	undetermined
build:ROR*1.5*31	build	ROR*1.5*31	1				none	undetermined
build:ROR*1.5*32	build	ROR*1.5*32	1				none	undetermined
build:ROR*1.5*33	build	ROR*1.5*33	3				none	undetermined
build:ROR*1.5*34	build	ROR*1.5*34	3				none	undetermined
build:ROR*1.5*35	build	ROR*1.5*35	3				none	undetermined
build:ROR*1.5*36	build	ROR*1.5*36	3				none	undetermined
build:ROR*1.5*37	build	ROR*1.5*37	3				none	undetermined
build:ROR*1.5*38	build	ROR*1.5*38	3				none	undetermined
build:ROR*1.5*39	build	ROR*1.5*39	3				none	undetermined
build:ROR*1.5*40	build	ROR*1.5*40	3				none	undetermined
build:ROR*1.5*41	build	ROR*1.5*41	3				none	undetermined
build:ROR*1.5*42	build	ROR*1.5*42	2				none	undetermined
build:ROR*1.5*8	build	ROR*1.5*8	1				none	undetermined
build:SD*5.3*671	build	SD*5.3*671	1				none	undetermined
build:SD*5.3*723	build	SD*5.3*723	1				none	undetermined
build:SR*3*100	build	SR*3*100	2				none	undetermined
build:SR*3*119	build	SR*3*119	1				none	undetermined
build:SR*3*125	build	SR*3*125	1				none	undetermined
build:SR*3*127	build	SR*3*127	1				none	undetermined
build:SR*3*129	build	SR*3*129	1				none	undetermined
build:SR*3*132	build	SR*3*132	1				none	undetermined
build:SR*3*142	build	SR*3*142	1				none	undetermined
build:SR*3*144	build	SR*3*144	1				none	undetermined
build:SR*3*146	build	SR*3*146	1				none	undetermined
build:SR*3*147	build	SR*3*147	1				none	undetermined
build:SR*3*152	build	SR*3*152	1				none	undetermined
build:SR*3*153	build	SR*3*153	1				none	undetermined
build:SR*3*157	build	SR*3*157	1				none	undetermined
build:SR*3*159	build	SR*3*159	1				none	undetermined
build:SR*3*160	build	SR*3*160	1				none	undetermined
build:SR*3*163	build	SR*3*163	1				none	undetermined
build:SR*3*164	build	SR*3*164	1				none	undetermined
build:SR*3*166	build	SR*3*166	1				none	undetermined
build:SR*3*167	build	SR*3*167	2				none	undetermined
build:SR*3*174	build	SR*3*174	2				none	undetermined
build:SR*3*175	build	SR*3*175	2				none	undetermined
build:SR*3*176	build	SR*3*176	2				none	undetermined
build:SR*3*177	build	SR*3*177	2				none	undetermined
build:SR*3*18	build	SR*3*18	2				none	undetermined
build:SR*3*182	build	SR*3*182	2				none	undetermined
build:SR*3*184	build	SR*3*184	6				none	undetermined
build:TIU*1.0*290	build	TIU*1.0*290	1				none	undetermined
build:USR*1*27	build	USR*1*27	2				none	undetermined
build:USR*1*30	build	USR*1*30	1				none	undetermined
build:USR*1*38	build	USR*1*38	1				none	undetermined
build:XM*7.1*8	build	XM*7.1*8	1				none	undetermined
build:XT*7.3*113	build	XT*7.3*113	6				none	undetermined
build:XT*7.3*67	build	XT*7.3*67	1				none	undetermined
build:XT*7.3*89	build	XT*7.3*89	1				none	undetermined
build:XU*8*107	build	XU*8*107	1				none	undetermined
build:XU*8*205	build	XU*8*205	1				none	undetermined
build:XU*8*207	build	XU*8*207	2				none	undetermined
build:XU*8*238	build	XU*8*238	1				none	undetermined
build:XU*8*265	build	XU*8*265	1				none	undetermined
build:XU*8*284	build	XU*8*284	1				none	undetermined
build:XU*8*309	build	XU*8*309	1				none	undetermined
build:XU*8*325	build	XU*8*325	1				none	undetermined
build:XU*8*337	build	XU*8*337	1				none	undetermined
build:XU*8*343	build	XU*8*343	1				none	undetermined
build:XU*8*361	build	XU*8*361	1				none	undetermined
build:XU*8.0*107	build	XU*8.0*107	1				none	undetermined
build:XU*8.0*186	build	XU*8.0*186	1				none	undetermined
build:XU*8.0*27	build	XU*8.0*27	2				none	undetermined
build:XU*8.0*377	build	XU*8.0*377	1				none	undetermined
build:XU*8.0*531	build	XU*8.0*531	2				none	undetermined
build:XU*8.0*559	build	XU*8.0*559	4				none	undetermined
build:XU*8.0*671	build	XU*8.0*671	2				none	undetermined
build:XWB*1.1*45	build	XWB*1.1*45	1				none	undetermined
build:YS*5.01*103	build	YS*5.01*103	1				none	undetermined
build:YS*5.01*122	build	YS*5.01*122	1				none	undetermined
build:YS*5.01*150	build	YS*5.01*150	6				none	undetermined
build:YS*5.01*85	build	YS*5.01*85	1				none	undetermined
fileman_file:0	fileman_file	0	3	data-model/files.tsv	file_number	0	exact-key	high
fileman_file:01	fileman_file	01	5				none	undetermined
fileman_file:03	fileman_file	03	2				none	undetermined
fileman_file:05	fileman_file	05	5				none	undetermined
fileman_file:06	fileman_file	06	2				none	undetermined
fileman_file:07	fileman_file	07	1				none	undetermined
fileman_file:09	fileman_file	09	1				none	undetermined
fileman_file:1	fileman_file	1	46	data-model/files.tsv	file_number	1	exact-key	high
fileman_file:1.2	fileman_file	1.2	2	data-model/files.tsv	file_number	1.2	exact-key	high
fileman_file:10	fileman_file	10	6	data-model/files.tsv	file_number	10	exact-key	high
fileman_file:100	fileman_file	100	28	data-model/files.tsv	file_number	100	exact-key	high
fileman_file:100.01	fileman_file	100.01	2	data-model/files.tsv	file_number	100.01	exact-key	high
fileman_file:100.05	fileman_file	100.05	1	data-model/files.tsv	file_number	100.05	exact-key	high
fileman_file:100.21	fileman_file	100.21	4	data-model/files.tsv	file_number	100.21	exact-key	high
fileman_file:100.2101	fileman_file	100.2101	1	data-model/files.tsv	file_number	100.2101	exact-key	high
fileman_file:100.23	fileman_file	100.23	13	data-model/files.tsv	file_number	100.23	exact-key	high
fileman_file:100.241	fileman_file	100.241	1	data-model/files.tsv	file_number	100.241	exact-key	high
fileman_file:100.68	fileman_file	100.68	1	data-model/files.tsv	file_number	100.68	exact-key	high
fileman_file:100.8	fileman_file	100.8	1	data-model/files.tsv	file_number	100.8	exact-key	high
fileman_file:100.9	fileman_file	100.9	7	data-model/files.tsv	file_number	100.9	exact-key	high
fileman_file:100.98	fileman_file	100.98	3	data-model/files.tsv	file_number	100.98	exact-key	high
fileman_file:100.99	fileman_file	100.99	3	data-model/files.tsv	file_number	100.99	exact-key	high
fileman_file:101	fileman_file	101	6	data-model/files.tsv	file_number	101	exact-key	high
fileman_file:101.11	fileman_file	101.11	1	data-model/files.tsv	file_number	101.11	exact-key	high
fileman_file:101.24	fileman_file	101.24	1	data-model/files.tsv	file_number	101.24	exact-key	high
fileman_file:101.41	fileman_file	101.41	21	data-model/files.tsv	file_number	101.41	exact-key	high
fileman_file:101.43	fileman_file	101.43	3	data-model/files.tsv	file_number	101.43	exact-key	high
fileman_file:10106	fileman_file	10106	1				none	undetermined
fileman_file:10136	fileman_file	10136	1				none	undetermined
fileman_file:10137	fileman_file	10137	1				none	undetermined
fileman_file:10138	fileman_file	10138	1				none	undetermined
fileman_file:104	fileman_file	104	1	data-model/files.tsv	file_number	104	exact-key	high
fileman_file:109	fileman_file	109	1				none	undetermined
fileman_file:11	fileman_file	11	11	data-model/files.tsv	file_number	11	exact-key	high
fileman_file:112	fileman_file	112	1	data-model/files.tsv	file_number	112	exact-key	high
fileman_file:1170	fileman_file	1170	1				none	undetermined
fileman_file:12	fileman_file	12	14	data-model/files.tsv	file_number	12	exact-key	high
fileman_file:120.5	fileman_file	120.5	13	data-model/files.tsv	file_number	120.5	exact-key	high
fileman_file:120.51	fileman_file	120.51	43	data-model/files.tsv	file_number	120.51	exact-key	high
fileman_file:120.52	fileman_file	120.52	23	data-model/files.tsv	file_number	120.52	exact-key	high
fileman_file:120.53	fileman_file	120.53	28	data-model/files.tsv	file_number	120.53	exact-key	high
fileman_file:120.57	fileman_file	120.57	39	data-model/files.tsv	file_number	120.57	exact-key	high
fileman_file:120.8	fileman_file	120.8	22	data-model/files.tsv	file_number	120.8	exact-key	high
fileman_file:120.82	fileman_file	120.82	42	data-model/files.tsv	file_number	120.82	exact-key	high
fileman_file:120.83	fileman_file	120.83	20	data-model/files.tsv	file_number	120.83	exact-key	high
fileman_file:120.85	fileman_file	120.85	1	data-model/files.tsv	file_number	120.85	exact-key	high
fileman_file:120.86	fileman_file	120.86	1	data-model/files.tsv	file_number	120.86	exact-key	high
fileman_file:121	fileman_file	121	1				none	undetermined
fileman_file:1212	fileman_file	1212	1				none	undetermined
fileman_file:123	fileman_file	123	27	data-model/files.tsv	file_number	123	exact-key	high
fileman_file:123.1	fileman_file	123.1	1	data-model/files.tsv	file_number	123.1	exact-key	high
fileman_file:123.3	fileman_file	123.3	1	data-model/files.tsv	file_number	123.3	exact-key	high
fileman_file:123.5	fileman_file	123.5	7	data-model/files.tsv	file_number	123.5	exact-key	high
fileman_file:126	fileman_file	126	1	data-model/files.tsv	file_number	126	exact-key	high
fileman_file:128	fileman_file	128	1				none	undetermined
fileman_file:128.1	fileman_file	128.1	1				none	undetermined
fileman_file:13	fileman_file	13	6	data-model/files.tsv	file_number	13	exact-key	high
fileman_file:130	fileman_file	130	20	data-model/files.tsv	file_number	130	exact-key	high
fileman_file:130.4	fileman_file	130.4	1	data-model/files.tsv	file_number	130.4	exact-key	high
fileman_file:139	fileman_file	139	8				none	undetermined
fileman_file:14	fileman_file	14	2				none	undetermined
fileman_file:14.6	fileman_file	14.6	1	data-model/files.tsv	file_number	14.6	exact-key	high
fileman_file:141	fileman_file	141	1				none	undetermined
fileman_file:142	fileman_file	142	4	data-model/files.tsv	file_number	142	exact-key	high
fileman_file:142.1	fileman_file	142.1	2	data-model/files.tsv	file_number	142.1	exact-key	high
fileman_file:142.5	fileman_file	142.5	10	data-model/files.tsv	file_number	142.5	exact-key	high
fileman_file:15	fileman_file	15	4	data-model/files.tsv	file_number	15	exact-key	high
fileman_file:15.1	fileman_file	15.1	2	data-model/files.tsv	file_number	15.1	exact-key	high
fileman_file:15.2	fileman_file	15.2	1	data-model/files.tsv	file_number	15.2	exact-key	high
fileman_file:16	fileman_file	16	3				none	undetermined
fileman_file:16000	fileman_file	16000	2				none	undetermined
fileman_file:16200	fileman_file	16200	5				none	undetermined
fileman_file:16201	fileman_file	16201	1				none	undetermined
fileman_file:171	fileman_file	171	1				none	undetermined
fileman_file:19	fileman_file	19	14	data-model/files.tsv	file_number	19	exact-key	high
fileman_file:19.2	fileman_file	19.2	2	data-model/files.tsv	file_number	19.2	exact-key	high
fileman_file:19.95	fileman_file	19.95	3				none	undetermined
fileman_file:195.1	fileman_file	195.1	1	data-model/files.tsv	file_number	195.1	exact-key	high
fileman_file:195.4	fileman_file	195.4	1	data-model/files.tsv	file_number	195.4	exact-key	high
fileman_file:195.9	fileman_file	195.9	1	data-model/files.tsv	file_number	195.9	exact-key	high
fileman_file:197	fileman_file	197	2				none	undetermined
fileman_file:2	fileman_file	2	66	data-model/files.tsv	file_number	2	exact-key	high
fileman_file:2.0361	fileman_file	2.0361	1	data-model/files.tsv	file_number	2.0361	exact-key	high
fileman_file:2.04	fileman_file	2.04	1	data-model/files.tsv	file_number	2.04	exact-key	high
fileman_file:2.05	fileman_file	2.05	2	data-model/files.tsv	file_number	2.05	exact-key	high
fileman_file:2.1	fileman_file	2.1	2				none	undetermined
fileman_file:2.40	fileman_file	2.40	1				none	undetermined
fileman_file:2.98	fileman_file	2.98	1	data-model/files.tsv	file_number	2.98	exact-key	high
fileman_file:20	fileman_file	20	4	data-model/files.tsv	file_number	20	exact-key	high
fileman_file:200	fileman_file	200	68	data-model/files.tsv	file_number	200	exact-key	high
fileman_file:2005	fileman_file	2005	2	data-model/files.tsv	file_number	2005	exact-key	high
fileman_file:2005.2	fileman_file	2005.2	2	data-model/files.tsv	file_number	2005.2	exact-key	high
fileman_file:2005.83	fileman_file	2005.83	1	data-model/files.tsv	file_number	2005.83	exact-key	high
fileman_file:2006.035	fileman_file	2006.035	1	data-model/files.tsv	file_number	2006.035	exact-key	high
fileman_file:2006.1	fileman_file	2006.1	2	data-model/files.tsv	file_number	2006.1	exact-key	high
fileman_file:209	fileman_file	209	1				none	undetermined
fileman_file:21	fileman_file	21	2	data-model/files.tsv	file_number	21	exact-key	high
fileman_file:210	fileman_file	210	6	data-model/files.tsv	file_number	210	exact-key	high
fileman_file:2100	fileman_file	2100	5	data-model/files.tsv	file_number	2100	exact-key	high
fileman_file:2101.1	fileman_file	2101.1	7	data-model/files.tsv	file_number	2101.1	exact-key	high
fileman_file:2101.2	fileman_file	2101.2	2	data-model/files.tsv	file_number	2101.2	exact-key	high
fileman_file:2101.7	fileman_file	2101.7	1	data-model/files.tsv	file_number	2101.7	exact-key	high
fileman_file:211.4	fileman_file	211.4	3	data-model/files.tsv	file_number	211.4	exact-key	high
fileman_file:211.8	fileman_file	211.8	6	data-model/files.tsv	file_number	211.8	exact-key	high
fileman_file:213.9	fileman_file	213.9	1	data-model/files.tsv	file_number	213.9	exact-key	high
fileman_file:214.6	fileman_file	214.6	3	data-model/files.tsv	file_number	214.6	exact-key	high
fileman_file:214.7	fileman_file	214.7	1	data-model/files.tsv	file_number	214.7	exact-key	high
fileman_file:214.8	fileman_file	214.8	1				none	undetermined
fileman_file:22	fileman_file	22	1	data-model/files.tsv	file_number	22	exact-key	high
fileman_file:22.5	fileman_file	22.5	2				none	undetermined
fileman_file:225	fileman_file	225	2	data-model/files.tsv	file_number	225	exact-key	high
fileman_file:2260	fileman_file	2260	1	data-model/files.tsv	file_number	2260	exact-key	high
fileman_file:230	fileman_file	230	2	data-model/files.tsv	file_number	230	exact-key	high
fileman_file:232	fileman_file	232	1				none	undetermined
fileman_file:234	fileman_file	234	1	data-model/files.tsv	file_number	234	exact-key	high
fileman_file:25	fileman_file	25	1	data-model/files.tsv	file_number	25	exact-key	high
fileman_file:2507	fileman_file	2507	2				none	undetermined
fileman_file:27.11	fileman_file	27.11	2	data-model/files.tsv	file_number	27.11	exact-key	high
fileman_file:29	fileman_file	29	5				none	undetermined
fileman_file:3	fileman_file	3	31				none	undetermined
fileman_file:3.1	fileman_file	3.1	1	data-model/files.tsv	file_number	3.1	exact-key	high
fileman_file:3.18	fileman_file	3.18	2				none	undetermined
fileman_file:3.4	fileman_file	3.4	1	data-model/files.tsv	file_number	3.4	exact-key	high
fileman_file:3.5	fileman_file	3.5	20	data-model/files.tsv	file_number	3.5	exact-key	high
fileman_file:3.8	fileman_file	3.8	3	data-model/files.tsv	file_number	3.8	exact-key	high
fileman_file:30	fileman_file	30	4	data-model/files.tsv	file_number	30	exact-key	high
fileman_file:3004	fileman_file	3004	1				none	undetermined
fileman_file:301	fileman_file	301	1				none	undetermined
fileman_file:301.7	fileman_file	301.7	1	data-model/files.tsv	file_number	301.7	exact-key	high
fileman_file:31	fileman_file	31	3	data-model/files.tsv	file_number	31	exact-key	high
fileman_file:32	fileman_file	32	2				none	undetermined
fileman_file:33	fileman_file	33	1	data-model/files.tsv	file_number	33	exact-key	high
fileman_file:34	fileman_file	34	1	data-model/files.tsv	file_number	34	exact-key	high
fileman_file:340	fileman_file	340	1	data-model/files.tsv	file_number	340	exact-key	high
fileman_file:341.1	fileman_file	341.1	2	data-model/files.tsv	file_number	341.1	exact-key	high
fileman_file:344	fileman_file	344	1	data-model/files.tsv	file_number	344	exact-key	high
fileman_file:347	fileman_file	347	1	data-model/files.tsv	file_number	347	exact-key	high
fileman_file:349	fileman_file	349	1	data-model/files.tsv	file_number	349	exact-key	high
fileman_file:359.2	fileman_file	359.2	2	data-model/files.tsv	file_number	359.2	exact-key	high
fileman_file:36	fileman_file	36	1	data-model/files.tsv	file_number	36	exact-key	high
fileman_file:361.1	fileman_file	361.1	2	data-model/files.tsv	file_number	361.1	exact-key	high
fileman_file:37	fileman_file	37	1	data-model/files.tsv	file_number	37	exact-key	high
fileman_file:38	fileman_file	38	1				none	undetermined
fileman_file:391.71	fileman_file	391.71	1	data-model/files.tsv	file_number	391.71	exact-key	high
fileman_file:391.91	fileman_file	391.91	1	data-model/files.tsv	file_number	391.91	exact-key	high
fileman_file:391.92	fileman_file	391.92	1	data-model/files.tsv	file_number	391.92	exact-key	high
fileman_file:392.3	fileman_file	392.3	1	data-model/files.tsv	file_number	392.3	exact-key	high
fileman_file:396.6	fileman_file	396.6	1	data-model/files.tsv	file_number	396.6	exact-key	high
