file_number	piks	piks_method	piks_confidence	piks_evidence
44.0301	I	H-05	certain	inherits from 44
44.0302	I	H-05	certain	inherits from 44
44.04	I	H-05	certain	inherits from 44
44.05	I	H-05	certain	inherits from 44
44.06	I	H-05	certain	inherits from 44
44.07	I	H-05	certain	inherits from 44
44.08	I	H-05	certain	inherits from 44
44.09	I	H-05	certain	inherits from 44
44.1	I	H-05	certain	inherits from 44
44.101	I	H-05	certain	inherits from 44
44.11	I	H-05	certain	inherits from 44
44.1902	I	H-05	certain	inherits from 44
44.3	P	H-14	moderate	package=SCHEDULING (SD)
44.40457	I	H-05	certain	inherits from 44
44.9	P	H-14	moderate	package=SCHEDULING (SD)
44.9001	P	H-05	certain	inherits from 44.9
44.9002	P	H-05	certain	inherits from 44.9001
45	P	H-06	high	field=.01 PATIENT points to file 2
45.00046	S	H-17	moderate	package=VA FILEMAN (DI)
45.01	P	H-05	certain	inherits from 45
45.02	P	H-05	certain	inherits from 45
45.03	P	H-05	certain	inherits from 45
45.04	P	H-05	certain	inherits from 45
45.05	P	H-05	certain	inherits from 45
45.0535	P	H-05	certain	inherits from 45
45.06	P	H-05	certain	inherits from 45
45.1	S	H-13	high	global=
45.11	S	H-05	certain	inherits from 45.1
45.2	P	H-14	moderate	package=REGISTRATION (DG)
45.3	S	H-13	high	global=
45.4	I	H-11	high	global=
45.5	P	H-06	high	field=1 PATIENT points to file 2
45.51	P	H-05	certain	inherits from 45.5
45.6	S	H-13	high	global=
45.61	S	H-13	high	global=
45.62	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
45.63	I	H-05	certain	inherits from 45.62
45.64	P	H-10	high	global=
45.68	S	H-13	high	global=
45.69	S	H-05	certain	inherits from 45.68
45.7	S	H-13	high	global=
45.701	S	H-05	certain	inherits from 45.7
45.702	S	H-05	certain	inherits from 45.7
45.81	S	H-13	high	global=
45.811	S	H-05	certain	inherits from 45.81
45.813	S	H-05	certain	inherits from 45.81
45.82	S	H-13	high	global=
45.821	S	H-05	certain	inherits from 45.82
45.83	P	H-10	high	global=
45.831	P	H-05	certain	inherits from 45.83
45.84	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
45.85	P	H-06	high	field=.01 NAME points to file 2
45.86	I	H-11	high	global=
45.87	P	H-06	high	field=.09 PATIENT points to file 2
45.88	S	H-13	high	global=
45.89	S	H-13	high	global=
45.9	P	H-06	high	field=.01 NAME points to file 2
45.9001	P	H-05	certain	inherits from 45.9
45.91	I	H-11	high	global=
45.9101	I	H-05	certain	inherits from 45.91
46	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
46.1	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
46.11	P	H-14	moderate	package=REGISTRATION (DG)
46.12	P	H-14	moderate	package=REGISTRATION (DG)
46.13	P	H-14	moderate	package=REGISTRATION (DG)
46.14	P	H-06	high	field=.01 NAME points to file 2
46.15	P	H-05	certain	inherits from 46.14
46.3	P	H-06	high	field=.04 PATIENT points to file 2
46.4	P	H-14	moderate	package=REGISTRATION (DG)
46.5	P	H-14	moderate	package=REGISTRATION (DG)
47	S	H-13	high	global=
47.01	S	H-05	certain	inherits from 47
47.75	I	H-11	high	global=
47.751	I	H-05	certain	inherits from 47.75
47.76	I	H-11	high	global=
47.761	I	H-11	high	global=
47.7611	I	H-05	certain	inherits from 47.761
47.77	I	H-11	high	global=
47.78	I	H-11	high	global=
48	I	H-11	high	global=
48.01	I	H-05	certain	inherits from 48
48.016	I	H-05	certain	inherits from 48
48.017	I	H-05	certain	inherits from 48
48.02	I	H-05	certain	inherits from 48
48.04	I	H-05	certain	inherits from 48
48.041	I	H-05	certain	inherits from 48
48.045	I	H-05	certain	inherits from 48
48.046	I	H-05	certain	inherits from 48
48.047	I	H-05	certain	inherits from 48
48.048	I	H-05	certain	inherits from 48
48.049	I	H-05	certain	inherits from 48
48.0495	I	H-05	certain	inherits from 48
48.0497	I	H-05	certain	inherits from 48
48.05	I	H-05	certain	inherits from 48.04
48.06	I	H-05	certain	inherits from 48
48.07	I	H-05	certain	inherits from 48
48.08	I	H-05	certain	inherits from 48
48.09	I	H-05	certain	inherits from 48
48.1	I	H-05	certain	inherits from 48
48.11	I	H-05	certain	inherits from 48.02
48.12	I	H-05	certain	inherits from 48
48.13	I	H-05	certain	inherits from 48
48.14	I	H-05	certain	inherits from 48.06
48.161	I	H-05	certain	inherits from 48.016
48.171	I	H-05	certain	inherits from 48.017
48.5	I	H-11	high	global=
49	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
49.04	I	H-05	certain	inherits from 49
49.05	I	H-05	certain	inherits from 49
49.06	I	H-05	certain	inherits from 49
49.07	I	H-05	certain	inherits from 49
50	K	H-12	high	global=
50.01	K	H-05	certain	inherits from 50
50.02	K	H-05	certain	inherits from 50
50.0212	K	H-05	certain	inherits from 50
50.0214	K	H-05	certain	inherits from 50
50.032	K	H-05	certain	inherits from 50
50.0321	K	H-05	certain	inherits from 50.032
50.037	K	H-05	certain	inherits from 50
50.0441	K	H-05	certain	inherits from 50
50.0608009	K	H-05	certain	inherits from 50
50.065	K	H-05	certain	inherits from 50
50.073	K	H-12	high	global=
50.07301	K	H-05	certain	inherits from 50.073
50.07302	K	H-05	certain	inherits from 50.073
50.07303	K	H-05	certain	inherits from 50.073
50.0731	P	H-06	high	field=7 PATIENT points to file 2
50.07311	P	H-05	certain	inherits from 50.0731
50.0732	K	H-12	high	global=
50.0733	K	H-12	high	global=
50.07331	K	H-05	certain	inherits from 50.0733
50.0903	K	H-05	certain	inherits from 50
50.0904	K	H-05	certain	inherits from 50
50.0906	K	H-05	certain	inherits from 50
50.095	K	H-05	certain	inherits from 50
50.1	K	H-05	certain	inherits from 50
50.2	K	H-12	high	global=
50.21	K	H-05	certain	inherits from 50.2
50.3	K	H-12	high	global=
50.31	K	H-05	certain	inherits from 50.3
50.311	K	H-05	certain	inherits from 50.31
50.32	K	H-05	certain	inherits from 50.3
50.35	K	H-12	high	global=
50.4	K	H-12	high	global=
50.416	K	H-12	high	global=
50.4161	K	H-05	certain	inherits from 50.416
50.4164	K	H-05	certain	inherits from 50.416
50.41641	K	H-05	certain	inherits from 50.4164
50.4169	K	H-05	certain	inherits from 50.416
50.5	K	H-12	high	global=
50.6	K	H-12	high	global=
50.6009	K	H-05	certain	inherits from 50.6
50.605	K	H-12	high	global=
50.60509	K	H-05	certain	inherits from 50.605
50.6055	K	H-05	certain	inherits from 50.605
50.60551	K	H-05	certain	inherits from 50.6055
50.606	K	H-12	high	global=
50.6061	K	H-05	certain	inherits from 50.606
50.6066	K	H-05	certain	inherits from 50.606
50.6068	K	H-05	certain	inherits from 50.606
50.6069	K	H-05	certain	inherits from 50.606
50.607	K	H-12	high	global=
50.608	K	H-12	high	global=
50.609	K	H-12	high	global=
50.612	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
50.615	K	H-05	certain	inherits from 50.605
50.621	K	H-12	high	global=
50.6211	K	H-05	certain	inherits from 50.621
50.62111	K	H-05	certain	inherits from 50.621
50.62112	K	H-05	certain	inherits from 50.621
50.62113	K	H-05	certain	inherits from 50.621
50.62114	K	H-05	certain	inherits from 50.621
50.62115	K	H-05	certain	inherits from 50.621
50.6212	K	H-05	certain	inherits from 50.621
50.6213	K	H-05	certain	inherits from 50.621
50.6214	K	H-05	certain	inherits from 50.621
50.6215	K	H-05	certain	inherits from 50.621
50.6216	K	H-05	certain	inherits from 50.621
50.6217	K	H-05	certain	inherits from 50.621
50.6218	K	H-05	certain	inherits from 50.621
50.6219	K	H-05	certain	inherits from 50.621
50.622	K	H-12	high	global=
50.6221	K	H-05	certain	inherits from 50.622
50.62211	K	H-05	certain	inherits from 50.622
50.62212	K	H-05	certain	inherits from 50.622
50.62213	K	H-05	certain	inherits from 50.622
50.62214	K	H-05	certain	inherits from 50.622
50.62215	K	H-05	certain	inherits from 50.622
50.6222	K	H-05	certain	inherits from 50.622
50.6223	K	H-05	certain	inherits from 50.622
50.6224	K	H-05	certain	inherits from 50.622
50.6225	K	H-05	certain	inherits from 50.622
50.6226	K	H-05	certain	inherits from 50.622
50.6227	K	H-05	certain	inherits from 50.622
50.6228	K	H-05	certain	inherits from 50.622
50.6229	K	H-05	certain	inherits from 50.622
50.623	K	H-12	high	global=
50.624	K	H-12	high	global=
50.625	K	H-12	high	global=
50.6251	K	H-05	certain	inherits from 50.625
50.626	K	H-12	high	global=
50.6261	K	H-05	certain	inherits from 50.626
50.627	K	H-12	high	global=
50.631	K	H-05	certain	inherits from 50.621
50.632	K	H-05	certain	inherits from 50.622
50.64	K	H-12	high	global=
50.65	K	H-05	certain	inherits from 50.6
50.651	K	H-05	certain	inherits from 50.65
50.67	K	H-12	high	global=
50.6711	K	H-05	certain	inherits from 50.67
50.6712	K	H-05	certain	inherits from 50.67
50.676	K	H-05	certain	inherits from 50.67
50.68	K	H-12	high	global=
50.681	K	H-05	certain	inherits from 50.68
50.68105	K	H-05	certain	inherits from 50.68
50.68108	K	H-05	certain	inherits from 50.68
50.6814	K	H-05	certain	inherits from 50.68
50.6816	K	H-05	certain	inherits from 50.68
50.6818	K	H-05	certain	inherits from 50.68
50.6843	K	H-05	certain	inherits from 50.68
50.68431	K	H-05	certain	inherits from 50.6843
50.6845	K	H-05	certain	inherits from 50.68
50.6899	K	H-05	certain	inherits from 50.68
50.7	K	H-12	high	global=
50.711	K	H-05	certain	inherits from 50.7
50.713	K	H-05	certain	inherits from 50.7
50.714	K	H-05	certain	inherits from 50.7
50.72	K	H-05	certain	inherits from 50.7
50.735	K	H-05	certain	inherits from 50.073
50.76	K	H-05	certain	inherits from 50.7
50.8	K	H-12	high	global=
50.801	P	H-06	high	field=.01 PATIENT points to file 2
50.802	P	H-05	certain	inherits from 50.801
50.803	K	H-05	certain	inherits from 50.8
50.804	K	H-05	certain	inherits from 50.803
50.805	K	H-05	certain	inherits from 50.803
50.806	P	H-06	high	field=.01 PATIENT points to file 2
50.807	K	H-05	certain	inherits from 50.805
50.808	K	H-05	certain	inherits from 50.805
50.809	K	H-05	certain	inherits from 50.808
50.9	S	H-39	moderate	orphan: 0 ptrs in, 0 ptrs out
50.9001	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
50.9002	I	H-05	certain	inherits from 50.9001
50.9003	S	H-05	certain	inherits(prop) from 50.9
50.9004	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
50.9005	P	H-23	low	name contains P-pattern
50.9006	I	H-22	low	name contains I-pattern
50.9007	I	H-05	certain	inherits from 50.9006
50.9008	I	H-22	low	name contains I-pattern
50.9009	K	H-20	low	name contains K-pattern
50.901	I	H-05	certain	inherits from 50.9006
51	K	H-12	high	global=
51.01	K	H-05	certain	inherits from 51
51.1	K	H-12	high	global=
51.11	K	H-05	certain	inherits from 51.1
51.111	K	H-05	certain	inherits from 51.1
51.113	K	H-05	certain	inherits from 51.1
51.15	K	H-12	high	global=
51.153	K	H-05	certain	inherits from 51.15
51.17	K	H-05	certain	inherits from 51.1
51.2	K	H-12	high	global=
51.23	K	H-12	high	global=
51.2399	K	H-05	certain	inherits from 51.23
51.24	K	H-12	high	global=
51.242	K	H-05	certain	inherits from 51.24
51.2499	K	H-05	certain	inherits from 51.24
51.25	K	H-12	high	global=
51.251	K	H-05	certain	inherits from 51.25
51.26	K	H-12	high	global=
51.262	K	H-05	certain	inherits from 51.26
51.263	K	H-05	certain	inherits from 51.26
51.2699	K	H-05	certain	inherits from 51.26
51.27	K	H-05	certain	inherits from 51.2
51.28	K	H-12	high	global=
51.282	K	H-05	certain	inherits from 51.28
51.2899	K	H-05	certain	inherits from 51.28
51.29	P	H-06	high	field=.01 PATIENT points to file 2
51.292	P	H-05	certain	inherits from 51.29
51.321	K	H-05	certain	inherits from 51
51.33	K	H-05	certain	inherits from 51
51.5	S	H-13	high	global=
51.7	K	H-12	high	global=
51.71	K	H-05	certain	inherits from 51.7
51.73	K	H-05	certain	inherits from 51.7
52	P	H-06	high	field=2 PATIENT points to file 2
52.01	P	H-05	certain	inherits from 52
52.0107	P	H-05	certain	inherits from 52
52.0113	P	H-05	certain	inherits from 52
52.0115	P	H-05	certain	inherits from 52
52.02	P	H-05	certain	inherits from 52
52.03	P	H-05	certain	inherits from 52
52.032	P	H-05	certain	inherits from 52
52.037	P	H-05	certain	inherits from 52
52.038	P	H-05	certain	inherits from 52
52.039	P	H-05	certain	inherits from 52
52.04	P	H-05	certain	inherits from 52
52.0401	P	H-05	certain	inherits from 52
52.052311	P	H-05	certain	inherits from 52
52.07	P	H-05	certain	inherits from 52
52.0725	P	H-05	certain	inherits from 52
52.09	P	H-06	high	field=.02 PATIENT points to file 2
52.092	P	H-05	certain	inherits from 52.09
52.093	P	H-05	certain	inherits from 52.09
52.1	P	H-05	certain	inherits from 52
52.11	P	H-06	high	field=.01 PATIENT points to file 2
52.1112	P	H-05	certain	inherits from 52.11
52.2	P	H-05	certain	inherits from 52
52.25	P	H-05	certain	inherits from 52
52.2551	P	H-05	certain	inherits from 52.25
52.3	P	H-05	certain	inherits from 52
52.34	P	H-05	certain	inherits from 52.3
52.35	K	H-12	high	global=
52.351	K	H-05	certain	inherits from 52.35
52.352	K	H-05	certain	inherits from 52.35
52.353	K	H-05	certain	inherits from 52.35
52.4	P	H-06	high	field=1 PATIENT NAME points to file 2
52.41	P	H-06	high	field=1 PATIENT points to file 2
52.41105	P	H-05	certain	inherits from 52.41
52.4118	P	H-05	certain	inherits from 52.41
52.41182	P	H-05	certain	inherits from 52.4118
52.4124	P	H-05	certain	inherits from 52.41
52.413	P	H-05	certain	inherits from 52.41
52.41311	P	H-05	certain	inherits from 52.41
52.419	P	H-05	certain	inherits from 52.41
52.42	P	H-05	certain	inherits from 52.41
52.43	P	H-06	high	field=9 PATIENT points to file 2
52.44	P	H-05	certain	inherits from 52.41
52.444	P	H-06	high	field=2 PATIENT points to file 2
52.45	K	H-12	high	global=
52.451	K	H-05	certain	inherits from 52.45
52.452	K	H-05	certain	inherits from 52.45
52.4521	K	H-05	certain	inherits from 52.45
52.45211	K	H-05	certain	inherits from 52.4521
52.46	P	H-06	high	field=1.5 LINKED VISTA PATIENT points to file 2
52.4613	P	H-05	certain	inherits from 52.46
52.4615	P	H-05	certain	inherits from 52.46
52.4619	P	H-05	certain	inherits from 52.46
52.462	P	H-05	certain	inherits from 52.46
52.465	P	H-05	certain	inherits from 52.46
52.47	K	H-12	high	global=
52.472	K	H-05	certain	inherits from 52.47
52.473	K	H-05	certain	inherits from 52.47
52.477	K	H-05	certain	inherits from 52.47
52.48	K	H-12	high	global=
52.4811	K	H-05	certain	inherits from 52.48
52.483	K	H-05	certain	inherits from 52.48
52.486	K	H-05	certain	inherits from 52.48
52.49	P	H-06	high	field=.05 VISTA PATIENT points to file 2
52.49101	P	H-05	certain	inherits from 52.49
52.4911	P	H-05	certain	inherits from 52.49
52.4912	P	H-05	certain	inherits from 52.49
52.49122	P	H-05	certain	inherits from 52.4912
52.4914	P	H-05	certain	inherits from 52.49
52.4916	P	H-05	certain	inherits from 52.49
52.4918	P	H-05	certain	inherits from 52.49
52.49186	P	H-05	certain	inherits from 52.4918
52.4919	P	H-05	certain	inherits from 52.49
52.492	P	H-05	certain	inherits from 52.49
52.492001	P	H-05	certain	inherits from 52.492
52.49201	P	H-05	certain	inherits from 52.49
52.4921	P	H-05	certain	inherits from 52.49
52.4926	P	H-05	certain	inherits from 52.49
52.4928	P	H-05	certain	inherits from 52.49
52.49303	P	H-05	certain	inherits from 52.49
52.49304	P	H-05	certain	inherits from 52.49
52.493046	P	H-05	certain	inherits from 52.49304
52.49306	P	H-05	certain	inherits from 52.49
52.4931	P	H-05	certain	inherits from 52.49
52.49311	P	H-05	certain	inherits from 52.49
52.4931112	P	H-05	certain	inherits from 52.49311
52.49311123	P	H-05	certain	inherits from 52.4931112
52.493111267	P	H-05	certain	inherits from 52.4931112
52.493111275	P	H-05	certain	inherits from 52.4931112
52.4931113	P	H-05	certain	inherits from 52.49311
52.4931114	P	H-05	certain	inherits from 52.49311
52.4931117	P	H-05	certain	inherits from 52.49311
52.4931125	P	H-05	certain	inherits from 52.49311
52.493113	P	H-05	certain	inherits from 52.49311
52.4931146	P	H-05	certain	inherits from 52.49311
52.4931151	P	H-05	certain	inherits from 52.49311
52.4931157	P	H-05	certain	inherits from 52.49311
52.4931159	P	H-05	certain	inherits from 52.49311
52.493116	P	H-05	certain	inherits from 52.49311
52.4931161	P	H-05	certain	inherits from 52.49311
52.4931162	P	H-05	certain	inherits from 52.49311
52.493117	P	H-05	certain	inherits from 52.49311
52.493118	P	H-05	certain	inherits from 52.49311
52.49316	P	H-05	certain	inherits from 52.49
52.49317	P	H-05	certain	inherits from 52.49
52.4949	P	H-05	certain	inherits from 52.49
52.4955	P	H-05	certain	inherits from 52.49
52.4961	P	H-05	certain	inherits from 52.49
52.4971	P	H-05	certain	inherits from 52.49
52.4972	P	H-05	certain	inherits from 52.49
52.4973	P	H-05	certain	inherits from 52.49
52.499	P	H-05	certain	inherits from 52.49
52.499501	P	H-05	certain	inherits from 52.49
52.499502	P	H-05	certain	inherits from 52.49
52.5	P	H-06	high	field=.03 PATIENT points to file 2
52.51	P	H-06	high	field=2 PATIENT points to file 2
52.52	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
52.53	K	H-12	high	global=
52.54	K	H-12	high	global=
52.6	K	H-12	high	global=
52.61	K	H-05	certain	inherits from 52.6
52.62	K	H-05	certain	inherits from 52.6
52.63	K	H-05	certain	inherits from 52.6
52.64	K	H-05	certain	inherits from 52.6
52.7	K	H-12	high	global=
52.702	K	H-05	certain	inherits from 52.7
52.703	K	H-05	certain	inherits from 52.7
52.704	K	H-05	certain	inherits from 52.7
52.7252	P	H-05	certain	inherits from 52.0725
52.72521	P	H-05	certain	inherits from 52.7252
52.72522	P	H-05	certain	inherits from 52.7252
52.7253	P	H-05	certain	inherits from 52.0725
52.7254	P	H-05	certain	inherits from 52.0725
52.75	P	H-06	high	field=2 PATIENT points to file 2
52.8	P	H-06	high	field=1 PATIENT # points to file 2
52.85	K	H-12	high	global=
52.8551	K	H-05	certain	inherits from 52.85
52.86	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
52.865	I	H-05	certain	inherits from 52.86
52.8651	I	H-05	certain	inherits from 52.86
52.87	P	H-06	high	field=3 PATIENT points to file 2
52.8713	P	H-05	certain	inherits from 52.87
52.9	K	H-12	high	global=
52.9001	P	H-06	high	field=.01 PATIENT NAME points to file 2
52.9002	P	H-05	certain	inherits from 52.9001
52.91	P	H-06	high	field=.01 PATIENT points to file 2
52.92	I	H-08	high	has ptr to file 4; no ptr to file 2
53	K	H-12	high	global=
53.1	P	H-06	high	field=.5 PATIENT NAME points to file 2
53.1012	P	H-05	certain	inherits from 53.1
53.11	P	H-05	certain	inherits from 53.1
53.1112	P	H-05	certain	inherits from 53.1
53.11122	P	H-05	certain	inherits from 53.1112
53.1114	P	H-05	certain	inherits from 53.1
53.1119	P	H-05	certain	inherits from 53.1
53.1135	P	H-05	certain	inherits from 53.1
53.1136	P	H-05	certain	inherits from 53.1
53.12	P	H-05	certain	inherits from 53.1
53.13	P	H-05	certain	inherits from 53.1
53.157	P	H-05	certain	inherits from 53.1
53.158	P	H-05	certain	inherits from 53.1
53.2	K	H-12	high	global=
53.21	K	H-05	certain	inherits from 53.2
53.2102	K	H-05	certain	inherits from 53.21
53.22	K	H-05	certain	inherits from 53.2
53.23	K	H-05	certain	inherits from 53.22
53.3	K	H-12	high	global=
53.4	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
53.401	P	H-06	high	field=.01 PATIENT points to file 2
53.4011	P	H-05	certain	inherits from 53.401
53.401101	P	H-05	certain	inherits from 53.4011
53.41	K	H-12	high	global=
53.4101	K	H-05	certain	inherits from 53.41
53.4102	P	H-06	high	field=.01 PATIENT points to file 2
53.4103	P	H-05	certain	inherits from 53.4102
53.4104	P	H-05	certain	inherits from 53.4103
53.42	K	H-12	high	global=
53.43	K	H-12	high	global=
53.4301	K	H-05	certain	inherits from 53.43
53.43011	P	H-06	high	field=.01 PATIENT points to file 2
53.44	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
53.4401	P	H-06	high	field=.01 PATIENT points to file 2
53.4402	P	H-05	certain	inherits from 53.4401
53.45	I	H-09	low	has ptr to file 200 (staff/provider); no ptr to file 2 or 4
53.4501	I	H-05	certain	inherits from 53.45
53.4502	I	H-05	certain	inherits from 53.45
53.4504	I	H-05	certain	inherits from 53.45
53.455	I	H-05	certain	inherits from 53.45
53.456	I	H-05	certain	inherits from 53.45
53.46	K	H-12	high	global=
53.47	K	H-12	high	global=
53.5	K	H-12	high	global=
53.51	P	H-06	high	field=.01 PATIENT points to file 2
53.52	P	H-05	certain	inherits from 53.51
53.53	P	H-05	certain	inherits from 53.52
53.55	K	H-12	high	global=
53.56	K	H-05	certain	inherits from 53.55
53.66	I	H-08	high	has ptr to file 4; no ptr to file 2
53.67	I	H-05	certain	inherits from 53.66
53.68	P	H-06	high	field=.11 PATIENT points to file 2
53.686	P	H-05	certain	inherits from 53.68
53.687	P	H-05	certain	inherits from 53.68
