file_number	file_name	global_root	parent_file	field_count	pointer_in	pointer_out	record_count	is_dinum	piks	piks_method	piks_confidence	piks_evidence	piks_secondary	volatility	sensitivity	portability	volume	subdomain	status
0	ATTRIBUTE			41	0	3	0												extracted
.001	DESCRIPTION			1	0	0	0												extracted
.007	TRANSLATION		0	2	0	1													extracted
.008	TRANSLATION		0	2	0	1													extracted
.009	TRANSLATION		0	2	0	1													extracted
.1	CROSS-REFERENCE			7	0	0	0												extracted
.101	DESCRIPTION SUB-FIELD		.1	1	0	0													extracted
.10101	PROPERTY SUB-FIELD			2	0	1	0												extracted
.10201	METHOD SUB-FIELD			2	0	1	0												extracted
.11	INDEX	^DD("IX",		21	1	0	1774	N											extracted
.1101	DESCRIPTION SUB-FIELD	^DD("IX",	.11	1	0	0													extracted
.111	OVERFLOW SET LOGIC SUB-FIELD	^DD("IX",	.11	2	0	0													extracted
.112	OVERFLOW KILL LOGIC SUB-FIELD	^DD("IX",	.11	2	0	0													extracted
.114	CROSS-REFERENCE VALUES SUB-FIELD	^DD("IX",	.11	13	0	0													extracted
.12	FIELD			8	0	1	0												extracted
.15	TRIGGERED-BY			3	0	0	0												extracted
.2	DESTINATION	^DIC(.2,		1	0	1	4	N											extracted
.21	DATA DESTINATION			1	0	0	0												extracted
.3	GROUP			1	0	0	0												extracted
.31	KEY	^DD("KEY",		5	0	1	159	N											extracted
.312	FIELD SUB-FIELD	^DD("KEY",	.31	3	0	0													extracted
.4	PRINT TEMPLATE	^DIPT(		25	2	5	2532	N											extracted
.4001	DESCRIPTION SUB-FIELD	^DIPT(	.4	1	0	0													extracted
.401	SORT TEMPLATE	^DIBT(		24	4	1	1701	N											extracted
.4011	SEARCH SPECIFICATIONS SUB-FIELD	^DIBT(	.401	1	0	0													extracted
.4011624	SORT RANGE DATA FOR BY(0) SUB-FIELD	^DIBT(	.401	6	0	0													extracted
.4012	DESCRIPTION SUB-FIELD	^DIBT(	.401	1	0	0													extracted
.4014	SORT FIELD DATA SUB-FIELD	^DIBT(	.401	29	0	1													extracted
.40141	MULTIPLE FIELD DATA SUB-FIELD	^DIBT(	.4014	2	0	0													extracted
.401418	RELATIONAL JUMP FIELD DATA SUB-FIELD	^DIBT(	.4014	6	0	0													extracted
.401419	OVERFLOW DATA SUB-FIELD	^DIBT(	.4014	3	0	0													extracted
.402	INPUT TEMPLATE	^DIE(		14	3	1	2194	N											extracted
.4021	DESCRIPTION SUB-FIELD	^DIE(	.402	1	0	0													extracted
.403	FORM	^DIST(.403,		19	0	0	251	N											extracted
.4031	PAGE SUB-FIELD	^DIST(.403,	.403	13	0	2													extracted
.403115	DESCRIPTION SUB-FIELD	^DIST(.403,	.4031	1	0	0													extracted
.40315	DESCRIPTION SUB-FIELD	^DIST(.403,	.403	1	0	0													extracted
.4032	BLOCK SUB-FIELD	^DIST(.403,	.4031	15	0	1													extracted
.404	BLOCK	^DIST(.404,		7	2	0	584	N											extracted
.40415	DESCRIPTION SUB-FIELD	^DIST(.404,	.404	1	0	0													extracted
.4044	FIELD SUB-FIELD	^DIST(.404,	.404	33	0	0													extracted
.404421	HELP SUB-FIELD	^DIST(.404,	.4044	1	0	0													extracted
.41	FILEGRAM/EXTR FILE SUB-FIELD	^DIPT(	.4	13	0	0													extracted
.411	FIELD NUMBER SUB-FIELD	^DIPT(	.41	6	0	0													extracted
.42	EXPORT FIELD SUB-FIELD	^DIPT(	.4	4	0	1													extracted
.44	FOREIGN FORMAT	^DIST(.44,		19	1	0	15	N											extracted
.441	OTHER NAME FOR FORMAT SUB-FIELD	^DIST(.44,	.44	2	0	0													extracted
.4411	DESCRIPTION FOR OTHER NAME SUB-FIELD	^DIST(.44,	.441	1	0	0													extracted
.447	DESCRIPTION SUB-FIELD	^DIST(.44,	.44	1	0	0													extracted
.448	USAGE NOTES SUB-FIELD	^DIST(.44,	.44	1	0	0													extracted
.46	IMPORT TEMPLATE	^DIST(.46,		9	0	2	1	N											extracted
.461	DESCRIPTION SUB-FIELD	^DIST(.46,	.46	1	0	0													extracted
.463	IMPORT FIELDS SUB-FIELD	^DIST(.46,	.46	6	0	1													extracted
.5	FUNCTION	^DD("FUNC",		6	0	0	189	N											extracted
.6	DD AUDIT	^DDA(		12	0	1	5	N											extracted
.601	OLD VALUE(S) SUB-FIELD	^DDA(	.6	1	0	0													extracted
.602	NEW VALUE(S) SUB-FIELD	^DDA(	.6	1	0	0													extracted
.7	MUMPS OPERATING SYSTEM	^DD("OS",		27	1	0	9	N											extracted
.81	DATA TYPE	^DI(.81,		10	3	2	23	N											extracted
.81101	PROPERTY SUB-FIELD	^DI(.81,	.81	5	0	1													extracted
.81201	METHOD SUB-FIELD	^DI(.81,	.81	2	0	1													extracted
.8121	DESCRIPTION SUB-FIELD	^DI(.81,	.81	1	0	0													extracted
.81215	FIELD DEFINED BY THIS TYPE SUB-FIELD	^DI(.81,	.81	1	0	0													extracted
.83	COMPILED ROUTINE	^DI(.83,		2	0	0	1	N											extracted
.84	DIALOG	^DI(.84,		11	1	2	2672	N											extracted
.841	CALLED FROM ENTRY POINTS SUB-FIELD	^DI(.84,	.84	2	0	0													extracted
.842	DESCRIPTION SUB-FIELD	^DI(.84,	.84	1	0	0													extracted
.844	TEXT SUB-FIELD	^DI(.84,	.84	1	0	0													extracted
.845	PARAMETER SUB-FIELD	^DI(.84,	.84	2	0	0													extracted
.847	TRANSLATION SUB-FIELD	^DI(.84,	.84	2	0	1													extracted
.8471	FOREIGN TEXT SUB-FIELD	^DI(.84,	.847	1	0	0													extracted
.85	LANGUAGE	^DI(.85,		20	9	2	539	N											extracted
.8501	ALTERNATE NAME SUB-FIELD	^DI(.85,	.85	1	0	0													extracted
.8502	DESCRIPTION SUB-FIELD	^DI(.85,	.85	1	0	0													extracted
.86	DATA TYPE PROPERTY	^DI(.86,		7	2	1	18	N											extracted
.861	DESCRIPTION SUB-FIELD	^DI(.86,	.86	1	0	0													extracted
.87	DATA TYPE METHOD	^DI(.87,		4	2	0	8	N											extracted
.871	DESCRIPTION SUB-FIELD	^DI(.87,	.87	1	0	0													extracted
.9	META DATA DICTIONARY	^DDD(		10	0	0	64139	N											extracted
.901	DESCRIPTION SUB-FIELD	^DDD(	.9	1	0	0													extracted
1	FILE	^DIC(		25	73	1	2918	N											extracted
1.001	DESCRIPTION	^DIC(	1	0	0	0													extracted
1.005	APPLICATION GROUP	^DIC(	1	2	0	0													extracted
1.008	TRANSLATION	^DIC(	1	2	0	1													extracted
1.01	ATTRIBUTE			2	0	0	0												extracted
1.1	AUDIT	^DIA(		19	0	2	13	N											extracted
1.11	ARCHIVAL ACTIVITY	^DIAR(1.11,		24	0	8	7	N											extracted
1.113	DATA SUB-FIELD	^DIAR(1.11,	1.11	1	0	0													extracted
1.1132	SUBFILE SCREEN SUB-FIELD	^DIAR(1.11,	1.11	2	0	0													extracted
1.12	FILEGRAM HISTORY	^DIAR(1.12,		7	0	3	1	N											extracted
1.13	FILEGRAM ERROR LOG	^DIAR(1.13,		4	0	0	1	N											extracted
1.1321	FILEGRAM SUB-FIELD	^DIAR(1.13,	1.13	1	0	0													extracted
1.14	DESTINATION FILE ENTRIES SUB-FIELD	^DIAR(1.11,	1.11	1	0	0													extracted
1.2	ALTERNATE EDITOR	^DIST(1.2,		5	1	0	6	N											extracted
1.207	DESCRIPTION SUB-FIELD	^DIST(1.2,	1.2	1	0	0													extracted
1.5	ENTITY	^DDE(		33	3	4	270	N											extracted
1.51	ITEM SUB-FIELD	^DDE(	1.5	25	0	1													extracted
1.513	COMPLEX TYPE SUB-FIELD	^DDE(	1.51	3	0	0													extracted
1.519	DESCRIPTION SUB-FIELD	^DDE(	1.5	1	0	0													extracted
1.521	SQLI_SCHEMA	^DMSQ("S",		3	1	0	3	N											extracted
1.52101	SQLI_KEY_WORD	^DMSQ("K",		1	0	0	87	N											extracted
1.5211	SQLI_DATA_TYPE	^DMSQ("DT",		4	3	1	11	N											extracted
1.5212	SQLI_DOMAIN	^DMSQ("DM",		12	1	3	17059	N											extracted
1.5213	SQLI_KEY_FORMAT	^DMSQ("KF",		5	1	1	4	N											extracted
1.5214	SQLI_OUTPUT_FORMAT	^DMSQ("OF",		5	3	1	5804	N											extracted
1.5215	SQLI_TABLE	^DMSQ("T",		9	3	2	17041	N											extracted
1.5216	SQLI_TABLE_ELEMENT	^DMSQ("E",		5	3	2	135323	N											extracted
1.5217	SQLI_COLUMN	^DMSQ("C",		17	3	3	101397	N											extracted
1.5218	SQLI_PRIMARY_KEY	^DMSQ("P",		8	1	3	37221	N											extracted
1.5219	SQLI_FOREIGN_KEY	^DMSQ("F",		3	0	3	18923	N											extracted
1.52191	SQLI_ERROR_TEXT	^DMSQ("ET",		1	1	0	13	N											extracted
1.52192	SQLI_ERROR_LOG	^DMSQ("EX",		5	0	2	454	N											extracted
1.6	POLICY	^DIAC(1.6,		18	2	5	1	N											extracted
1.601	MEMBERS SUB-FIELD	^DIAC(1.6,	1.6	2	0	1													extracted
1.6011	DESCRIPTION SUB-FIELD	^DIAC(1.6,	1.6	1	0	0													extracted
1.602	TARGETS SUB-FIELD	^DIAC(1.6,	1.6	3	0	0													extracted
1.603	CONDITIONS SUB-FIELD	^DIAC(1.6,	1.6	3	0	1													extracted
1.605	ADDITIONAL FIELDS SUB-FIELD	^DIAC(1.6,	1.6	4	0	0													extracted
1.61	APPLICATION ACTION	^DIAC(1.61,		8	1	1	1	N											extracted
1.615	ADDITIONAL FIELDS SUB-FIELD	^DIAC(1.61,	1.61	4	0	0													extracted
1.62	POLICY FUNCTION	^DIAC(1.62,		7	2	0	9	N											extracted
1.622	DESCRIPTION SUB-FIELD	^DIAC(1.62,	1.62	1	0	0													extracted
1.71	WORLD TIMEZONES	^DIT(1.71,		2	1	0	32	N											extracted
1.711	TIMEFRAME SUB-FIELD	^DIT(1.71,	1.71	4	0	1													extracted
1.7111	COUNTRY SUB-FIELD	^DIT(1.71,	1.711	1	0	1													extracted
1.72	WORLD DAYLIGHT SAVINGS	^DIT(1.72,		4	0	2	24	N											extracted
1.721	YEAR SUB-FIELD	^DIT(1.72,	1.72	3	0	0													extracted
2	PATIENT	^DPT(		594	379	139	1811	N											extracted
2.001	ENROLLMENT CLINIC SUB-FIELD	^DPT(	2	3	0	1													extracted
2.01	ALIAS SUB-FIELD	^DPT(	2	3	0	1													extracted
2.011	ENROLLMENT DATA SUB-FIELD	^DPT(	2.001	6	0	0													extracted
2.02	RACE INFORMATION SUB-FIELD	^DPT(	2	2	0	2													extracted
2.025	SEXUAL ORIENTATION SUB-FIELD	^DPT(	2	6	0	2													extracted
2.0361	PATIENT ELIGIBILITIES SUB-FIELD	^DPT(	2	3	0	1													extracted
2.04	RATED DISABILITIES (VA) SUB-FIELD	^DPT(	2	6	0	1													extracted
2.05	SERVICE CONNECTED CONDITIONS SUB-FIELD	^DPT(	2	2	0	0													extracted
2.0534	PH DATE/TIME UPDATED SUB-FIELD	^DPT(	2	5	0	0													extracted
2.0537026	MHV SOCIALIZATION SUB-FIELD	^DPT(	2	3	0	2													extracted
2.0537041	MHV MSG ACTIONS SUB-FIELD	^DPT(	2	1	0	1													extracted
2.0537042	MHV AUTH ACTIONS SUB-FIELD	^DPT(	2	1	0	1													extracted
2.06	ETHNICITY INFORMATION SUB-FIELD	^DPT(	2	2	0	2													extracted
2.07	LANGUAGE DATE/TIME SUB-FIELD	^DPT(	2	2	0	0													extracted
2.0991	FULL ICN HISTORY SUB-FIELD	^DPT(	2	1	0	0													extracted
2.0992	ICN HISTORY SUB-FIELD	^DPT(	2	4	0	1													extracted
2.0993	CMOR HISTORY SUB-FIELD	^DPT(	2	4	0	0													extracted
2.101	DISPOSITION LOG-IN DATE/TIME SUB-FIELD	^DPT(	2	42	0	12													extracted
2.11	DATE OF DENTAL TREATMENT SUB-FIELD	^DPT(	2	3	0	0													extracted
2.12	ARCHIVED DATA SUB-FIELD	^DPT(	2	2	0	0													extracted
2.13	DATE OF ARCHIVE SUB-FIELD	^DPT(	2.12	5	0	0													extracted
2.141	CONFIDENTIAL ADDRESS CATEGORY SUB-FIELD	^DPT(	2	2	0	0													extracted
2.16	MISSING OR INELIGIBLE SUB-FIELD	^DPT(	2	1	0	0													extracted
2.191	COMMUNITY CARE PROGRAM SUB-FIELD	^DPT(	2	5	0	0													extracted
2.2406	PRONOUN SUB-FIELD	^DPT(	2	1	0	1													extracted
2.2511	CURRENT HEALTH BENEFIT PLAN SUB-FIELD	^DPT(	2	6	0	3													extracted
2.2512	HISTORY HEALTH BENEFIT PLAN SUB-FIELD	^DPT(	2	7	0	3													extracted
2.312	INSURANCE TYPE SUB-FIELD	^DPT(	2	87	0	18													extracted
2.31211	HEALTH CARE CODE INFORMATION SUB-FIELD	^DPT(	2.312	4	0	1													extracted
2.3129	GROUP REFERENCE INFORMATION SUB-FIELD	^DPT(	2.312	4	0	1													extracted
2.3215	SERVICE [OEF OR OIF] SUB-FIELD	^DPT(	2	6	0	1													extracted
2.3216	FIELD	^DPT(	2	10	0	3													extracted
2.322	ELIGIBILITY/BENEFIT SUB-FIELD	^DPT(	2.312	44	0	18													extracted
2.3222	NOTES SUB-FIELD	^DPT(	2.322	1	0	0													extracted
2.3226	CONTACT INFORMATION SUB-FIELD	^DPT(	2.322	5	0	1													extracted
2.3227	HEALTHCARE SERVICES DELIVERY SUB-FIELD	^DPT(	2.322	9	0	5													extracted
2.3228	SUBSCRIBER DATES SUB-FIELD	^DPT(	2.322	4	0	2													extracted
2.3229	SUBSCRIBER ADDITIONAL INFO SUB-FIELD	^DPT(	2.322	7	0	4													extracted
2.32291	SUBSCRIBER REFERENCE ID SUB-FIELD	^DPT(	2.322	4	0	1													extracted
2.32292	SERVICE TYPES SUB-FIELD	^DPT(	2.322	1	0	1													extracted
2.332	GROUP PROVIDER INFO SUB-FIELD	^DPT(	2.312	3	0	1													extracted
2.342	FIELD	^DPT(	2.312	8	0	1													extracted
2.396	CD STATUS DIAGNOSES SUB-FIELD	^DPT(	2	1	0	1													extracted
2.397	CD STATUS PROCEDURES SUB-FIELD	^DPT(	2	2	0	1													extracted
2.398	CD STATUS CONDITIONS SUB-FIELD	^DPT(	2	3	0	1													extracted
2.399	CD HISTORY DATE SUB-FIELD	^DPT(	2	11	0	2													extracted
2.401	CD DESCRIPTORS SUB-FIELD	^DPT(	2	1	0	1													extracted
2.409	CD REASON SUB-FIELD	^DPT(	2.399	4	0	1													extracted
2.5370262	SOCIALIZATION ACTIONS SUB-FIELD	^DPT(	2.0537026	1	0	1													extracted
2.98	FIELD	^DPT(	2	35	0	8													extracted
3.05	FAILED ACCESS ATTEMPTS LOG	^%ZUA(3.05,		10	0	2	1	N											extracted
3.051	TEXT ENTERED SUB-FIELD	^%ZUA(3.05,	3.05	1	0	0													extracted
3.07	PROGRAMMER MODE LOG	^%ZUA(3.07,		6	0	1	1	N											extracted
3.075	ERROR LOG	^%ZTER(1,		3	0	0	1	N											extracted
3.0751	ERROR NUMBER SUB-FIELD	^%ZTER(1,	3.075	25	0	0													extracted
3.0752	VARIABLES AND DATA SUB-FIELD	^%ZTER(1,	3.0751	2	0	0													extracted
3.076	ERROR MESSAGES	^%ZTER(2,		8	0	0	85	N											extracted
3.0761	OPERATING SYSTEM NUMBER SUB-FIELD	^%ZTER(2,	3.076	1	0	0													extracted
3.077	ERROR TRAP SUMMARY	^%ZTER(3.077,		14	0	2	4	N											extracted
3.07701	ERROR EVENTS SUB-FIELD	^%ZTER(3.077,	3.077	16	0	3													extracted
3.07702	DISCUSSION SUB-FIELD	^%ZTER(3.077,	3.077	1	0	0													extracted
3.077031	SUPPORT PERSONNEL SUB-FIELD	^%ZTER(3.077,	3.077	3	0	1													extracted
3.0775	FREQUENCY DISTRIBUTION SUB-FIELD	^%ZTER(3.077,	3.077	2	0	0													extracted
3.079	*ALREADY SIGNED ON TO DEVICE SUB-FIELD		3	1	0	0													extracted
3.081	SIGN-ON LOG	^XUSEC(0,		27	0	4	53	N											extracted
3.083	LOCKED IP or DEVICE	^XUSEC(3,		2	0	0	1	N											extracted
3.084	FAILED SIGNON ATTEMPTS	^XUSEC(4,		3	0	0	1	N											extracted
3.1	TITLE	^DIC(3.1,		1	3	0	74	N											extracted
3.2	TERMINAL TYPE	^%ZIS(2,		156	5	0	268	N											extracted
3.2055	CONTROL CODES SUB-FIELD	^%ZIS(2,	3.2	4	0	0													extracted
3.206	OPEN EXECUTE DESCRIPTION SUB-FIELD	^%ZIS(2,	3.2	1	0	0													extracted
3.207	OPEN PRINTER DESCRIPTION SUB-FIELD	^%ZIS(2,	3.2	1	0	0													extracted
3.22	DA RETURN CODES	^%ZIS(3.22,		3	0	0	18	N											extracted
3.223	DESCRIPTION SUB-FIELD	^%ZIS(3.22,	3.22	1	0	0													extracted
3.23	LINE/PORT ADDRESS	^%ZIS(3.23,		4	0	2	1	N											extracted
3.4	COMMUNICATIONS PROTOCOL	^DIC(3.4,		6	1	0	30	N											extracted
3.41	DESCRIPTION SUB-FIELD	^DIC(3.4,	3.4	1	0	0													extracted
3.5	DEVICE	^%ZIS(1,		74	73	7	76	N											extracted
3.501	MNEMONIC SUB-FIELD	^%ZIS(1,	3.5	1	0	0													extracted
3.51	SPOOL DOCUMENT	^XMB(3.51,		13	1	3	1	N											extracted
3.5121	DEVICE'S SUB-FIELD	^XMB(3.51,	3.51	6	0	0													extracted
3.5131	OTHER AUTHORIZED USERS SUB-FIELD	^XMB(3.51,	3.51	1	0	1													extracted
3.519	SPOOL DATA	^XMBS(3.519,		2	1	1	1	N											extracted
3.5193	TEXT SUB-FIELD	^XMBS(3.519,	3.519	1	0	0													extracted
3.52	PRINT QUEUE JOB	^%ZIS(3.52,		21	0	2	1	N											extracted
3.521	OLD DEVICE NAME SUB-FIELD	^%ZIS(3.52,	3.52	6	0	0													extracted
3.532	DESPOOL DEVICES SUB-FIELD	^%ZIS(1,	3.5	2	0	1													extracted
3.54	RESOURCE	^%ZISL(3.54,		3	0	0	21	N											extracted
3.542	SLOTS IN USE SUB-FIELD	^%ZISL(3.54,	3.54	5	0	0													extracted
3.6	BULLETIN	^XMB(3.6,		8	1	1	203	N											extracted
3.61	MESSAGE SUB-FIELD	^XMB(3.6,	3.6	1	0	0													extracted
3.62	MAIL GROUP SUB-FIELD	^XMB(3.6,	3.6	1	0	1													extracted
3.63	DESCRIPTION SUB-FIELD	^XMB(3.6,	3.6	1	0	0													extracted
3.64	PARAMETER SUB-FIELD	^XMB(3.6,	3.6	2	0	0													extracted
3.65	DESCRIPTION SUB-FIELD	^XMB(3.6,	3.64	1	0	0													extracted
3.7	MAILBOX	^XMB(3.7,		39	0	5	1344	N											extracted
3.701	BASKET SUB-FIELD	^XMB(3.7,	3.7	5	0	1													extracted
3.702	MESSAGE SUB-FIELD	^XMB(3.7,	3.701	7	0	1													extracted
3.703	SURROGATE SUB-FIELD	^XMB(3.7,	3.7	3	0	1													extracted
3.704	INTRODUCTION SUB-FIELD	^XMB(3.7,	3.7	1	0	0													extracted
3.705	ADDRESS SUB-FIELD	^XMB(3.7,	3.7	1	0	0													extracted
3.706	ALREADY SIGNED ON TO DEVICES SUB-FIELD	^XMB(3.7,	3.7	0	0	0													extracted
3.715	FILTER SUB-FIELD	^XMB(3.7,	3.7	10	0	0													extracted
3.7159	FORWARD TO SUB-FIELD	^XMB(3.7,	3.715	1	0	0													extracted
3.73	MESSAGES TO BE NEW AT A LATER DATE	^XMB(3.73,		3	0	2	1	N											extracted
3.7519	$STACK() SUB-FIELD	^%ZTER(1,	3.0751	4	0	0													extracted
3.8	MAIL GROUP	^XMB(3.8,		16	61	8	453	N											extracted
3.801	DESCRIPTION SUB-FIELD	^XMB(3.8,	3.8	1	0	0													extracted
3.802	AUTHORIZED SENDER SUB-FIELD	^XMB(3.8,	3.8	1	0	1													extracted
3.81	MEMBER SUB-FIELD	^XMB(3.8,	3.8	2	0	1													extracted
3.811	MEMBER GROUPS SUB-FIELD	^XMB(3.8,	3.8	2	0	1													extracted
3.812	MEMBERS - REMOTE SUB-FIELD	^XMB(3.8,	3.8	1	0	0													extracted
3.813	DISTRIBUTION LIST SUB-FIELD	^XMB(3.8,	3.8	1	0	1													extracted
3.814	FAX RECIPIENT SUB-FIELD	^XMB(3.8,	3.8	1	0	1													extracted
3.815	FAX GROUP SUB-FIELD	^XMB(3.8,	3.8	1	0	1													extracted
3.816	DISTRIBUTION LIST	^XMB(3.816,		2	1	1	3	N											extracted
3.8161	DOMAIN SUB-FIELD	^XMB(3.816,	3.816	1	0	1													extracted
3.9	MESSAGE	^XMB(3.9,		25	31	3	1399	N											extracted
3.9001	RESPONSE SUB-FIELD	^XMB(3.9,	3.9	1	0	1													extracted
3.91	RECIPIENT SUB-FIELD	^XMB(3.9,	3.9	23	0	3													extracted
3.911	ADDRESSED TO SUB-FIELD	^XMB(3.9,	3.9	2	0	0													extracted
3.914	LATER DELIVERY TO SUB-FIELD	^XMB(3.9,	3.9	5	0	1													extracted
3.92	TEXT SUB-FIELD	^XMB(3.9,	3.9	1	0	0													extracted
3.92005	OBJECTS - OTHER BODY PARTS SUB-FIELD	^XMB(3.9,	3.9	1	0	1													extracted
4	INSTITUTION	^DIC(4,		42	321	10	5076	N											extracted
4.001	MASTER FILE PARAMETERS	^DIC(4.001,		30	0	7	48	N											extracted
4.005	MD5 Signature	^DIC(4.005,		9	0	0	44	N											extracted
4.0051	FILE/SUBFILE NUMBER SUB-FIELD	^DIC(4.005,	4.005	2	0	0													extracted
4.00511	FIELD NUMBER SUB-FIELD	^DIC(4.005,	4.0051	6	0	0													extracted
4.009	STANDARD TERMINOLOGY VERSION FILE	^DIC(4.009,		5	0	0	5	N											extracted
4.00999	EFFECTIVE DATE/TIME SUB-FIELD	^DIC(4.009,	4.009	2	0	0													extracted
4.011	FIELD	^DIC(4.001,	4.001	16	0	1													extracted
4.014	ASSOCIATIONS SUB-FIELD	^DIC(4,	4	2	0	2													extracted
4.03	CONTACT SUB-FIELD	^DIC(4,	4	3	0	1													extracted
4.042	EFFECTIVE DATE/TIME SUB-FIELD	^DIC(4,	4	3	0	0													extracted
4.043	TAXONOMY CODE SUB-FIELD	^DIC(4,	4	3	0	1													extracted
4.05	INSTITUTION ASSOCIATION TYPES	^DIC(4.05,	4	2	2	0		N											extracted
4.1	FACILITY TYPE	^DIC(4.1,		4	2	0	127	N											extracted
4.11	AGENCY	^DIC(4.11,		2	3	0	11	N											extracted
4.111	SUBFILE SEQUENCE SUB-FIELD	^DIC(4.001,	4.011	5	0	0													extracted
4.2	DOMAIN	^DIC(4.2,		25	40	1	73	N											extracted
4.21	TRANSMISSION SCRIPT SUB-FIELD	^DIC(4.2,	4.2	9	0	0													extracted
4.22	TEXT SUB-FIELD	^DIC(4.2,	4.21	1	0	0													extracted
4.23	SYNONYM SUB-FIELD	^DIC(4.2,	4.2	1	0	0													extracted
4.24	POLL LIST SUB-FIELD	^DIC(4.2,	4.2	1	0	0													extracted
4.25	NOTES SUB-FIELD	^DIC(4.2,	4.2	1	0	0													extracted
4.281	INTER-UCI TRANSFER	^%ZISL(4.281,		3	0	0	1	N											extracted
4.2812	TEXT SUB-FIELD	^%ZISL(4.281,	4.281	1	0	0													extracted
4.299	TRANSMISSION SCRIPT NOTES SUB-FIELD	^DIC(4.2,	4.21	1	0	0													extracted
4.2995	MAILMAN OUTSTANDING FTP TRANSACTIONS	^XMBX(4.2995,		12	0	2	1	N											extracted
4.2996	INTERNET SUFFIX	^DIC(4.2996,		3	0	0	263	N											extracted
4.29961	NOTES SUB-FIELD	^DIC(4.2996,	4.2996	1	0	0													extracted
4.2997	REMOTE USER DIRECTORY	^XMD(4.2997,		12	0	0	2	N											extracted
4.2998	MESSAGE DELIVERY STATS	^XMBX(4.2998,		80	0	0	1	N											extracted
4.2999	MESSAGE STATISTICS	^XMBS(4.2999,		20	0	2	14	N											extracted
4.29991	MESSAGE STATISTICS MONTH SUB-FIELD	^XMBS(4.2999,	4.2999	7	0	0													extracted
4.29992	XMIT AUDIT SUB-FIELD	^XMBS(4.2999,	4.2999	4	0	0													extracted
4.3	MAILMAN SITE PARAMETERS	^XMB(1,		68	0	7	3	N											extracted
4.302	PURGE AUDIT SUB-FIELD	^XMB(1,	4.3	9	0	0													extracted
4.31	SUBORDINATE DOMAIN SUB-FIELD	^XMB(1,	4.3	3	0	2													extracted
4.32	LIMITED BROADCAST SUB-FIELD	^XMB(1,	4.3	3	0	1													extracted
4.324	INTRO TEXT SUB-FIELD	^XMB(1,	4.3	1	0	0													extracted
4.33	AUTO-FORWARD APPROVED SITE SUB-FIELD	^XMB(1,	4.3	1	0	0													extracted
4.34	AUTO-FORWARD WAIVER SITE SUB-FIELD	^XMB(1,	4.3	1	0	0													extracted
4.341	MY DOMAINS SUB-FIELD	^XMB(1,	4.3	1	0	0													extracted
4.37	FTP NOTES SUB-FIELD	^XMB(1,	4.3	1	0	0													extracted
4.4	MAILMAN TIME ZONE	^XMB(4.4,		3	2	0	21	N											extracted
4.5	NETWORK TRANSACTION	^XMB(4.5,		7	0	0	3	N											extracted
4.501	NETWORK SENDERS REJECTED	^XMBX(4.501,		2	0	0	1	N											extracted
4.51	RECIPIENT SUB-FIELD	^XMB(4.5,	4.5	1	0	0													extracted
4.52	RECORD SUB-FIELD	^XMB(4.5,	4.5	2	0	0													extracted
4.53	FIELD SUB-FIELD	^XMB(4.5,	4.52	13	0	0													extracted
4.6	TRANSMISSION SCRIPT	^XMB(4.6,		3	1	0	50	N											extracted
4.61	TEXT SUB-FIELD	^XMB(4.6,	4.6	1	0	0													extracted
4.62	DESCRIPTION SUB-FIELD	^XMB(4.6,	4.6	1	0	0													extracted
4.999	HISTORY SUB-FIELD	^DIC(4,	4	12	0	3													extracted
4.9999	IDENTIFIER SUB-FIELD	^DIC(4,	4	4	0	0													extracted
5	STATE	^DIC(5,		8	124	0	90	N											extracted
5.01	COUNTY SUB-FIELD	^DIC(5,	5	6	0	0													extracted
5.02	ZIP CODE SUB-FIELD	^DIC(5,	5.01	1	0	0													extracted
5.1	COUNTY	^VIC(5.1,		6	3	1	3256	N											extracted
5.11	ZIP CODE	^VIC(5.11,		4	3	2	93029	N											extracted
5.12	POSTAL CODE	^XIP(5.12,		9	0	2	56627	N											extracted
5.13	COUNTY CODE	^XIP(5.13,		6	1	1	3332	N											extracted
6.666	KERNEL PKI LOGS	^XULOGS(6.666,		14	0	1	1	N											extracted
6.676	SAML TOKEN SUB-FIELD	^XULOGS(6.666,	6.666	1	0	0													extracted
7	PROVIDER CLASS	^DIC(7,		2	4	0	23	N											extracted
7.1	SPECIALITY	^DIC(7.1,		3	0	0	2	N											extracted
8	ELIGIBILITY CODE	^DIC(8,		13	18	3	40	N											extracted
8.01	SYNONYM SUB-FIELD	^DIC(8,	8	1	0	0													extracted
8.1	MAS ELIGIBILITY CODE	^DIC(8.1,		8	6	0	36	N											extracted
8.2	IDENTIFICATION FORMAT	^DIC(8.2,		9	2	0	4	N											extracted
8.21	DESCRIPTION SUB-FIELD	^DIC(8.2,	8.2	1	0	0													extracted
9.2	HELP FRAME	^DIC(9.2,		13	2	2	2927	N											extracted
9.21	TEXT SUB-FIELD	^DIC(9.2,	9.2	1	0	0													extracted
9.22	RELATED FRAME SUB-FIELD	^DIC(9.2,	9.2	2	0	1													extracted
9.23	INVOKED BY ROUTINE SUB-FIELD	^DIC(9.2,	9.2	1	0	0													extracted
9.24	EDITOR SUB-FIELD	^DIC(9.2,	9.2	1	0	1													extracted
9.4	PACKAGE	^DIC(9.4,		31	45	3	479	N											extracted
9.4014	ADDITIONAL PREFIXES SUB-FIELD	^DIC(9.4,	9.4	1	0	0													extracted
