file_number	file_name	global_root	parent_file	field_count	pointer_in	pointer_out	record_count	is_dinum	piks	piks_method	piks_confidence	piks_evidence	piks_secondary	volatility	sensitivity	portability	volume	subdomain	status
65.59	HLA ANTIGEN ABSENT SUB-FIELD	^LRE(	65.5	2	0	1													extracted
65.599	WORKLOAD TEST/PROCEDURE SUB-FIELD	^LRE(	65.54	2	0	1													extracted
65.5991	COMPLETE DATE/TIME SUB-FIELD	^LRE(	65.599	3	0	2													extracted
65.59911	WKLD CODE SUB-FIELD	^LRE(	65.5991	3	0	1													extracted
65.6	SERUM PROTEIN ELECTROPHORESIS SUB-FIELD	^LRE(	65.54	1	0	0													extracted
65.61	RBC TYPING METHOD SUB-FIELD	^LRE(	65.54	4	0	2													extracted
65.62	ANTISERUM SUB-FIELD	^LRE(	65.61	10	0	1													extracted
65.66	BLOOD COMPONENT SUB-FIELD	^LRE(	65.54	11	0	3													extracted
65.67	COMPONENT DISPOSITION COMMENT SUB-FIELD	^LRE(	65.66	1	0	0													extracted
65.9	LAB LETTER	^LAB(65.9,		23	0	1	12	N											extracted
65.91	LETTER TEXT SUB-FIELD	^LAB(65.9,	65.9	1	0	0													extracted
65.94	PARAGRAPH 1 SUB-FIELD	^LAB(65.9,	65.9	1	0	0													extracted
65.95	PARAGRAPH 2 SUB-FIELD	^LAB(65.9,	65.9	1	0	0													extracted
65.96	PARAGRAPH 3 SUB-FIELD	^LAB(65.9,	65.9	1	0	0													extracted
65.97	PARAGRAPH 4 SUB-FIELD	^LAB(65.9,	65.9	1	0	0													extracted
65.99	PERMANENT DEFERRAL REASON SUB-FIELD	^LRE(	65.5	1	0	0													extracted
66	BLOOD PRODUCT	^LAB(66,		40	15	7	65	N											extracted
66.01	SUPPLIER SUB-FIELD	^LAB(66,	66	14	0	1													extracted
66.02	LOT # SUB-FIELD	^LAB(66,	66.01	2	0	0													extracted
66.021	SYNONYM SUB-FIELD	^LAB(66,	66	1	0	0													extracted
66.03	MODIFY TO SUB-FIELD	^LAB(66,	66	3	0	1													extracted
66.04	TESTS TO CHECK SUB-FIELD	^LAB(66,	66	3	0	2													extracted
66.05	CRITERIA FOR USE SUB-FIELD	^LAB(66,	66	1	0	0													extracted
66.06	WKLD CODE SUB-FIELD	^LAB(66,	66	1	0	1													extracted
66.07	REQUISITION INSTRUCTIONS SUB-FIELD	^LAB(66,	66	1	0	0													extracted
66.08	PRE-OP TESTS TO CHECK SUB-FIELD	^LAB(66,	66	3	0	2													extracted
66.09	DESCRIPTION SUB-FIELD	^LAB(66,	66	1	0	0													extracted
66.1	ASSOCIATED DIVISION SUB-FIELD	^LAB(66,	66	1	0	1													extracted
66.2	BLOOD BANK VALIDATION	^LAB(66.2,		8	0	0	147	N											extracted
66.21	DATE/TIME VALIDATED SUB-FIELD	^LAB(66.2,	66.2	10	0	2													extracted
66.211	COMMENT SUB-FIELD	^LAB(66.2,	66.21	1	0	0													extracted
66.22	PERSON PERFORMING VALIDATION SUB-FIELD	^LAB(66.2,	66.21	1	0	1													extracted
66.3	MASTER LABORATORY TEST	^LRMLTF(		13	2	1	19	N											extracted
66.399	EFFECTIVE DATE/TIME SUB-FIELD	^LRMLTF(	66.3	2	0	0													extracted
66.4	LAB MLTF MANAGED ITEMS	^LAB(66.4,		17	0	1	4	N											extracted
66.5	OPERATION (MSBOS)	^LAB(66.5,		3	0	2	10	N											extracted
66.51	BLOOD COMPONENT REQUEST SUB-FIELD	^LAB(66.5,	66.5	2	0	1													extracted
66.9	BLOOD COMPONENT REQUEST	^LAB(66.9,		3	0	1	3	N											extracted
66.91	PRODUCTS SUB-FIELD	^LAB(66.9,	66.9	1	0	1													extracted
66.92	CRITERIA FOR USE SUB-FIELD	^LAB(66.9,	66.9	1	0	0													extracted
67	REFERRAL PATIENT	^LRT(67,		25	7	7	1	N											extracted
67.1	RESEARCH	^LRT(67.1,		7	2	2	8	N											extracted
67.11	LR LAB LIM FILE	^LAB(67.11,		2	0	2	3	N											extracted
67.111	LIM SUB-FIELD	^LAB(67.11,	67.11	1	0	1													extracted
67.2	STERILIZER	^LRT(67.2,		6	2	2	8	N											extracted
67.3	ENVIRONMENTAL	^LRT(67.3,		5	2	2	10	N											extracted
67.4	NON PATIENT WORKLOAD	^LRT(67.4,		1	1	0	1	N											extracted
67.9	LAB MONTHLY WORKLOADS	^LRO(67.9,		3	0	2	4	N											extracted
67.901	DIVISION SUB-FIELD	^LRO(67.9,	67.9	3	0	1													extracted
67.911	MONTH SUB-FIELD	^LRO(67.9,	67.901	5	0	1													extracted
67.9114	WKLD CODE SUB-FIELD	^LRO(67.9,	67.911	15	0	0													extracted
67.91148	TREATING SPECIALITY SUB-FIELD	^LRO(67.9,	67.9114	3	0	0													extracted
67.99999	ARCHIVED LAB MONTHLY WORKLOADS	^LAR(67.99999,		3	0	0	1	N											extracted
67.9999901	DIVISION SUB-FIELD	^LAR(67.99999,	67.99999	3	0	0													extracted
67.9999911	MONTH SUB-FIELD	^LAR(67.99999,	67.9999901	5	0	0													extracted
67.99999114	WKLD CODE SUB-FIELD	^LAR(67.99999,	67.9999911	15	0	0													extracted
67.999991148	TREATING SPECIALTY SUB-FIELD	^LAR(67.99999,	67.99999114	3	0	0													extracted
68	ACCESSION	^LRO(68,		36	25	11	57	N											extracted
68.01	DATE SUB-FIELD	^LRO(68,	68	8	0	3													extracted
68.02	ACCESSION NUMBER SUB-FIELD	^LRO(68,	68.01	40	0	11													extracted
68.03	ASSOCIATED DIVISION SUB-FIELD	^LRO(68,	68	1	0	1													extracted
68.04	TESTS SUB-FIELD	^LRO(68,	68.02	12	0	6													extracted
68.05	SPECIMEN SUB-FIELD	^LRO(68,	68.02	3	0	3													extracted
68.06	PROGRESS NOTES SUB-FIELD	^LRO(68,	68.02	1	0	0													extracted
68.07	BULL ALGORITHM CONTROL DATA SUB-FIELD	^LRO(68,	68.01	5	0	1													extracted
68.08	CONTROL DATA SUB-FIELD	^LRO(68,	68.07	1	0	0													extracted
68.09	INSTRUMENTATION CONTROLS SUB-FIELD	^LRO(68,	68	2	0	2													extracted
68.1	CONTROL NAME SUB-FIELD	^LRO(68,	68.09	2	0	1													extracted
68.11	MULTI-RULE VA QC SUB-FIELD	^LRO(68,	68.01	3	0	2													extracted
68.12	CONTROL DATA SUB-FIELD	^LRO(68,	68.11	1	0	1													extracted
68.13	TEST SUB-FIELD	^LRO(68,	68.05	3	0	1													extracted
68.14	WKLD CODE SUB-FIELD	^LRO(68,	68.04	12	0	6													extracted
68.2	LOAD/WORK LIST	^LRO(68.2,		28	1	9	53	N											extracted
68.21	RUN or TRAY NUMBER SUB-FIELD	^LRO(68.2,	68.2	6	0	3													extracted
68.22	SEQUENCE or CUP NUMBER SUB-FIELD	^LRO(68.2,	68.21	8	0	3													extracted
68.222	TESTS SUB-FIELD	^LRO(68.2,	68.22	2	0	2													extracted
68.225	TEST or PANEL NUMBER SUB-FIELD	^LRO(68.2,	68.22	2	0	0													extracted
68.23	PROFILE SUB-FIELD	^LRO(68.2,	68.2	11	0	6													extracted
68.24	TEST SUB-FIELD	^LRO(68.2,	68.23	5	0	4													extracted
68.25	TRAY # FOR CONTROL SUB-FIELD	^LRO(68.2,	68.23	2	0	1													extracted
68.26	CONTROL SUB-FIELD	^LRO(68.2,	68.25	2	0	1													extracted
68.27	Specimen to EXCLUDE SUB-FIELD	^LRO(68.2,	68.23	1	0	1													extracted
68.28	CONTROLS TO BEGIN WORKLIST SUB-FIELD	^LRO(68.2,	68.23	2	0	1													extracted
68.29	CONTROLS TO END WORKLIST SUB-FIELD	^LRO(68.2,	68.23	2	0	1													extracted
68.3	ADDITIONAL LAB TESTS SUB-FIELD	^LRO(68.2,	68.2	1	0	1													extracted
68.4	WORKLIST HEADINGS	^DIC(68.4,		2	0	1	2	N											extracted
68.41	LINE # SUB-FIELD	^DIC(68.4,	68.4	5	0	0													extracted
69	LAB ORDER ENTRY	^LRO(69,		3	0	1	1357	N											extracted
69.01	SPECIMEN # SUB-FIELD	^LRO(69,	69	37	0	12													extracted
69.02	SPECIMEN SUB-FIELD	^LRO(69,	69.01	5	0	2													extracted
69.03	TEST SUB-FIELD	^LRO(69,	69.01	24	0	8													extracted
69.04	WARD COMMENTS ON SPECIMEN SUB-FIELD	^LRO(69,	69.01	1	0	0													extracted
69.05	ICD-9 CODES SUB-FIELD	^LRO(69,	69.03	10	0	1													extracted
69.1	COLLECTION LIST	^LRO(69.1,		3	0	1	3	N											extracted
69.11	TEST SUB-FIELD	^LRO(69.1,	69.1	12	0	5													extracted
69.2	LAB SECTION PRINT	^LRO(69.2,		31	0	5	24	N											extracted
69.21	INCOMPLETE REPORTS QUEUE SUB-FIELD	^LRO(69.2,	69.2	3	0	0													extracted
69.211	TOPOGRAPHY CATEGORY SUB-FIELD	^LRO(69.2,	69.2	2	0	0													extracted
69.212	MORPHOLOGY ENTRY SUB-FIELD	^LRO(69.2,	69.2	1	0	1													extracted
69.2166113	BRIEF CLINICAL HISTORY SUB-FIELD	^LRO(69,	69.01	1	0	0													extracted
69.2166114	PREOPERATIVE DIAGNOSIS SUB-FIELD	^LRO(69,	69.01	1	0	0													extracted
69.2166115	OPERATIVE FINDINGS SUB-FIELD	^LRO(69,	69.01	1	0	0													extracted
69.2166116	POSTOPERATIVE DIAGNOSIS SUB-FIELD	^LRO(69,	69.01	1	0	0													extracted
69.22	SLIDE LABEL SUB-FIELD	^LRO(69.2,	69.2	2	0	0													extracted
69.221661	AP SPECIMEN SUB-FIELD	^LRO(69,	69.02	4	0	2													extracted
69.2216612	DIALOG SUB-FIELD	^LRO(69,	69.02	6	0	0													extracted
69.22166124	DATA SUB-FIELD	^LRO(69,	69.2216612	1	0	0													extracted
69.23	COMPLETED REPORTS QUEUE SUB-FIELD	^LRO(69.2,	69.2	3	0	0													extracted
69.24	ENTRY NUMBER SUB-FIELD	^LRO(69.2,	69.2	3	0	0													extracted
69.25	LABELS SUB-FIELD	^LRO(69.2,	69.2	5	0	0													extracted
69.26	GENERIC LIST SUB-FIELD	^LRO(69.2,	69.2	5	0	0													extracted
69.27	REPORTS ON DEMAND SUB-FIELD	^LRO(69.2,	69.2	5	0	1													extracted
69.28	USER REQUEST LIST SUB-FIELD	^LRO(69.2,	69.2	4	0	2													extracted
69.29	INTERIM REPORT NUMBER SUB-FIELD	^LRO(69.2,	69.2	2	0	0													extracted
69.299	DATA CHANGE DATE SUB-FIELD	^LRO(69.2,	69.2	9	0	0													extracted
69.3	LRDFN SUB-FIELD	^LRO(69.2,	69.28	8	0	2													extracted
69.31	FILE SUB-FIELD	^LRO(69.2,	69.2	5	0	1													extracted
69.32	FILE ENTRY SUB-FIELD	^LRO(69.2,	69.31	4	0	0													extracted
69.321	DATE SUB-FIELD	^LRO(69.2,	69.32	5	0	0													extracted
69.3211	COMMENT SUB-FIELD	^LRO(69.2,	69.321	1	0	0													extracted
69.33	TEST LIST NUMBER SUB-FIELD	^LRO(69.2,	69.2	2	0	1													extracted
69.34	TEST SUB-FIELD	^LRO(69.2,	69.33	4	0	2													extracted
69.35	LAB TEST GROUP SUB-FIELD	^LRO(69.2,	69.28	2	0	1													extracted
69.36	TEST SUB-FIELD	^LRO(69.2,	69.35	2	0	1													extracted
69.37	SUBFILE FIELD NAME SUB-FIELD	^LRO(69.2,	69.299	3	0	0													extracted
69.38	SNOMED & TC CODING SUB-FIELD	^LRO(69.2,	69.2	1	0	0													extracted
69.399	TEST COMMENTS SUB-FIELD	^LRO(69,	69.03	1	0	0													extracted
69.3991	CANCEL REASON SUB-FIELD	^LRO(69,	69.03	1	0	0													extracted
69.4	LAB SEARCH/EXTRACT PROTOCOL	^LAB(69.4,		6	1	2	3	N											extracted
69.45	Receive Alerts SUB-FIELD	^LAB(69.4,	69.4	1	0	0													extracted
69.5	LAB SEARCH/EXTRACT	^LAB(69.5,		22	0	8	29	N											extracted
69.51	LREPI REMINDER LINK	^LAB(69.51,		1	0	1	5	N											extracted
69.514	PTF SUB-FIELD	^LAB(69.5,	69.5	2	0	1													extracted
69.515	Description SUB-FIELD	^LAB(69.5,	69.5	1	0	0													extracted
69.52	LAB TEST SUB-FIELD	^LAB(69.5,	69.5	3	0	1													extracted
69.53	ETIOLOGY SUB-FIELD	^LAB(69.5,	69.5	1	0	1													extracted
69.54	ICD DIAGNOSIS SUB-FIELD	^LAB(69.5,	69.5	2	0	2													extracted
69.55	ANTIMICROBIAL SUSCEPTIBILITY SUB-FIELD	^LAB(69.5,	69.5	3	0	1													extracted
69.56	INCLUDED SITES SUB-FIELD	^LAB(69.5,	69.5	1	0	1													extracted
69.57	EXCLUDED SITES SUB-FIELD	^LAB(69.5,	69.5	1	0	1													extracted
69.58	SNOMED CODES SUB-FIELD	^LAB(69.5,	69.5	1	0	0													extracted
69.6	LAB PENDING ORDERS ENTRY	^LRO(69.6,		31	0	6	15	N											extracted
69.6061	AP SPECIMENS SUB-FIELD	^LRO(69.6,	69.6	3	0	2													extracted
69.6063	AP INFO SUB-FIELD	^LRO(69.6,	69.6	3	0	1													extracted
69.60631	TEXT SUB-FIELD	^LRO(69.6,	69.6063	1	0	0													extracted
69.61	TOPOGRAPHY SUB-FIELD	^LRO(69.2,	69.2	3	0	3													extracted
69.62	TEST TO DISPLAY SUB-FIELD	^LRO(69.2,	69.61	3	0	2													extracted
69.63	TEST TO PRINT SUB-FIELD	^LRO(69.2,	69.61	3	0	2													extracted
69.64	ORDERED TESTS SUB-FIELD	^LRO(69.6,	69.6	16	0	3													extracted
69.699	COMMENTS SUB-FIELD	^LRO(69.6,	69.6	1	0	0													extracted
69.71	LR CPRS PARAMETERS	^LAB(69.71,		7	2	0	18	N											extracted
69.712	QUESTIONS SUB-FIELD	^LAB(69.71,	69.71	1	0	0													extracted
69.713	URL LINK SUB-FIELD	^LAB(69.71,	69.71	1	0	0													extracted
69.714	CPRS ID NAME SUB-FIELD	^LAB(69.71,	69.71	6	0	0													extracted
69.86	HOWDY SITE FILE	^LRHY(69.86,		20	0	10	1	N											extracted
69.861	SITE SPECIMEN (TO EXCLUDE) SUB-FIELD	^LRHY(69.86,	69.86	1	0	1													extracted
69.8616	EXCLUDE CLINICS SUB-FIELD	^LRHY(69.86,	69.86	1	0	1													extracted
69.862	LAB TEST (TO EXCLUDE) SUB-FIELD	^LRHY(69.86,	69.86	1	0	1													extracted
69.8625	ORDER LABEL TESTS SUB-FIELD	^LRHY(69.86,	69.86	1	0	1													extracted
69.863	LABEL PRINTERS SUB-FIELD	^LRHY(69.86,	69.86	1	0	1													extracted
69.8632	GREETING SUB-FIELD	^LRHY(69.86,	69.86	1	0	0													extracted
69.864	COLLECTION SAMPLE (TO EXCLUDE) SUB-FIELD	^LRHY(69.86,	69.86	1	0	1													extracted
69.8645	SPACER LABEL PRINTER SUB-FIELD	^LRHY(69.86,	69.86	1	0	1													extracted
69.8654	BINGO BOARD DEVICE SUB-FIELD	^LRHY(69.86,	69.86	1	0	1													extracted
69.867	EXCLUDE URGENCY SUB-FIELD	^LRHY(69.86,	69.86	1	0	1													extracted
69.868	COLLECTION TYPES (TO EXCLUDE) SUB-FIELD	^LRHY(69.86,	69.86	1	0	0													extracted
69.87	HOWDY SPECIMEN TIMES BY UID	^LRHY(69.87,		7	0	1	1	N											extracted
69.9	LABORATORY SITE	^LAB(69.9,		92	0	22	3	N											extracted
69.9001	PHLEBOTOMY ORDER CUT-OFF TIME SUB-FIELD	^LAB(69.9,	69.9	4	0	1													extracted
69.9002	MICRO SURVEY REPORT DEFAULTS SUB-FIELD	^LAB(69.9,	69.9	1	0	0													extracted
69.9003	ARCHIVE DATA SUB-FIELD	^LAB(69.9,	69.9	5	0	0													extracted
69.9004	EXCEPTED LOCATIONS SUB-FIELD	^LAB(69.9,	69.9	1	0	1													extracted
69.9005	MICRO TREND REPORT DEFAULTS SUB-FIELD	^LAB(69.9,	69.9	1	0	0													extracted
69.9006	IMMED LAB COLLECT DIV. SUB-FIELD	^LAB(69.9,	69.9	27	0	2													extracted
69.9007	PRINTER DIVISION SUB-FIELD	^LAB(69.9,	69.9	3	0	3													extracted
69.9008	LABEL DEVICE SUB-FIELD	^LAB(69.9,	69.9	6	0	2													extracted
69.91	LR ROUTINE INTEGRITY CHECKER	^LAB(69.91,		7	0	0	3	N											extracted
69.911	Routine SUB-FIELD	^LAB(69.91,	69.91	5	0	0													extracted
69.9113	Patch # SUB-FIELD	^LAB(69.91,	69.911	1	0	0													extracted
69.913	DELETED OPTIONS SUB-FIELD	^LAB(69.91,	69.91	4	0	0													extracted
69.914	DELETE PRINT TEMPLATE SUB-FIELD	^LAB(69.91,	69.91	1	0	0													extracted
69.915	DELETE SORT TEMPLATE SUB-FIELD	^LAB(69.91,	69.91	1	0	0													extracted
69.916	DELETE EDIT TEMPLATE SUB-FIELD	^LAB(69.91,	69.91	1	0	0													extracted
69.9618	DIVISION PARAMETERS SUB-FIELD	^LAB(69.9,	69.9	2	0	2													extracted
69.98	BLOOD BANK DEFAULTS SUB-FIELD	^LAB(69.9,	69.9	11	0	2													extracted
69.981	BLOOD BANK INSTITUTION SUB-FIELD	^LAB(69.9,	69.9	6	0	5													extracted
69.99	HOSPITAL SITE SUB-FIELD	^LAB(69.9,	69.9	4	0	1													extracted
70	RAD/NUC MED PATIENT	^RADPT(		12	0	2	308	N											extracted
70.02	REGISTERED EXAMS SUB-FIELD	^RADPT(	70	6	0	3													extracted
70.03	FIELD	^RADPT(	70.02	52	0	28													extracted
70.04	FILM SIZE SUB-FIELD	^RADPT(	70.03	2	0	1													extracted
70.05	EXAM STATUS TIMES SUB-FIELD	^RADPT(	70.03	3	0	2													extracted
70.06	OUTSIDE FILMS REGISTRY SUB-FIELD	^RADPT(	70	8	0	0													extracted
70.07	ACTIVITY LOG SUB-FIELD	^RADPT(	70.03	5	0	1													extracted
70.08	ACTIVITY LOG SUB-FIELD	^RADPT(	70.06	3	0	1													extracted
70.09	SECONDARY INTERPRET'G RESIDENT SUB-FIELD	^RADPT(	70.03	1	0	1													extracted
70.1	PROCEDURE MODIFIERS SUB-FIELD	^RADPT(	70.03	1	0	1													extracted
70.11	SECONDARY INTERPRETING STAFF SUB-FIELD	^RADPT(	70.03	1	0	1													extracted
70.12	TECHNOLOGIST SUB-FIELD	^RADPT(	70.03	1	0	1													extracted
70.13	CLINICAL HISTORY FOR EXAM SUB-FIELD	^RADPT(	70.03	1	0	0													extracted
70.14	SECONDARY DIAGNOSTIC CODE SUB-FIELD	^RADPT(	70.03	2	0	1													extracted
70.15	MEDICATIONS SUB-FIELD	^RADPT(	70.03	4	0	2													extracted
70.16	CONTRAST MEDIA ACTIVITY LOG SUB-FIELD	^RADPT(	70.03	3	0	1													extracted
70.2	NUC MED EXAM DATA	^RADPTN(		4	1	2	6	N											extracted
70.21	RADIOPHARMACEUTICALS SUB-FIELD	^RADPTN(	70.2	16	0	8													extracted
70.3	RADIATION ABSORBED DOSE	^RAD(		8	1	1	1	N											extracted
70.31	IRRADIATION INSTANCE UID SUB-FIELD	^RAD(	70.3	5	0	2													extracted
70.3135	CPT MODIFIERS SUB-FIELD	^RADPT(	70.03	1	0	1													extracted
70.3225	CONTRAST MEDIA SUB-FIELD	^RADPT(	70.03	1	0	0													extracted
70.346	REASON FOR NOT PURGING SUB-FIELD	^RADPT(	70.03	1	0	0													extracted
71	RAD/NUC MED PROCEDURES	^RAMIS(71,		38	17	15	1945	N											extracted
71.01	SYNONYM SUB-FIELD	^RAMIS(71,	71	1	0	0													extracted
71.0125	CONTRAST MEDIA SUB-FIELD	^RAMIS(71,	71	1	0	0													extracted
71.0135	DEFAULT CPT MODIFIERS(PROC) SUB-FIELD	^RAMIS(71,	71	1	0	1													extracted
71.02	FILMS NEEDED SUB-FIELD	^RAMIS(71,	71	2	0	1													extracted
71.03	AMIS CODES SUB-FIELD	^RAMIS(71,	71	4	0	1													extracted
71.04	MESSAGE SUB-FIELD	^RAMIS(71,	71	1	0	1													extracted
71.05	DESCENDENTS SUB-FIELD	^RAMIS(71,	71	1	0	1													extracted
71.055	DEFAULT MEDICATIONS SUB-FIELD	^RAMIS(71,	71	2	0	1													extracted
71.06	CONTRAST MEDIA ACTIVITY LOG SUB-FIELD	^RAMIS(71,	71	3	0	1													extracted
71.07	NEW PROCEDURE MESSAGE SUB-FIELD	^RAMIS(71,	71	1	0	0													extracted
71.0731	MODALITY SUB-FIELD	^RAMIS(71,	71	1	0	1													extracted
71.08	DEFAULT RADIOPHARMACEUTICALS SUB-FIELD	^RAMIS(71,	71	7	0	3													extracted
71.09	EDUCATIONAL DESCRIPTION SUB-FIELD	^RAMIS(71,	71	1	0	0													extracted
71.1	MAJOR RAD/NUC MED AMIS CODES	^RAMIS(71.1,		3	2	0	29	N											extracted
71.11	NEW RAD PROCEDURE WORKUP	^RAMRPF(71.11,		31	0	14	1	N											extracted
71.1102	FILMS NEEDED SUB-FIELD	^RAMRPF(71.11,	71.11	1	0	1													extracted
71.1103	AMIS CODES SUB-FIELD	^RAMRPF(71.11,	71.11	3	0	1													extracted
71.1105	DESCENDENTS SUB-FIELD	^RAMRPF(71.11,	71.11	1	0	1													extracted
71.1108	DEFAULT RADIOPHARMACEUTICALS SUB-FIELD	^RAMRPF(71.11,	71.11	7	0	3													extracted
71.111	SYNONYM SUB-FIELD	^RAMRPF(71.11,	71.11	1	0	0													extracted
71.11125	CONTRAST MEDIA SUB-FIELD	^RAMRPF(71.11,	71.11	1	0	0													extracted
71.11135	DEFAULT CPT MODIFIERS(PROC) SUB-FIELD	^RAMRPF(71.11,	71.11	1	0	1													extracted
71.1155	DEFAULT MEDICATIONS SUB-FIELD	^RAMRPF(71.11,	71.11	2	0	1													extracted
71.11731	MODALITY SUB-FIELD	^RAMRPF(71.11,	71.11	1	0	1													extracted
71.12	MESSAGE SUB-FIELD	^RAMRPF(71.11,	71.11	1	0	1													extracted
71.1235	RADIOLOGY PROCEDURE MAP TO CC CONSULT	^RA(71.1235,		4	0	1	15	N											extracted
71.13	EDUCATIONAL DESCRIPTION SUB-FIELD	^RAMRPF(71.11,	71.11	1	0	0													extracted
71.2	PROCEDURE MODIFIERS	^RAMIS(71.2,		3	5	1	36	N											extracted
71.23	TYPE OF IMAGING SUB-FIELD	^RAMIS(71.2,	71.2	1	0	1													extracted
71.3	RAD/NUC MED COMMON PROCEDURE	^RAMIS(71.3,		11	0	3	64	N											extracted
71.312	PROCEDURE MODIFIERS SUB-FIELD	^RAMIS(71.3,	71.3	1	0	1													extracted
71.4	RAD/NUC MED PROCEDURE MESSAGE	^RAMIS(71.4,		1	2	0	4	N											extracted
71.5	IMAGING STOP CODES	^RAMIS(71.5,		1	0	1	15	N											extracted
71.6	ROUTE OF ADMINISTRATION	^RAMIS(71.6,		4	3	1	21	N											extracted
71.61	SYNONYMS SUB-FIELD	^RAMIS(71.6,	71.6	1	0	0													extracted
71.62	VALID SITES OF ADMINISTRATION SUB-FIELD	^RAMIS(71.6,	71.6	1	0	1													extracted
71.7	SITE OF ADMINISTRATION	^RAMIS(71.7,		2	4	0	50	N											extracted
71.701	SYNONYM SUB-FIELD	^RAMIS(71.7,	71.7	1	0	0													extracted
71.8	RADIOPHARMACEUTICAL SOURCE	^RAMIS(71.8,		1	1	0	3	N											extracted
71.9	RADIOPHARMACEUTICAL LOT	^RAMIS(71.9,		6	1	2	5	N											extracted
71.98	MASTER RADIOLOGY SITE	^RAMRPF(71.98,		14	0	2	3	N											extracted
71.99	MASTER RADIOLOGY PROCEDURE	^RAMRPF(71.99,		10	3	1	11	N											extracted
71.9901	LOINC LONG DESCRIPTION SUB-FIELD	^RAMRPF(71.99,	71.99	1	0	0													extracted
71.993	MRPF LONG NAME SUB-FIELD	^RAMRPF(71.99,	71.99	1	0	0													extracted
71.9999	EFFECTIVE DATE/TIME SUB-FIELD	^RAMRPF(71.99,	71.99	2	0	0													extracted
72	EXAMINATION STATUS	^RA(72,		61	3	3	59	N											extracted
73.1	RAD MODALITY DEFINED TERMS	^RAMIS(73.1,		4	4	1	98	N											extracted
73.2	RADIOLOGY CPT BY PROCEDURE TYPE	^RA(73.2,		8	0	0	2000	N											extracted
74	RAD/NUC MED REPORTS	^RARPT(		48	7	8	1107	N											extracted
74.01	ACTIVITY LOG SUB-FIELD	^RARPT(	74	10	0	7													extracted
74.02	REPORT TEXT SUB-FIELD	^RARPT(	74	1	0	0													extracted
74.02005	IMAGE SUB-FIELD	^RARPT(	74	1	0	1													extracted
74.03	IMPRESSION TEXT SUB-FIELD	^RARPT(	74	1	0	0													extracted
74.04	ADDITIONAL CLINICAL HISTORY SUB-FIELD	^RARPT(	74	1	0	0													extracted
74.05	OTHER CASE# SUB-FIELD	^RARPT(	74	1	0	0													extracted
74.06	ERROR REPORTS SUB-FIELD	^RARPT(	74	2	0	0													extracted
74.1	STANDARD REPORTS	^RA(74.1,		4	0	0	17	N											extracted
74.11	REPORT TEXT SUB-FIELD	^RA(74.1,	74.1	1	0	0													extracted
74.12	IMPRESSION SUB-FIELD	^RA(74.1,	74.1	1	0	0													extracted
74.16	BEFORE DELETION SEC. DX CODE SUB-FIELD	^RARPT(	74.01	1	0	1													extracted
74.18	BEFORE DELETION SEC. STAFF SUB-FIELD	^RARPT(	74.01	1	0	1													extracted
74.19	BEFORE DELETION SEC. RESIDENT SUB-FIELD	^RARPT(	74.01	1	0	1													extracted
74.2	REPORT BATCHES	^RABTCH(74.2,		5	0	2	10	N											extracted
74.21	REPORTS SUB-FIELD	^RABTCH(74.2,	74.2	2	0	1													extracted
74.3	REPORT DISTRIBUTION QUEUE	^RABTCH(74.3,		5	1	0	8	N											extracted
74.33	ACTIVITY LOG SUB-FIELD	^RABTCH(74.3,	74.3	5	0	1													extracted
74.4	REPORT DISTRIBUTION	^RABTCH(74.4,		8	0	6	1033	N											extracted
74.62	ERRONEOUS REPORT SUB-FIELD	^RARPT(	74.06	1	0	0													extracted
75.1	RAD/NUC MED ORDERS	^RAO(75.1,		46	2	15	2266	N											extracted
75.11	CLINICAL HISTORY FOR EXAM SUB-FIELD	^RAO(75.1,	75.1	1	0	0													extracted
75.1125	PROCEDURE MODIFIERS SUB-FIELD	^RAO(75.1,	75.1	1	0	1													extracted
75.12	REQUEST STATUS TIMES SUB-FIELD	^RAO(75.1,	75.1	4	0	2													extracted
75.125	HOLD DESCRIPTION SUB-FIELD	^RAO(75.1,	75.1	1	0	0													extracted
75.13	SECONDARY ORDERING ICD DIAG. SUB-FIELD	^RAO(75.1,	75.1	9	0	1													extracted
75.2	RAD/NUC MED REASON	^RA(75.2,		6	3	0	76	N											extracted
75.3	COMMUNITY CARE JUSTIFICATIONS	^RA(75.3,		2	0	0	10	N											extracted
78.1	COMPLICATION TYPES	^RA(78.1,		2	1	0	7	N											extracted
78.2	LBL/HDR/FTR FORMATS	^RA(78.2,		4	4	1	8	N											extracted
78.21	PRINT FIELDS SUB-FIELD	^RA(78.2,	78.2	5	0	1													extracted
78.22	COMPILED LOGIC SUB-FIELD	^RA(78.2,	78.2	1	0	0													extracted
78.3	DIAGNOSTIC CODES	^RA(78.3,		8	9	1	90	N											extracted
78.4	FILM SIZES	^RA(78.4,		6	6	1	12	N											extracted
78.6	CAMERA/EQUIP/RM	^RA(78.6,		2	6	0	22	N											extracted
78.7	LABEL PRINT FIELDS	^RA(78.7,		7	1	0	59	N											extracted
79	RAD/NUC MED DIVISION	^RA(79,		32	3	5	6	N											extracted
79.01	IMAGING LOCATIONS SUB-FIELD	^RA(79,	79	1	0	1													extracted
79.0125	RPHARM DOSE WARNING MESSAGE SUB-FIELD	^RA(79,	79	1	0	0													extracted
79.0175	PERF INDIC SMTP E-MAIL ADDRESS SUB-FIELD	^RA(79,	79	2	0	0													extracted
